book,page,column,nom_idx,syl_idx,bbox_cu,bbox_truoc_lock,iou,box_source_truoc_lock,count_source,n_ocr,n_qn,n_det
stt11,page_0242,6,2,2,"[728, 628, 834, 740]","[728, 628, 834, 740]",1.000,detector,equal_ocr,23,24,23
stt11,page_0242,7,12,12,"[559, 1531, 661, 1640]","[559, 1531, 661, 1640]",1.000,detector,equal_qn,23,23,23
stt11,page_0242,7,21,21,"[560, 2316, 660, 2426]","[560, 2316, 660, 2426]",1.000,detector,equal_qn,23,23,23
stt11,page_0242,9,17,17,"[265, 1865, 360, 1967]","[265, 1865, 360, 1967]",1.000,detector,equal_qn,24,24,24
stt11,page_0244,2,8,8,"[1310, 1156, 1415, 1269]","[1310, 1156, 1415, 1269]",1.000,detector,equal_qn,23,23,23
stt11,page_0244,4,10,10,"[1013, 1339, 1115, 1447]","[1013, 1339, 1115, 1447]",1.000,detector,equal_qn,23,23,23
stt11,page_0244,6,10,10,"[706, 1401, 811, 1513]","[706, 1401, 811, 1513]",1.000,detector,conflict,22,22,23
stt11,page_0244,8,20,20,"[422, 2399, 519, 2510]","[422, 2399, 519, 2510]",1.000,detector,equal_qn,21,21,21
stt11,page_0244,9,20,20,"[272, 2299, 373, 2416]","[272, 2299, 373, 2416]",1.000,detector,equal_qn,22,22,22
stt11,page_0246,3,14,14,"[1183, 1686, 1282, 1794]","[1183, 1686, 1282, 1794]",1.000,detector,equal_qn,23,23,23
stt11,page_0246,4,0,0,"[1053, 454, 1155, 555]","[1053, 454, 1155, 555]",1.000,detector,equal_qn,23,23,23
stt11,page_0246,7,22,22,"[557, 2373, 659, 2473]","[557, 2373, 659, 2473]",1.000,detector,equal_qn,23,23,23
stt11,page_0248,2,6,6,"[1338, 1020, 1440, 1136]","[1338, 1020, 1440, 1136]",1.000,detector,equal_ocr,21,22,21
stt11,page_0248,3,0,0,"[1165, 444, 1272, 550]","[1165, 444, 1272, 550]",1.000,detector,equal_qn,23,23,23
stt11,page_0248,3,8,8,"[1177, 1154, 1280, 1262]","[1177, 1154, 1280, 1262]",1.000,detector,equal_qn,23,23,23
stt11,page_0248,6,4,4,"[711, 800, 814, 914]","[711, 800, 814, 914]",1.000,detector,equal_qn,22,22,22
stt11,page_0248,6,14,14,"[729, 1746, 833, 1858]","[729, 1746, 833, 1858]",1.000,detector,equal_qn,22,22,22
stt11,page_0248,7,20,21,"[569, 2324, 675, 2434]","[569, 2324, 675, 2434]",1.000,detector,conflict,22,24,23
stt11,page_0250,3,17,17,"[1190, 1943, 1289, 2053]","[1190, 1943, 1289, 2053]",1.000,detector,equal_ocr,23,24,23
stt11,page_0250,6,20,20,"[724, 2197, 826, 2311]","[724, 2197, 826, 2311]",1.000,detector,equal_qn,23,23,23
stt11,page_0252,3,1,1,"[1186, 518, 1293, 637]","[1186, 518, 1293, 637]",1.000,detector,equal_ocr,21,22,21
stt11,page_0252,3,16,17,"[1198, 1976, 1297, 2090]","[1198, 1976, 1297, 2090]",1.000,detector,equal_ocr,21,22,21
stt11,page_0252,7,0,0,"[582, 422, 687, 524]","[582, 422, 687, 524]",1.000,detector,equal_qn,23,23,23
stt11,page_0252,8,7,7,"[436, 1053, 531, 1167]","[436, 1053, 531, 1167]",1.000,detector,equal_qn,22,22,22
stt11,page_0252,9,7,7,"[287, 1025, 384, 1133]","[287, 1025, 384, 1133]",1.000,detector,equal_qn,24,24,24
stt11,page_0254,2,6,6,"[1313, 954, 1419, 1064]","[1313, 954, 1419, 1064]",1.000,detector,equal_qn,23,23,23
stt11,page_0254,3,5,5,"[1168, 887, 1270, 1002]","[1168, 887, 1270, 1002]",1.000,detector,equal_qn,22,22,22
stt11,page_0254,4,6,6,"[1020, 971, 1126, 1087]","[1020, 971, 1126, 1087]",1.000,detector,equal_qn,22,22,22
stt11,page_0254,4,10,10,"[1019, 1351, 1125, 1467]","[1019, 1351, 1125, 1467]",1.000,detector,equal_qn,22,22,22
stt11,page_0254,8,1,2,"[396, 518, 501, 631]","[396, 518, 501, 631]",1.000,detector,conflict,22,22,23
stt11,page_0254,8,19,19,"[411, 2220, 507, 2334]","[411, 2220, 507, 2334]",1.000,detector,conflict,22,22,23
stt11,page_0254,9,7,7,"[253, 1051, 345, 1156]","[253, 1051, 345, 1156]",1.000,detector,equal_qn,23,23,23
stt11,page_0256,1,15,15,"[1511, 1826, 1613, 1937]","[1505, 1818, 1606, 1935]",0.810,detector,equal_qn,24,22,22
stt11,page_0256,2,21,23,"[1345, 2378, 1447, 2484]","[1345, 2378, 1447, 2484]",1.000,detector,equal_ocr,22,24,22
stt11,page_0256,4,3,3,"[1045, 718, 1149, 834]","[1045, 718, 1149, 834]",1.000,detector,equal_qn,22,22,22
stt11,page_0256,4,15,15,"[1057, 1831, 1157, 1945]","[1057, 1831, 1157, 1945]",1.000,detector,equal_qn,22,22,22
stt11,page_0256,5,17,17,"[905, 1991, 1008, 2106]","[905, 1991, 1008, 2106]",1.000,detector,equal_qn,22,22,22
stt11,page_0256,7,8,8,"[593, 1166, 700, 1284]","[593, 1166, 700, 1284]",1.000,detector,equal_qn,22,22,22
stt11,page_0256,8,17,17,"[436, 1937, 535, 2051]","[436, 1937, 535, 2051]",1.000,detector,equal_qn,23,23,23
stt11,page_0256,9,1,2,"[294, 515, 399, 632]","[294, 515, 399, 632]",1.000,detector,equal_ocr,22,24,22
stt11,page_0258,2,5,5,"[1293, 882, 1394, 996]","[1293, 882, 1394, 996]",1.000,detector,equal_qn,22,22,22
stt11,page_0258,3,4,4,"[1162, 795, 1263, 914]","[1162, 795, 1263, 914]",1.000,detector,equal_qn,22,22,22
stt11,page_0258,5,6,6,"[860, 941, 958, 1046]","[860, 941, 958, 1046]",1.000,detector,equal_qn,23,24,24
stt11,page_0258,5,8,8,"[860, 1118, 956, 1225]","[860, 1118, 956, 1225]",1.000,detector,equal_qn,23,24,24
stt11,page_0258,9,20,20,"[267, 2198, 360, 2308]","[267, 2198, 360, 2308]",1.000,detector,equal_qn,23,23,23
stt11,page_0260,2,8,8,"[1300, 1134, 1398, 1246]","[1300, 1134, 1398, 1246]",1.000,detector,equal_qn,23,23,23
stt11,page_0260,4,12,12,"[1013, 1495, 1112, 1606]","[1013, 1495, 1112, 1606]",1.000,detector,equal_qn,23,23,23
stt11,page_0260,5,15,15,"[854, 1812, 957, 1927]","[854, 1812, 957, 1927]",1.000,detector,equal_qn,22,22,22
stt11,page_0260,6,2,2,"[699, 625, 799, 739]","[699, 625, 799, 739]",1.000,detector,equal_qn,21,21,21
stt11,page_0260,7,0,1,"[534, 431, 641, 537]","[534, 431, 641, 537]",1.000,detector,conflict,22,22,23
stt11,page_0260,8,15,16,"[382, 1904, 487, 2021]","[382, 1904, 487, 2021]",1.000,midpoint,conflict,21,23,22
stt11,page_0262,1,1,1,"[1457, 549, 1563, 667]","[1457, 549, 1563, 667]",1.000,detector,equal_qn,21,21,21
stt11,page_0262,6,2,2,"[727, 634, 833, 699]","[727, 634, 833, 749]",0.565,detector,equal_ocr,22,25,22
stt11,page_0264,1,20,20,"[1491, 2331, 1591, 2440]","[1491, 2331, 1591, 2440]",1.000,detector,equal_qn,22,22,22
stt11,page_0264,4,18,18,"[1042, 2052, 1146, 2163]","[1042, 2052, 1146, 2163]",1.000,detector,equal_qn,23,23,23
stt11,page_0264,5,14,14,"[892, 1749, 994, 1866]","[892, 1749, 994, 1866]",1.000,detector,equal_qn,22,22,22
stt11,page_0264,8,21,22,"[434, 2308, 536, 2414]","[434, 2308, 536, 2414]",1.000,detector,equal_qn,23,24,24
stt11,page_0266,2,6,6,"[1314, 1012, 1416, 1125]","[1314, 1012, 1416, 1125]",1.000,detector,equal_qn,22,22,22
stt11,page_0266,7,14,14,"[577, 1869, 680, 1990]","[547, 1742, 653, 1860]",0.000,detector,equal_qn,20,22,22
stt11,page_0266,8,12,12,"[400, 1560, 504, 1680]","[400, 1560, 504, 1680]",1.000,detector,equal_qn,22,22,22
stt11,page_0266,8,21,21,"[414, 2389, 509, 2491]","[414, 2389, 509, 2491]",1.000,detector,equal_qn,22,22,22
stt11,page_0268,1,2,2,"[1479, 637, 1588, 760]","[1479, 637, 1588, 760]",1.000,detector,equal_qn,21,21,21
stt11,page_0268,1,14,14,"[1468, 1794, 1574, 1911]","[1468, 1794, 1574, 1911]",1.000,detector,equal_qn,21,21,21
stt11,page_0268,1,20,20,"[1460, 2376, 1563, 2479]","[1460, 2376, 1563, 2479]",1.000,detector,equal_qn,21,21,21
stt11,page_0268,2,21,21,"[1323, 2410, 1421, 2515]","[1323, 2410, 1421, 2515]",1.000,detector,equal_qn,22,22,22
stt11,page_0268,3,6,6,"[1181, 1006, 1286, 1122]","[1181, 1006, 1286, 1122]",1.000,detector,equal_qn,21,22,22
stt11,page_0270,1,6,6,"[1450, 981, 1556, 1097]","[1450, 981, 1556, 1097]",1.000,detector,equal_qn,22,22,22
stt11,page_0270,2,7,7,"[1303, 1095, 1409, 1216]","[1303, 1095, 1409, 1216]",1.000,detector,equal_qn,21,21,21
stt11,page_0270,2,15,15,"[1316, 1876, 1417, 1994]","[1316, 1876, 1417, 1994]",1.000,detector,equal_qn,21,21,21
stt11,page_0270,3,8,8,"[1167, 1199, 1268, 1321]","[1167, 1199, 1268, 1321]",1.000,detector,equal_qn,21,21,21
stt11,page_0270,4,2,2,"[1017, 600, 1120, 715]","[1017, 600, 1120, 715]",1.000,detector,equal_qn,22,22,22
stt11,page_0270,4,9,9,"[1017, 1245, 1124, 1360]","[1017, 1245, 1124, 1360]",1.000,detector,equal_qn,22,22,22
stt11,page_0270,5,2,4,"[870, 602, 972, 713]","[870, 602, 972, 713]",1.000,detector,equal_ocr,23,25,23
stt11,page_0272,1,8,9,"[1524, 1176, 1630, 1289]","[1524, 1272, 1630, 1386]",0.081,detector,equal_qn,22,23,23
stt11,page_0272,1,18,19,"[1526, 2134, 1629, 2251]","[1526, 2134, 1629, 2251]",1.000,detector,equal_qn,22,23,23
stt11,page_0272,6,18,18,"[752, 2124, 853, 2238]","[752, 2124, 853, 2238]",1.000,detector,equal_qn,22,22,22
stt11,page_0274,3,3,3,"[1173, 700, 1272, 817]","[1173, 700, 1272, 817]",1.000,detector,equal_qn,21,21,21
stt11,page_0274,6,18,18,"[715, 2171, 819, 2287]","[715, 2171, 819, 2287]",1.000,detector,equal_qn,21,21,21
stt11,page_0274,7,22,23,"[578, 2389, 680, 2489]","[578, 2389, 680, 2489]",1.000,detector,equal_ocr,23,24,23
stt11,page_0276,7,8,8,"[599, 1152, 709, 1263]","[590, 1159, 699, 1278]",0.704,detector,equal_ocr,22,21,22
stt11,page_0276,9,11,11,"[293, 1435, 399, 1552]","[293, 1435, 399, 1552]",1.000,detector,equal_qn,22,22,22
stt11,page_0278,3,16,15,"[1183, 1913, 1290, 2024]","[1159, 1916, 1260, 2029]",0.555,detector,equal_ocr,22,21,22
stt11,page_0278,5,5,5,"[872, 908, 978, 1027]","[872, 908, 978, 1027]",1.000,detector,equal_qn,14,14,14
stt11,page_0280,2,2,2,"[1362, 621, 1462, 734]","[1362, 621, 1462, 734]",1.000,detector,equal_qn,22,22,22
stt11,page_0280,2,13,13,"[1366, 1637, 1461, 1750]","[1366, 1637, 1461, 1750]",1.000,detector,equal_qn,22,22,22
stt11,page_0280,3,9,9,"[1206, 1333, 1307, 1455]","[1206, 1333, 1307, 1455]",1.000,detector,equal_qn,20,20,20
stt11,page_0280,4,0,0,"[1052, 438, 1153, 548]","[1052, 438, 1153, 548]",1.000,detector,equal_qn,21,21,21
stt11,page_0280,6,0,0,"[743, 433, 851, 544]","[743, 433, 851, 544]",1.000,detector,equal_qn,21,21,21
stt11,page_0280,9,11,11,"[271, 1458, 379, 1571]","[271, 1458, 379, 1571]",1.000,midpoint,conflict,22,23,21
stt11,page_0282,1,7,7,"[1465, 1101, 1570, 1219]","[1465, 1101, 1570, 1219]",1.000,detector,equal_qn,21,22,22
stt11,page_0282,2,4,4,"[1320, 807, 1421, 922]","[1320, 807, 1421, 922]",1.000,detector,equal_qn,22,22,22
stt11,page_0282,2,17,17,"[1308, 2011, 1414, 2126]","[1308, 2011, 1414, 2126]",1.000,detector,equal_qn,22,22,22
stt11,page_0282,4,0,0,"[1023, 442, 1126, 548]","[1023, 442, 1126, 548]",1.000,detector,equal_qn,22,22,22
stt11,page_0282,7,15,16,"[559, 1823, 656, 1937]","[559, 1823, 656, 1937]",1.000,detector,equal_ocr,22,23,22
stt11,page_0282,9,21,21,"[276, 2310, 369, 2402]","[276, 2288, 369, 2402]",0.807,detector,equal_qn,23,23,23
stt11,page_0284,2,17,18,"[1346, 2232, 1483, 2362]","[1352, 2233, 1459, 2359]",0.757,detector,equal_ocr,19,20,19
stt11,page_0284,3,7,7,"[1197, 1109, 1300, 1229]","[1206, 1099, 1312, 1225]",0.736,detector,equal_ocr,15,14,15
stt11,page_0284,6,15,15,"[734, 1854, 846, 1974]","[734, 1854, 846, 1974]",1.000,detector,equal_qn,21,21,21
stt11,page_0284,9,17,17,"[273, 1997, 373, 2108]","[273, 1997, 373, 2108]",1.000,detector,equal_qn,22,22,22
stt11,page_0286,3,11,11,"[1150, 1411, 1252, 1523]","[1150, 1411, 1252, 1523]",1.000,detector,conflict,22,22,23
stt11,page_0286,6,6,6,"[695, 1021, 798, 1147]","[695, 1021, 798, 1147]",1.000,detector,equal_qn,20,20,20
stt11,page_0286,6,14,14,"[705, 1848, 808, 1971]","[705, 1848, 808, 1971]",1.000,detector,equal_qn,20,20,20
stt11,page_0286,8,11,11,"[390, 1455, 484, 1567]","[390, 1455, 484, 1567]",1.000,midpoint,conflict,22,22,23
stt11,page_0286,9,10,10,"[264, 1369, 358, 1480]","[264, 1369, 358, 1480]",1.000,detector,equal_qn,22,22,22
stt11,page_0288,1,3,3,"[1515, 725, 1619, 846]","[1515, 725, 1619, 846]",1.000,detector,equal_ocr,21,22,21
stt11,page_0288,1,11,12,"[1509, 1496, 1608, 1617]","[1509, 1496, 1608, 1617]",1.000,detector,equal_ocr,21,22,21
stt11,page_0288,2,11,11,"[1368, 1499, 1469, 1616]","[1368, 1499, 1469, 1616]",1.000,detector,equal_qn,21,21,21
stt11,page_0288,8,12,12,"[437, 1481, 537, 1593]","[437, 1481, 537, 1593]",1.000,detector,equal_qn,23,23,23
stt11,page_0290,3,3,3,"[1148, 705, 1248, 823]","[1148, 705, 1248, 823]",1.000,detector,equal_qn,22,22,22
stt11,page_0290,6,6,6,"[704, 972, 803, 1086]","[704, 972, 803, 1086]",1.000,detector,equal_qn,22,22,22
stt11,page_0290,9,7,7,"[253, 1089, 346, 1203]","[253, 1089, 346, 1203]",1.000,detector,equal_qn,21,21,21
stt11,page_0292,1,2,2,"[1505, 638, 1605, 757]","[1505, 638, 1605, 757]",1.000,detector,equal_qn,20,20,20
stt11,page_0292,2,9,9,"[1356, 1326, 1455, 1442]","[1356, 1326, 1455, 1442]",1.000,detector,equal_qn,21,21,21
stt11,page_0292,2,15,15,"[1355, 1910, 1454, 2030]","[1355, 1910, 1454, 2030]",1.000,detector,equal_qn,21,21,21
stt11,page_0292,3,16,16,"[1203, 1985, 1306, 2107]","[1203, 1985, 1306, 2107]",1.000,detector,equal_qn,21,21,21
stt11,page_0292,7,9,9,"[596, 1293, 697, 1410]","[596, 1293, 697, 1410]",1.000,detector,equal_qn,21,21,21
stt11,page_0292,8,8,8,"[446, 1208, 546, 1325]","[446, 1208, 546, 1325]",1.000,detector,equal_qn,21,21,21
stt11,page_0292,8,12,12,"[444, 1600, 547, 1722]","[444, 1600, 547, 1722]",1.000,detector,equal_qn,21,21,21
stt11,page_0292,9,9,9,"[310, 1273, 403, 1387]","[310, 1273, 403, 1387]",1.000,detector,equal_qn,22,22,22
stt11,page_0294,1,19,19,"[1463, 2259, 1568, 2375]","[1463, 2259, 1568, 2375]",1.000,detector,equal_qn,21,21,21
stt11,page_0294,5,4,4,"[862, 801, 967, 921]","[862, 801, 967, 921]",1.000,detector,equal_qn,21,21,21
stt11,page_0294,6,7,7,"[704, 1086, 807, 1203]","[704, 1086, 807, 1203]",1.000,detector,equal_ocr,21,22,21
stt11,page_0294,8,5,5,"[410, 878, 507, 993]","[410, 878, 507, 993]",1.000,detector,equal_qn,22,22,22
stt11,page_0294,8,16,16,"[399, 1890, 499, 2006]","[399, 1890, 499, 2006]",1.000,detector,equal_qn,22,22,22
stt11,page_0294,9,9,9,"[263, 1238, 359, 1347]","[263, 1238, 359, 1347]",1.000,detector,equal_qn,22,22,22
stt11,page_0296,1,9,9,"[1484, 1257, 1584, 1369]","[1484, 1257, 1584, 1369]",1.000,detector,conflict,22,22,23
stt11,page_0296,2,2,2,"[1332, 643, 1436, 765]","[1332, 643, 1436, 765]",1.000,detector,equal_qn,11,11,11
stt11,page_0296,3,2,2,"[1186, 642, 1289, 769]","[1186, 642, 1289, 769]",1.000,detector,equal_qn,20,20,20
stt11,page_0296,5,12,12,"[887, 1542, 992, 1657]","[887, 1542, 992, 1657]",1.000,detector,equal_qn,22,22,22
stt11,page_0296,6,9,9,"[739, 1277, 841, 1390]","[739, 1277, 841, 1390]",1.000,detector,equal_qn,22,22,22
stt11,page_0296,7,0,2,"[569, 446, 676, 559]","[569, 446, 676, 559]",1.000,detector,equal_ocr,21,23,21
stt11,page_0296,9,8,8,"[275, 1171, 372, 1283]","[275, 1171, 372, 1283]",1.000,detector,equal_qn,22,22,22
stt11,page_0298,6,13,13,"[693, 1617, 796, 1732]","[693, 1617, 796, 1732]",1.000,detector,equal_qn,22,22,22
stt11,page_0298,8,5,5,"[397, 896, 497, 1013]","[397, 896, 497, 1013]",1.000,detector,equal_qn,21,22,22
stt11,page_0298,9,13,13,"[243, 1613, 342, 1722]","[253, 1608, 348, 1720]",0.800,detector,equal_qn,22,22,22
stt2,page_0012,4,11,11,"[968, 1497, 1080, 1612]","[968, 1497, 1080, 1612]",1.000,detector,equal_qn,21,22,22
stt2,page_0012,6,12,12,"[664, 1673, 769, 1796]","[664, 1673, 769, 1796]",1.000,detector,equal_qn,20,20,20
stt2,page_0012,7,1,1,"[511, 574, 614, 701]","[501, 564, 615, 698]",0.820,detector,equal_qn,19,19,19
stt2,page_0012,7,14,14,"[504, 1958, 610, 2086]","[504, 1958, 610, 2086]",1.000,detector,equal_qn,19,19,19
stt2,page_0012,8,2,2,"[332, 654, 444, 777]","[332, 654, 444, 777]",1.000,detector,equal_qn,22,22,22
stt2,page_0012,9,17,18,"[203, 2019, 297, 2127]","[203, 2019, 297, 2127]",1.000,detector,equal_qn,22,23,23
stt2,page_0014,6,20,20,"[670, 2088, 770, 2188]","[670, 2088, 770, 2188]",1.000,detector,equal_qn,25,25,25
stt2,page_0014,7,7,7,"[520, 1071, 619, 1178]","[520, 1071, 619, 1178]",1.000,detector,equal_qn,23,23,23
stt2,page_0014,8,12,12,"[360, 1560, 460, 1673]","[360, 1560, 460, 1673]",1.000,detector,equal_qn,22,22,22
stt2,page_0014,8,19,19,"[360, 2229, 461, 2343]","[360, 2229, 461, 2343]",1.000,detector,equal_qn,22,22,22
stt2,page_0016,1,19,19,"[1425, 2149, 1528, 2262]","[1425, 2149, 1528, 2262]",1.000,detector,equal_qn,23,23,23
stt2,page_0016,4,6,6,"[960, 1027, 1064, 1142]","[960, 1027, 1064, 1142]",1.000,detector,equal_qn,22,22,22
stt2,page_0016,7,20,14,"[510, 2413, 602, 2520]","[510, 2413, 602, 2520]",1.000,midpoint,conflict,21,15,22
stt2,page_0016,9,3,3,"[200, 745, 292, 852]","[200, 745, 292, 852]",1.000,detector,equal_qn,23,23,23
stt2,page_0020,4,9,9,"[957, 1324, 1065, 1446]","[957, 1324, 1065, 1446]",1.000,detector,equal_qn,21,21,21
stt2,page_0022,4,7,7,"[969, 1186, 1074, 1307]","[969, 1186, 1074, 1307]",1.000,detector,equal_qn,21,21,21
stt2,page_0022,9,1,1,"[224, 584, 337, 676]","[224, 557, 337, 676]",0.773,detector,equal_ocr,22,24,22
stt2,page_0024,3,12,12,"[1116, 1618, 1221, 1735]","[1116, 1618, 1221, 1735]",1.000,detector,equal_qn,21,21,21
stt2,page_0024,4,1,1,"[967, 559, 1066, 674]","[966, 551, 1072, 668]",0.830,detector,equal_ocr,21,20,21
stt2,page_0024,5,11,12,"[800, 1394, 907, 1499]","[800, 1394, 907, 1499]",1.000,detector,equal_ocr,24,25,24
stt2,page_0024,9,11,11,"[167, 1442, 285, 1549]","[186, 1456, 289, 1562]",0.642,detector,equal_qn,23,23,23
stt2,page_0026,1,6,7,"[1445, 1053, 1544, 1169]","[1445, 1053, 1544, 1169]",1.000,midpoint,conflict,21,23,22
stt2,page_0026,3,1,1,"[1111, 579, 1221, 691]","[1111, 579, 1221, 691]",1.000,detector,equal_qn,22,22,22
stt2,page_0026,4,9,11,"[968, 1366, 1070, 1481]","[968, 1366, 1070, 1481]",1.000,detector,equal_ocr,21,23,21
stt2,page_0026,5,10,10,"[817, 1405, 921, 1516]","[817, 1405, 921, 1516]",1.000,midpoint,conflict,22,22,23
stt2,page_0028,4,0,0,"[960, 466, 1065, 566]","[960, 466, 1065, 566]",1.000,detector,equal_qn,22,24,24
stt2,page_0028,5,15,15,"[803, 1816, 902, 1921]","[803, 1816, 902, 1921]",1.000,detector,equal_qn,23,23,23
stt2,page_0028,8,1,1,"[344, 555, 450, 665]","[344, 555, 450, 665]",1.000,detector,equal_qn,23,23,23
stt2,page_0028,8,17,17,"[348, 1951, 444, 2063]","[348, 1951, 444, 2063]",1.000,detector,equal_qn,23,23,23
stt2,page_0028,9,7,7,"[200, 1104, 296, 1217]","[200, 1104, 296, 1217]",1.000,detector,equal_qn,22,22,22
stt2,page_0028,9,20,20,"[203, 2313, 294, 2424]","[203, 2313, 294, 2424]",1.000,detector,equal_qn,22,22,22
stt2,page_0030,2,15,15,"[1275, 1815, 1374, 1923]","[1275, 1815, 1374, 1923]",1.000,detector,equal_qn,23,23,23
stt2,page_0030,3,12,12,"[1126, 1557, 1224, 1668]","[1126, 1557, 1224, 1668]",1.000,detector,equal_ocr,23,24,23
stt2,page_0030,4,2,2,"[985, 674, 1077, 781]","[980, 667, 1078, 775]",0.834,detector,equal_ocr,23,22,23
stt2,page_0030,9,5,5,"[199, 957, 301, 1078]","[199, 957, 301, 1078]",1.000,detector,equal_qn,21,21,21
stt2,page_0032,1,6,6,"[1428, 1000, 1528, 1110]","[1428, 1000, 1528, 1110]",1.000,detector,equal_qn,23,23,23
stt2,page_0032,4,10,10,"[972, 1391, 1073, 1504]","[972, 1391, 1073, 1504]",1.000,detector,equal_qn,22,22,22
stt2,page_0032,4,19,19,"[982, 2213, 1081, 2331]","[982, 2213, 1081, 2331]",1.000,detector,equal_qn,22,22,22
stt2,page_0032,6,15,14,"[667, 1856, 776, 1965]","[664, 1844, 770, 1960]",0.796,detector,equal_ocr,22,21,22
stt2,page_0032,7,0,0,"[526, 493, 618, 593]","[523, 482, 628, 585]",0.733,detector,equal_ocr,22,21,22
stt2,page_0032,8,2,2,"[366, 659, 470, 772]","[366, 659, 470, 772]",1.000,detector,equal_qn,22,22,22
stt2,page_0034,1,6,7,"[1410, 1019, 1513, 1136]","[1408, 1105, 1513, 1222]",0.151,detector,equal_qn,21,22,22
stt2,page_0034,1,19,20,"[1410, 2317, 1513, 2434]","[1410, 2317, 1513, 2434]",1.000,detector,equal_qn,21,22,22
stt2,page_0034,5,4,4,"[799, 829, 907, 947]","[799, 829, 907, 947]",1.000,detector,equal_qn,21,21,21
stt2,page_0034,5,19,19,"[803, 2305, 905, 2427]","[803, 2305, 905, 2427]",1.000,detector,equal_qn,21,21,21
stt2,page_0034,8,6,6,"[347, 1039, 450, 1161]","[347, 1039, 450, 1161]",1.000,detector,equal_qn,21,21,21
stt2,page_0034,9,10,10,"[196, 1432, 301, 1552]","[196, 1432, 301, 1552]",1.000,detector,equal_qn,21,21,21
stt2,page_0036,2,10,10,"[1259, 1388, 1361, 1505]","[1259, 1388, 1361, 1505]",1.000,detector,equal_qn,22,22,22
stt2,page_0036,3,5,5,"[1118, 894, 1223, 1002]","[1118, 894, 1223, 1002]",1.000,detector,equal_qn,21,21,21
stt2,page_0036,6,18,17,"[655, 2223, 778, 2341]","[663, 2225, 766, 2344]",0.806,detector,equal_ocr,21,20,21
stt2,page_0036,7,14,14,"[505, 1772, 606, 1883]","[505, 1772, 606, 1883]",1.000,detector,equal_qn,22,22,22
stt2,page_0036,9,13,14,"[198, 1728, 297, 1846]","[197, 1740, 298, 1853]",0.833,detector,equal_ocr,21,22,21
stt2,page_0036,9,16,17,"[198, 2021, 297, 2138]","[196, 2025, 300, 2143]",0.883,detector,equal_ocr,21,22,21
stt2,page_0038,2,4,4,"[1300, 873, 1400, 989]","[1300, 873, 1400, 989]",1.000,detector,equal_qn,21,21,21
stt2,page_0038,4,0,0,"[995, 489, 1099, 593]","[995, 489, 1099, 593]",1.000,detector,equal_qn,21,21,21
stt2,page_0038,6,9,10,"[690, 1396, 803, 1520]","[692, 1502, 801, 1626]",0.077,detector,equal_qn,20,21,21
stt2,page_0038,6,11,12,"[692, 1601, 800, 1723]","[693, 1699, 799, 1819]",0.109,detector,equal_qn,20,21,21
stt2,page_0038,9,12,12,"[248, 1692, 351, 1814]","[229, 1664, 338, 1789]",0.500,detector,equal_qn,20,20,20
stt2,page_0040,1,4,4,"[1472, 872, 1564, 992]","[1463, 867, 1563, 990]",0.852,detector,equal_ocr,20,19,20
stt2,page_0040,3,3,3,"[1173, 763, 1282, 884]","[1173, 763, 1282, 884]",1.000,detector,equal_qn,21,21,21
stt2,page_0040,3,5,5,"[1174, 954, 1280, 1072]","[1174, 954, 1280, 1072]",1.000,detector,equal_qn,21,21,21
stt2,page_0040,3,19,19,"[1175, 2305, 1277, 2421]","[1175, 2305, 1277, 2421]",1.000,detector,equal_qn,21,21,21
stt2,page_0040,5,10,10,"[864, 1400, 967, 1516]","[864, 1400, 967, 1516]",1.000,detector,equal_qn,22,22,22
stt2,page_0040,6,1,1,"[713, 560, 820, 678]","[713, 560, 820, 678]",1.000,detector,equal_qn,21,21,21
stt2,page_0040,6,12,12,"[707, 1644, 810, 1763]","[707, 1644, 810, 1763]",1.000,detector,equal_qn,21,21,21
stt2,page_0040,8,12,12,"[410, 1581, 513, 1696]","[410, 1581, 513, 1696]",1.000,detector,equal_qn,22,22,22
stt2,page_0042,1,19,19,"[1426, 2234, 1527, 2353]","[1426, 2234, 1527, 2353]",1.000,detector,equal_qn,22,22,22
stt2,page_0042,4,7,7,"[982, 1172, 1083, 1294]","[982, 1172, 1083, 1294]",1.000,detector,equal_qn,20,20,20
stt2,page_0042,5,7,7,"[824, 1150, 925, 1275]","[824, 1150, 925, 1275]",1.000,detector,equal_qn,20,20,20
stt2,page_0042,6,5,5,"[671, 949, 775, 1071]","[671, 949, 775, 1071]",1.000,detector,equal_qn,21,21,21
stt2,page_0042,6,11,11,"[672, 1535, 775, 1652]","[672, 1535, 775, 1652]",1.000,detector,equal_qn,21,21,21
stt2,page_0042,6,20,20,"[674, 2419, 776, 2522]","[674, 2419, 776, 2522]",1.000,detector,equal_qn,21,21,21
stt2,page_0042,7,20,20,"[517, 2247, 618, 2356]","[517, 2247, 618, 2356]",1.000,detector,equal_qn,23,23,23
stt2,page_0044,2,3,3,"[1266, 749, 1370, 861]","[1266, 749, 1370, 861]",1.000,detector,equal_qn,23,23,23
stt2,page_0044,4,7,7,"[957, 1103, 1062, 1214]","[957, 1103, 1062, 1214]",1.000,detector,equal_qn,23,23,23
stt2,page_0044,4,15,15,"[954, 1807, 1061, 1919]","[954, 1807, 1061, 1919]",1.000,detector,equal_qn,23,23,23
