book,page,column,n_ocr,n_qn,n_det,count_source
stt11,page_0140,1,23,23,23,equal_qn
stt11,page_0140,2,23,24,24,equal_qn
stt11,page_0140,3,16,15,16,equal_ocr
stt11,page_0140,4,11,11,11,equal_qn
stt11,page_0140,5,24,24,23,legacy_locked_col
stt11,page_0140,6,24,24,24,legacy_locked_col
stt11,page_0140,7,23,22,22,equal_qn
stt11,page_0140,8,23,24,15,legacy_locked_col
stt11,page_0140,9,23,22,20,legacy_locked_col
stt11,page_0142,1,23,23,23,legacy_locked_col
stt11,page_0142,2,21,22,21,equal_ocr
stt11,page_0142,3,21,22,22,legacy_locked_col
stt11,page_0142,4,22,22,22,legacy_locked_col
stt11,page_0142,5,22,22,22,equal_qn
stt11,page_0142,6,21,21,22,conflict
stt11,page_0142,7,23,23,23,equal_qn
stt11,page_0142,8,22,22,21,legacy_locked_col
stt11,page_0142,9,23,23,23,legacy_locked_col
stt11,page_0144,1,22,23,22,legacy_locked_col
stt11,page_0144,2,22,22,22,equal_qn
stt11,page_0144,3,22,22,22,legacy_locked_col
stt11,page_0144,4,23,23,23,legacy_locked_col
stt11,page_0144,5,22,22,22,legacy_locked_col
stt11,page_0144,6,22,23,22,legacy_locked_col
stt11,page_0144,7,20,20,20,legacy_locked_col
stt11,page_0144,8,22,22,21,conflict
stt11,page_0144,9,12,13,12,equal_ocr
stt11,page_0146,1,23,23,23,legacy_locked_col
stt11,page_0146,2,22,22,22,equal_qn
stt11,page_0146,3,24,24,24,legacy_locked_col
stt11,page_0146,4,23,22,23,legacy_locked_col
stt11,page_0146,5,23,23,23,equal_qn
stt11,page_0146,6,22,22,22,legacy_locked_col
stt11,page_0146,7,23,23,23,equal_qn
stt11,page_0146,8,23,24,22,legacy_locked_col
stt11,page_0146,9,22,22,22,legacy_locked_col
stt11,page_0148,1,21,21,21,equal_qn
stt11,page_0148,2,23,24,24,equal_qn
stt11,page_0148,3,21,21,21,legacy_locked_col
stt11,page_0148,4,22,22,22,equal_qn
stt11,page_0148,5,21,21,21,legacy_locked_col
stt11,page_0148,6,22,22,22,legacy_locked_col
stt11,page_0148,7,22,21,22,equal_ocr
stt11,page_0148,8,21,21,21,equal_qn
stt11,page_0148,9,23,23,23,legacy_locked_col
stt11,page_0150,1,23,23,23,legacy_locked_col
stt11,page_0150,2,22,22,22,legacy_locked_col
stt11,page_0150,3,22,22,22,equal_qn
stt11,page_0150,4,22,22,22,legacy_locked_col
stt11,page_0150,5,21,22,21,equal_ocr
stt11,page_0150,6,22,22,22,equal_qn
stt11,page_0150,7,22,23,22,legacy_locked_col
stt11,page_0150,8,22,22,22,equal_qn
stt11,page_0150,9,23,23,23,equal_qn
stt11,page_0152,1,23,23,23,equal_qn
stt11,page_0152,2,21,20,21,legacy_locked_col
stt11,page_0152,3,23,23,23,equal_qn
stt11,page_0152,4,21,21,21,equal_qn
stt11,page_0152,5,21,22,21,legacy_locked_col
stt11,page_0152,6,21,22,22,equal_qn
stt11,page_0152,7,22,23,22,legacy_locked_col
stt11,page_0152,8,22,22,22,equal_qn
stt11,page_0152,9,21,21,21,legacy_locked_col
stt11,page_0154,1,22,22,22,equal_qn
stt11,page_0154,2,22,22,22,equal_qn
stt11,page_0154,3,21,22,21,legacy_locked_col
stt11,page_0154,4,23,22,23,legacy_locked_col
stt11,page_0154,5,23,23,23,legacy_locked_col
stt11,page_0154,6,22,22,22,legacy_locked_col
stt11,page_0154,7,23,23,23,legacy_locked_col
stt11,page_0154,8,24,24,24,equal_qn
stt11,page_0154,9,24,24,24,equal_qn
stt11,page_0156,1,22,22,22,legacy_locked_col
stt11,page_0156,2,23,23,23,equal_qn
stt11,page_0156,3,23,23,23,equal_qn
stt11,page_0156,4,23,23,23,legacy_locked_col
stt11,page_0156,5,23,23,23,legacy_locked_col
stt11,page_0156,6,22,22,23,conflict
stt11,page_0156,7,22,23,23,legacy_locked_col
stt11,page_0156,8,21,21,21,equal_qn
stt11,page_0156,9,22,22,21,legacy_locked_col
stt11,page_0158,1,23,23,23,legacy_locked_col
stt11,page_0158,2,22,22,22,equal_qn
stt11,page_0158,3,23,23,21,legacy_locked_col
stt11,page_0158,4,23,25,23,legacy_locked_col
stt11,page_0158,5,24,23,24,equal_ocr
stt11,page_0158,6,22,24,22,equal_ocr
stt11,page_0158,7,23,22,23,legacy_locked_col
stt11,page_0158,8,23,24,23,legacy_locked_col
stt11,page_0158,9,23,23,23,legacy_locked_col
stt11,page_0160,1,24,24,24,equal_qn
stt11,page_0160,2,3,3,3,equal_qn
stt11,page_0160,3,23,23,23,legacy_locked_col
stt11,page_0160,4,23,23,23,equal_qn
stt11,page_0160,5,23,24,23,equal_ocr
stt11,page_0160,6,20,22,22,equal_qn
stt11,page_0160,7,20,20,20,equal_qn
stt11,page_0160,8,23,23,23,equal_qn
stt11,page_0160,9,23,23,23,legacy_locked_col
stt11,page_0162,1,23,23,12,legacy_locked_col
stt11,page_0162,2,22,22,21,conflict
stt11,page_0162,3,21,21,13,legacy_locked_col
stt11,page_0162,4,23,23,20,legacy_locked_col
stt11,page_0162,5,22,22,23,legacy_locked_col
stt11,page_0162,6,22,23,23,legacy_locked_col
stt11,page_0162,7,22,22,21,legacy_locked_col
stt11,page_0162,8,12,12,21,conflict
stt11,page_0162,9,19,20,14,conflict
stt11,page_0164,1,18,18,18,equal_qn
stt11,page_0164,2,22,22,22,equal_qn
stt11,page_0164,3,21,23,21,equal_ocr
stt11,page_0164,4,22,23,22,equal_ocr
stt11,page_0164,5,22,22,22,equal_qn
stt11,page_0164,6,22,22,22,equal_qn
stt11,page_0164,7,23,23,23,equal_qn
stt11,page_0164,8,21,21,22,conflict
stt11,page_0164,9,23,23,23,equal_qn
stt11,page_0166,1,21,22,22,equal_qn
stt11,page_0166,2,21,22,22,equal_qn
stt11,page_0166,3,22,23,22,equal_ocr
stt11,page_0166,4,22,22,22,equal_qn
stt11,page_0166,5,22,22,22,legacy_locked_col
stt11,page_0166,6,22,22,22,equal_qn
stt11,page_0166,7,23,23,23,equal_qn
stt11,page_0166,8,23,23,23,equal_qn
stt11,page_0166,9,23,23,22,legacy_locked_col
stt11,page_0168,1,23,23,23,equal_qn
stt11,page_0168,2,23,23,23,legacy_locked_col
stt11,page_0168,3,23,23,22,legacy_locked_col
stt11,page_0168,4,22,21,22,equal_ocr
stt11,page_0168,5,21,23,22,conflict
stt11,page_0168,6,22,23,22,equal_ocr
stt11,page_0168,7,22,22,22,equal_qn
stt11,page_0168,8,23,24,23,equal_ocr
stt11,page_0168,9,23,22,23,equal_ocr
stt11,page_0170,1,24,27,23,conflict
stt11,page_0170,2,5,23,5,equal_ocr
stt11,page_0170,3,23,5,23,equal_ocr
stt11,page_0170,4,4,10,5,conflict
stt11,page_0170,5,14,4,14,equal_ocr
stt11,page_0170,6,23,24,23,equal_ocr
stt11,page_0170,7,23,24,22,legacy_locked_col
stt11,page_0170,8,23,23,23,equal_qn
stt11,page_0170,9,24,23,24,equal_ocr
stt11,page_0172,1,23,23,23,legacy_locked_col
stt11,page_0172,2,12,12,12,equal_qn
stt11,page_0172,3,21,17,20,conflict
stt11,page_0172,4,8,8,8,equal_qn
stt11,page_0172,5,22,21,22,equal_ocr
stt11,page_0172,6,22,22,22,legacy_locked_col
stt11,page_0172,7,22,23,22,equal_ocr
stt11,page_0172,8,22,23,22,equal_ocr
stt11,page_0172,9,22,22,22,legacy_locked_col
stt11,page_0174,1,21,21,21,equal_qn
stt11,page_0174,2,24,23,24,equal_ocr
stt11,page_0174,3,23,23,23,equal_qn
stt11,page_0174,4,21,21,21,equal_qn
stt11,page_0174,5,22,22,22,equal_qn
stt11,page_0174,6,23,23,23,equal_qn
stt11,page_0174,7,21,21,21,legacy_locked_col
stt11,page_0174,8,22,22,22,equal_qn
stt11,page_0174,9,24,22,23,conflict
stt11,page_0176,1,23,23,23,equal_qn
stt11,page_0176,2,21,21,21,equal_qn
stt11,page_0176,3,23,23,23,legacy_locked_col
stt11,page_0176,4,22,23,23,equal_qn
stt11,page_0176,5,21,21,21,equal_qn
stt11,page_0176,6,22,22,22,equal_qn
stt11,page_0176,7,22,23,22,equal_ocr
stt11,page_0176,8,21,21,21,legacy_locked_col
stt11,page_0176,9,22,22,22,legacy_locked_col
stt11,page_0178,1,22,22,22,legacy_locked_col
stt11,page_0178,2,21,22,21,equal_ocr
stt11,page_0178,3,22,23,23,equal_qn
stt11,page_0178,4,22,22,22,legacy_locked_col
stt11,page_0178,5,21,21,20,legacy_locked_col
stt11,page_0178,6,20,20,20,equal_qn
stt11,page_0178,7,21,21,20,legacy_locked_col
stt11,page_0178,8,23,23,23,legacy_locked_col
stt11,page_0178,9,21,22,21,equal_ocr
stt11,page_0180,1,21,22,22,equal_qn
stt11,page_0180,2,22,22,22,legacy_locked_col
stt11,page_0180,3,22,23,23,equal_qn
stt11,page_0180,4,22,22,22,legacy_locked_col
stt11,page_0180,5,22,22,22,equal_qn
stt11,page_0180,6,23,23,23,equal_qn
stt11,page_0180,7,22,22,22,legacy_locked_col
stt11,page_0180,8,22,22,22,legacy_locked_col
stt11,page_0180,9,21,21,21,legacy_locked_col
stt11,page_0182,1,21,21,21,legacy_locked_col
stt11,page_0182,2,22,22,22,equal_qn
stt11,page_0182,3,22,22,24,legacy_locked_col
stt11,page_0182,4,22,22,22,legacy_locked_col
stt11,page_0182,5,22,21,22,equal_ocr
stt11,page_0182,6,20,21,20,legacy_locked_col
stt11,page_0182,7,20,21,20,equal_ocr
stt11,page_0182,8,21,21,17,legacy_locked_col
stt11,page_0182,9,20,20,19,legacy_locked_col
stt11,page_0184,1,21,21,21,equal_qn
stt11,page_0184,2,20,21,20,legacy_locked_col
stt11,page_0184,3,21,21,21,equal_qn
stt11,page_0184,4,21,22,21,equal_ocr
stt11,page_0184,5,23,23,23,equal_qn
stt11,page_0184,6,21,21,21,legacy_locked_col
stt11,page_0184,7,22,22,22,legacy_locked_col
stt11,page_0184,8,22,22,23,conflict
stt11,page_0184,9,19,19,19,legacy_locked_col
stt11,page_0186,1,21,22,21,equal_ocr
stt11,page_0186,2,16,17,16,equal_ocr
stt11,page_0186,3,23,23,23,equal_qn
stt11,page_0186,4,22,24,22,equal_ocr
stt11,page_0186,5,22,22,22,equal_qn
stt11,page_0186,6,22,22,22,equal_qn
stt11,page_0186,7,21,20,21,equal_ocr
stt11,page_0186,8,21,22,21,equal_ocr
stt11,page_0186,9,20,20,20,equal_qn
stt11,page_0188,1,22,23,23,equal_qn
stt11,page_0188,2,21,23,22,conflict
stt11,page_0188,3,21,21,21,equal_qn
stt11,page_0188,4,22,22,22,equal_qn
stt11,page_0188,5,22,22,22,legacy_locked_col
stt11,page_0188,6,22,23,23,legacy_locked_col
stt11,page_0188,7,22,22,22,legacy_locked_col
stt11,page_0188,8,21,21,21,equal_qn
stt11,page_0188,9,23,23,23,equal_qn
stt11,page_0190,1,21,21,21,legacy_locked_col
stt11,page_0190,2,22,22,22,equal_qn
stt11,page_0190,3,21,21,21,legacy_locked_col
stt11,page_0190,4,22,22,22,legacy_locked_col
stt11,page_0190,5,21,21,21,legacy_locked_col
stt11,page_0190,6,21,22,21,equal_ocr
stt11,page_0190,7,21,22,21,equal_ocr
stt11,page_0190,8,22,22,22,equal_qn
stt11,page_0190,9,22,22,22,equal_qn
stt11,page_0192,1,22,22,23,legacy_locked_col
stt11,page_0192,2,22,22,22,equal_qn
stt11,page_0192,3,22,22,22,equal_qn
stt11,page_0192,4,22,22,22,legacy_locked_col
stt11,page_0192,5,22,21,22,equal_ocr
stt11,page_0192,6,22,22,22,equal_qn
stt11,page_0192,7,22,22,22,equal_qn
stt11,page_0192,8,22,22,22,equal_qn
stt11,page_0192,9,22,23,23,equal_qn
stt11,page_0194,1,21,21,21,equal_qn
stt11,page_0194,2,20,20,19,legacy_locked_col
stt11,page_0194,3,20,20,20,legacy_locked_col
stt11,page_0194,4,21,21,21,legacy_locked_col
stt11,page_0194,5,20,20,20,equal_qn
stt11,page_0194,6,19,21,22,conflict
stt11,page_0194,7,21,22,21,equal_ocr
stt11,page_0194,8,21,22,20,legacy_locked_col
stt11,page_0194,9,23,23,22,legacy_locked_col
stt11,page_0196,1,22,22,22,equal_qn
stt11,page_0196,2,22,22,22,equal_qn
stt11,page_0196,3,19,23,23,legacy_locked_col
stt11,page_0196,4,22,22,22,legacy_locked_col
stt11,page_0196,5,18,19,20,conflict
stt11,page_0196,6,22,22,22,legacy_locked_col
stt11,page_0196,7,21,21,21,equal_qn
stt11,page_0196,8,23,23,23,equal_qn
stt11,page_0196,9,21,21,21,equal_qn
stt11,page_0198,1,22,21,22,equal_ocr
stt11,page_0198,2,21,21,21,legacy_locked_col
stt11,page_0198,3,23,23,23,equal_qn
stt11,page_0198,4,22,24,23,conflict
stt11,page_0198,5,20,22,21,conflict
stt11,page_0198,6,22,22,22,equal_qn
stt11,page_0198,7,22,22,22,legacy_locked_col
stt11,page_0198,8,22,21,21,equal_qn
stt11,page_0198,9,22,23,22,equal_ocr
stt11,page_0200,1,20,21,21,equal_qn
stt11,page_0200,2,22,22,22,equal_qn
stt11,page_0200,3,22,22,22,equal_qn
stt11,page_0200,4,22,22,22,equal_qn
stt11,page_0200,5,23,23,23,equal_qn
stt11,page_0200,6,23,22,23,legacy_locked_col
stt11,page_0200,7,23,23,23,legacy_locked_col
stt11,page_0200,8,20,18,21,conflict
stt11,page_0200,9,21,21,21,equal_qn
stt11,page_0202,1,21,21,21,equal_qn
stt11,page_0202,2,20,20,20,equal_qn
stt11,page_0202,3,20,20,20,legacy_locked_col
stt11,page_0202,4,20,22,20,equal_ocr
stt11,page_0202,5,16,19,16,equal_ocr
stt11,page_0202,6,27,22,22,equal_qn
stt11,page_0202,7,22,27,23,conflict
stt11,page_0202,8,22,23,22,equal_ocr
stt11,page_0202,9,22,22,22,equal_qn
stt11,page_0204,1,22,22,22,legacy_locked_col
stt11,page_0204,2,22,22,22,legacy_locked_col
stt11,page_0204,3,22,22,22,equal_qn
stt11,page_0204,4,22,22,22,equal_qn
stt11,page_0204,5,23,23,23,equal_qn
stt11,page_0204,6,22,22,22,equal_qn
stt11,page_0204,7,22,22,22,equal_qn
stt11,page_0204,8,22,22,22,legacy_locked_col
stt11,page_0204,9,22,22,22,equal_qn
stt11,page_0206,1,22,22,22,equal_qn
stt11,page_0206,2,22,22,22,equal_qn
stt11,page_0206,3,22,22,22,legacy_locked_col
stt11,page_0206,4,20,21,21,equal_qn
stt11,page_0206,5,21,21,21,equal_qn
stt11,page_0206,6,22,22,22,equal_qn
stt11,page_0206,7,22,22,22,legacy_locked_col
stt11,page_0206,8,23,24,23,equal_ocr
stt11,page_0206,9,21,21,20,legacy_locked_col
stt11,page_0208,1,24,24,24,equal_qn
stt11,page_0208,2,21,21,21,legacy_locked_col
stt11,page_0208,3,22,22,22,equal_qn
stt11,page_0208,4,22,22,22,legacy_locked_col
stt11,page_0208,5,22,23,23,legacy_locked_col
stt11,page_0208,6,22,22,22,equal_qn
stt11,page_0208,7,23,23,23,equal_qn
stt11,page_0208,8,22,22,22,legacy_locked_col
stt11,page_0208,9,23,23,23,legacy_locked_col
stt11,page_0210,1,21,21,9,legacy_locked_col
stt11,page_0210,2,22,22,21,conflict
stt11,page_0210,3,22,22,10,legacy_locked_col
stt11,page_0210,4,21,21,11,legacy_locked_col
stt11,page_0210,5,11,11,17,conflict
stt11,page_0210,6,10,10,10,equal_qn
stt11,page_0210,7,21,21,11,conflict
stt11,page_0210,8,23,17,17,equal_qn
stt11,page_0210,9,22,23,22,equal_ocr
stt11,page_0212,1,20,20,20,equal_qn
stt11,page_0212,2,22,22,22,equal_qn
stt11,page_0212,3,22,22,22,equal_qn
stt11,page_0212,4,22,22,22,equal_qn
stt11,page_0212,5,20,20,20,equal_qn
stt11,page_0212,6,20,20,20,equal_qn
stt11,page_0212,7,22,22,22,equal_qn
stt11,page_0212,8,21,21,21,equal_qn
stt11,page_0212,9,21,21,21,equal_qn
stt11,page_0214,1,21,21,21,equal_qn
stt11,page_0214,2,21,21,21,equal_qn
stt11,page_0214,3,22,22,22,equal_qn
stt11,page_0214,4,20,20,20,legacy_locked_col
stt11,page_0214,5,21,21,21,equal_qn
stt11,page_0214,6,22,22,22,legacy_locked_col
stt11,page_0214,7,22,22,22,equal_qn
stt11,page_0214,8,22,23,22,equal_ocr
stt11,page_0214,9,23,23,22,legacy_locked_col
stt11,page_0216,1,23,24,23,equal_ocr
stt11,page_0216,2,22,24,22,equal_ocr
stt11,page_0216,3,21,21,21,legacy_locked_col
stt11,page_0216,4,23,23,23,equal_qn
stt11,page_0216,5,22,22,22,equal_qn
stt11,page_0216,6,23,23,23,equal_qn
stt11,page_0216,7,22,21,22,equal_ocr
stt11,page_0216,8,22,22,22,legacy_locked_col
stt11,page_0216,9,22,23,23,equal_qn
stt11,page_0218,1,24,24,24,equal_qn
stt11,page_0218,2,23,17,24,conflict
stt11,page_0218,3,22,22,22,equal_qn
stt11,page_0218,4,22,22,22,equal_qn
stt11,page_0218,5,22,22,22,legacy_locked_col
stt11,page_0218,6,22,22,22,equal_qn
stt11,page_0218,7,21,21,21,equal_qn
stt11,page_0218,8,22,22,22,legacy_locked_col
stt11,page_0218,9,23,23,23,equal_qn
stt11,page_0220,1,22,22,22,legacy_locked_col
stt11,page_0220,2,22,22,22,equal_qn
stt11,page_0220,3,21,22,22,equal_qn
stt11,page_0220,4,22,22,22,legacy_locked_col
stt11,page_0220,5,22,22,22,equal_qn
stt11,page_0220,6,23,23,23,equal_qn
stt11,page_0220,7,23,25,23,equal_ocr
stt11,page_0220,8,22,23,23,equal_qn
stt11,page_0220,9,24,23,24,equal_ocr
stt11,page_0222,1,23,23,22,legacy_locked_col
stt11,page_0222,2,20,21,20,legacy_locked_col
stt11,page_0222,3,22,22,22,equal_qn
stt11,page_0222,4,21,21,21,equal_qn
stt11,page_0222,5,21,21,21,legacy_locked_col
stt11,page_0222,6,22,22,22,legacy_locked_col
stt11,page_0222,7,23,23,23,equal_qn
stt11,page_0222,8,23,23,23,legacy_locked_col
stt11,page_0222,9,17,17,17,equal_qn
stt11,page_0224,1,23,25,24,conflict
stt11,page_0224,2,23,23,23,legacy_locked_col
stt11,page_0224,3,22,22,22,equal_qn
stt11,page_0224,4,21,21,21,legacy_locked_col
stt11,page_0224,5,22,22,22,equal_qn
stt11,page_0224,6,22,22,22,equal_qn
stt11,page_0224,7,22,22,22,legacy_locked_col
stt11,page_0224,8,21,21,21,equal_qn
stt11,page_0224,9,13,13,13,equal_qn
stt11,page_0226,1,22,23,23,legacy_locked_col
stt11,page_0226,2,22,22,22,legacy_locked_col
stt11,page_0226,3,22,23,22,legacy_locked_col
stt11,page_0226,4,22,22,22,legacy_locked_col
stt11,page_0226,5,22,22,22,legacy_locked_col
stt11,page_0226,6,23,27,23,legacy_locked_col
stt11,page_0226,7,23,23,23,equal_qn
stt11,page_0226,8,22,22,22,equal_qn
stt11,page_0226,9,23,23,22,legacy_locked_col
stt11,page_0228,1,21,20,21,equal_ocr
stt11,page_0228,2,22,21,22,equal_ocr
stt11,page_0228,3,21,19,21,equal_ocr
stt11,page_0228,4,23,23,23,legacy_locked_col
stt11,page_0228,5,23,22,22,legacy_locked_col
stt11,page_0228,6,23,23,23,equal_qn
stt11,page_0228,7,23,24,23,equal_ocr
stt11,page_0228,8,22,23,22,legacy_locked_col
stt11,page_0228,9,22,23,23,equal_qn
stt11,page_0232,1,22,23,23,equal_qn
stt11,page_0232,2,21,21,21,legacy_locked_col
stt11,page_0232,3,20,22,20,legacy_locked_col
stt11,page_0232,4,21,21,21,equal_qn
stt11,page_0232,5,22,22,22,equal_qn
stt11,page_0232,6,22,39,22,equal_ocr
stt11,page_0232,7,22,22,22,equal_qn
stt11,page_0232,8,22,23,22,equal_ocr
stt11,page_0232,9,23,23,23,equal_qn
stt11,page_0234,1,22,22,22,equal_qn
stt11,page_0234,2,17,18,17,equal_ocr
stt11,page_0234,3,17,18,17,equal_ocr
stt11,page_0234,4,10,10,10,equal_qn
stt11,page_0234,5,22,22,22,legacy_locked_col
stt11,page_0234,6,23,23,23,legacy_locked_col
stt11,page_0234,7,23,22,23,equal_ocr
stt11,page_0234,8,23,23,23,equal_qn
stt11,page_0234,9,25,25,25,equal_qn
stt11,page_0236,1,22,22,22,equal_qn
stt11,page_0236,2,21,21,23,conflict
stt11,page_0236,3,23,23,23,legacy_locked_col
stt11,page_0236,4,22,23,22,legacy_locked_col
stt11,page_0236,5,22,22,22,equal_qn
stt11,page_0236,6,23,23,23,legacy_locked_col
stt11,page_0236,7,22,23,22,equal_ocr
stt11,page_0236,8,22,23,23,equal_qn
stt11,page_0236,9,22,22,23,conflict
stt11,page_0238,1,22,22,22,equal_qn
stt11,page_0238,2,23,23,23,equal_qn
stt11,page_0238,3,23,24,23,equal_ocr
stt11,page_0238,4,22,22,22,equal_qn
stt11,page_0238,5,22,21,22,equal_ocr
stt11,page_0238,6,21,22,21,legacy_locked_col
stt11,page_0238,7,24,25,23,legacy_locked_col
stt11,page_0238,8,19,20,19,equal_ocr
stt11,page_0238,9,14,14,14,equal_qn
stt11,page_0240,1,22,24,24,equal_qn
stt11,page_0240,2,24,24,23,legacy_locked_col
stt11,page_0240,3,23,23,23,equal_qn
stt11,page_0240,4,23,24,23,equal_ocr
stt11,page_0240,5,23,26,23,legacy_locked_col
stt11,page_0240,6,22,22,22,equal_qn
stt11,page_0240,7,23,23,23,legacy_locked_col
stt11,page_0240,8,24,24,24,equal_qn
stt11,page_0240,9,23,24,23,equal_ocr
stt11,page_0242,1,20,20,20,legacy_locked_col
stt11,page_0242,2,16,16,16,equal_qn
stt11,page_0242,3,17,18,17,equal_ocr
stt11,page_0242,4,10,10,10,equal_qn
stt11,page_0242,5,22,22,22,equal_qn
stt11,page_0242,6,23,24,23,legacy_locked_col
stt11,page_0242,7,23,23,23,legacy_locked_col
stt11,page_0242,8,23,24,23,equal_ocr
stt11,page_0242,9,24,24,24,legacy_locked_col
stt11,page_0244,1,23,18,23,equal_ocr
stt11,page_0244,2,23,23,23,legacy_locked_col
stt11,page_0244,3,23,23,23,equal_qn
stt11,page_0244,4,23,23,23,legacy_locked_col
stt11,page_0244,5,22,22,22,equal_qn
stt11,page_0244,6,22,22,23,legacy_locked_col
stt11,page_0244,7,22,24,23,conflict
stt11,page_0244,8,21,21,20,legacy_locked_col
stt11,page_0244,9,22,22,22,legacy_locked_col
stt11,page_0246,1,21,21,21,equal_qn
stt11,page_0246,2,22,22,22,equal_qn
stt11,page_0246,3,23,23,23,legacy_locked_col
stt11,page_0246,4,23,23,23,legacy_locked_col
stt11,page_0246,5,22,23,22,equal_ocr
stt11,page_0246,6,24,23,23,equal_qn
stt11,page_0246,7,23,23,23,legacy_locked_col
stt11,page_0246,8,24,24,24,equal_qn
stt11,page_0246,9,23,23,24,conflict
stt11,page_0248,1,17,25,23,conflict
stt11,page_0248,2,21,22,21,legacy_locked_col
stt11,page_0248,3,23,23,23,legacy_locked_col
stt11,page_0248,4,23,23,23,equal_qn
stt11,page_0248,5,24,24,24,equal_qn
stt11,page_0248,6,22,22,22,legacy_locked_col
stt11,page_0248,7,22,24,23,legacy_locked_col
stt11,page_0248,8,24,25,24,equal_ocr
stt11,page_0248,9,23,23,23,equal_qn
stt11,page_0250,1,23,23,23,equal_qn
stt11,page_0250,2,24,24,24,equal_qn
stt11,page_0250,3,23,24,23,legacy_locked_col
stt11,page_0250,4,22,22,22,equal_qn
stt11,page_0250,5,25,25,24,conflict
stt11,page_0250,6,23,23,23,legacy_locked_col
stt11,page_0250,7,23,22,23,equal_ocr
stt11,page_0250,8,24,24,24,equal_qn
stt11,page_0250,9,23,24,23,equal_ocr
stt11,page_0252,1,23,25,24,conflict
stt11,page_0252,2,24,22,24,equal_ocr
stt11,page_0252,3,21,22,21,legacy_locked_col
stt11,page_0252,4,23,23,24,conflict
stt11,page_0252,5,23,24,23,equal_ocr
stt11,page_0252,6,22,22,22,equal_qn
stt11,page_0252,7,23,23,23,legacy_locked_col
stt11,page_0252,8,22,22,22,legacy_locked_col
stt11,page_0252,9,24,24,22,legacy_locked_col
stt11,page_0254,1,21,21,21,equal_qn
stt11,page_0254,2,23,23,23,legacy_locked_col
stt11,page_0254,3,22,22,22,legacy_locked_col
stt11,page_0254,4,22,22,22,legacy_locked_col
stt11,page_0254,5,23,24,23,equal_ocr
stt11,page_0254,6,25,25,25,equal_qn
stt11,page_0254,7,23,23,23,equal_qn
stt11,page_0254,8,22,22,22,legacy_locked_col
stt11,page_0254,9,23,23,23,legacy_locked_col
stt11,page_0256,1,24,22,22,legacy_locked_col
stt11,page_0256,2,22,24,22,legacy_locked_col
stt11,page_0256,3,23,24,23,equal_ocr
stt11,page_0256,4,22,22,22,legacy_locked_col
stt11,page_0256,5,22,22,22,legacy_locked_col
stt11,page_0256,6,23,23,23,equal_qn
stt11,page_0256,7,22,22,22,legacy_locked_col
stt11,page_0256,8,23,23,23,legacy_locked_col
stt11,page_0256,9,22,24,20,legacy_locked_col
stt11,page_0258,1,23,25,23,equal_ocr
stt11,page_0258,2,22,22,22,legacy_locked_col
stt11,page_0258,3,22,22,22,legacy_locked_col
stt11,page_0258,4,22,23,22,equal_ocr
stt11,page_0258,5,23,24,24,legacy_locked_col
stt11,page_0258,6,21,24,23,conflict
stt11,page_0258,7,23,23,23,equal_qn
stt11,page_0258,8,23,23,23,equal_qn
stt11,page_0258,9,23,23,23,legacy_locked_col
stt11,page_0260,1,22,23,22,equal_ocr
stt11,page_0260,2,23,23,23,legacy_locked_col
stt11,page_0260,3,22,24,23,conflict
stt11,page_0260,4,23,23,23,legacy_locked_col
stt11,page_0260,5,22,22,22,legacy_locked_col
stt11,page_0260,6,21,21,21,legacy_locked_col
stt11,page_0260,7,22,22,21,legacy_locked_col
stt11,page_0260,8,21,23,22,legacy_locked_col
stt11,page_0260,9,22,23,22,equal_ocr
stt11,page_0262,1,21,21,21,legacy_locked_col
stt11,page_0262,2,18,19,18,equal_ocr
stt11,page_0262,3,17,18,17,equal_ocr
stt11,page_0262,4,24,24,24,equal_qn
stt11,page_0262,5,22,23,22,equal_ocr
stt11,page_0262,6,22,25,22,legacy_locked_col
stt11,page_0262,7,23,22,23,equal_ocr
stt11,page_0262,8,13,14,13,equal_ocr
stt11,page_0262,9,23,23,23,equal_qn
stt11,page_0264,1,22,22,22,legacy_locked_col
stt11,page_0264,2,22,24,23,conflict
stt11,page_0264,3,22,22,22,equal_qn
stt11,page_0264,4,23,23,23,legacy_locked_col
stt11,page_0264,5,22,22,22,legacy_locked_col
stt11,page_0264,6,22,22,22,equal_qn
stt11,page_0264,7,23,23,23,equal_qn
stt11,page_0264,8,23,24,24,legacy_locked_col
stt11,page_0264,9,25,25,25,equal_qn
stt11,page_0266,1,21,21,21,equal_qn
stt11,page_0266,2,22,22,22,legacy_locked_col
stt11,page_0266,3,23,23,23,equal_qn
stt11,page_0266,4,3,3,3,equal_qn
stt11,page_0266,5,17,18,17,equal_ocr
stt11,page_0266,6,11,12,11,equal_ocr
stt11,page_0266,7,20,22,20,legacy_locked_col
stt11,page_0266,8,22,22,22,legacy_locked_col
stt11,page_0266,9,22,21,22,equal_ocr
stt11,page_0268,1,21,21,21,legacy_locked_col
stt11,page_0268,2,22,22,22,legacy_locked_col
stt11,page_0268,3,21,22,22,legacy_locked_col
stt11,page_0268,4,21,21,21,equal_qn
stt11,page_0268,5,23,23,23,equal_qn
stt11,page_0268,6,22,22,22,equal_qn
stt11,page_0268,7,23,23,23,equal_qn
stt11,page_0268,8,23,23,23,equal_qn
stt11,page_0268,9,23,24,23,equal_ocr
stt11,page_0270,1,22,22,22,legacy_locked_col
