sample_id,pred,pred_seq,pred_mono,pred_all,col_text,col_n,kinh_n,sec,cell_char,note
M1_0227,布,布,布,布,三賊時收放在象罪包度叔乳愿命帝布路趙爾翁皇意,22,22,0.1096,沛,ok
M1_0228,特,特,特,特,唵罷年死夾然欲證朱英特折爲道兩而丞街各官逢善換,23,23,0.1394,特,ok
M1_0229,為,為,為,為,命向立直之罰各米連來辰衆碎庄敢察事樂奇運欲各辛為,24,24,0.126,爲,ok
M1_0230,年,,年,年,翁至尼生要於後於年但意仍尋与美學正有罢翁皇,21,23,0.1001,花,ok
M1_0231,叉,及,叉,叉,盡意分先學為徵事寧生於事叉及凡白礼李先異等,21,21,0.0894,及,ok
M1_0232,弓,弓,弓,弓,丐於尼意朋之主尋連真及弓文未特發已惠極為連年,22,22,0.1567,丐,ok
M1_0233,嶽,嶽,嶽,嶽,麻老尋意云灼命中陽世周生云灵惡共壳中老他嶽,21,21,0.1674,獄,ok
M1_0234,連,朱,連,連,畧末天下向丕書定將調意中軍同運息連朱年何,20,21,0.1146,朱,ok
M1_0235,連,連,連,連,冉意連及舟効奠朱昆麻年重朱眷佑因沛生公翁意体妻,23,22,0.1233,連,ok
M1_0236,麻,麻,麻,麻,零麻意思是補故多時尋責命辰德主支欲祀柳命,20,20,0.1421,麻,ok
M1_0237,朗,麻,朗,朗,特創朗麻祐事中弄尋甚別几國美世僊主爾兀主因敗凡,23,23,0.182,麻,ok
M1_0238,色,色,色,色,蜜色推特群道德主爾時源甚左安為放庄朱徐李安,21,21,0.178,㐌,ok
M1_0239,課,課,課,課,下丕等課開係罷礼受棄已等麻每尋求饒經厚改孝理為,23,23,0.135,課,ok
M1_0240,故,故,故,故,惡僊主支我故赫生特儒殊將發碎壽云折為通左時餘索,23,23,0.1178,奴,ok
M1_0241,國,意,國,國,尋盛者尋運至浪事意庄席平國意啟德主爾在,19,19,0.1238,意,ok
M1_0242,生,生,生,生,生時斷事匠於灵鬼連蘭僊外亮為要末宰今各書尾宰,22,22,0.1602,生,ok
M1_0243,實,旦,旦,實,鬼時吒愛難事為也四雲曳民生因言吏道實旦數伶戈,22,22,0.1367,但,ok
M1_0244,德,德,德,德,喝兵看德主睿殉本末等庄別畏矣吉要朱走也生時政,22,22,0.1428,德,ok
M1_0245,外,外,外,外,犯延生固寇希牢命在庄因種之盈肆文因事恪庫皮外為,23,23,0.2573,外,ok
M1_0246,主,主,主,主,童直伏庵而朱夷年軍德主支秋罷默祈乘齋尋些別,21,21,0.1725,主,ok
M1_0247,曳,折,曳,曳,每辰樂曳折雨哭以之白丕尋殊辰在曳折時牢自碑白樂,23,22,0.1407,折,ok
M1_0248,天,天,天,天,虎真等慮主再年真天堂公屬無方,14,14,0.0803,天,ok
M1_0249,色,色,色,色,之要禱事姬色休欺乃雪左問術律受祐事意連非濤,21,22,0.1454,㐌,ok
M1_0250,餘,餘,餘,餘,餘眉而之忍連練辰衆犀生師德主爾亮因没德主爾,21,21,0.1449,蜍,ok
M1_0251,,氣,氣,,欺意固氣僊主支秋判畧末饒得辰也察年察吏之,20,20,0.1373,影,ok
M1_0252,虚,,虚,虚,虚,1,9,0.0832,夢,ok
M1_0253,自,自,自,自,自德主支秋悞代朱之翁至尼鬼志邁笨南,17,18,0.1407,自,ok
M1_0254,几,几,几,几末,當於畧末几冷圭碑要辰長支致初碎色邊吃歲連,20,20,0.1136,几,ok
M1_0255,各,各,各,各,格折故丕几折樂窗矜使各本道理時放沛處丑折每鬼姜,23,24,0.1212,各,ok
M1_0256,焉,各,焉,焉,倦主爾心及法遙宋些特別事德主丕登稣山乘焉各曰與合,24,24,0.1588,各,ok
M1_0257,斗,中,中,斗中,齋尋真處斗中羽鸞尋些祐皮外麻看左丕命代坊這如沛南年運因,27,27,0.2676,中,ok
M1_0258,尋,保,尋,尋,書也所啟略尼在班店翁皇捉雲現旦共尋保辰也祐共,22,22,0.1318,保,ok
M1_0259,何,何,何,何,斷已后衣些焉何因意劫欲古兵爾但意時翁至記之傷,22,22,0.1513,阿,ok
M1_0260,道,窟,道,道,賓州寶尋捧時各本道買窟祀等些推浪昆中思尋尋禪,22,20,0.1738,旦,ok
M1_0261,辰,辰,辰,辰,吏雲麻呌辰德主爾國法無穷辰恩翁為近求朱碑殺吏,22,22,0.1442,浪,ok
M1_0262,主,主,主,主,中碑聲皋盈張尋宣侯意爾恩德主爾躔待甚不,19,19,0.1692,主,ok
M1_0263,共,共,共,共,受晁郭重要尋德主爾挺度年罢歲美弄朱鄧克共,20,20,0.1122,共,ok
M1_0264,真,祀,真,真,庄因偏私侯因度官真祀卷盛命初等公翁曰無庄朱祀麻為官,25,25,0.1615,礼,ok
M1_0265,,麻,,,福朱候默犯時尋我耨麻支罷朱巴邊云三歌支也新時鉞,23,23,0.2014,麻,ok
M1_0266,末,末,末,末,赦為本等即重經異悶折書吶末弄皮連政看官与肆性,22,22,0.2165,末,ok
M1_0267,,處,,,哈處度,3,22,0.0802,吏,ok
M1_0268,生,生,生,生,涂麻哉吒生味云事意平弄生因哭包饒朱些特經在每收也,24,24,0.1473,生,ok
M1_0269,已,已,已,已,饒有主時安旺帝之宿古安平度尋珪受已等丕尋午,21,21,0.1299,巴,ok
M1_0270,半,朱,半,半,事意几庄於善告共爾辰柔忌初禮玄品臻年半朱特按几,23,23,0.1298,朱,ok
M1_0271,裝,裝,裝,裝,問在裝仍事困進花唐特事盈實連齋一等今事主各皇床,23,23,0.1363,燒,ok
M1_0272,榮,榮,榮,榮,為與恭处為尋德主文欽將碑榮而之開除無尋故薄,21,21,0.1435,凜,ok
M1_0273,麻,尋,麻,麻尋,朱凡結事意年郎重答末天下為庄固法市選麻尋庄白因,23,23,0.1759,㝵,ok
M1_0274,運,運,運,運,花莊饒尋朱別唐運天室淵雀要仍皇為拱固夷先無黎翁,23,23,0.175,連,ok
M1_0275,朱,朱,朱,朱飭,未有燔創饒灵忽尋也為事意魔思而欲飭朱尋末事,21,21,0.1614,朱,ok
M1_0276,禮,禮,禮,禮,但時為意重末麻群朱共鮮忘但辰圓凜輝思禮形尋,21,21,0.1286,礼,ok
M1_0277,朱,朱,朱,朱,得礼德主玉穌郎酥自末爾木朱忽除已尋些依運焉歌,22,22,0.1457,朱,ok
M1_0278,,德,德,,每事本通共以仍冉略廩偉最慄至德肥瑪發何欲飭欺,22,22,0.1986,徳,ok
M1_0279,德,德,德,德弄,天神傳陰今朱尋特鈞浪於來衡弄德主爾遣犯功朱,21,21,0.1447,徳,ok
M1_0280,者,麻,者,者,直而朱碎止政爾尋庄者麻至辰碑畏几國罪饒辛而礼爾,23,24,0.1772,麻,ok
M1_0281,自,自,自,自,致色無灵鬼冤麻御自意術璉生群因時旦事祀重女,21,21,0.1259,自,ok
M1_0282,陶,陶,陶,陶,事主名故之致真記皇閱徐樂保放陶焉朱皮完意故,21,21,0.151,陶,ok
M1_0283,榮,榮,榮,榮,榮德主走欲開除研果少廟吶判幹尋中茲獄祀凡候懶,22,22,0.2195,蜍,ok
M1_0284,時,分,分,時分,行饒理郡於尼夫尾左腰白伴兵度為分時茂犯眾分時,22,22,0.1474,施,ok
M1_0285,開,開,開,開,時榮莫多來碑志及等效開徐得術猿來某術無行爾妃意,23,23,0.1164,閉,ok
M1_0286,用,用,用,用,瑪獅亞芒雲庄同而餘用意等得真遙壯若命左重遣婚,22,22,0.14,用,ok
M1_0287,意,意,意,意,事意罷事途爾爾埋犯罪在行特事意亮開徐尋懷韋,21,21,0.1712,意,ok
M1_0288,爾,運,爾,爾,初會畏為翁皇為運爾運也吏云法呂眾文改尋生云術坦命,24,24,0.143,連,ok
M1_0289,麻,推,麻,麻推,顧各鋪翁美見末灵思呢麻推理無若燒前汴詐之何,21,21,0.1122,推,ok
M1_0290,是,多,是,是,所真運也冤奏狗此事意用麻個庄問朱是多過意畏坦凡,23,23,0.1255,多,ok
M1_0291,參,參,參,參,朱特吃年惡命參意丕尋依事意呼明學麻運多連發研体,23,23,0.1348,朱,ok
M1_0292,,,,,為貧罡祠賢冷,6,13,0.0768,連,ok
M1_0293,鬼,德,鬼,鬼,玄義意畏祐祖各灵鬼昆德主主秋初禮鄉命麻贖丕尋,22,22,0.1597,麻,ok
M1_0294,,堵,堵,,年歌默襖連年堵如染卯丕把至意云計事庫向左也,21,21,0.1286,堵,ok
M1_0295,,殿,殿,,發軍幾也殿盡多其以饒最餘置因受去國几頌斜皇亮是,23,23,0.1158,破,ok
M1_0296,,朱,,,准罪三欺宅碎吏願辰祀德記代碎多衆朱特爾足世周矯辟,24,24,0.1528,朱,ok
M1_0297,年,德,年,年,命犯意寫飭五朱年德主爾直奇年公焉美各官切死意,22,22,0.1862,德,ok
M1_0298,末,末,末,末,問祐末無變意善生慰事意吏受逢支終打策恆願朱特,22,22,0.2152,末,ok
M1_0299,罢,罢,罢,罢,事多莖未依計發卒於我秦君之樂將運罢地置特我意尋於,24,24,0.121,罢,ok
M1_0300,書,書,書,書,故煙卢敗書時強明數葬妄女尋別事庫正事緒旦同攻,22,22,0.1492,畧,ok
M1_0301,時,時,時,時些,尋周反吝歌尋群謂志山擔霆願連須尋些時困几情,21,21,0.1263,時,ok
M1_0302,德,德,德,德,朱尋我麻在符分為害德主爾出德變扶變分為黑,20,20,0.1142,德,ok
M1_0303,尋,麻,尋,尋,麻抗尼重深翁至施之鬼度而察功尋麻封取朱畏玉政有,23,23,0.2207,麻,ok
M1_0304,還,,還,還,至也之未命等僊死梓朱故蘿碑在展殘拄朱還,19,20,0.1376,昆,ok
M1_0305,來,來,來,來,時補左朱於齋共本遺實女如舌翁來庄翁朱捕尾真論,22,22,0.1791,耒,ok
M1_0306,德,德,德,德,福德吏特思思逃命盛義未麻衛世死變各柔惜又看沛朱,23,23,0.1956,徳,ok
M1_0307,看,看,看,看,翁皇尼生完於城居柳發何麻尋那或書瑪罢國看,20,20,0.1399,固,ok
M1_0308,訪,訪,訪,訪,事世關又清是千來訪後仍鬼爾為微的正祖國福重女是致,24,24,0.0878,勸,ok
M1_0309,於,於,於,於,眾麻犀云田名凡碎於世德主爾運直屏元生等新見等,22,22,0.1936,於,ok
M1_0310,,尋,尋,,殺車垂尋白毫發各本道天下學云戰意啟連弄助祀式計,23,23,0.3527,几,ok
M1_0311,故,兩,兩,故兩,碑閣於低連自意術葬故兩所歸特每葛共於云榦行淫朱,23,23,0.2174,呐,ok
M1_0312,因,事,因,因,意生因公双奇尋些偉饒意偉修意教元因事尼理同,21,21,0.1781,事,ok
M1_0313,每,每,每,每,事意連象旦祐法還德主爾為朱尊群祖歲特每碑,20,21,0.1425,每,ok
M1_0314,辰,辰,辰,辰,閑布吉亮几朔我神塟罢也云通左開除宮矣絕祿宜辰衆碑,24,24,0.1064,浪,ok
M1_0315,依,依,依,依,侯為事意思巴有依后意強尋強過連時尋意命書,20,20,0.1868,体,ok
M1_0316,凭,,凭,凭,凭置時翁皇意安慰哥翁浪翁考歷故初忘昭山來來勁堯,23,23,0.2301,几,ok
M1_0317,祀,祀,祀,祀,色特旺新体應主支歌僕咀共尋辰祀主原因牢敗乃底,22,22,0.1741,礼,ok
M1_0318,,連,連,,死捕尋意買折翁至意連交慰浪筆渚占事捕故度款,21,20,0.1635,連,ok
M1_0319,涂,涂,涂,涂,皮外默朱鬼運沛動奪廢等聲命開涂候置創意畏,20,20,0.1217,除,ok
M1_0320,后,后,后,后,五鬼置南夷鄉多后衣走乘固意謁朱几諸別唐遠爾異歌,23,23,0.1103,福,ok
M1_0321,尼,尼,尼,尼,主爾罰為徵几奸於滋些尼何生云創明罢尋麻呢時切,22,23,0.1304,意,ok
M1_0322,少,麻,少,少麻,翁皇批晉現丑翁至配之葬先畏床獅少麻代法壳尋朱重,23,23,0.1283,麻,ok
M1_0323,時,時,時,時,何罢腰哈是翁真時庄御兕各官割依何白玉時盒為,21,21,0.1005,時,ok
M1_0324,,來,本,,罰巴度意時案庄何夜爾除銅賓我折政因几變來本,21,23,0.1058,与,ok
M1_0325,,奇,采,,置有庫主群事文采奇解眾朱豈未云玄換戎丑保辰靈笑巫,24,24,0.1518,奇,ok
M1_0326,仍,仍,仍,仍,及欺群祐特安慰文頌前書南畧體仍事惡意時年效,21,21,0.1783,仍,ok
M1_0327,稱,罪,稱,稱,朱哲重天臺左尋別等伶戈代守多叔皇稱罪其正茲復武隆,24,24,0.2698,罪,ok
M1_0328,守,守,守,守,尋女固遺各曰與母共官鎮守衣支綵旦未尋年真講受,22,22,0.2242,守,ok
M1_0329,千,千,千,千,創朗於童時奏相朱特哈祠運花社欲惡震若未墻千,21,21,0.1273,扒,ok
M1_0330,德,主,德,德,某惡左亥命德主爾此弄得以丕時朱傷几隆要對玄丕福,23,23,0.1156,主,ok
M1_0331,安,安,安,安,安酥強石事極時強易云國饒密皇天神朱体事謹中,21,21,0.1265,安,ok
M1_0332,庄,庄,庄,庄,北宏畏体某奇向時受尋意愛庄特吉世周因堯吝体,21,21,0.2252,庄,ok
M1_0333,拔,拔,拔,拔,德主爾連麻足俊体德主支張美之惡債麻拔禮類心多鬼,23,23,0.1701,拮,ok
M1_0334,衣,衣,衣,衣,重甚龍祖麻塟尼重衣藝後車公礼吃至尼共翁玉瑪,21,21,0.1976,衣,ok
M1_0335,座,座,座,座,達事盈呼碎道渚消圭但最在罢於鄉座弄今無窮時美,22,22,0.3097,座,ok
M1_0336,主,主,主,主,自德主支歌罷代朱旦公翁皇尼後森墨邁合南,19,18,0.2352,主,ok
M1_0337,別,別,別,別,別意尋柔意畏思麻果故辰鬼密柔真看語畏蚤生別,21,21,0.1508,别,ok
M1_0338,於,於,於,於是,連左周内度調也天國受或徐策置內在是於中房連客中,23,24,0.0911,於,ok
M1_0339,尋,運,尋,尋,至事恩按特為尋意定布尋世問無尋運愈法平用庄禁,22,22,0.1311,蓮,ok
M1_0340,,意,,,德主爾朱碑之特事庫意平弄正清研惡時山用辱饒漂,22,22,0.2327,意,ok
M1_0341,年,年,年,年,別意債向丕等尋底几佇本道台位命年多尼謂欺,20,20,0.2246,麻,ok
M1_0342,庫,庫,庫,庫,旦云命体改尋中几庫意末每選左師元閑時連要尋,21,23,0.1315,庫,ok
M1_0343,物,物,物,物,老庄時開除祀殘煬堵中瑟麻辰翁席別門物時云羣几,22,22,0.1356,物,ok
M1_0344,,共,共,,受尋尋体吃發凡劫先多勿筆仍忍論共故亟納愧過庄,22,22,0.1191,共,ok
M1_0345,於,於,於,於,真於連發勿擒饒凜年梗庄按等奴添舊修晨穴玄麻,21,21,0.1131,於,ok
M1_0346,,尼,尼,,至尼体爾葉庄朱餘窮各皇時責爾凜牢生餘凡德主爾至,23,23,0.1769,尼,ok
M1_0347,女,女,女,女,朱鬼疾來歌畧止因民善女先罷死逆殺那茲尋廩麻樞雲左,24,24,0.1834,女,ok
M1_0348,連,連,連,連,德主爾朱命咒丑車矯尋悲沛弄愿主爾連宜廉朱如言晁未羅,25,24,0.1074,連,ok
M1_0349,尋,尋,尋,尋,退尋意座占時尋浪願已經在天已經河矯等振意庄,21,21,0.1812,㝵,ok
M1_0350,之,之,之,之,德主爾朱旦末爾木時退死末尋庄怪之歲險麻笑運爲群於,24,24,0.164,之,ok
M1_0351,極,恩,極,極,薨閱徐尋明廩韋年極恩窗重而五欺意德主支歌其現憲,23,22,0.1511,恩,ok
M1_0352,餘,餘,餘,餘,各品蜂朱本道餘奉德主爾時因買特賊何乞罪凡我時庄,23,23,0.1426,蜍,ok
M1_0353,連,連,連,連,連多耶時旦敗也生時完尋底姜爾在生虛多參年仍倒去,23,23,0.0862,連,ok
M1_0354,旦,旦,旦,旦多,拱庄多輝置圓信翁皇樞翁辰配庄時沛戶丕買多旦本,22,22,0.1385,旦,ok
M1_0355,意,時,意,意,即其翁口無每查事意時翁無圓從尋故多丑有意在,21,22,0.1157,時,ok
M1_0356,詳,詳,詳,詳,仍事術德主爾許詳朱年尋油麻初夭而事於等得鍊,21,22,0.1149,意,ok
M1_0357,內,內,內,內,債廩庄年信亮內多內吏調意固意朱尋些結等政爾犯至,23,23,0.1637,呐,ok
M1_0358,綵,震,綵,綵,策邪麗年末事童貞時等綵震垂忘德主文歡在左計,21,21,0.0948,浪,ok
M1_0359,多,多,多,多,寧戰外運車仍馭庄同泛焉多園意折得金開除皇元,21,21,0.1231,棱,ok
M1_0360,察,察,察,察,仍祠共仍死付朱尋察藝事僥凜几恪察生特奔黑尋,21,22,0.1533,察,ok
M1_0361,碑,碑,碑,碑,折拱特碎連事丑虎左蓮福沫绪移碑討禊在固対弄,21,21,0.1322,碎,ok
M1_0362,除,体,除,除,特陀處雪運字稜撐忽歇尋些開除体及尋還頭如,20,20,0.131,体,ok
M1_0363,朱,朱,朱,朱,衆碑席召事之庫朱榮弄愿主爾等注計每事庫意,20,20,0.1406,朱,ok
M1_0364,起,起,起,起,除注課辰眉渚浪耶年爾坦為徵僊主爾左因生宅爾但起,23,23,0.1458,些,ok
M1_0365,壯,壯,壯,壯,白五輝歇尋礼德主支欲連廚尋俗饒天神然從壯處命,22,22,0.106,壮,ok
M1_0366,其,其,其,其,皮仍黃王鬼賦祐中冉意其善得市鬼事世開在嗟真德,22,22,0.1083,共,ok
M1_0367,重,重,重,重,漆几國疾時尋置云勿畏或重畧末愿主何欽白毫,20,21,0.1662,重,ok
M1_0368,,庫,庫,,棱尼其女四事受吐欺初於玉猶彼麻爾兩庫山之碑直,22,22,0.155,庫,ok
M1_0369,每,事,每,每,皇立意致因凜每事冗世閣生平事德主走秋朱盛意尋,22,21,0.1466,亊,ok
M1_0370,特,特,特,特,開除在群涅如各從文年於几無榮麻別特仍事各玉初而連,24,24,0.1513,特,ok
M1_0371,稽,稽,稽,稽,弄打爾為爾白困朱玉衣稽發車奏爾笑美巍餘朱本,21,21,0.101,稽,ok
M1_0372,慢,慢,,慢,天深碑德主支秋麻牢四丕美的事過理碎慢從為末,21,21,0.1235,慢,ok
M1_0373,業,翁,業,業,共及尋員依著後車向禮葺真為功業翁皇沫擲爾故公翁,23,23,0.1426,翁,ok
M1_0374,翁,,翁,翁,翁皇法巴死爲道傳,8,21,0.0625,於,ok
M1_0375,,几,几,,時責几蜂故為几向礼意白仍事惟過仍在元餘孛意禮,22,22,0.1053,几,ok
M1_0376,主,主,主,主,丐於尼意朋之主尋連真及弓文未特發已惠極為連年,22,22,0.1567,左,ok
M1_0377,朱,朱,朱,朱,命時庄計事与陰各尋些以朱三抑為道德主爾靜文翁至,23,24,0.159,朱,ok
M1_0378,厥,厥,厥,厥,德實要德主支厥鋪翁遠尋意吏晦長白五翁因道,20,20,0.1709,秋,ok
M1_0379,意,意,意,意,朱年昆傷在丑命左特女運辰尼辰巽樞霸昆翁死意再,22,22,0.1149,意,ok
M1_0380,固,固,固,固,丕朱何韓特鬼罰委它体丕等庄押文固歌鬼而朱席烈凜,23,24,0.1192,固,ok
M1_0381,爾,意,爾,爾,裝理高在鄉兆筆創仍爾意爾群沒卷再理高尋我剥,21,21,0.1488,意,ok
M1_0382,畧,畧,畧,畧,學丕代桐稜烏計黍御阿故魔思中像字庄固練如欺畧,22,22,0.1475,畧,ok
M1_0383,部,年,部,部,此壯饒見惡尋些死几身魂寡部年怎几庫中特忌因,21,21,0.1342,年,ok
M1_0384,女,女,女,女,固從尋女童道宰命麻固涅吃没於中和運庄腰後笑双清,23,23,0.1772,女,ok
M1_0385,浪,事,浪,浪,尋盛者尋運至浪事意庄席平國意啟德主爾在,19,19,0.1238,事,ok
M1_0386,事,事,事,事,事尋欺舞飛麻發朱特扒所說白丕特添鈞朱尋於准每,22,23,0.1361,事,ok
M1_0387,,意,意,,實見閣為灵思布堯通意麻清丕得陣許年流依,19,19,0.1204,意,ok
M1_0388,蓮,蓮,蓮,蓮,運宜蓮爾固窗懺判張昆蚤清事傷庫白之笑於朱,20,20,0.1441,連,ok
M1_0389,朱,松,朱,朱松,震饒師朱等些傷嘗德主爾因善底白玉在國文慰朱松辨,23,24,0.1405,如,ok
M1_0390,主,主,主,主,主初朱翁皇那尼我於中屠獅子麻鬼旺甚未記至淑,21,22,0.1344,主,ok
M1_0391,展,展,展,展,雪双爾菩貝展渚扶虎碑尼重沒卦直麻雷遙窗尋貝白丕,23,23,0.1768,浪,ok
M1_0392,有,有,有,有,自愿主支展呢代朱三兆应恩有是磬有,16,18,0.1008,南,ok
M1_0393,体,体,体,体,皇樞翁宗徒德主支歌信尋在而拜朱詩尋啟体事寧今句,23,23,0.1491,体,ok
M1_0394,眉,眉,眉,眉,餘眉而之忍連練辰衆犀生師德主爾亮因没德主爾,21,21,0.1449,眉,ok
M1_0395,歌,歌,歌,歌,罢有晉年後者何哈云累樂今玉歌尋行衣移車圓米,21,22,0.1605,欺,ok
M1_0396,事,特,事,事,德主爾欺得群祗推特事世閻畏事閑凜麻伴兵,19,20,0.1192,棱,ok
M1_0397,,為,,,事今為做祠文爾舊翁私碑相尼晉絃本道客欲時術扒翁皇,24,24,0.211,爲,ok
M1_0398,麻,麻,麻,麻,時憾你凜祀樂仃嬰碑事意之麻罢樂更麥字尋置內辰,22,23,0.1504,麻,ok
M1_0399,意,意,意,意,茶功適中弄廩國凡兆愛麻愛共罰為沒祝意為邊鵝,21,21,0.107,意,ok
M1_0400,樓,樓,樓,樓,自走特役之發時底朱婚而朱綿滯弟庄恐包樓重異雜殺,23,23,0.1575,楼,ok
M1_0401,天,天,天,天,主斥凜麻叱天下問花餘亮時為帝麻餘主門物共各垂,22,23,0.1573,天,ok
M1_0402,極,極,極,極,袍輔惓鬼廉衆羣礼昆毯極症分興命行主支秋麻鄧朱,22,22,0.1672,極,ok
M1_0403,事,事,事,事,麻浪分主斥穿毀扶詣朱翁特愧每事庫威凝斷迤觸,21,21,0.1388,事,ok
M1_0404,竺,竺,竺,竺,易冷事方主斥至代奉逆天竺先畀亞也淫固義翁至先,22,22,0.1447,竺,ok
M1_0405,生,時,時,生時,朱分被体欺乃四斷連生時用除官之異求星体亦玉麻呂尋,24,24,0.1603,時,ok
M1_0406,人,哭,人,人哭,夢四龍壳是麻臻各本道直信為人哭吹呌哥習如几末此,23,23,0.1503,哭,ok
M1_0407,垂,垂,垂,垂,邁糝丸殿垂翁垂批曾共等聖保祿於城瑪著,18,18,0.113,垩,ok
M1_0408,平,平,平,平,共袍炤麻烛各尋众君平本洋燒她人時買數双留弃,21,23,0.1625,平,ok
M1_0409,麻,麻,麻,麻,补有尼鐵凜麻虛空美喂安罪命色創中詞末走拜字衣,22,22,0.1751,麻,ok
M1_0410,尋,尋,尋,尋,煙垂分她因冰燒几沛弄胸尋过理如象昆真聲尋尋燒吝,23,23,0.133,尋,ok
M1_0411,時,時,時,時,時方主支秋体要婉畔設渡連會掇白言四命時與常,21,20,0.1332,時,ok
M1_0412,奴,奴,奴,奴,奴色挈連庶早待如庄懷庄災几弄事人懷忽漆鈞寬,21,22,0.1397,奴,ok
M1_0413,把,把,把,把,特把公体來功祀挺股輔麻打等紫命畢義陰樓仍几禮,22,24,0.1487,把,ok
M1_0414,生,則,則,生,奉麻困燒樂至限生則案八興蜂亥亮時表此有歇斯,21,22,0.1845,別,ok
M1_0415,之,之,之,之,眉固曳抑庄尋疎浪碑庄曳事之庫爲色別突方主支,21,21,0.2029,之,ok
M1_0416,旦,德,旦,旦,枚蓮豈眾算投運朱旦德主支秋喂代巴畏自方主夫秋,22,22,0.1507,德,ok
M1_0417,官,官,官,官,願翁垂施計黎綿次糝黑坊地垂歌些稜那異官沼,20,22,0.1819,官,ok
M1_0418,重,重,重,重,夢夢札各至歆尼衣計移加禮明各垂特福極重黑,20,20,0.2657,重,ok
M1_0419,塊,塊,塊,塊,塊起森醉方垂苑之熔先異苑歌黎吏招壳把垂公包茹,22,22,0.2064,塊,ok
M1_0420,除,咽,除,除,古祭札皮連為為召死為道歇因除咽旦昆是淺異施,21,22,0.1311,吶,ok
M1_0421,共,共,共,共,事庫共點枚人正溢溫獨移亞麻惡巳墓希時望中前餘,22,21,0.1558,共,ok
M1_0422,垂,垂,垂,垂,自方主支秋喂化生見翁垂巳時巴森醉,16,16,0.1101,垩,ok
M1_0423,來,,來,來,用公麻行朱年煎桃清困年豳歲時悶故茹餘連來,20,22,0.144,麻,ok
M1_0424,道,道,道,道,燒奴麻真本道災分蜜分燒事突幾分燒事対如娥袄,21,21,0.1525,道,ok
M1_0425,代,代,代,代,自分主吏秋興代朱旦弁楚尼塊召萬起反寇辭,19,19,0.0796,代,ok
M1_0426,佈,佈,佈,佈,敗驛方主尺等把功連丞學勸各佈俺仲朱命事近,20,20,0.1678,姊,ok
M1_0427,礼,礼,礼,礼,中炤極煖尼時些共明麻黑本道求願共礼因沙朱奴麻,22,23,0.1945,礼,ok
M1_0428,伴,伴,伴,伴,仍麻而伴其垂天神於達歷想事主各垂數於永尾庄妨永,23,23,0.1811,伴,ok
M1_0429,庫,庫,庫,庫,龍之枢茹人辰如蜂也古早施朱儿庫歇早連諸末樂來,22,23,0.148,庫,ok
M1_0430,送,沫,沫,送,方主斥亮翁垂收故書思連沾女虎能送沫此興推浪初,22,22,0.1893,沫,ok
M1_0431,,,,,抄泽化,3,22,0.0678,牢,ok
M1_0432,,,,,她退碎召本特麻早焊願奴呌母皆浪乞犯胖,18,22,0.1239,裊,ok
M1_0433,女,女,女,女,欺公圍象早女童貞餘臺中餘先異寧苑体而玉連叫,21,21,0.1054,女,ok
M1_0434,年,年,年,年,朱年道垂方主斥施瑕強盛反留仍仕共几庄於事冷告旱,23,23,0.1603,年,ok
M1_0435,包,包,包,包,些莫時朱歇且尼庄固古之朱學而隨旺時尋堵後包莒路,23,23,0.1681,包,ok
M1_0436,保,保,保,保,麻体她众庄宣時官保懷妃庄固傳念祀色耗勝庄閻耕女,23,23,0.2295,保,ok
M1_0437,尋,些,尋,尋些,主尽宋年重向至收巴把美各垂為蒸欺尋些於帶世間,22,23,0.1715,些,ok
M1_0438,為,為,為,為,翁至監為蘇曰無死為道札得近昆倘執,16,16,0.0929,為,ok
M1_0439,直,直,直,直,孟世間為事孟卷伐娄因史走把垂人連為朱各官直斷,22,22,0.1308,宜,ok
M1_0440,留,昆,留,留,榮共昆反留昆嚴候世庄呂人事恠悻人時媄奴趨告奸,22,22,0.1346,昆,ok
M1_0441,奉,奉,奉,奉,札來朱掩用除買趨而礼麻休掩斷奉如餘法特怪旦興,22,22,0.1743,㪯,ok
M1_0442,丕,丕,丕,丕向,固澆歲買要姓如早銑尼作向丕吟中寺浪帶世周弟固,22,22,0.1241,丕,ok
M1_0443,生,生,生,生,生澆畢垂男女用除酒了她至衆移那生得於亞黎山移西,23,23,0.1259,生,ok
M1_0444,掩,特,掩,掩,公方主斤色朱咽斷天神度故聘委呂要掩特福如召折而,23,24,0.1538,特,ok
M1_0445,浪,浪,浪,浪,帝之官要連休畢事共繼麻浪華矣術矯方主斤罰碎,21,21,0.1252,浪,ok
M1_0446,矯,矯,矯,矯,時把朱矯恩樂昆久及時殘思連飛奴困難凜翁里,20,21,0.182,矯,ok
M1_0447,連,連,連,連,思時些忌主各垂異煙垂方妃如各軍重於連扶訪朱些火,23,23,0.2054,連,ok
M1_0448,碎,碎,碎,碎,各鬼鬼碎趨困凜及留罢翁垂已求悲碎時知主奉庄束,22,22,0.1825,碎,ok
M1_0449,欺,丕,欺,欺,鄧朱乞主莽丕欺方她色年巴歲時吒候等行有無解,21,22,0.1424,烏,ok
M1_0450,奴,奴,奴,奴,除奴朱是恪魁而曰無拔異犧棱限核植為焉常貧方主,22,22,0.1288,奴,ok
M1_0451,,,,,既麻畢隊恩方主辰底朱攬阮穩命生特燒福喻如核切,22,23,0.1809,譬,ok
M1_0452,中,中,中,中,由巳模浪欺与把於中如臻時每從方主斧彼儿恪店時,22,23,0.1334,中,ok
