sample_id,pred,pred_seq,pred_all,col_text,col_n,kinh_n,sec,cell_char,note
M1_0343,物,物,物,在時開除礼残堵中展翁市别门物味,15,22,0.25,物,ok
M1_0344,,,,设得导体几劫多勿仍思論改更思遇,15,22,0.4133,共,ok
M1_0345,,,,其勿庄,3,21,0.1651,於,ok
M1_0346,,尼,,呈尼体禁庄徐影青何生儿愿主,13,23,0.2232,尼,ok
M1_0347,文,文,文,未疾来共国民等文先死王那等康左,15,24,0.2246,女,ok
M1_0348,,车,,德主朱命王车寻直朱未,10,24,0.2171,連,ok
M1_0349,导,导,导,是导意卢导领已经在天己经等意庄,15,21,0.2795,㝵,ok
M1_0350,之,之,之,德主朱未等退未寻庄将之群,12,24,0.232,之,ok
M1_0351,,康,,開寻阴康思重意德主支歌其,12,22,0.2296,恩,ok
M1_0352,,,,各朱本道奉德主買特贼,10,23,0.2773,蜍,ok
M1_0353,建,建,建,建多即委年,5,23,0.1396,連,ok
M1_0354,多,,多,共压老置国信辰庄师卢多本,12,22,0.1682,旦,ok
M1_0355,意,,意,即事意意,4,22,0.2526,時,ok
M1_0356,,事,,事術德主許朱年寻油麻动天事得,14,22,0.4192,意,ok
M1_0357,内,内,内,察庄年信党多内吏意固意未寻些结导,16,23,0.3721,呐,ok
M1_0358,,,,深邪事麻,4,21,0.2144,浪,ok
M1_0359,,,,常单取庄国国,6,21,0.2657,棱,ok
M1_0360,秦,等,秦,仍词其仍死朱等秦事健儿秦庄特,14,22,0.2997,察,ok
M1_0361,碎,碎,碎,折共特碎惠事虎在远福情碎时头庄固对弄,18,21,0.2033,碎,ok
M1_0362,除,体,除,特写更宁援摩思歇导些開除体寻送题如,17,20,0.3284,体,ok
M1_0363,,朱,,策碎陈品事之库朱弄主等主計每事庫意,17,20,0.2134,朱,ok
M1_0364,,,,除课辰眉诸浪年年做愿主庄因生,14,23,0.3071,些,ok
M1_0365,,,,正等礼德主支寻天神命,10,22,0.1371,壮,ok
M1_0366,,,,皮黄王是中市事,7,22,0.1464,共,ok
M1_0367,重,重,重,漆汇国疾时寻置勿重愿主,11,21,0.2788,重,ok
M1_0368,,局,,棱女事动麻局摩之直,9,22,0.3637,庫,ok
M1_0369,每,,每,呈到明每事世在平事愿主支歌朱意寻,16,21,0.2147,亊,ok
M1_0370,特,特,特,開除庄群屋齐社文年几茶别特事各初,16,24,0.2413,特,ok
M1_0371,,,,弄打图白困朱皇衣車奏美本,12,21,0.3533,稽,ok
M1_0372,慢,慢,慢,愿主支麻本白在天事理慢末,12,21,0.5296,慢,ok
M1_0373,业,,业,共设等依著車礼功业法概,11,23,0.2508,翁,ok
M1_0374,翁,,翁,翁呈巴通,4,21,0.1888,於,ok
M1_0375,,几,,几几白礼意事意礼,8,22,0.1704,几,ok
M1_0376,走,,走,走寻更未特酸已高更年,10,22,0.2577,左,ok
M1_0377,未,寻,未,命等庄計事与各寻些未打通德主翁,15,24,0.4142,朱,ok
M1_0378,,,,德意果您主支翁寻意更長因道,13,20,0.4064,秋,ok
M1_0379,,是,,朱年是五命在特女建展平樞是死,14,22,0.1785,意,ok
M1_0380,固,固,固,朱時委体在女固的朱布烈,11,24,0.305,固,ok
M1_0381,,意,,理高筆到意群再理高等剧,11,21,0.7665,意,ok
M1_0382,,,,在代祠与计御阿是中像庄固,12,22,0.2795,畧,ok
M1_0383,部,年,部,灵寻几民寡部年几年特忌国,12,21,0.2432,年,ok
M1_0384,女,女,女,固女重近今麻固屋中知至在腰,13,23,0.3254,女,ok
M1_0385,展,事,展,寻老者寻更至展事意平国意愿主,14,19,0.2288,事,ok
M1_0386,事,事,事,事寻麻特白左特新准,9,23,0.2238,事,ok
M1_0387,意,意,意,灵思布通意麻诸等奇依,10,19,0.1378,意,ok
M1_0388,連,連,連,更道連固省國浪诸事庫白之於未,14,20,0.1781,連,ok
M1_0389,,文,,浪等德主因底庄团文越,10,24,0.2784,如,ok
M1_0390,主,主,主,主初朱翁皇那中师于麻思未至,13,22,0.2536,主,ok
M1_0391,展,,展,展党重真麻雷贝,7,23,0.3219,浪,ok
M1_0392,有,有,有,自德主支的来犯是无思有遇给有,14,18,0.1448,南,ok
M1_0393,体,体,体,至据翰来徒主我寻麻年等寻体事举,15,23,0.1667,体,ok
M1_0394,眉,眉,眉,徐眉之建展庄师主固愿主,11,21,0.2009,眉,ok
M1_0395,,者,,罢有者寻行衣团米,8,22,0.2681,欺,ok
M1_0396,事,,事,德主持事世間事察麻伴,10,20,0.1923,棱,ok
M1_0397,,,,事爷殿词翰结本通歇,9,24,0.2531,爲,ok
M1_0398,之,,之,李国标原礼事意之罢,9,23,0.1846,麻,ok
M1_0399,意,意,意,秦为中弄国儿社共蜀意,10,21,0.1509,意,ok
M1_0400,楼,楼,楼,内走特发之時底朱播失绵庄地包楼重,16,23,0.2058,楼,ok
M1_0401,,,,主尽麻代帝麻主門物共各,11,23,0.3,天,ok
M1_0402,極,極,極,礼辅礼昆越極异行主支秋,11,22,0.1952,極,ok
M1_0403,事,事,事,麻浪分主平扶朱特地事車,11,21,0.1293,事,ok
M1_0404,,,,易个事主在代奉天先界亚固先,13,22,0.2443,竺,ok
M1_0405,生,,生时,朱体及断連生时与体麻日,11,24,0.1495,時,ok
M1_0406,人,哭,人哭,四壳早麻各本道直信人哭哥如几,14,23,0.2536,哭,ok
M1_0407,至,至,至,通殿至翁至批共至保禄,10,18,0.1787,垩,ok
M1_0408,平,平,平,共视麻各早平本把人特教双,12,23,0.2843,平,ok
M1_0409,麻,麻,麻,有铁麻空罪色中字,8,22,0.1975,麻,ok
M1_0410,,,,垂分把固冰烧几手导过理如昆其,14,23,0.1635,尋,ok
M1_0411,時,時,時,時方主支秋体要四,8,20,0.3178,時,ok
M1_0412,权,权,权,权色军邀早待庄庄几事人思漆,13,22,0.1964,奴,ok
M1_0413,地,地,地,特地心体来功礼挺殿辅麻打楼仍儿夜,16,24,0.1582,把,ok
M1_0414,,烧,,奉麻团烧圣浪别降支时代,11,22,0.3098,別,ok
M1_0415,之,之,之,借固打庆导浪庄事之库為别方主,14,21,0.3019,之,ok
M1_0416,旦,德,旦,枚運要连旦德主秋代巴果自主,13,22,0.19,德,ok
M1_0417,,,,朝前至苑計黎绵火罢地至缺些枝那要,16,22,0.3081,官,ok
M1_0418,重,重,重,爱礼各毅尼表计骏加夕礼明各至特福重,17,20,0.3001,重,ok
M1_0419,地,,地,地春万里苑熔先果苑黎吏壳旭包,14,22,0.4837,塊,ok
M1_0420,,日,,古祭礼皮连為召死道日旦昆,12,22,0.2422,吶,ok
M1_0421,共,共,共庫,事庫共默温移亚麻望中,10,21,0.2119,共,ok
M1_0422,至,至,至,自主支秋牛且公至尼特巴,11,16,0.1694,垩,ok
M1_0423,来,连,来,周麻行朱年固年时连来,10,22,0.2195,麻,ok
M1_0424,通,,通,烧奴麻真本通分分境事实分烧事对如娥袄,18,21,0.2526,道,ok
M1_0425,代,代,代,自行主支秋代朱且起,9,19,0.1453,代,ok
M1_0426,饰,饰,饰,斯悍行主等把功尽早各饰俺事,13,20,0.2368,姊,ok
M1_0427,礼,礼,礼,中烟極些明麻罢本道来礼沙朱奴麻,15,23,0.1853,礼,ok
M1_0428,伴,伴,伴,仍麻伴共里天神建尽想事土各永尾庄永,17,23,0.3059,伴,ok
M1_0429,库,儿,库,道茹人底茹古早施来儿库早连末,14,23,0.2389,庫,ok
M1_0430,送,的,送,万主里書连的送要推浪,10,22,0.2816,沫,ok
M1_0431,,,,,0,22,0.1295,牢,ok
M1_0432,,,,她退召特早奴皆浪把,9,22,0.24,裊,ok
M1_0433,女,女,女,爽目早女童中财光体,9,21,0.157,女,ok
M1_0434,年,年,年,朱年通至厅主强得强盛及仍仕共几本事告,18,23,0.2381,年,ok
M1_0435,包,包,包,此真時未歇且庄固古之朱随旺時寻包,16,23,0.2879,包,ok
M1_0436,保,保,保,麻体把久庄時官保把本固把本女,14,23,0.3151,保,ok
M1_0437,导,些,导些,主尽年重至巴把麦各為导些世間,14,23,0.2076,些,ok
M1_0438,為,為,為,至监為疑日無死為道礼廷,11,16,0.2429,為,ok
M1_0439,,,,孟世間自事盈娄国史走至建各,13,22,0.3499,宜,ok
M1_0440,由,昆,由,女昆由昆美女事在時娱奴技告奸,14,22,0.3366,昆,ok
M1_0441,奉,,奉,礼来朱团礼麻体斯奉法特风旦,13,22,0.1793,㪯,ok
M1_0442,王,奴,王,国烧蜀奴王中世周,8,22,0.3194,丕,ok
M1_0443,生,生,生,生烧旱男女因把那生太亚山,12,23,0.2545,生,ok
M1_0444,,特,,厅主朱断天神妻特,8,24,0.2076,特,ok
M1_0445,浪,浪,浪,帝之官要连体星共麻浪华关渐厅,14,21,0.1864,浪,ok
M1_0446,,,,特把末梁及思康奴困翁,10,21,0.3437,矯,ok
M1_0447,,军,,思特些主各行军扶些火,10,23,0.2476,連,ok
M1_0448,碎,碎,碎,各思碎用及罢至已求碎特主庄,13,22,0.5569,碎,ok
M1_0449,期,,期,鄧来与主在期她色年时等有,12,22,0.1772,烏,ok
M1_0450,,,,除朱旱俗日無為与常,9,22,0.2886,奴,ok
M1_0451,,,,无麻旱恩行主底朱命朱特如枝,13,23,0.2798,譬,ok
M1_0452,中,中,中,由尽提浪与把中如特行主儿恪,13,23,0.3283,中,ok
M1_0453,中,中,中,成中体进主特明常仍秋人,11,22,0.4713,中,ok
M1_0454,,别,,烧蚕打眉早别事魔思麻,10,21,0.3966,秋,ok
M1_0455,明,明,明,体拘摔连明倍介麻谢拘摔底碎拘摔極重罢廊,19,20,0.5387,明,ok
M1_0456,,主,,前连主尚買明共师形称,10,24,0.2102,時,ok
M1_0457,没,没,没,没朱昆或理彼理希连朱特昆使,13,21,0.1993,役,ok
M1_0458,,,,,0,0,0.0,,no_cell
M1_0459,特,,特無,為市開变平别日無特王麻库,12,22,0.4127,時,ok
M1_0460,各,麻,各,酸加礼固各昆剧各至麻扒如事,13,22,0.2437,麻,ok
M1_0461,支,支,支,自与主支秋要旦她重尼特巴森,13,17,0.2145,支,ok
M1_0462,秋,秋,秋,命万主支秋時旱洋跪麻连生時花,14,22,0.4756,秋,ok
M1_0463,共,,共,蚌邀浪主尽把固法体内亚共国信吏,15,21,0.2224,庒,ok
M1_0464,在,,在,体如木建正在有儿居各次连,12,23,0.2282,庒,ok
M1_0465,之,之,之,相柴算来朱昆身之昆人连社体,13,20,0.1606,之,ok
M1_0466,安,安,安,同存特事人庄安奏随共与主,12,22,0.3126,安,ok
M1_0467,早,出,早,双出早已城事主固体末几,11,23,0.2575,㝵,ok
M1_0468,烦,,烦,反主支秋永常国天神永事烦委,13,22,0.2032,煩,ok
M1_0469,,,,要本未重共巴昆国退,9,22,0.2167,嗔,ok
M1_0470,各,各,各,發要各至天神各至,8,22,0.3217,各,ok
M1_0471,事,事,事,時沛列分特早些结分時火每事安旦女事默麻,19,22,0.2872,事,ok
M1_0472,,麻,,油麻代娄走王唱至推浪王辉数代,14,23,0.2591,尼,ok
M1_0473,,,,官碎色与主因法,7,23,0.2473,古,ok
M1_0474,影,具,影,年党班店华体行土支教社正特具中影,16,22,0.2729,袄,ok
M1_0475,的,的,的,国各比体王明麻的即朱楼年固,13,22,0.2827,約,ok
M1_0476,,,,祝支施旦早色,6,23,0.208,葩,ok
M1_0477,天,,天,朱各天地王步麻技探技李吏,12,22,0.3294,灵,ok
M1_0478,昆,昆,昆,事為满特昆早旅中日,9,23,0.3743,昆,ok
M1_0479,,,,為朝本道李事早指瑪中,10,22,0.2537,城,ok
M1_0480,色,色,色,恶茶碎麻走把碎儿体昆吸不特等打奴為色别,19,23,0.2567,㐌,ok
M1_0481,,区,,楼及庄固区加特女,8,22,0.1115,庒,ok
M1_0482,,特,,特有成暑如准昌仍商,9,24,0.1945,該,ok
M1_0483,光,光,光,各将孟杨亚槎发亚光兴亚移遇各朝文,16,22,0.2607,先,ok
M1_0484,,,,年递弄神事世间麻阿各机风海礼,14,22,0.1579,垩,ok
M1_0485,体,体,体,体多委地目剧欺界吏体色色理,13,21,0.1676,体,ok
M1_0486,庄,庄,庄,枝要庄设节庄年特戈别尼柴烏校,14,23,0.2553,庒,ok
M1_0487,腰,,腰,格勤各道腰央儿停道年娄琴山移油,15,24,0.3076,逐,ok
M1_0488,未,未,未,歌尼良計移礼求未灵早固通色地世麻罢涛罪,19,23,0.2237,朱,ok
M1_0489,,早,,新何早麻事道時,7,22,0.3968,𠇮,ok
M1_0490,,麻,,麻重脚视疾用朱旦重其先,11,22,0.2388,麻,ok
M1_0491,国,体,国体,团地重人混国最尽文特要国体事,14,22,0.1712,体,ok
M1_0492,,干,,麻几白海举礼事奴干王時早些買法行土,17,24,0.4044,畏,ok
M1_0493,,,,要太事世要庵,6,21,0.2228,丕,ok
M1_0494,事,极,事,境冬本道重日事极為行主支秋,13,22,0.2294,極,ok
M1_0495,浪,浪,浪,暑末奉麻浪奏奉碎事尼理時寿沛畢福朱,17,21,0.2838,浪,ok
M1_0496,時,時,時,時醒奴互美特固建笔常地女除,13,21,0.3181,時,ok
M1_0497,本,本,本,朱骤安反多奴会坡早些庄敢安本道秘麻圣尼则城,21,23,0.2262,本,ok
M1_0498,儿,庄,儿,导随救儿固罪特浪方主神儿庄付命,15,22,0.201,庒,ok
M1_0499,,,,庄国本国甚每喜灵中,9,23,0.1918,外,ok
M1_0500,,麻,,烧陣昌逐神棱麻共命仕代時灵思,14,21,0.2993,麻,ok
M1_0501,神,神,神,末天神证且寻式体与思奋吏体与,14,23,0.2481,神,ok
M1_0502,,至,,早至翁至色固烧功常福朱烧早时行主,16,23,0.2785,尼,ok
M1_0503,,,,库平輝浪庄腰共走制有儿,11,21,0.2412,黙,ok
M1_0504,,,,特仍理高地早奉中时久找如王主,14,24,0.248,蜍,ok
M1_0505,,,,2,1,22,0.2335,体,ok
M1_0506,麻,麻,麻,逼将都局特巴解麻克早界仍油固法助,16,21,0.1867,麻,ok
M1_0507,特,想,特,打特女楼敬时浪碎视朱特想神,13,24,0.2956,想,ok
M1_0508,,,,浪过行土蜀王团信追共数导,12,22,0.2119,年,ok
M1_0509,骨,,骨,安早先要那骨末华時奉奴皇法孝道,15,22,0.2429,種,ok
M1_0510,時,時,時,時要尺神保把至之色因主朱团,13,24,0.2826,時,ok
M1_0511,世,世,世,奴果共世麻人早要按团除本,12,22,0.2648,坦,ok
M1_0512,响,,响,之共响天泥重席早吏,9,22,0.1547,呐,ok
M1_0513,,,,至收几事久时停王界白设时奋共,14,22,0.3968,恪,ok
M1_0514,库,麻,库,為奴在固事之重境麻变市事用库中地目落,18,25,0.2659,天,ok
M1_0515,乌,,乌,移姑乌省早固時朱日無冬固,12,23,0.3085,烏,ok
M1_0516,,初,,库主命初麻式当平平麻事连,12,22,0.2362,油,ok
M1_0517,保,保,保,寻地所思新直皆保浪事安發宴時安及,16,21,0.251,保,ok
M1_0518,,黑,,役開特傅希巴悲命先思巴些以黑,14,23,0.3402,黄,ok
M1_0519,,,,宜哭浪特厨尼為色固计姑楼烏有低,15,23,0.3348,仍,ok
M1_0520,,,,见有将有连坦空麻列像强,11,21,0.2682,時,ok
M1_0521,体,祝,体,体祝连時希更麻知共有事之时朱事人,16,22,0.2155,离,ok
M1_0522,暖,烟,暖,得娄吏歇是礼烟在暖台,10,17,0.1513,巴,ok
M1_0523,安,安,安,日無死為道初罢现共麻安慰烧麻羊,15,22,0.4203,安,ok
M1_0524,别,别,别,官涂翁人浪翁陣太之翁别绵心醉土固法特,18,23,0.379,別,ok
M1_0525,,,,共信加导麻更要足实除用官体时扒,15,22,0.237,召,ok
M1_0526,天,天,天,州朗天界生服要没是各要各生世間,15,23,0.2047,天,ok
M1_0527,,,,湖朱年打烧翁干特连来安主,12,22,0.1969,所,ok
M1_0528,,,,仍魂躲斯直威春儿奸弹,10,22,0.1999,意,ok
M1_0529,,,,自与主支教要代朱旦礼巴,11,19,0.2229,塊,ok
M1_0530,仍,仍,仍,道年不早些然早仍麻魔如各议欺早教,16,21,0.2863,仍,ok
M1_0531,互,你,互,团如你互压女体中巴凡乳平,12,23,0.1989,亘,ok
M1_0532,至,,至,時各日事保事希代折翁至苑,12,22,0.1951,葩,ok
M1_0533,要,要,要,朱蚕数导在体与主支教女及要善体连,16,22,0.2695,离,ok
M1_0534,国,,国,連及事事与共共几库国平,11,22,0.5007,固,ok
M1_0535,,,,,0,22,0.0941,些,ok
M1_0536,時,時,時,勿麻木歇當取样尽事不時早成悬行主尽,17,22,0.3689,時,ok
M1_0537,,之,,本特為旦共早常真事之初,11,20,0.2272,之,ok
M1_0538,朱,朱,朱,目行主支代朱旦把,8,20,0.2134,朱,ok
M1_0539,,,,各柴女店朝中断街房麻仍几见明得,15,22,0.398,茹,ok
M1_0540,,有,,几连事世間有事重無穷五天堂旦取早式麻,18,22,0.212,補,ok
M1_0541,,,,降牌我各官打旱歇奴每奴巴,12,21,0.2542,燒,ok
M1_0542,,,,重安结昆且色意永权特束,11,22,0.2698,時,ok
M1_0543,发,发,发,内走特发之時底朱播失绵庄地包楼重,16,23,0.2058,役,ok
M1_0544,朱,朱,朱,自行主支秋要代朱旦尽特起逼,13,19,0.14,朱,ok
M1_0545,早,,早,官宜商连儿对早些麻信道奉,12,21,0.3509,詐,ok
M1_0546,特,,特宜,查亚奴机垂稽黎绵踏躲学麻庄宜特,15,21,0.2689,時,ok
M1_0547,,,,固事道麻事对年国几康事世間进,14,22,0.2642,時,ok
M1_0548,,,,朱体及断連生时与体麻日,11,24,0.1495,除,ok
M1_0549,,,,浪神天建道国四,7,22,0.1753,碎,ok
M1_0550,為,未,為,万主支秋初未為道且得奉昆散甲奴法罪,17,22,0.2478,爲,ok
M1_0551,新,壳,新,麻本逍招壳新奉商麻至及,11,23,0.2479,断,ok
M1_0552,生,生,生,開世国朱楼成天堂国翁日城早生時体天,17,22,0.2397,生,ok
M1_0553,,沛,,特娱法改扶琰朱默沛事世间庄为旱拱烧共已,19,23,0.2881,沛,ok
M1_0554,地,,地,該地先要支押些行主時年,11,22,0.1506,坦,ok
M1_0555,共,共,共,藻早效行主尽特白仍法選固人单共,15,22,0.2447,共,ok
M1_0556,時,体,時,女地逼以希吏成早要麻体末每時麻吏,16,23,0.3421,㝵,ok
M1_0557,行,行,行,朱卡為每事释排连初事对作可信国道行,17,22,0.2834,主,ok
M1_0558,共,共,共,教庄神几召库明钢共钢略高理朱年仍伴几却体,20,22,0.286,共,ok
M1_0559,德,主,德,枚運要连旦德主秋代巴果自主,13,22,0.19,主,ok
M1_0560,些,些,些,朝前至苑計黎绵火罢地至缺些枝那要,16,22,0.3081,些,ok
M1_0561,主,主,主,体天色李追实思女時寻人殿主,13,20,0.2261,主,ok
M1_0562,,,,更美要体早如初国,8,22,0.2611,冷,ok
M1_0563,庄,委,庄,秦像麻良娄各民袖像人委庄目,13,22,0.6458,庒,ok
M1_0564,傅,傅,傅,爱糁垂死為道傅,7,8,0.2216,傳,ok
M1_0565,,事,,任該各仕人仍事時退呈各仕,12,23,0.1902,事,ok
M1_0566,,,,支秋实共导朱特童贞代因的之支要朱早女,18,22,0.2645,於,ok
M1_0567,批,批,批,生活批槎亚麻人腰导朱多重风体,14,22,0.211,批,ok
M1_0568,,古,,像早些折图重样古文,9,22,0.1604,古,ok
M1_0569,随,,随,恩常重人主支秋初極重麻随早别,14,20,0.3462,贖,ok
M1_0570,帝,吏,帝,酸烧包固连共体烧天魂帝吏体仍思,15,23,0.1752,吏,ok
M1_0571,各,各,各,尾流為白伴各天神早時来麻,12,22,0.3185,各,ok
M1_0572,行,加,行,烧中湛斗麻步行加方重地巴人共,14,23,0.3057,如,ok
M1_0573,界,,界,主碎色界麻左结碎中团承行主丰史特,16,23,0.2954,畧,ok
M1_0574,,,,吾麻播奴庄别時旦杜昆早麻海市,14,22,0.2219,浪,ok
M1_0575,天,地,天,行主我敬相时天地早如固中壳王固,15,22,0.3493,魂,ok
M1_0576,秋,秋,秋,腹称主支秋要尽地国法不仍各,13,22,0.1997,秋,ok
M1_0577,建,奏,建,早時与到研早庄建奏希特,11,23,0.3108,奏,ok
M1_0578,,,,尽庙娄女常古朱儿库庄侍儿,12,21,0.4066,福,ok
M1_0579,法,法,法,麻地衣支吏法重彼法女壳翁至計黎锦踏底,18,22,0.1684,法,ok
M1_0580,事,事,事,安各至時理事对街事央為初姆的,14,22,0.2354,事,ok
M1_0581,死,為,死,至监為疑日無死為道礼廷,11,16,0.2429,爲,ok
M1_0582,特,特,特,旅建尽麻神坦游朱特黄神事列劳疫恶朱特健孟神,21,22,0.2096,特,ok
M1_0583,,,,深,1,22,0.1115,浪,ok
M1_0584,礼,,礼,欺早時生时要陽麻礼来来,11,22,0.1938,眉,ok
M1_0585,国,,国,国烧蜀奴王中世周,8,22,0.3194,固,ok
M1_0586,遣,遣,遣,重遣昆李理中地罢州胞别事仍事,14,23,0.1491,遣,ok
M1_0587,库,库,库,陈浪方重碎色底婆尼谨漂庄固沛平為碎施味儿库中,22,23,0.2254,庫,ok
M1_0588,几,几,几,尊共几哥帝店事至法司儒且本,13,22,0.1281,几,ok
M1_0589,楼,楼,楼,走特楼早固主来特送,9,23,0.4328,楼,ok
M1_0590,事,事,事,麻敬事式共固礼重礼得动固,12,23,0.2319,事,ok
M1_0591,庄,庄,庄,别事附朱特世行主要法友庄几,13,23,0.2648,庄,ok
M1_0592,服,重,服,生服標重行色团麻行主固重碎转,14,22,0.1965,朱,ok
M1_0593,,,,单品喷麻日無电国麻士,10,20,0.2929,衣,ok
M1_0594,,,,洋理之麻特弄早時各朝延希早朱各本道,17,21,0.1878,罰,ok
M1_0595,,,,由尽提浪与把中如特行主儿恪,13,23,0.3283,蜍,ok
M1_0596,,,,大多,2,22,0.2133,吏,ok
M1_0597,,,,肩,1,21,0.0962,事,ok
M1_0598,及,及,及,真树摔及礼壳碎麻年北朱特进共初歇要,17,21,0.2843,召,ok
M1_0599,,,,前连主尚買明共师形称,10,24,0.2102,旦,ok
