sample_id,pred,pred_seq,pred_mono,pred_all,col_text,col_n,kinh_n,sec,cell_char,note
M2_0225,橋,橋,橋,橋,皇我尋也能称策兵觸否姑模我更禮橋罰命朱年天下,22,22,0.1589,橋,ok
M2_0226,占,占,占,占,常戶罢於朗左同占眾事等安奉要事過飭尋些書,20,20,0.1287,占,ok
M2_0227,功,輩,功,功,共昌空麻是僊主府体尋也故功輩等等綽連天室建,21,21,0.2141,𭪙,ok
M2_0228,辛,辛,辛,辛,罢亮府色在符体事白正庫虎修置祐連運辛圓履影德,22,22,0.1121,夅,ok
M2_0229,年,年,年,年,意發通實年腰事汁詐鄉判翁至低年發為進年無,20,22,0.1436,皇,ok
M2_0230,左,而,左,左,祐林亮双看松辰碑李而左碎左補開除注勵奠辰南,21,22,0.2013,而,ok
M2_0231,筆,筆,筆,筆,時真為功筆尋未時扒碑如名左每等華体得連天堂,21,20,0.1226,𭪙,ok
M2_0232,時,時,時,時,前鬼結仍兀白昆護時瑟馬弄扶夢昆朱三輝將聳地獄,22,22,0.1328,呼,ok
M2_0233,還,還,還,還,特陀處雪運字稜撐忽歇尋些開除体及尋還頭如,20,20,0.1735,遥,ok
M2_0234,德,德,德,德,術默從各采止后來罷麻真朱鬼每事占歌多德唐及度尋,23,23,0.1722,独,ok
M2_0235,蜀,蜀,蜀,蜀,韋安雅罪共五冬必歌要錦或韋白冷共尋蜀生時因,21,21,0.151,置,ok
M2_0236,道,道,道,道,犯皇何毘番爾先畏何黍山死信道女來何葬賓事意時,22,22,0.1579,遁,ok
M2_0237,不,不,不,不,朗各本通欽弄欲飭致等也不不時仍辰末此 為傷,18,21,0.1167,存,ok
M2_0238,主,爾,主,主爾,而牢時華玄碎葉弄僊主爾易坎集弄尋些為愿主爾放,22,22,0.1264,爾,ok
M2_0239,前,前,前,前,墮品取向礼時尋推發學祐國年昭異左為尋幾德主前判,23,23,0.1352,俞,ok
M2_0240,故,故,故,故,爭白故章朱尋於帝饒南北碑各皇天仲發運爾丑固饒凡,23,23,0.1346,兹,ok
M2_0241,閣,閣,閣,閣,皮孤中等朱壯能勸命辰意沛默味顛衣外為席祐世閣,22,21,0.1364,閤,ok
M2_0242,生,國,生,生,事爾覺可連辰主意生國於也宿運爾將命正仕朱旦拜畏,23,23,0.0967,國,ok
M2_0243,銜,銜,銜,銜,旺時折主遇政壽尋王嘗銜主席事之開除辛真斗浪事,22,22,0.1745,釣,ok
M2_0244,剋,剋,剋,剋,結事意等產特功冊除魔思吏白碑怪尋魂朔度昆真困剋,23,23,0.224,延,ok
M2_0245,白,白,白,白,群卢白面体記立思忽邊真淹生固變等多連沫若來体,22,22,0.123,而,ok
M2_0246,皇,皇,皇,皇,公翁皇書諸特穩義歲嘗約幼体末主同物詐詳守德主前綽,24,24,0.1376,皇,ok
M2_0247,變,變,變,變,意折難走立称罪在昆求朱變摩雪德主爾朱莊吏三慈道,23,23,0.1702,張,ok
M2_0248,國,國,國,國,為多看彎奇算或凡籟几開多祐欲韋國饒樞挑祐來信,22,22,0.1477,國,ok
M2_0249,尼,尼,尼,尼,先翁至尼義異花時尋特美先命為云藝事庫世國,20,20,0.1515,花,ok
M2_0250,鳴,獲,鳴,鳴,北仍後其愛三低宜仍窗鵠斗猿家目皮山伴無獲鳴舍,22,23,0.1217,鳩,ok
M2_0251,閹,閹,閹,閹,支歌翁記得祖者拖特每戰天鬼共每事庫世閹侯本,21,21,0.13,閹,ok
M2_0252,德,德,德,德,論命德要此子先思与後重與也過意文安辱近我顧言,22,23,0.0717,参,ok
M2_0253,尋,尋,尋,尋,據釘尋已梅棹時魂旦帝困露在礼灼麗各官星冤命卷,22,22,0.1357,身,ok
M2_0254,征,征,征,征,於走而無靈席仔命在仕未旦壽他正德主爾征功朱喧何,23,23,0.1465,船,ok
M2_0255,蚤,蚤,蚤,蚤,蚤也鄧朱德主主秋爾突處羅潛內止蚤文故連交多,21,21,0.1507,𫊫,ok
M2_0256,敬,敬,敬,敬,別得生時麻之各沙敬絮歸殊改有蓮歲祀凡發向繪歌,22,22,0.1028,敬,ok
M2_0257,郎,郎,郎,郎,朱郎書尋庄固幾把丕尋從襖載達末後禮惩山悅麻,21,21,0.1703,爺,ok
M2_0258,通,通,通,通,哈薑公翁至南由通修行傳,11,10,0.1204,鲁,ok
M2_0259,時,時,時,時,鬼碑於君德主死連生時成爾童有养尋也戈代運多經,22,23,0.1521,芽,ok
M2_0260,吝,獸,獸,吝獸,葛麻丑美鬼困饒吝獸尋願等今摩如灵思補亮麻多朱,22,22,0.1449,獸,ok
M2_0261,尋,尋,尋,尋,庄國几幹樓於中浚拜愈時記意毛庫此批向丕策南冬尋,23,23,0.1493,昇,ok
M2_0262,,,,,吃邁愁,3,13,0.0696,也,ok
M2_0263,鮮,鮮,鮮,鮮,咽新而鮮拘碎中像思運呌暗上於饒尋笑左受,19,19,0.2047,紏,ok
M2_0264,,,,,速,1,10,0.0604,皇,ok
M2_0265,,已,已,,鑑麻云道傳斧要更德主爾在鬼已接凡奸左於几今時,22,22,0.148,𮎛,ok
M2_0266,皇,皇,皇,皇,塟中城為尼沙白沒品重凜奔餘奉尋加爾皇文酥生差,22,22,0.1933,皇,ok
M2_0267,皇,皇,皇,皇,云餘開除翁皇項麻裳蜜要思席主爾生有閣未是些,21,21,0.1601,皇,ok
M2_0268,邇,邇,邇,邇,年邇從歲德主爾美弄未采母真罢但蜂麻過旦霄瑪固,22,23,0.1581,鄧,ok
M2_0269,尋,尋,尋,尋,在連天堂直正翁皇意多亮時尋些燒帝歌務門爭男,21,21,0.1866,身,ok
M2_0270,爾,爾,爾,爾朱,矜禮中思客末天下尋梓詞意朱爾先要沫獅河故去曰與或,24,24,0.1446,祠,ok
M2_0271,祐,祐,祐,祐,台佐云皇僊犯祐各夷蜜玄各宗徒麻白實如白朱尋至丕因殿,25,25,0.1459,祐,ok
M2_0272,朝,祠,祠,朝祠,壽雲尋群呢法德主爾助命時何置列麻饒尋朝祠達,21,21,0.1717,祠,ok
M2_0273,,霄,成,,翁皇尼生呢於成霄瑪自翁皇批道該至衣計登年而配之時,24,24,0.1836,𦝫,ok
M2_0274,森,森,森,森,自德主支欲罷代朱旦翁皇尼特吃森哈遙林南,19,19,0.1202,霖,ok
M2_0275,故,故,故,故,尋陰隱命等几奸麼悶祐三欺故在体理之朱持牡弄尋心事,24,24,0.1628,故,ok
M2_0276,車,車,車,車,默沛事武詐饒分左燒意皇衣藝移車傳麻庭意几排,21,21,0.1457,率,ok
M2_0277,辰,辰,辰,辰,驛翁云真沛庫極掌命席烈多未庄特運願辰禮僊主,21,21,0.1825,辰,ok
M2_0278,之,之,之,之,事多莖未依計發卒於我秦君之樂將運罢地置特我意尋於,24,24,0.1195,而,ok
M2_0279,因,因,因,因,主爾去向法饒選為尋宏傷几庫因几改朱尋及厥捕浪凶,23,23,0.1814,因,ok
M2_0280,出,出,出,出,固店罢爾麻出欽種焉公用除國裝樞挑多祐事意還俸祝,23,23,0.145,出,ok
M2_0281,術,術,術,術,孜店今事重爾其而受昭長術署為齋盡思体白面時三帝,23,23,0.1555,街,ok
M2_0282,固,固,固,固,此祖金針包直一麻子正動固受客真扶意盈命先特堯意,23,22,0.195,因,ok
M2_0283,僊,僊,僊,僊,畧末僊變與傷祀碎其為畏几固眾瓜欽尋世間自祀,21,21,0.1838,僊,ok
M2_0284,茲,茲,茲,茲,德主支秋周受言同几與若其尋心行茲浪也歌政海,21,22,0.1802,兹,ok
M2_0285,饒,六,六,饒六,德饒坦餒凡戎鬼改施饒六米几庫止行通年等得種,21,21,0.2029,六,ok
M2_0286,而,而,而,而,左同補而福朱里欺故折詩改生道每事未旦號堯德主前賓,24,24,0.1782,而,ok
M2_0287,年,年,年,年,之塵佐阉尼勸待主遁備事財年燒事實補李年,19,19,0.1942,奔,ok
M2_0288,某,時,某,某,矜左重愛甚來意三長玉各來於時某骨得發出尋舞從走,23,24,0.1392,条,ok
M2_0289,,爾,爾,,受晁郭重要尋德主爾挺度年罢歲美弄朱鄧克共,20,20,0.1386,爾,ok
M2_0290,之,之,之,之配,各樞桃國為初忽白碑嚴衣支致麻翁至配之我清白礼得,23,23,0.1642,之,ok
M2_0291,近,近,近,近,公翁至沫於死為近傳,9,11,0.0748,遍,ok
M2_0292,停,停,停,停,昭理朱命特停尋於朗度之新辰鋪翁佇爾碎保等原仕,22,22,0.2063,俘,ok
M2_0293,,,,,礼翁皇尼逼合倘南,8,16,0.0668,叔,ok
M2_0294,斷,斷,斷,斷,事方適私向斷事笑云此歸末罷白云言仍錄罢命麻隱從,23,23,0.1122,斸,ok
M2_0295,春,春,春,春,放女朱春長之庄恩包表國暴發包如尋此晉止泖雲御社,23,24,0.1944,屬,ok
M2_0296,故,故,故,故麻,故俸祝捉体教疑罢四尋麻要拖布咳短棱意麻故求多開除,24,24,0.1825,祖,ok
M2_0297,尋,尋,尋,尋,丐於尼意朋之主尋連真及弓文未特發已惠極為連年,22,22,0.164,身,ok
M2_0298,欽,美,欽,欽,在曇灵望重故堯時美樂重欽美低變旦尋葬處爾而事之,23,23,0.1645,隻,ok
M2_0299,切,切,切,切,改德主支歌因法研宜調意運兆切尋意等舞爾原翁至,22,22,0.126,切,ok
M2_0300,官,真,官,官,庄因偏私侯因度官真祀卷盛命初等公翁曰無庄朱祀麻為官,25,25,0.172,𫞲,ok
M2_0301,何,何,何,何,建時爾每等郎後意等等而書改未胸辰秩在朝左忽何,22,22,0.179,祠,ok
M2_0302,左,左,左,左,各公翁意左敢改國沒翁皇樞支冤賓奏爾浪庫敦乃,21,20,0.1429,庄,ok
M2_0303,席,席,席,席,壬補事童貞罢法德主爾佇碑等碎庄惟廢平殼碎席事之,23,23,0.2164,乕,ok
M2_0304,坊,坊,坊,坊,坊瘟為碑麻當自尋意朱之生時尋下頭運生因獸塊在過已,24,24,0.2202,妨,ok
M2_0305,變,變,變,變,翁皇批魯生要於感為雷那中辰衣些看何七變庄因道,22,23,0.1162,糞,ok
M2_0306,功,業,業,功,坎女生特天下旦格麻德主每白饒法還爲功業几於世閣死,24,24,0.1548,𭪙,ok
M2_0307,思,思,思,思,朱里爾畏南逼林南仍曳事意麻是思受之連銜末麻生,22,22,0.1846,鬼,ok
M2_0308,廚,廚,廚,廚,白五輝歇尋礼德主支欲連廚尋俗饒天神然從壯處命,22,22,0.1361,爾,ok
M2_0309,爾,爾,爾,爾,至尼体爾葉庄朱餘窮各皇時責爾凜牢生餘凡德主爾至,23,23,0.2321,爾,ok
M2_0310,,尋,,,开會尋羅焉殊移義畏進士高理考尋饒冉意為聲,20,21,0.2123,心,ok
M2_0311,志,志,志,志,年志体德主支厥遲云餘正翁皇批晉丑翁至祿祿偉翁,22,22,0.1525,元,ok
M2_0312,惡,惡,惡,惡,及欺群祐特安慰文頌前書南畧體仍事惡意時年效,21,21,0.3997,遥,ok
M2_0313,論,丑,丑,論丑,看祠強結坎歌畧麻弄論丑文武研希麻殿事道運到辰,22,22,0.4532,丑,ok
M2_0314,朗,白,朗,朗,堯尋文扒師於童貞命代几走適圓体創朗白左理時信双,23,23,0.2505,而,ok
M2_0315,在,在,在,在,其白来化理意文旦欺死變生時尋庄因弄祀番在於童直,23,23,0.2901,在,ok
M2_0316,,,,,如勃圍意 解季德皇毋罢爾麻龍而教意在餅,4,20,0.1041,𡖋,ok
M2_0317,多,多,多,多,皇衣沙舊多於運稜麻災祿兵德主傳未朱犧煖極与意,22,22,0.1278,与,ok
M2_0318,換,換,換,換,唵罷年死夾然欲證朱英特折爲道兩而丞街各官逢善換,23,23,0.225,禊,ok
M2_0319,白,白,白,白,時責几蜂故為几向礼意白仍事惟過仍在元餘孛意禮,22,22,0.1486,白,ok
M2_0320,梁,梁,梁,梁,生朱几庄席梁將發之中皇白礼油麻几童貞於中如餘拱,23,23,0.226,采,ok
M2_0321,遙,遙,遙,遙,主支衆登体仍事遙等我理奔石法滋眾三盛也時冤眾時奇,24,24,0.2052,遥,ok
M2_0322,文,正,文,文,虛多朱年丑末等逃休山玉庄碑廢文正吏來已於茹餘去各每女正,27,27,0.1467,乇,ok
M2_0323,巴,有,有,巴有,侯為事意思巴有依后意強尋強過連時尋意命書,20,20,0.1646,廟,ok
M2_0324,,來,來,,已等意來也特別各至其罰九因為主同敏空國饒安尋,22,22,0.1095,未,ok
M2_0325,白,白,白,白,主齋取朱白年窗群昭卷傳仍書尋改朱翁皇配之無,21,21,0.1252,白,ok
M2_0326,書,書,書,書,公翁皇尼生罡於處衣也焉阿奔德主前底心益未皇或書,23,24,0.1595,計,ok
M2_0327,何,何,何,何,收賴心何意廉生時沙弛獄石罰無方辛奇置術特在所,22,22,0.1632,個,ok
M2_0328,尋,尋,尋,尋,体老市過唐時尋呢者坦尼但斗真尋多為中弄重几執尋,23,23,0.2232,𭔿,ok
M2_0329,雲,雲,雲,雲,固通雲傷昆時歸朱多至改書朱祠法意卷矣批惟述欠,22,22,0.1224,雲,ok
M2_0330,居,居,居,居,君云为直朱震生置忍君為处见封写不王恋青复居展作,23,23,0.1047,庶,ok
M2_0331,燈,燈,燈,燈,朱年甚時字黃一辟仍發丑昌麻是政宿思能打廩其補包燈,24,23,0.21,炤,ok
M2_0332,榮,榮,榮,榮,忮命望時星也麦年自包稜旦君正特名於換或奠榮旦得,23,23,0.1555,架,ok
M2_0333,也,也,也,也,世間也年庄今固山碎堯吏特故連時補故年灵望連,21,21,0.131,乇,ok
M2_0334,泯,泯,泯,泯,廩麻碑也柔取要討守世腰麻冬朱屬差爾也泯初生,21,22,0.2286,泯,ok
M2_0335,奔,奔,奔,奔,仍祠共仍死付朱尋察藝事僥凜几恪察生特奔黑尋,21,22,0.2194,弈,ok
M2_0336,口,口,口,口,即其翁口無每查事意時翁無圓從尋故多丑有意在,21,22,0.1307,心,ok
M2_0337,條,條,條,條,意特陣在之多易几閑臣君庄同侵之奎秩條辰記笑多,22,22,0.1742,條,ok
M2_0338,美,世,美,美世,特創朗麻祐事中弄尋甚別几國美世僊主爾兀主因敗凡,23,23,0.1679,丑,ok
M2_0339,修,修,修,修,真於連發勿擒饒凜年梗庄按等奴添舊修晨穴玄麻,21,21,0.13,修,ok
M2_0340,道,道,道,道,經道味尋殿意貧飭尋儀才能甚寒謂朱年天下多緯,21,21,0.1353,適,ok
M2_0341,,吳,吳,,開徐尋練浪補道四王左席特君實吳末嘉化之翁意宜調,23,23,0.195,罡,ok
M2_0342,,,,,遂罢,2,14,0.0841,適,ok
M2_0343,尋,尋,尋,尋,生笏忍疾連紙打尋止仍兀遙仍麻体尋強师拖函呐麻支仍,24,24,0.1594,子,ok
M2_0344,清,清,清,清,朱沛困對年命朱丑虎弗尋沛馭雷多等也辱虞双清官,22,22,0.1505,肃,ok
M2_0345,,翁,,,翁至樞爾翁曰無傳,8,20,0.0801,紏,ok
M2_0346,辰,辰,辰,辰,吏白沒置願辰德主文歌是標玉德記瑪發何花主養坦初鄧,24,24,0.1621,辰,ok
M2_0347,焉,焉,焉,焉,左年双焉鬼也色灵鬼改欺署致離更暗堯故貝石,20,20,0.1578,渴,ok
M2_0348,還,還,還,還,意等傷來干生朱云庫還飭命開除尋買許事中命羅,21,21,0.1532,遏,ok
M2_0349,僊,僊,僊,僊,奕清而害各鬼僊主爾白之爾運宣亦宏衛旦茲軍奏岡辰中,24,24,0.1424,僊,ok
M2_0350,翁,皇,翁,翁,鋪些槎為年色呂死為道歌欺翁皇為盛黍多官先異抽,22,23,0.1297,条,ok
M2_0351,之,之,之,之,旦邁哈歲庄哈呐律刻养賓妃至尼同饒功業福德時尋之,23,23,0.1698,三,ok
M2_0352,勁,勁,勁,勁,暗朱年沛凶各衆來祀歇理助時勁庄持吒候吏祀,20,21,0.1694,勁,ok
M2_0353,代,之,代,代之,尋歷悶名庫坎女女尋云死為道葺多指逢爾代之庄,21,22,0.148,之,ok
M2_0354,還,還,還,還,麻歌焉接去黃泊洛庄惜共各還德主爾欺意固徵事選已,23,23,0.1798,晁,ok
M2_0355,喜,喜,喜,喜,庄腰埃重齡要看固改喜焚其庫責妃皇為由為那潔,21,21,0.1521,喜,ok
M2_0356,旦,旦,旦,旦,爾朱旦低特安慰碎開除樂髮麻辰牢別先碎事選向公,22,22,0.1297,三,ok
M2_0357,在,在,在,在,在鋒肄飲翁玉竈之黎翁色垂夢本道特昭遍南運準,21,21,0.1188,在,ok
M2_0358,効,効,効,効,沒燒曰無黍安晉効代愛看等吒陣仕惡也折意光道,21,21,0.1607,𭃡,ok
M2_0359,罢,爾,罢,罢,德主支致正事傷庫沛乞為靈爾德主支秋罢爾麻竈末無安,24,24,0.1325,爾,ok
M2_0360,也,也,也,也,欺意固氣僊主支秋判畧末饒得辰也察年察吏之,20,20,0.1609,乇,ok
M2_0361,云,云,云,云,肆特或該答本通寧葉弄倦主爾云須發見於古術齋生布,23,24,0.1071,而,ok
M2_0362,至,配,至,至,翁皇批晉現丑翁至配之葬先畏床獅少麻代法壳尋朱重,23,23,0.2809,𭮀,ok
M2_0363,爾,爾,爾,爾,個煩尋吏麻晦包那群意畧命宅体希尋練辰奏爾,20,20,0.1853,伺,ok
M2_0364,正,茲,正,正,朱哲重天臺左尋別等伶戈代守多叔皇稱罪其正茲復武隆,24,24,0.1461,妨,ok
M2_0365,祀,祀,祀,祀,女群祀旦咽庫止尋麻浪魯矣分朱碎思碑守碎之低把,22,23,0.1359,祀,ok
M2_0366,白,白,白,白,麻奚咀辰因牢主碑別每事麻廢朱原名丑窗因燒白,21,21,0.1192,而,ok
M2_0367,,皇,皇,,翁皇末獅爾故配之死為道傳,12,12,0.1224,皇,ok
M2_0368,非,非,非,非,南非左別七變吏義雲為命國饒罪生固功之朱,19,19,0.1959,冉,ok
M2_0369,尋,尋,尋,尋,勸特饒尋計生掣補事累為芸惡棄奔堯唐各,18,18,0.1495,𭔿,ok
M2_0370,旦,旦,旦,旦,德主爾朱旦末爾木時退死末尋庄怪之歲險麻笑運爲群於,24,24,0.1245,三,ok
M2_0371,宸,宸,宸,宸,喬吒尋仍傷因饒吝改古命安朱宸忌僊主爾向饒福德朱也,24,24,0.1617,辰,ok
M2_0372,麥,麥,麥,麥更,時憾你凜祀樂仃嬰碑事意之麻罢樂更麥字尋置內辰,22,23,0.0945,麦,ok
M2_0373,与,与,与,与,朦稜獅子擒攝其種路年今走數恨同意体而丕年与欲,22,22,0.1101,府,ok
M2_0374,國,國,國,國,命死仕廩朱年庄仍法役債術種意中共弄庄言國勤,21,21,0.1749,困,ok
M2_0375,尋,尋,尋,尋,未有燔創饒灵忽尋也為事意魔思而欲飭朱尋末事,21,21,0.1747,身,ok
M2_0376,迎,迎,迎,迎,白之特是呐新左依僊記女憲思依碑命山庄待時迎几路,23,23,0.1645,遂,ok
M2_0377,初,初,初,初,初中落樞移河答某奇條畏有三方安峯時多修運,20,20,0.1291,𭃡,ok
M2_0378,或,嘗,或,或,庫巾然與兆民廩等尋極襖命朱故旦或嘗瑪於殺峯底,22,22,0.1376,百,ok
M2_0379,笑,笑,笑,笑,本尋連笑祿共鉉眾命四朱年翁皇記之朱玄已案寸多,22,22,0.1847,笑,ok
M2_0380,,麥,,,未爾等陶庄盛麥連差究多行同麻切折即時逢秩意,21,21,0.1641,麦,ok
M2_0381,至,在,至,至在,諸信德主府公平幾窮走打把故至在年至晉共國饒有七須分,25,25,0.1008,奔,ok
M2_0382,恪,恪,恪,恪,閑美唐朱饒尋女恪扒研呻兩調意麻庫末廩朱年尤意,22,21,0.1372,胳,ok
M2_0383,尋,尋,尋,尋,墮品取向礼時尋推發學祐國年昭異左為尋幾德主前判,23,23,0.1352,尋,ok
M2_0384,收,收,收,收,三賊時收放在象罪包度叔乳愿命帝布路趙爾翁皇意,22,22,0.166,𭣣,ok
M2_0385,度,度,度,度,連左周内度調也天國受或徐策置內在是於中房連客中,23,24,0.0998,𡻕,ok
M2_0386,直,忽,直,直白,連采故麻辰玉蜜也朱飭畧等甚朱訪輝安歌忽直白匠,22,20,0.076,眾,ok
M2_0387,辛,辛,辛,辛,旺時折主遇政壽尋王嘗銜主席事之開除辛真斗浪事,22,22,0.1745,采,ok
M2_0388,左,左,左,左,中尼固形亭戮債理以左麻主慄死於牢特等尋吏判浪昆,23,23,0.1737,左,ok
M2_0389,效,效,效,效,時榮莫多來碑志及等效開徐得術猿來某術無行爾妃意,23,23,0.1373,𭃡,ok
M2_0390,奚,,奚,奚,翁皇支茲抛奚傳,7,24,0.0775,䍐,ok
M2_0391,雪,雪,雪,雪,意折難走立称罪在昆求朱變摩雪德主爾朱莊吏三慈道,23,23,0.1702,譬,ok
M2_0392,物,物,物,物,稜為受燒直爾叱物黑体狗掉慘蓮爾麻特賊兵云通,21,21,0.1762,𭃡,ok
M2_0393,周,周,周,周,麻老尋意云灼命中陽世周生云灵惡共壳中老他嶽,21,21,0.1656,閹,ok
M2_0394,岩,岩,岩,岩,生百受按朱衆岩地變而牢翁活愈定唐多色漏時發矣,22,22,0.1164,煜,ok
M2_0395,効,効,効,効,冉意連及舟効奠朱昆麻年重朱眷佑因沛生公翁意体妻,23,22,0.1636,𭃡,ok
M2_0396,功,功,功,功,等作進士真功周省宰麻改升衆夏巳吝來也命也年,21,22,0.1177,𭃡,ok
M2_0397,皇,皇,皇,皇,礼翁皇尼要逼合倘罢,9,17,0.0851,皇,ok
M2_0398,無,無,無,無,於走而無靈席仔命在仕未旦壽他正德主爾征功朱喧何,23,23,0.1465,燕,ok
M2_0399,蚤,蚤,蚤,蚤,眉由蚤忌法德主支秋麻庄曳研爾兜韋歲祗戲奉,20,20,0.158,𫊫,ok
M2_0400,公,公,公,公,時尋收榮倍役公桃惡衣麻朱奴及离些人庄朱欺畢色,22,22,0.1556,人,ok
M2_0401,黑,黑,黑,黑,補雷於城亞焉丕黑壳尋因送北興連朱旦羅埃列勞他,22,22,0.1734,吴,ok
M2_0402,脾,脾,脾,脾,時巴昆勑時吒娛餞如几脾婁閉天達係異吝或弓常願,22,22,0.2266,䏷,ok
M2_0403,召,召,召,召,巨賊畧常召霖廚事庫為軍留也些麻此庄間召蔑拙,21,21,0.2538,乃,ok
M2_0404,望,忌,忌,望忌,美先尊望忌果延仕麻旱生興於僞移些牙等麻停命症仕朱,24,24,0.2397,尺,ok
M2_0405,回,回,回,回,朱吞包茲臻亮是回從醉公候其見昆設乘墓是罢,20,20,0.1491,回,ok
M2_0406,,色,色,,佇齒在朱謹色時碎買敢唱旦欺重色誓如而玉時把人,22,22,0.1842,色,ok
M2_0407,方,方,方,方,由巳模浪欺与把於中如臻時每從方主斧彼儿恪店時,22,23,0.2159,方,ok
M2_0408,,,,,早燒計之特收事後葩蘭汝欺發打賦時酒凡祿翁至,21,23,0.1391,白,ok
M2_0409,天,天,天,天,傳天下連核麻公茲線寄韋城腰效果如吒突侯乃因役之,23,23,0.1561,尺,ok
M2_0410,詐,人,詐,詐人,奉忍梁麻補主鄧年門物時旱噪婁責几餘打詐人丕時,22,21,0.1317,而,ok
M2_0411,作,,作,作,方她來特釗朗麻叱早此事笑固義店欺尋洋願作妃,21,22,0.1517,方,ok
M2_0412,久,久,久,久,時把朱矯恩樂昆久及時殘思連飛奴困難凜翁里,20,21,0.1233,𫝄,ok
M2_0413,茹,茹,茹,茹,讀煒麻几般共哲茹餘別畀犯罪重黑恨弟床几祀古茹,22,22,0.182,兹,ok
M2_0414,重,重,重,重,為蒸初畧札重直合吏茹垂麻願甘連收店朱旦創興,21,22,0.1703,仏,ok
M2_0415,諫,希,諫,諫,燒奴聞除翁垂施之末司儒改書諫希共曰無亦惡人時言,23,23,0.1515,希,ok
M2_0416,旨,旨,旨,旨,城共各樂柩縷古厨箕共旨主界法執事為便初祀師昆分,23,24,0.1661,行,ok
M2_0417,亮,為,亮,亮,辭趨眾麻特塊走固街几於地獄亮為惡奴左固年黃仍事,23,22,0.1675,迕,ok
M2_0418,,燈,燈,,孛跡翁效錄固几時燈劫固几時折尋固儿時耶淫仍几奸,23,23,0.2109,而,ok
M2_0419,姻,姻,姻,姻,欽庄補几召庫明姻公共誣恪高理凜朱年仍伴几劫補,22,22,0.1771,姻,ok
M2_0420,眾,閣,眾,眾,离黃泊帝朱碎庄老且欺方主眾閣把功朱早色教仇逼,22,22,0.1498,莒,ok
M2_0421,賢,賢,賢,賢,為罢同人禮朱畢些召解分主支秋帶麗掛古極重公吏賢,23,23,0.1555,腐,ok
M2_0422,華,華,華,華,塊早雲魄壳麻潮天堂常固法選方主尺向為功華尋遜,22,22,0.1718,荼,ok
M2_0423,買,折,買,買,固仁德時效廣象吝宅亮几買折旦帝嗔共方主齊朱,21,21,0.1919,打,ok
M2_0424,足,足,足,足,豈過辭時牢召庫王畢足事人治得於連拘換茲仍商,21,22,0.1898,𠯁,ok
M2_0425,要,要,要,要,幾種朱旱要麻限官傷捕翁麻敗方尼朱要美玉双出,21,21,0.1734,𡚶,ok
M2_0426,札,得,札,札,翁至監為蘇曰無死為道札得近昆倘執,16,16,0.1391,解,ok
M2_0427,,,,,數豈各官豐折中四,8,19,0.1061,腐,ok
M2_0428,岸,事,岸,岸,福準斷約尋於仲車麻戰矫岸事趨來澄昌爾興又當,21,22,0.179,事,ok
M2_0429,忌,忌,忌,忌,現審麻朱被体方主支殺於忌方娛羯祀形畢乳卒令麻,22,22,0.2072,尺,ok
M2_0430,,趨,趨,,仍思咽共澆些鬼尚尼趨朱懸矯奴後旦穢華公南麻色,22,22,0.1557,趍,ok
M2_0431,燒,燒,燒,燒,希腰然扒石碎時故哭吹其亦燒理朱是傷奏皇太子風凌,23,23,0.1702,燒,ok
M2_0432,谷,谷,谷,谷,丸各垂時傘不札朱谷灵魂於煜醉罪令吏白蔑翁至魂,22,22,0.1594,谷,ok
M2_0433,久,久,久,久,初造立天地娛久異樸創臾爲生特點昆庄恪之獸丐牢,22,22,0.1632,从,ok
M2_0434,因,良,因,因,朱卞為每事釋迦排運初要事对詐左可信因良道方主,22,22,0.1668,戔,ok
M2_0435,餘,餘,餘,餘,夢振歿懶婁餘女時是求共分主尺俸祝固雹此巖,20,20,0.174,餘,ok
M2_0436,主,眾,主,主,至斤把強得強撥朱特福燒葉弄方主眾欣女住畀闭燒,22,22,0.2574,乔,ok
M2_0437,把,把,把,把,把垂尼生曙處城曾瑪茲朝即譯用召道笑麻吟事建,21,21,0.1136,妃,ok
M2_0438,事,事,事,事,奉分主爪眾求真朱每事盛倒克共灵魂准人行主斥重,22,22,0.1315,尺,ok
M2_0439,弁,弁,弁,弁,庄昭困除蜀別女凡曳実濱祀商與雙綿之弁料斫之,21,22,0.3074,并,ok
M2_0440,竈,竈,竈,竈,共方主支秋時主牒登現竈麻柩姑模齊朱双离黑方主,22,22,0.1335,竈,ok
M2_0441,少,少,少,少,自方圭支秋興忍少旦笄垂尼生時特豈寐巴迢夢梅,21,21,0.091,少,ok
M2_0442,撥,撥,撥,撥,時語畀筆風吏戰撥真早漸廟卻每阯竈恒凜几停役,21,21,0.2037,擦,ok
M2_0443,,活,活,,中游衣前已亞初固莫垂先眾徹蓮芻異君活人庶罢賦,22,22,0.231,湲,ok
M2_0444,覆,覆,覆,覆,麻究街塟中殿伏吏兆係異覆解夢卷而札敬各垂合吏,22,23,0.1944,農,ok
M2_0445,燒,燒,燒,燒,讀固燒天神廚朗率食時早買別里以札眉沙時晦總,21,21,0.1763,曉,ok
M2_0446,旦,炤,旦,旦,他法察共沿朱症意夜忌庄固咽旦炤地獄為几於中行主示走,25,26,0.1558,炤,ok
M2_0447,莽,莽,莽,莽,影畢莽鑄共踏奉人帶真為烝罢沛切為方主支秩時,21,21,0.1541,捧,ok
M2_0448,畀,畀,畀,畀,李困除仕補役多麻護尋翁垂公真講來別方主斥畀埃,22,22,0.1576,異,ok
