book,page,column,nom_idx,syl_idx,syllable,ocr_char,label,unicode,bbox_cu,prev_bbox_cu,next_bbox_cu,image_md5_cu,image_cu,tier_build,rule_build
stt11,page_0158,9,11,11,người,旱,𠊚,U+2029A,"[263, 1390, 362, 1497]","[263, 1297, 361, 1405]","[263, 1475, 361, 1584]",ea422e98ab70,gold/stt11_page_0158_c09_191.png,GOLD,s1_inter_s2_similar
stt11,page_0160,3,7,7,người,早,𠊚,U+2029A,"[1190, 1061, 1291, 1169]","[1190, 977, 1289, 1082]","[1187, 1151, 1293, 1264]",4728961aad0e,gold/stt11_page_0160_c03_033.png,GOLD,s1_inter_s2_similar
stt11,page_0160,9,10,10,người,星,𠊚,U+2029A,"[284, 1333, 380, 1443]","[285, 1239, 377, 1348]","[285, 1418, 378, 1527]",0231e571443d,silver/stt11_page_0160_c09_166.png,SILVER,s2_inter_s3_corrected
stt11,page_0162,1,3,3,người,昇,𠊚,U+2029A,"[1576, 774, 1677, 881]","[1576, 686, 1677, 792]","[1576, 863, 1677, 969]",7e90cda973e8,silver/stt11_page_0162_c01_003.png,SILVER,s2_inter_s3_corrected
stt11,page_0162,3,9,9,người,早,𠊚,U+2029A,"[1286, 1363, 1390, 1480]","[1286, 1266, 1390, 1382]","[1286, 1460, 1390, 1577]",c40ec7f2f991,gold/stt11_page_0162_c03_054.png,GOLD,s1_inter_s2_similar
stt11,page_0162,4,9,9,người,㝵,𠊚,U+2029A,"[1084, 1293, 1198, 1404]","[1085, 1204, 1199, 1319]","[1138, 1373, 1237, 1480]",961988c04cae,gold/stt11_page_0162_c04_075.png,GOLD,s1_inter_s2_direct
stt11,page_0162,4,17,17,người,㝵,𠊚,U+2029A,"[1138, 1996, 1237, 2103]","[1138, 1907, 1237, 2014]","[1138, 2085, 1237, 2192]",a18b07b8f896,gold/stt11_page_0162_c04_083.png,GOLD,s1_inter_s2_direct
stt11,page_0162,5,2,2,người,昇,𠊚,U+2029A,"[978, 659, 1082, 772]","[979, 569, 1084, 683]","[969, 748, 1074, 861]",252a282dc77c,silver/stt11_page_0162_c05_091.png,SILVER,s2_inter_s3_corrected
stt11,page_0162,6,7,7,người,旱,𠊚,U+2029A,"[782, 1096, 891, 1211]","[791, 1007, 902, 1123]","[781, 1192, 889, 1308]",69e526e295b6,gold/stt11_page_0162_c06_118.png,GOLD,s1_inter_s2_similar
stt11,page_0162,7,7,7,người,昇,𠊚,U+2029A,"[627, 1073, 738, 1191]","[638, 986, 747, 1102]","[627, 1170, 737, 1287]",5f41ee37859b,silver/stt11_page_0162_c07_140.png,SILVER,s2_inter_s3_corrected
stt11,page_0162,7,17,17,người,早,𠊚,U+2029A,"[683, 2018, 775, 2128]","[683, 1926, 775, 2036]","[715, 2132, 825, 2251]",1709716cba92,gold/stt11_page_0162_c07_150.png,GOLD,s1_inter_s2_similar
stt11,page_0162,7,20,20,người,㝵,𠊚,U+2029A,"[683, 2294, 775, 2404]","[705, 2219, 814, 2261]","[683, 2386, 775, 2487]",7d4376208b67,gold/stt11_page_0162_c07_153.png,GOLD,s1_inter_s2_direct
stt11,page_0166,5,4,4,người,早,𠊚,U+2029A,"[868, 794, 976, 907]","[871, 709, 974, 821]","[862, 887, 966, 1001]",b09f3067f859,gold/stt11_page_0166_c05_087.png,GOLD,s1_inter_s2_similar
stt11,page_0166,9,8,8,người,早,𠊚,U+2029A,"[246, 1129, 350, 1236]","[246, 1041, 350, 1147]","[246, 1218, 350, 1324]",6def59cfc07f,gold/stt11_page_0166_c09_181.png,GOLD,s1_inter_s2_similar
stt11,page_0168,2,4,4,người,旱,𠊚,U+2029A,"[1352, 794, 1458, 906]","[1351, 706, 1459, 818]","[1352, 888, 1456, 1001]",6eb914aba684,gold/stt11_page_0168_c02_027.png,GOLD,s1_inter_s2_similar
stt11,page_0168,2,10,10,người,早,𠊚,U+2029A,"[1352, 1339, 1458, 1451]","[1354, 1253, 1456, 1366]","[1354, 1427, 1457, 1536]",53839cf872b1,gold/stt11_page_0168_c02_033.png,GOLD,s1_inter_s2_similar
stt11,page_0168,2,14,14,người,早,𠊚,U+2029A,"[1354, 1694, 1457, 1802]","[1354, 1608, 1457, 1717]","[1354, 1778, 1457, 1887]",228c0a1b2633,gold/stt11_page_0168_c02_037.png,GOLD,s1_inter_s2_similar
stt11,page_0168,3,8,8,người,㝵,𠊚,U+2029A,"[1184, 1156, 1289, 1270]","[1183, 1061, 1290, 1173]","[1184, 1252, 1287, 1367]",02dc5204fe25,gold/stt11_page_0168_c03_054.png,GOLD,s1_inter_s2_direct
stt11,page_0170,7,6,6,người,𤰞,𠊚,U+2029A,"[565, 947, 679, 1056]","[565, 856, 679, 965]","[565, 1038, 679, 1148]",f653874f8977,silver/stt11_page_0170_c07_069.png,SILVER,s2_inter_s3_corrected
stt11,page_0172,1,1,1,người,早,𠊚,U+2029A,"[2033, 497, 2147, 613]","[2032, 406, 2148, 516]","[2035, 593, 2143, 704]",ae34c1f79cef,gold/stt11_page_0172_c01_001.png,GOLD,s1_inter_s2_similar
stt11,page_0172,1,16,16,người,早,𠊚,U+2029A,"[2037, 1867, 2137, 1973]","[2036, 1774, 2138, 1879]","[2036, 1953, 2137, 2057]",a880d7e13bc0,gold/stt11_page_0172_c01_016.png,GOLD,s1_inter_s2_similar
stt11,page_0172,1,22,22,người,是,𠊚,U+2029A,"[2021, 2392, 2126, 2500]","[2033, 2302, 2140, 2417]",,8c43bade93fc,silver/stt11_page_0172_c01_022.png,SILVER,s2_inter_s3_corrected
stt11,page_0172,6,3,3,người,昇,𠊚,U+2029A,"[1252, 685, 1355, 801]","[1251, 588, 1356, 705]","[1250, 774, 1358, 888]",3e0da45e59e8,silver/stt11_page_0172_c06_084.png,SILVER,s2_inter_s3_corrected
stt11,page_0172,6,18,18,người,昇,𠊚,U+2029A,"[1261, 2085, 1378, 2203]","[1262, 1988, 1376, 2106]","[1263, 2180, 1376, 2296]",8d02f367c02d,silver/stt11_page_0172_c06_099.png,SILVER,s2_inter_s3_corrected
stt11,page_0172,9,4,4,người,㝵,𠊚,U+2029A,"[817, 768, 916, 884]","[815, 673, 919, 792]","[816, 864, 918, 979]",edc705d29bbe,gold/stt11_page_0172_c09_150.png,GOLD,s1_inter_s2_direct
stt11,page_0172,9,20,20,người,昇,𠊚,U+2029A,"[817, 2263, 919, 2378]","[819, 2169, 918, 2282]","[816, 2360, 921, 2464]",454e399e2480,silver/stt11_page_0172_c09_166.png,SILVER,s2_inter_s3_corrected
stt11,page_0174,7,1,1,người,早,𠊚,U+2029A,"[569, 504, 681, 624]","[569, 417, 683, 526]","[565, 600, 671, 717]",de99f07bdc5a,gold/stt11_page_0174_c07_133.png,GOLD,s1_inter_s2_similar
stt11,page_0174,7,19,19,người,昇,𠊚,U+2029A,"[555, 2268, 659, 2389]","[554, 2172, 659, 2294]","[565, 2369, 668, 2477]",f2d9a2f4c5fd,silver/stt11_page_0174_c07_151.png,SILVER,s2_inter_s3_corrected
stt11,page_0176,3,20,20,người,母,𠊚,U+2029A,"[1213, 2208, 1316, 2324]","[1203, 2113, 1306, 2229]","[1213, 2297, 1317, 2411]",f3d46e700524,silver/stt11_page_0176_c03_064.png,SILVER,s2_inter_s3_corrected
stt11,page_0176,8,3,3,người,早,𠊚,U+2029A,"[447, 710, 555, 828]","[449, 611, 554, 730]","[446, 805, 554, 927]",b2adad6bcf5f,gold/stt11_page_0176_c08_157.png,GOLD,s1_inter_s2_similar
stt11,page_0176,9,7,7,người,㝵,𠊚,U+2029A,"[303, 1080, 397, 1192]","[302, 991, 398, 1106]","[302, 1165, 399, 1280]",be54dc2f0b5f,gold/stt11_page_0176_c09_182.png,GOLD,s1_inter_s2_direct
stt11,page_0178,1,6,6,người,母,𠊚,U+2029A,"[1462, 983, 1571, 1098]","[1460, 888, 1571, 1004]","[1460, 1076, 1571, 1195]",f44c8e57ad89,silver/stt11_page_0178_c01_006.png,SILVER,s2_inter_s3_corrected
stt11,page_0178,4,10,10,người,早,𠊚,U+2029A,"[1018, 1364, 1123, 1478]","[1019, 1281, 1123, 1391]","[1017, 1468, 1125, 1585]",9616c8edf815,gold/stt11_page_0178_c04_075.png,GOLD,s1_inter_s2_similar
stt11,page_0178,5,10,10,người,昇,𠊚,U+2029A,"[860, 1403, 974, 1522]","[860, 1305, 974, 1423]","[860, 1502, 974, 1620]",93719d821f2c,silver/stt11_page_0178_c05_097.png,SILVER,s2_inter_s3_corrected
stt11,page_0178,7,13,13,người,㝵,𠊚,U+2029A,"[562, 1696, 664, 1814]","[562, 1598, 664, 1716]","[562, 1794, 664, 1912]",636bf2508e61,gold/stt11_page_0178_c07_141.png,GOLD,s1_inter_s2_direct
stt11,page_0178,8,7,7,người,昇,𠊚,U+2029A,"[398, 1056, 501, 1171]","[398, 963, 502, 1076]","[397, 1142, 500, 1257]",aa410679e8dd,silver/stt11_page_0178_c08_156.png,SILVER,s2_inter_s3_corrected
stt11,page_0178,8,20,20,người,昇,𠊚,U+2029A,"[408, 2228, 509, 2341]","[408, 2135, 508, 2248]","[418, 2315, 520, 2429]",9f3e4dbbd0aa,silver/stt11_page_0178_c08_169.png,SILVER,s2_inter_s3_corrected
stt11,page_0180,2,4,4,người,早,𠊚,U+2029A,"[1354, 801, 1457, 916]","[1353, 705, 1458, 821]","[1355, 897, 1457, 1014]",644806e3f960,gold/stt11_page_0180_c02_025.png,GOLD,s1_inter_s2_similar
stt11,page_0180,4,5,5,người,早,𠊚,U+2029A,"[1043, 898, 1149, 1013]","[1039, 802, 1151, 920]","[1043, 993, 1150, 1111]",b3a3ac4b58a9,gold/stt11_page_0180_c04_070.png,GOLD,s1_inter_s2_similar
stt11,page_0180,7,8,8,người,早,𠊚,U+2029A,"[593, 1165, 699, 1280]","[593, 1069, 699, 1185]","[593, 1251, 698, 1366]",09dd33768eb3,gold/stt11_page_0180_c07_139.png,GOLD,s1_inter_s2_similar
stt11,page_0180,8,10,10,người,旱,𠊚,U+2029A,"[433, 1355, 537, 1474]","[432, 1269, 538, 1387]","[434, 1451, 536, 1569]",20c33cb0768f,gold/stt11_page_0180_c08_163.png,GOLD,s1_inter_s2_similar
stt11,page_0180,9,13,13,người,早,𠊚,U+2029A,"[296, 1698, 397, 1818]","[296, 1611, 397, 1730]","[296, 1803, 397, 1922]",81b6e5db59c7,gold/stt11_page_0180_c09_188.png,GOLD,s1_inter_s2_similar
stt11,page_0180,9,15,15,người,早,𠊚,U+2029A,"[284, 1899, 388, 2020]","[296, 1803, 397, 1922]","[284, 1996, 388, 2117]",9e4b537d7374,gold/stt11_page_0180_c09_190.png,GOLD,s1_inter_s2_similar
stt11,page_0182,1,4,4,người,㝵,𠊚,U+2029A,"[1443, 801, 1549, 920]","[1443, 704, 1547, 825]","[1440, 895, 1550, 1017]",c1c5e2e89bce,gold/stt11_page_0182_c01_004.png,GOLD,s1_inter_s2_direct
stt11,page_0182,3,13,13,người,昇,𠊚,U+2029A,"[1156, 1609, 1259, 1717]","[1148, 1514, 1251, 1622]","[1158, 1694, 1260, 1799]",710a9e8b7e16,silver/stt11_page_0182_c03_055.png,SILVER,s2_inter_s3_corrected
stt11,page_0182,4,3,3,người,早,𠊚,U+2029A,"[1012, 688, 1114, 803]","[1011, 598, 1114, 718]","[1012, 782, 1113, 898]",0137b7ca34ec,gold/stt11_page_0182_c04_067.png,GOLD,s1_inter_s2_similar
stt11,page_0182,6,13,13,người,早,𠊚,U+2029A,"[711, 1759, 820, 1885]","[711, 1653, 819, 1780]","[713, 1854, 817, 1980]",726a9332ac00,gold/stt11_page_0182_c06_120.png,GOLD,s1_inter_s2_similar
stt11,page_0182,8,18,18,người,旱,𠊚,U+2029A,"[397, 2154, 507, 2271]","[397, 2058, 507, 2174]","[397, 2251, 507, 2368]",1bca3b89b87d,gold/stt11_page_0182_c08_165.png,GOLD,s1_inter_s2_similar
stt11,page_0182,9,8,8,người,㝵,𠊚,U+2029A,"[246, 1230, 354, 1355]","[245, 1123, 355, 1251]","[245, 1326, 355, 1453]",f866d58650c8,gold/stt11_page_0182_c09_176.png,GOLD,s1_inter_s2_direct
stt11,page_0184,2,11,12,người,㝵,𠊚,U+2029A,"[1344, 1548, 1453, 1675]","[1345, 1443, 1453, 1567]","[1346, 1656, 1452, 1780]",c33c89e53218,gold/stt11_page_0184_c02_032.png,GOLD,s1_inter_s2_direct
stt11,page_0184,2,16,17,người,㝵,𠊚,U+2029A,"[1351, 2063, 1447, 2184]","[1348, 1965, 1450, 2086]","[1349, 2167, 1449, 2289]",50c8b228fb0e,gold/stt11_page_0184_c02_037.png,GOLD,s1_inter_s2_direct
stt11,page_0184,6,3,3,người,昇,𠊚,U+2029A,"[717, 697, 826, 823]","[714, 594, 825, 716]","[717, 794, 828, 918]",4ff9c7f9e2b5,silver/stt11_page_0184_c06_109.png,SILVER,s2_inter_s3_corrected
stt11,page_0184,7,1,1,người,早,𠊚,U+2029A,"[570, 485, 674, 605]","[565, 398, 680, 509]","[572, 582, 676, 701]",ba0827284746,gold/stt11_page_0184_c07_128.png,GOLD,s1_inter_s2_similar
stt11,page_0184,7,20,20,người,昇,𠊚,U+2029A,"[582, 2299, 685, 2417]","[590, 2213, 695, 2328]","[582, 2397, 684, 2503]",bb65a6893574,silver/stt11_page_0184_c07_147.png,SILVER,s2_inter_s3_corrected
stt11,page_0184,9,5,5,người,昇,𠊚,U+2029A,"[286, 854, 383, 965]","[283, 767, 384, 879]","[287, 950, 383, 1062]",0875ac429333,silver/stt11_page_0184_c09_175.png,SILVER,s2_inter_s3_corrected
stt11,page_0188,5,3,3,người,早,𠊚,U+2029A,"[876, 704, 984, 820]","[870, 611, 976, 725]","[877, 800, 986, 916]",eababb6f8c10,gold/stt11_page_0188_c05_087.png,GOLD,s1_inter_s2_similar
stt11,page_0188,6,1,1,người,昇,𠊚,U+2029A,"[720, 521, 822, 635]","[720, 435, 825, 541]","[720, 610, 822, 722]",9f42bf56ee38,silver/stt11_page_0188_c06_107.png,SILVER,s2_inter_s3_corrected
stt11,page_0188,7,7,7,người,早,𠊚,U+2029A,"[569, 1075, 676, 1194]","[570, 980, 675, 1096]","[569, 1173, 676, 1288]",150ee37d6475,gold/stt11_page_0188_c07_135.png,GOLD,s1_inter_s2_similar
stt11,page_0190,1,11,11,người,㝵,𠊚,U+2029A,"[1992, 1467, 2097, 1586]","[1992, 1370, 2097, 1488]","[1991, 1563, 2099, 1682]",2ee6c78b2875,gold/stt11_page_0190_c01_011.png,GOLD,s1_inter_s2_direct
stt11,page_0190,1,15,15,người,㝵,𠊚,U+2029A,"[1991, 1863, 2101, 1977]","[1990, 1757, 2101, 1875]","[1991, 1950, 2100, 2064]",3ba6972e67e4,gold/stt11_page_0190_c01_015.png,GOLD,s1_inter_s2_direct
stt11,page_0190,3,3,3,người,早,𠊚,U+2029A,"[1677, 698, 1782, 815]","[1678, 603, 1782, 723]","[1677, 785, 1782, 904]",3444cc2d2040,gold/stt11_page_0190_c03_046.png,GOLD,s1_inter_s2_similar
stt11,page_0190,4,12,12,người,早,𠊚,U+2029A,"[1528, 1538, 1637, 1652]","[1527, 1443, 1638, 1557]","[1538, 1632, 1647, 1749]",8a063ce50424,gold/stt11_page_0190_c04_076.png,GOLD,s1_inter_s2_similar
stt11,page_0190,5,11,11,người,㝵,𠊚,U+2029A,"[1378, 1480, 1485, 1601]","[1376, 1383, 1484, 1504]","[1379, 1577, 1483, 1695]",b2b460b4624e,gold/stt11_page_0190_c05_097.png,GOLD,s1_inter_s2_direct
stt11,page_0192,1,17,17,người,早,𠊚,U+2029A,"[1490, 2029, 1591, 2142]","[1489, 1945, 1592, 2055]","[1490, 2124, 1592, 2239]",c8b549d2348f,gold/stt11_page_0192_c01_017.png,GOLD,s1_inter_s2_similar
stt11,page_0192,4,8,8,người,㝵,𠊚,U+2029A,"[1029, 1173, 1137, 1289]","[1028, 1077, 1136, 1195]","[1030, 1261, 1136, 1375]",f68089773824,gold/stt11_page_0192_c04_073.png,GOLD,s1_inter_s2_direct
stt11,page_0194,2,13,13,người,昇,𠊚,U+2029A,"[1330, 1718, 1437, 1839]","[1330, 1617, 1437, 1738]","[1330, 1819, 1437, 1940]",e1f7cb4bb661,silver/stt11_page_0194_c02_033.png,SILVER,s2_inter_s3_corrected
stt11,page_0194,3,8,8,người,早,𠊚,U+2029A,"[1167, 1232, 1279, 1363]","[1165, 1135, 1282, 1268]","[1168, 1349, 1278, 1477]",57ece703a42f,gold/stt11_page_0194_c03_048.png,GOLD,s1_inter_s2_similar
stt11,page_0194,4,17,17,người,㝵,𠊚,U+2029A,"[1011, 2082, 1118, 2205]","[1017, 1976, 1130, 2101]","[1011, 2178, 1117, 2304]",44a96fc151aa,gold/stt11_page_0194_c04_077.png,GOLD,s1_inter_s2_direct
stt11,page_0194,8,12,12,người,旱,𠊚,U+2029A,"[386, 1643, 493, 1710]","[388, 1478, 491, 1603]","[386, 1691, 493, 1813]",5d3e7256fa28,gold/stt11_page_0194_c08_152.png,GOLD,s1_inter_s2_similar
stt11,page_0194,8,16,16,người,㝵,𠊚,U+2029A,"[412, 1988, 513, 2106]","[412, 1889, 513, 2008]","[412, 2086, 513, 2204]",4d0077d3bdb8,gold/stt11_page_0194_c08_156.png,GOLD,s1_inter_s2_direct
stt11,page_0194,9,15,15,người,早,𠊚,U+2029A,"[242, 1739, 339, 1849]","[243, 1645, 340, 1755]","[239, 1823, 342, 1937]",06420815dcbf,gold/stt11_page_0194_c09_175.png,GOLD,s1_inter_s2_similar
stt11,page_0196,3,3,3,người,㝵,𠊚,U+2029A,"[1177, 788, 1282, 902]","[1178, 640, 1281, 771]","[1178, 877, 1282, 988]",4d2c5af86908,gold/stt11_page_0196_c03_047.png,GOLD,s1_inter_s2_direct
stt11,page_0196,4,6,6,người,㝵,𠊚,U+2029A,"[1031, 988, 1133, 1109]","[1030, 892, 1132, 1012]","[1032, 1084, 1133, 1205]",825ac1b5ef90,gold/stt11_page_0196_c04_069.png,GOLD,s1_inter_s2_direct
stt11,page_0196,6,18,18,người,早,𠊚,U+2029A,"[726, 2127, 840, 2250]","[727, 2032, 838, 2153]","[726, 2222, 840, 2347]",c4ed936bd2dc,gold/stt11_page_0196_c06_121.png,GOLD,s1_inter_s2_similar
stt11,page_0198,2,8,8,người,旱,𠊚,U+2029A,"[1812, 1206, 1922, 1325]","[1813, 1106, 1922, 1230]","[1801, 1301, 1911, 1421]",aa0ffebae211,gold/stt11_page_0198_c02_029.png,GOLD,s1_inter_s2_similar
stt11,page_0198,7,0,0,người,學,𠊚,U+2029A,"[1065, 418, 1171, 524]",,"[1063, 501, 1169, 614]",4364bfe11518,silver/stt11_page_0198_c07_129.png,SILVER,s2_inter_s3_corrected
stt11,page_0200,6,10,10,người,昇,𠊚,U+2029A,"[708, 1318, 815, 1426]","[708, 1228, 815, 1336]","[708, 1408, 815, 1515]",10de8c53572d,silver/stt11_page_0200_c06_119.png,SILVER,s2_inter_s3_corrected
stt11,page_0200,7,6,6,người,早,𠊚,U+2029A,"[559, 955, 661, 1067]","[561, 870, 658, 982]","[559, 1041, 661, 1154]",51888e4412a9,gold/stt11_page_0200_c07_137.png,GOLD,s1_inter_s2_similar
stt11,page_0200,7,21,21,người,㝵,𠊚,U+2029A,"[568, 2312, 673, 2427]","[569, 2225, 672, 2339]","[579, 2403, 681, 2508]",cb6a13bd69cd,gold/stt11_page_0200_c07_152.png,GOLD,s1_inter_s2_direct
stt11,page_0202,3,15,15,người,早,𠊚,U+2029A,"[1178, 1893, 1285, 2013]","[1170, 1787, 1278, 1909]","[1170, 1990, 1278, 2108]",9562e8cdf954,gold/stt11_page_0202_c03_056.png,GOLD,s1_inter_s2_similar
stt11,page_0204,1,7,7,người,㝵,𠊚,U+2029A,"[1506, 1091, 1606, 1210]","[1507, 995, 1606, 1111]","[1506, 1188, 1606, 1302]",88ff5a58b5d0,gold/stt11_page_0204_c01_007.png,GOLD,s1_inter_s2_direct
stt11,page_0204,2,0,0,người,早,𠊚,U+2029A,"[1365, 441, 1467, 548]",,"[1365, 524, 1467, 638]",d0213e3cb862,gold/stt11_page_0204_c02_022.png,GOLD,s1_inter_s2_similar
stt11,page_0204,8,10,10,người,㝵,𠊚,U+2029A,"[446, 1339, 547, 1453]","[447, 1252, 547, 1367]","[446, 1434, 548, 1550]",4a10ff6c7203,gold/stt11_page_0204_c08_165.png,GOLD,s1_inter_s2_direct
stt11,page_0204,8,18,18,người,㝵,𠊚,U+2029A,"[444, 2085, 548, 2206]","[443, 1988, 549, 2110]","[444, 2188, 549, 2310]",ad55b168706a,gold/stt11_page_0204_c08_173.png,GOLD,s1_inter_s2_direct
stt11,page_0206,3,5,5,người,旱,𠊚,U+2029A,"[1172, 880, 1275, 996]","[1174, 793, 1273, 910]","[1171, 983, 1275, 1102]",c37dfe3ded55,gold/stt11_page_0206_c03_049.png,GOLD,s1_inter_s2_similar
stt11,page_0206,7,18,18,người,旱,𠊚,U+2029A,"[558, 2076, 661, 2194]","[559, 1992, 658, 2108]","[560, 2172, 658, 2289]",9fd32303fc6c,gold/stt11_page_0206_c07_146.png,GOLD,s1_inter_s2_similar
stt11,page_0206,9,16,16,người,耳,𠊚,U+2029A,"[260, 1972, 344, 2090]","[260, 1875, 344, 1992]","[260, 2070, 344, 2188]",b660a370cc23,silver/stt11_page_0206_c09_189.png,SILVER,s2_inter_s3_corrected
stt11,page_0208,2,19,19,người,早,𠊚,U+2029A,"[1395, 2286, 1495, 2401]","[1396, 2189, 1494, 2305]","[1397, 2379, 1493, 2482]",4e2d12844cc5,gold/stt11_page_0208_c02_043.png,GOLD,s1_inter_s2_similar
stt11,page_0208,4,6,6,người,早,𠊚,U+2029A,"[1087, 1008, 1197, 1125]","[1091, 920, 1193, 1036]","[1090, 1113, 1196, 1234]",584dac5bee12,gold/stt11_page_0208_c04_073.png,GOLD,s1_inter_s2_similar
stt11,page_0208,4,15,15,người,昇,𠊚,U+2029A,"[1089, 1852, 1195, 1970]","[1088, 1756, 1196, 1872]","[1089, 1951, 1195, 2065]",54d588102561,silver/stt11_page_0208_c04_082.png,SILVER,s2_inter_s3_corrected
stt11,page_0208,4,16,16,người,㝵,𠊚,U+2029A,"[1089, 1951, 1195, 2065]","[1089, 1852, 1195, 1970]","[1089, 2047, 1194, 2161]",590f487e0a06,gold/stt11_page_0208_c04_083.png,GOLD,s1_inter_s2_direct
stt11,page_0208,5,17,17,người,早,𠊚,U+2029A,"[927, 2070, 1031, 2182]","[925, 1973, 1033, 2087]","[927, 2167, 1033, 2279]",cc35990276b8,gold/stt11_page_0208_c05_105.png,GOLD,s1_inter_s2_similar
stt11,page_0208,8,14,14,người,昇,𠊚,U+2029A,"[452, 1766, 555, 1882]","[451, 1669, 556, 1786]","[451, 1864, 555, 1980]",dd894d16312e,silver/stt11_page_0208_c08_168.png,SILVER,s2_inter_s3_corrected
stt11,page_0208,9,4,4,người,早,𠊚,U+2029A,"[322, 791, 424, 905]","[323, 699, 424, 808]","[320, 879, 425, 996]",99447ed69b3a,gold/stt11_page_0208_c09_180.png,GOLD,s1_inter_s2_similar
stt11,page_0208,9,12,12,người,早,𠊚,U+2029A,"[309, 1507, 417, 1620]","[319, 1420, 426, 1533]","[309, 1594, 416, 1708]",ca323a4a8a7a,gold/stt11_page_0208_c09_188.png,GOLD,s1_inter_s2_similar
stt11,page_0208,9,21,21,người,早,𠊚,U+2029A,"[299, 2320, 404, 2435]","[300, 2235, 403, 2347]","[300, 2412, 402, 2516]",9b17a00af343,gold/stt11_page_0208_c09_197.png,GOLD,s1_inter_s2_similar
stt11,page_0210,1,16,16,người,早,𠊚,U+2029A,"[1600, 2046, 1699, 2161]","[1600, 1949, 1699, 2065]","[1600, 2142, 1699, 2258]",edcc0efbdaa9,gold/stt11_page_0210_c01_016.png,GOLD,s1_inter_s2_similar
stt11,page_0210,3,10,10,người,早,𠊚,U+2029A,"[1306, 1425, 1400, 1536]","[1306, 1332, 1400, 1443]","[1306, 1518, 1400, 1629]",01b5d4a27807,gold/stt11_page_0210_c03_053.png,GOLD,s1_inter_s2_similar
stt11,page_0210,4,9,9,người,昇,𠊚,U+2029A,"[1159, 1356, 1259, 1474]","[1159, 1258, 1259, 1376]","[1159, 1454, 1259, 1571]",edddeb801319,silver/stt11_page_0210_c04_074.png,SILVER,s2_inter_s3_corrected
stt11,page_0214,4,17,17,người,昇,𠊚,U+2029A,"[988, 2160, 1095, 2287]","[987, 2044, 1096, 2175]","[987, 2258, 1095, 2384]",4c94413e925c,silver/stt11_page_0214_c04_081.png,SILVER,s2_inter_s3_corrected
stt11,page_0214,6,13,13,người,早,𠊚,U+2029A,"[683, 1618, 786, 1734]","[682, 1522, 788, 1638]","[682, 1714, 789, 1829]",df65d15e88a2,gold/stt11_page_0214_c06_117.png,GOLD,s1_inter_s2_similar
stt11,page_0214,9,2,2,người,早,𠊚,U+2029A,"[243, 585, 342, 696]","[240, 491, 343, 601]","[252, 679, 346, 790]",ab530b5056dc,gold/stt11_page_0214_c09_172.png,GOLD,s1_inter_s2_similar
stt11,page_0216,3,15,15,người,昇,𠊚,U+2029A,"[1199, 1899, 1302, 2024]","[1199, 1793, 1302, 1918]","[1199, 1998, 1301, 2120]",b5b526f11b24,silver/stt11_page_0216_c03_058.png,SILVER,s2_inter_s3_corrected
stt11,page_0216,8,2,2,người,昇,𠊚,U+2029A,"[430, 608, 533, 724]","[422, 511, 528, 630]","[430, 703, 534, 819]",d2c1c8cdceb2,silver/stt11_page_0216_c08_155.png,SILVER,s2_inter_s3_corrected
stt11,page_0218,5,3,3,người,早,𠊚,U+2029A,"[850, 679, 949, 788]","[851, 591, 949, 703]","[845, 772, 941, 881]",27c3ac642cd6,gold/stt11_page_0218_c05_087.png,GOLD,s1_inter_s2_similar
stt11,page_0218,8,4,4,người,旱,𠊚,U+2029A,"[389, 772, 487, 884]","[390, 678, 489, 789]","[388, 865, 487, 981]",4a6c65c7f71e,gold/stt11_page_0218_c08_153.png,GOLD,s1_inter_s2_similar
stt11,page_0220,1,14,14,người,早,𠊚,U+2029A,"[1496, 1724, 1594, 1836]","[1486, 1627, 1587, 1743]","[1497, 1809, 1593, 1921]",8350e64ef5c7,gold/stt11_page_0220_c01_014.png,GOLD,s1_inter_s2_similar
stt11,page_0220,4,9,9,người,早,𠊚,U+2029A,"[1049, 1257, 1148, 1369]","[1041, 1160, 1141, 1275]","[1039, 1350, 1142, 1466]",a3fefde35589,gold/stt11_page_0220_c04_073.png,GOLD,s1_inter_s2_similar
stt11,page_0220,4,15,15,người,昇,𠊚,U+2029A,"[1049, 1797, 1149, 1914]","[1049, 1711, 1148, 1825]","[1048, 1901, 1151, 2017]",b679b9424cfa,silver/stt11_page_0220_c04_079.png,SILVER,s2_inter_s3_corrected
stt11,page_0222,1,16,16,người,早,𠊚,U+2029A,"[1465, 1850, 1572, 1965]","[1473, 1767, 1580, 1879]","[1467, 1946, 1569, 2058]",0b0388291292,gold/stt11_page_0222_c01_016.png,GOLD,s1_inter_s2_similar
stt11,page_0222,2,4,4,người,㝵,𠊚,U+2029A,"[1315, 823, 1421, 942]","[1316, 727, 1420, 844]","[1316, 918, 1420, 1038]",bd8376a28a38,gold/stt11_page_0222_c02_027.png,GOLD,s1_inter_s2_direct
stt11,page_0222,5,11,11,người,早,𠊚,U+2029A,"[875, 1512, 975, 1629]","[872, 1414, 978, 1535]","[873, 1604, 977, 1727]",ee2d1429993f,gold/stt11_page_0222_c05_097.png,GOLD,s1_inter_s2_similar
stt11,page_0222,6,0,0,người,旱,𠊚,U+2029A,"[734, 453, 837, 556]",,"[731, 534, 828, 642]",913f12f745ef,gold/stt11_page_0222_c06_107.png,GOLD,s1_inter_s2_similar
