sample_id,book,page,column,tier,rule,K,syllable,label,R_size,P,P_y,P_all,G,G_op,P6c,P5c,PVL,Gf,K_inR
M1_0206,stt4,page_0078,8,GOLD,s1_inter_s2_direct,意,ấy,意,32,意,意,意,意,eq,意,意,意,,True
M1_0207,stt4,page_0246,1,GOLD,s1_inter_s2_direct,廩,lắm,廩,31,廩,廩,廩,凛,sub,廩,藻,凜,瀛,True
M1_0208,stt4,page_0068,3,GOLD,s1_inter_s2_direct,各,các,各,21,各,各,各,,del,谷,谷,答,,True
M1_0209,stt4,page_0112,2,GOLD,s1_inter_s2_direct,中,trong,中,52,中,中,中,,del,,,,,True
M1_0210,stt4,page_0098,3,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱,朱,eq,朱,朱,朱,朱,True
M1_0211,stt4,page_0022,9,GOLD,s1_inter_s2_direct,腮,tay,腮,14,鬼,,,懇,sub,目,同,罔,,True
M1_0212,stt4,page_0088,2,GOLD,s1_inter_s2_direct,重,trọng,重,15,,,,重,eq,印,印,守,重,True
M1_0213,stt4,page_0286,7,GOLD,s1_inter_s2_direct,朱,cho,朱,12,意,意,意,朱,eq,苞,慈,苞,出,True
M1_0214,stt4,page_0054,5,GOLD,s1_inter_s2_direct,翁,ông,翁,17,翁,翁,翁,翁,eq,翁,翁,翁,,True
M1_0215,stt4,page_0196,7,GOLD,s1_inter_s2_direct,馭,ngựa,馭,8,馭,馭,馭,驭,sub,驭,驭,致,,True
M1_0216,stt4,page_0066,5,GOLD,s1_inter_s2_direct,生,sinh,生,23,生,生,生,生,eq,土,生,生,生,True
M1_0217,stt4,page_0262,9,GOLD,s1_inter_s2_direct,爲,vì,爲,7,,,,焉,sub,答,香,奪,,True
M1_0218,stt4,page_0032,7,GOLD,s1_inter_s2_direct,庄,chăng,庄,26,庄,庄,庄堯,庄,eq,九,庄,先,庄,True
M1_0219,stt4,page_0152,3,GOLD,s1_inter_s2_direct,宜,nghe,宜,24,宣,宣,宣,宣,sub,宜,巨,宜,,True
M1_0220,stt4,page_0268,4,GOLD,s1_inter_s2_direct,尼,này,尼,16,尼,尼,尼,尼,eq,尼,尼,芯,,True
M1_0221,stt4,page_0144,6,GOLD,s1_inter_s2_direct,連,liên,連,42,連,連,連,,del,重,重,連,遷,True
M1_0222,stt4,page_0090,8,GOLD,s1_inter_s2_direct,事,sự,事,16,事,事,事,事,eq,事,事,事,境,True
M1_0223,stt4,page_0194,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,守,导,得,,True
M1_0224,stt4,page_0042,8,GOLD,s1_inter_s2_direct,重,trọng,重,15,重,重,重,重,eq,重,重,奎,重,True
M1_0225,stt4,page_0290,5,GOLD,s1_inter_s2_direct,特,được,特,21,特,特,特,特,eq,特,特,特,,True
M1_0226,stt4,page_0278,8,GOLD,s1_inter_s2_direct,連,liền,連,29,連,連,連,連,eq,連,運,浑,,True
M1_0227,stt4,page_0070,7,GOLD,s1_inter_s2_direct,沛,phải,沛,30,布,布,布,沛,eq,沛,市,沛,峨,True
M1_0228,stt4,page_0260,1,GOLD,s1_inter_s2_direct,特,được,特,21,特,特,特,特,eq,大,大,大,巳,True
M1_0229,stt4,page_0250,8,GOLD,s1_inter_s2_direct,爲,vì,爲,7,為,為,為,鸢,sub,答,李,等,答,True
M1_0230,stt4,page_0132,5,GOLD,s1_inter_s2_direct,花,hoa,花,87,年,年,年,花,eq,桃,,,光,True
M1_0231,stt4,page_0072,7,GOLD,s1_inter_s2_direct,及,gặp,及,17,叉,叉,叉,及,eq,夏,,,,True
M1_0232,stt4,page_0164,2,GOLD,s1_inter_s2_direct,丐,cái,丐,32,弓,弓,弓,丐,eq,从,生,,丐,True
M1_0233,stt4,page_0254,9,GOLD,s1_inter_s2_direct,獄,ngục,獄,3,嶽,嶽,嶽,狱,sub,铁,牧,拭,,True
M1_0234,stt4,page_0218,4,GOLD,s1_inter_s2_direct,朱,cho,朱,12,連,連,連,朱,eq,,,朱,,True
M1_0235,stt4,page_0100,3,GOLD,s1_inter_s2_direct,連,liền,連,29,連,連,連,,del,重,蓮,屯,,True
M1_0236,stt4,page_0288,7,GOLD,s1_inter_s2_direct,麻,mà,麻,21,麻,麻,麻,,del,凡,麻,疾,庥,True
M1_0237,stt4,page_0300,5,GOLD,s1_inter_s2_direct,麻,mà,麻,21,朗,朗,朗,麻,eq,贫,良,艮,六,True
M1_0238,stt4,page_0214,6,GOLD,s1_inter_s2_direct,㐌,đã,㐌,16,色,色,色,,del,色,也,毛,,True
M1_0239,stt4,page_0114,5,GOLD,s1_inter_s2_direct,課,thuở,課,8,課,課,課,課,eq,課,課,課,崡,True
M1_0240,stt4,page_0256,9,GOLD,s1_inter_s2_direct,奴,nó,奴,6,故,故,故,权,sub,双,故,故,八,True
M1_0241,stt4,page_0304,8,GOLD,s1_inter_s2_direct,意,ý,意,43,國,國,國,意,eq,三,音,劄,,True
M1_0242,stt4,page_0176,4,GOLD,s1_inter_s2_direct,生,sinh,生,23,生,生,生,,del,生,生,生,生,True
M1_0243,stt4,page_0148,2,GOLD,s1_inter_s2_direct,但,đến,但,21,旦,實,實,旦,sub,真,组,但,,True
M1_0244,stt4,page_0222,7,GOLD,s1_inter_s2_direct,德,đức,德,21,德,德,德,德,eq,竹,德,德,德,True
M1_0245,stt4,page_0160,3,GOLD,s1_inter_s2_direct,外,ngoài,外,4,外,外,外,孙,sub,补,外,林,峪,True
M1_0246,stt4,page_0258,9,GOLD,s1_inter_s2_direct,主,chúa,主,2,主,主,主,主,eq,主,主,主,,True
M1_0247,stt4,page_0086,5,GOLD,s1_inter_s2_direct,折,chết,折,20,曳,曳,曳,折,eq,委,我,变,,True
M1_0248,stt4,page_0186,4,GOLD,s1_inter_s2_direct,天,thiên,天,94,天,天,天,天,eq,天,天,天,,True
M1_0249,stt4,page_0276,9,GOLD,s1_inter_s2_direct,㐌,đã,㐌,16,色,色,色,色,sub,色,色,色,,True
M1_0250,stt4,page_0230,6,GOLD,s1_inter_s2_direct,蜍,thờ,蜍,25,餘,餘,餘,,del,傘,全,絲,,True
M1_0251,stt4,page_0140,8,GOLD,s1_inter_s2_direct,影,ảnh,影,11,氣,,,影,eq,四,,四,境,True
M1_0252,stt4,page_0018,4,GOLD,s1_inter_s2_direct,夢,mông,夢,39,虚,虚,虚,,del,夔,要,,度,True
M1_0253,stt4,page_0248,1,GOLD,s1_inter_s2_direct,自,từ,自,52,自,自,自,,del,自,自,自,自,True
M1_0254,stt4,page_0036,4,GOLD,s1_inter_s2_direct,几,kẻ,几,19,几,几,几末,几,eq,李,未,木,兀,True
M1_0255,stt4,page_0200,3,GOLD,s1_inter_s2_direct,各,các,各,21,各,各,各,各,eq,爸,签,答,,True
M1_0256,stt4,page_0124,1,GOLD,s1_inter_s2_direct,各,các,各,21,焉,焉,焉,各,eq,文,原,向,,True
M1_0257,stt4,page_0172,5,GOLD,s1_inter_s2_direct,中,trong,中,52,中,斗,斗中,绊,sub,十,十,十,,True
M1_0258,stt4,page_0126,2,GOLD,s1_inter_s2_direct,保,bảo,保,64,尋,尋,尋,佯,sub,在,徐,住,佐,True
M1_0259,stt4,page_0128,1,GOLD,s1_inter_s2_direct,阿,a,阿,118,何,何,何,寄,sub,阿,阿,如,何,True
M1_0260,stt4,page_0134,7,GOLD,s1_inter_s2_direct,旦,đến,旦,21,道,道,道,旦,eq,,,四,联,True
M1_0261,stt4,page_0226,8,GOLD,s1_inter_s2_direct,浪,rằng,浪,12,辰,辰,辰,浪,eq,浪,浪,浪,境,True
M1_0262,stt4,page_0168,1,GOLD,s1_inter_s2_direct,主,chúa,主,2,主,主,主,主,eq,忧,心,心,主,True
M1_0263,stt4,page_0156,4,GOLD,s1_inter_s2_direct,共,cùng,共,44,共,共,共,虫,sub,,共,全,共,True
M1_0264,stt4,page_0138,5,GOLD,s1_inter_s2_direct,礼,lấy,礼,24,真,真,真,礼,eq,其,其,具,,True
M1_0265,stt4,page_0166,6,GOLD,s1_inter_s2_direct,麻,mà,麻,21,,,,麻,eq,任,体,偕,五,True
M1_0266,stt4,page_0188,7,GOLD,s1_inter_s2_direct,末,mất,末,48,末,末,末,末,eq,末,末,末,末,True
M1_0267,stt4,page_0202,8,GOLD,s1_inter_s2_direct,吏,lại,吏,55,,,,史,sub,吏,李,吏,,True
M1_0268,stt4,page_0174,2,GOLD,s1_inter_s2_direct,生,sinh,生,23,生,生,生,生,eq,生,生,生,生,True
M1_0269,stt4,page_0158,6,GOLD,s1_inter_s2_direct,巴,ba,巴,55,已,已,已,巴,eq,巴,巴,,,True
M1_0270,stt4,page_0238,6,GOLD,s1_inter_s2_direct,朱,cho,朱,12,半,半,半,朱,eq,干,,干,干,True
M1_0271,stt4,page_0162,3,GOLD,s1_inter_s2_direct,燒,theo,燒,16,裝,裝,裝,堎,sub,烧,烧,烧,,True
M1_0272,stt4,page_0266,2,GOLD,s1_inter_s2_direct,凜,lắm,凜,31,榮,榮,榮,凛,sub,,海,竹,竹,True
M1_0273,stt4,page_0020,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,麻,麻,麻尋,哥,sub,麻,特,特,徲,True
M1_0274,stt4,page_0030,8,GOLD,s1_inter_s2_direct,連,lên,連,14,運,運,運,连,sub,连,连,堯,连,True
M1_0275,stt4,page_0050,7,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱飭,朱,eq,朱,朱,朱,朱,True
M1_0276,stt4,page_0118,8,GOLD,s1_inter_s2_direct,礼,lấy,礼,24,禮,禮,禮,礼,eq,礼,礼,祗,一,True
M1_0277,stt4,page_0236,8,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱,朱,eq,朱,朱,朱,未,True
M1_0278,stt4,page_0206,3,GOLD,s1_inter_s2_direct,徳,đức,徳,21,德,,,億,sub,王,王,王,王,True
M1_0279,stt4,page_0096,9,GOLD,s1_inter_s2_direct,徳,đức,徳,21,德,德,德弄,德,sub,德,不,丁,丌,True
M1_0280,stt4,page_0034,3,GOLD,s1_inter_s2_direct,麻,mà,麻,21,者,者,者,麻,eq,百,肯,苟,境,True
M1_0281,stt4,page_0280,4,GOLD,s1_inter_s2_direct,自,từ,自,52,自,自,自,自,eq,白,自,自,自,True
M1_0282,stt4,page_0048,9,GOLD,s1_inter_s2_direct,陶,đào,陶,67,陶,陶,陶,爾,sub,陶,淘,陶,阁,True
M1_0283,stt4,page_0220,1,GOLD,s1_inter_s2_direct,蜍,thờ,蜍,25,榮,榮,榮,,del,蜍,蜂,絲,境,True
M1_0284,stt4,page_0074,9,GOLD,s1_inter_s2_direct,施,thi,施,55,分,時,時分,施,eq,施,施,范,心,True
M1_0285,stt4,page_0044,8,GOLD,s1_inter_s2_direct,閉,bấy,閉,34,開,開,開,閔,sub,的,開,閉,,True
M1_0286,stt4,page_0062,6,GOLD,s1_inter_s2_direct,用,dòng,用,7,用,用,用,淵,sub,润,通,潤,,True
M1_0287,stt4,page_0056,1,GOLD,s1_inter_s2_direct,意,ấy,意,32,意,意,意,意,eq,于,于,寺,百,True
M1_0288,stt4,page_0110,1,GOLD,s1_inter_s2_direct,連,liền,連,29,爾,爾,爾,莲,sub,人,情,續,嵴,True
M1_0289,stt4,page_0216,5,GOLD,s1_inter_s2_direct,推,suy,推,24,麻,麻,麻推,推,eq,麻,庄,庄,一,True
M1_0290,stt4,page_0108,7,GOLD,s1_inter_s2_direct,多,đi,多,10,是,是,是,灸,sub,又,多,火,,True
M1_0291,stt4,page_0076,9,GOLD,s1_inter_s2_direct,朱,cho,朱,12,參,參,參,朱,eq,朱,主,第,立,True
M1_0292,stt4,page_0240,9,GOLD,s1_inter_s2_direct,連,lên,連,14,,,,重,sub,運,是,更,,True
M1_0293,stt4,page_0012,9,GOLD,s1_inter_s2_direct,麻,mà,麻,21,鬼,鬼,鬼,麻,eq,化,化,化,化,True
M1_0294,stt4,page_0190,4,GOLD,s1_inter_s2_direct,堵,đỏ,堵,30,堵,,,堵,eq,斗,牛,十,牛,True
M1_0295,stt4,page_0130,5,GOLD,s1_inter_s2_direct,破,phá,破,5,殿,,,敝,sub,也,也,也,峨,True
M1_0296,stt4,page_0038,6,GOLD,s1_inter_s2_direct,朱,cho,朱,12,,,,朱,eq,北,朱,朱,朱,True
M1_0297,stt4,page_0232,7,GOLD,s1_inter_s2_direct,德,đức,德,21,年,年,年,德,eq,年,年,年,年,True
M1_0298,stt4,page_0092,6,GOLD,s1_inter_s2_direct,末,mặt,末,20,末,末,末,末,eq,末,末,末,境,True
M1_0299,stt4,page_0212,1,GOLD,s1_inter_s2_direct,罢,bảy,罢,16,罢,罢,罢,罢,eq,芸,罢,罢,,True
M1_0300,stt4,page_0064,6,GOLD,s1_inter_s2_direct,畧,trước,畧,29,書,書,書,罞,sub,,,零,,True
M1_0301,stt4,page_0272,5,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時些,時,eq,一,時,年,,True
M1_0302,stt4,page_0058,9,GOLD,s1_inter_s2_direct,德,đức,德,21,德,德,德,德,eq,愿,愿,德,,True
M1_0303,stt4,page_0274,6,GOLD,s1_inter_s2_direct,麻,mà,麻,21,尋,尋,尋,庠,sub,子,等,尊,,True
M1_0304,stt4,page_0120,7,GOLD,s1_inter_s2_direct,昆,con,昆,15,還,還,還,觅,sub,今,金,窓,,True
M1_0305,stt4,page_0234,8,GOLD,s1_inter_s2_direct,耒,ruồi,耒,4,來,來,來,耒,eq,未,来,来,未,True
M1_0306,stt4,page_0094,2,GOLD,s1_inter_s2_direct,徳,đức,徳,21,德,德,德,,del,中,您,僕,,True
M1_0307,stt4,page_0192,8,GOLD,s1_inter_s2_direct,固,có,固,15,看,看,看,因,sub,国,自,固,图,True
M1_0308,stt4,page_0016,9,GOLD,s1_inter_s2_direct,勸,khuyên,勸,9,訪,訪,訪,,del,动,,劲,,True
M1_0309,stt4,page_0296,3,GOLD,s1_inter_s2_direct,於,ở,於,20,於,於,於,於,eq,茶,茶,於,,True
M1_0310,stt4,page_0122,8,GOLD,s1_inter_s2_direct,几,kẻ,几,19,尋,,,几,eq,为,的,苟,力,True
M1_0311,stt4,page_0184,6,GOLD,s1_inter_s2_direct,呐,nói,呐,14,兩,故,故兩,呐,eq,呐,放,效,峨,True
M1_0312,stt4,page_0082,9,GOLD,s1_inter_s2_direct,事,sự,事,16,因,因,因,事,eq,恩,肉,閲,重,True
M1_0313,stt4,page_0102,6,GOLD,s1_inter_s2_direct,每,mọi,每,11,每,每,每,無,sub,每,每,每,,True
M1_0314,stt4,page_0150,9,GOLD,s1_inter_s2_direct,浪,răng,浪,16,辰,辰,辰,浪,eq,浪,浪,浪,,True
M1_0315,stt4,page_0210,8,GOLD,s1_inter_s2_direct,体,thấy,体,15,依,依,依,体,eq,阐,用,用,体,True
M1_0316,stt4,page_0264,6,GOLD,s1_inter_s2_direct,几,kẻ,几,19,凭,凭,凭,,del,几,几,几,次,True
M1_0317,stt4,page_0284,2,GOLD,s1_inter_s2_direct,礼,lạy,礼,16,祀,祀,祀,祉,sub,褪,礼,礼,境,True
M1_0318,stt4,page_0228,6,GOLD,s1_inter_s2_direct,連,liền,連,29,連,,,連,eq,恐,忌,忽,峦,True
M1_0319,stt4,page_0104,5,GOLD,s1_inter_s2_direct,除,giờ,除,14,涂,涂,涂,涂,sub,涂,涂,涂,,True
M1_0320,stt4,page_0242,6,GOLD,s1_inter_s2_direct,福,phúc,福,26,后,后,后,福,eq,福,福,福,出,True
M1_0321,stt4,page_0198,9,GOLD,s1_inter_s2_direct,意,ấy,意,32,尼,尼,尼,意,eq,破,磊,,兵,True
M1_0322,stt4,page_0252,5,GOLD,s1_inter_s2_direct,麻,mà,麻,21,少,少,少麻,麻,eq,五,麻,炉,庫,True
M1_0323,stt4,page_0136,8,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,呼,sub,部,味,一,,True
M1_0324,stt4,page_0142,6,GOLD,s1_inter_s2_direct,与,dữ,与,36,本,,,柴,sub,李,生,李,華,True
M1_0325,stt4,page_0204,6,GOLD,s1_inter_s2_direct,奇,cả,奇,11,采,,,奇,eq,七,主,木,𠕃,True
M1_0326,stt4,page_0046,9,GOLD,s1_inter_s2_direct,仍,những,仍,8,仍,仍,仍,忆,sub,,,行,忆,True
M1_0327,stt4,page_0026,5,GOLD,s1_inter_s2_direct,罪,tội,罪,7,稱,稱,稱,潀,sub,秋,称,称,一,True
M1_0328,stt4,page_0080,3,GOLD,s1_inter_s2_direct,守,thủ,守,22,守,守,守,字,sub,字,字,守,字,True
M1_0329,stt4,page_0224,6,GOLD,s1_inter_s2_direct,扒,bắt,扒,17,千,千,千,扣,sub,八,,一,,True
M1_0330,stt4,page_0014,5,GOLD,s1_inter_s2_direct,主,chúa,主,2,德,德,德,主,eq,愿,学,德,士,True
M1_0331,stt4,page_0170,8,GOLD,s1_inter_s2_direct,安,an,安,89,安,安,安,,del,安,安,安,安,True
M1_0332,stt4,page_0302,2,GOLD,s1_inter_s2_direct,庄,chẳng,庄,36,庄,庄,庄,庄,eq,八,庄,八,庄,True
M1_0333,stt4,page_0298,8,GOLD,s1_inter_s2_direct,拮,cất,拮,8,拔,拔,拔,括,sub,挖,技,捎,,True
M1_0334,stt4,page_0154,7,GOLD,s1_inter_s2_direct,衣,y,衣,59,衣,衣,衣,衣,eq,衣,衣,衣,征,True
M1_0335,stt4,page_0178,3,GOLD,s1_inter_s2_direct,座,tòa,座,9,座,座,座,座,eq,座,座,座,王,True
M1_0336,stt4,page_0208,9,GOLD,s1_inter_s2_direct,主,chúa,主,2,主,主,主,主,eq,主,主,主,,True
M1_0337,stt4,page_0052,7,GOLD,s1_inter_s2_direct,别,biết,别,30,別,別,別,别,eq,别,别,别,别,True
M1_0338,stt4,page_0282,3,GOLD,s1_inter_s2_direct,於,ở,於,20,於,於,於是,,del,於,於,於,,True
M1_0339,stt4,page_0270,2,GOLD,s1_inter_s2_direct,蓮,trên,蓮,9,尋,尋,尋,堇,sub,字,寻,寻,,True
M1_0340,stt4,page_0040,8,GOLD,s1_inter_s2_direct,意,ấy,意,32,,,,意,eq,千,干,十,犭,True
M1_0341,stt4,page_0244,8,GOLD,s1_inter_s2_direct,麻,mà,麻,21,年,年,年,庠,sub,在,奔,奔,,True
M1_0342,stt4,page_0116,4,GOLD,s1_inter_s2_direct,庫,khó,庫,13,庫,庫,庫,牵,sub,半,学,年,五,True
M1_0343,stt4,page_0024,4,GOLD,s1_inter_s2_direct,物,vật,物,13,物,物,物,物,eq,物,物,物,物,True
M1_0344,stt4,page_0294,4,GOLD,s1_inter_s2_direct,共,cung,共,37,共,,,丕,sub,御,仰,印,式,True
M1_0345,stt4,page_0084,2,GOLD,s1_inter_s2_direct,於,ở,於,20,於,於,於,,del,於,参,於,,True
M1_0346,stt4,page_0028,5,GOLD,s1_inter_s2_direct,尼,này,尼,16,尼,,,尼,eq,王,王,王,王,True
M1_0347,stt4,page_0292,7,GOLD,s1_inter_s2_direct,女,nữ,女,15,女,女,女,女,eq,女,女,女,交,True
M1_0348,stt4,page_0182,2,GOLD,s1_inter_s2_direct,連,liền,連,29,連,連,連,建,sub,,重,連,莲,True
M1_0349,stt4,page_0060,9,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,,del,寻,寻,导,,True
M1_0350,stt4,page_0078,4,GOLD,s1_inter_s2_direct,之,gì,之,16,之,之,之,之,eq,之,之,之,,True
M1_0351,stt4,page_0246,5,GOLD,s1_inter_s2_direct,恩,ơn,恩,3,極,極,極,恩,eq,逆,限,頌,県,True
M1_0352,stt4,page_0068,3,GOLD,s1_inter_s2_direct,蜍,thờ,蜍,25,餘,餘,餘,蜂,sub,餘,蜂,絲,蜂,True
M1_0353,stt4,page_0112,4,GOLD,s1_inter_s2_direct,連,liền,連,29,連,連,連,建,sub,連,連,連,遅,True
M1_0354,stt4,page_0098,6,GOLD,s1_inter_s2_direct,旦,đến,旦,21,旦,旦,旦多,丑,sub,文,,九,,True
M1_0355,stt4,page_0022,7,GOLD,s1_inter_s2_direct,時,thì,時,56,意,意,意,時,eq,这,欲,忿,𠀁,True
M1_0356,stt4,page_0088,8,GOLD,s1_inter_s2_direct,意,ấy,意,32,詳,詳,詳,恩,sub,论,恩,思,旧,True
M1_0357,stt4,page_0286,1,GOLD,s1_inter_s2_direct,呐,nói,呐,14,內,內,內,呐,eq,内,内,内,峨,True
M1_0358,stt4,page_0054,3,GOLD,s1_inter_s2_direct,浪,rằng,浪,12,綵,綵,綵,恨,sub,练,臻,练,,True
M1_0359,stt4,page_0196,7,GOLD,s1_inter_s2_direct,棱,rừng,棱,9,多,多,多,棱,eq,凌,梦,楊,境,True
M1_0360,stt4,page_0066,1,GOLD,s1_inter_s2_direct,察,xét,察,7,察,察,察,察,eq,察,察,察,象,True
M1_0361,stt4,page_0262,2,GOLD,s1_inter_s2_direct,碎,tôi,碎,17,碑,碑,碑,碎,eq,碎,碎,碎,,True
M1_0362,stt4,page_0032,5,GOLD,s1_inter_s2_direct,体,thấy,体,15,除,除,除,休,sub,除,除,涂,体,True
M1_0363,stt4,page_0152,2,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱,朱,eq,牛,朱,牛,朱,True
M1_0364,stt4,page_0268,2,GOLD,s1_inter_s2_direct,些,ta,些,55,起,起,起,也,sub,,,二,二,True
M1_0365,stt4,page_0144,3,GOLD,s1_inter_s2_direct,壮,trắng,壮,10,壯,壯,壯,水,sub,,,示,,True
M1_0366,stt4,page_0090,5,GOLD,s1_inter_s2_direct,共,cùng,共,44,其,其,其,共,eq,三,,其,,True
M1_0367,stt4,page_0194,8,GOLD,s1_inter_s2_direct,重,trọng,重,15,重,重,重,重,eq,重,重,奎,重,True
M1_0368,stt4,page_0042,1,GOLD,s1_inter_s2_direct,庫,khó,庫,13,庫,,,之,sub,與,的,宅,席,True
M1_0369,stt4,page_0290,1,GOLD,s1_inter_s2_direct,亊,sự,亊,16,每,每,每,蛮,sub,安,每,每,亦,True
M1_0370,stt4,page_0278,1,GOLD,s1_inter_s2_direct,特,được,特,21,特,特,特,特,eq,特,特,特,待,True
M1_0371,stt4,page_0070,3,GOLD,s1_inter_s2_direct,稽,ghê,稽,19,稽,稽,稽,琶,sub,,稽,,,True
M1_0372,stt4,page_0260,9,GOLD,s1_inter_s2_direct,慢,mượn,慢,10,,慢,慢,慢,eq,之,学,更,讼,True
M1_0373,stt4,page_0250,3,GOLD,s1_inter_s2_direct,翁,ông,翁,17,業,業,業,翁,eq,草,華,葉,崬,True
M1_0374,stt4,page_0132,4,GOLD,s1_inter_s2_direct,於,nước,於,13,翁,翁,翁,於,eq,代,花,七,懷,True
M1_0375,stt4,page_0072,8,GOLD,s1_inter_s2_direct,几,kẻ,几,19,几,,,几,eq,儿,兄,九,义,True
M1_0376,stt4,page_0164,2,GOLD,s1_inter_s2_direct,左,tả,左,24,主,主,主,,del,左,左,左,曰,True
M1_0377,stt4,page_0254,6,GOLD,s1_inter_s2_direct,朱,cho,朱,12,朱,朱,朱,朱,eq,朱,朱,朱,朱,True
M1_0378,stt4,page_0218,2,GOLD,s1_inter_s2_direct,秋,su,秋,11,厥,厥,厥,耿,sub,八,秋,炊,,True
M1_0379,stt4,page_0100,6,GOLD,s1_inter_s2_direct,意,ấy,意,32,意,意,意,意,eq,意,意,意,,True
M1_0380,stt4,page_0288,3,GOLD,s1_inter_s2_direct,固,có,固,15,固,固,固,图,sub,國,同,合,図,True
M1_0381,stt4,page_0300,8,GOLD,s1_inter_s2_direct,意,ấy,意,32,爾,爾,爾,惪,sub,刺,侧,例,例,True
M1_0382,stt4,page_0214,1,GOLD,s1_inter_s2_direct,畧,trước,畧,29,畧,畧,畧,罢,sub,在,零,塞,尬,True
M1_0383,stt4,page_0114,9,GOLD,s1_inter_s2_direct,年,nên,年,21,部,部,部,年,eq,列,,却,年,True
M1_0384,stt4,page_0256,3,GOLD,s1_inter_s2_direct,女,nữ,女,15,女,女,女,文,sub,女,女,文,,True
M1_0385,stt4,page_0304,8,GOLD,s1_inter_s2_direct,事,sự,事,16,浪,浪,浪,事,eq,底,低,低,事,True
M1_0386,stt4,page_0176,9,GOLD,s1_inter_s2_direct,事,sự,事,16,事,事,事,,del,事,事,害,,True
M1_0387,stt4,page_0148,5,GOLD,s1_inter_s2_direct,意,ấy,意,32,意,,,意,eq,一,一,壹,,True
M1_0388,stt4,page_0222,4,GOLD,s1_inter_s2_direct,連,trên,連,9,蓮,蓮,蓮,,del,運,五,李,連,True
M1_0389,stt4,page_0160,7,GOLD,s1_inter_s2_direct,如,như,如,16,朱,朱,朱松,拟,sub,知,众,朱,朱,True
M1_0390,stt4,page_0258,4,GOLD,s1_inter_s2_direct,主,chúa,主,2,主,主,主,主,eq,主,主,玉,一,True
M1_0391,stt4,page_0086,7,GOLD,s1_inter_s2_direct,浪,rằng,浪,12,展,展,展,瀧,sub,交,源,火,文,True
M1_0392,stt4,page_0186,5,GOLD,s1_inter_s2_direct,南,năm,南,19,有,有,有,帝,sub,华,,年,,True
M1_0393,stt4,page_0276,7,GOLD,s1_inter_s2_direct,体,thấy,体,15,体,体,体,体,eq,体,体,体,体,True
M1_0394,stt4,page_0230,6,GOLD,s1_inter_s2_direct,眉,mày,眉,24,眉,眉,眉,,del,公,眉,局,角,True
M1_0395,stt4,page_0140,3,GOLD,s1_inter_s2_direct,欺,khi,欺,31,歌,歌,歌,歇,sub,欺,歌,欺,言,True
M1_0396,stt4,page_0018,8,GOLD,s1_inter_s2_direct,棱,rừng,棱,9,事,事,事,樓,sub,选,连,连,尬,True
M1_0397,stt4,page_0248,6,GOLD,s1_inter_s2_direct,爲,vì,爲,7,,,,售,sub,中,,个,,True
M1_0398,stt4,page_0036,2,GOLD,s1_inter_s2_direct,麻,mà,麻,21,麻,麻,麻,床,sub,麻,年,库,库,True
M1_0399,stt4,page_0200,1,GOLD,s1_inter_s2_direct,意,ấy,意,32,意,意,意,意,eq,慧,意,意,本,True
M1_0400,stt11,page_0176,3,GOLD,s1_inter_s2_direct,楼,lâu,楼,82,樓,樓,樓,棲,sub,楼,楼,棲,楼,True
M1_0401,stt11,page_0086,5,GOLD,s1_inter_s2_direct,天,thiên,天,94,天,天,天,天,eq,八,天,天,一,True
M1_0402,stt11,page_0288,7,GOLD,s1_inter_s2_direct,極,cực,極,12,極,極,極,極,eq,也,極,極,遜,True
M1_0403,stt11,page_0228,3,GOLD,s1_inter_s2_direct,事,sự,事,16,事,事,事,載,sub,李,李,一,,True
M1_0404,stt11,page_0186,5,GOLD,s1_inter_s2_direct,竺,trúc,竺,21,竺,竺,竺,竺,eq,,答,等,心,True
M1_0405,stt11,page_0044,1,GOLD,s1_inter_s2_direct,時,thì,時,56,時,生,生時,時,eq,時,時,時,,True
M1_0406,stt11,page_0010_p0220,4,GOLD,s1_inter_s2_direct,哭,khóc,哭,8,人,人,人哭,哭,eq,民,哭,认,,True
M1_0407,stt11,page_0164,1,GOLD,s1_inter_s2_direct,垩,thánh,垩,33,垂,垂,垂,至,sub,垩,呈,攻,歪,True
M1_0408,stt11,page_0254,2,GOLD,s1_inter_s2_direct,平,bằng,平,44,平,平,平,平,eq,六,干,年,上,True
M1_0409,stt11,page_0070,8,GOLD,s1_inter_s2_direct,麻,mà,麻,21,麻,麻,麻,麻,eq,森,下,王,峨,True
M1_0410,stt11,page_0140,9,GOLD,s1_inter_s2_direct,尋,tìm,尋,11,尋,尋,尋,寻,sub,,寻,墨,一,True
M1_0411,stt11,page_0286,2,GOLD,s1_inter_s2_direct,時,thì,時,56,時,時,時,,del,,時,特,,True
