sample_id,book,page,column,tier,rule,K,syllable,label,R_size,P,P_y,P_all,G,G_op,P6c,P5c,PVL,Gf,K_inR
M3_0201,stt4,page_0184,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,,,寻,sub,得,其,旱,,True
M3_0202,stt11,page_0136,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,耳,耳,耳,寻,sub,身,尊,导,,True
M3_0203,stt4,page_0278,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,,,,寻,sub,,,生,,True
M3_0204,stt4,page_0020,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,麻,麻,麻尋,哥,sub,麻,特,特,徲,True
M3_0205,stt4,page_0022,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,等,sub,导,等,寻,,True
M3_0206,stt2,page_0114,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寄,sub,等,等,等,,True
M3_0207,stt2,page_0190,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,,寻,等,,True
M3_0208,stt11,page_0140,9,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,导,sub,等,好,等,,True
M3_0209,stt4,page_0152,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,寻,寻,寻,,True
M3_0210,stt2,page_0140,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,导,等,等,,True
M3_0211,stt4,page_0118,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,麻,麻,麻,寻,sub,,年,年,,True
M3_0212,stt11,page_0256,1,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,畢,畢,畢,繁,sub,导,导,学,一,True
M3_0213,stt2,page_0072,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,是,号,号,,True
M3_0214,stt2,page_0064,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,罞,sub,守,等,第,,True
M3_0215,stt2,page_0280,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,女,手,寸,,True
M3_0216,stt2,page_0030,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,是,是,是,暑,sub,寻,导,等,,True
M3_0217,stt2,page_0102,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,,del,得,学,等,,True
M3_0218,stt2,page_0032,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,景,景,景,寻,sub,量,景,导,,True
M3_0219,stt4,page_0252,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,,,寺,尋,True
M3_0220,stt2,page_0280,1,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,旱,sub,何,母,符,,True
M3_0221,stt2,page_0074,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,景,号,等,,True
M3_0222,stt4,page_0188,1,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,子,,导,,True
M3_0223,stt2,page_0094,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,景,景,景,,del,李,营,當,,True
M3_0224,stt2,page_0298,1,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,导,sub,是,旱,等,,True
M3_0225,stt11,page_0134,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,異,異,異,导,sub,是,字,甲,答,True
M3_0226,stt2,page_0206,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,孔,孔,孔,扒,sub,也,,也,遠,True
M3_0227,stt2,page_0186,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,股,附,尊,,True
M3_0228,stt2,page_0272,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,,,,导,sub,例,包,创,,True
M3_0229,stt2,page_0170,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,公,等,仙,,True
M3_0230,stt2,page_0312,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,是,是,是,导,sub,寻,导,旱,,True
M3_0231,stt2,page_0192,9,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,,,暑,sub,单,图,昌,,True
M3_0232,stt11,page_0032,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,寻,寻,等,,True
M3_0233,stt2,page_0308,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,受,受,受,等,sub,位,复,夏,,True
M3_0234,stt2,page_0094,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,,等,等,,True
M3_0235,stt4,page_0020,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,哥,sub,寻,寻,早,境,True
M3_0236,stt4,page_0062,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,身,等,尊,,True
M3_0237,stt2,page_0030,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,,,,寻,sub,早,星,当,,True
M3_0238,stt4,page_0244,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,室,享,守,,True
M3_0239,stt2,page_0288,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,因,因,因,景,sub,國,国,因,一,True
M3_0240,stt11,page_0042,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,早,早,早,早,sub,早,旱,等,,True
M3_0241,stt2,page_0250,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,守,守,守,,del,等,寻,等,,True
M3_0242,stt2,page_0160,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,是,是,是,暑,sub,子,,等,,True
M3_0243,stt4,page_0112,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,元,,,,del,,广,三,,True
M3_0244,stt2,page_0030,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,寻,寻,导,,True
M3_0245,stt2,page_0236,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,,del,导,等,等,,True
M3_0246,stt4,page_0130,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,為,為,為,等,sub,,香,等,,True
M3_0247,stt2,page_0126,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,矯,矯,矯,寻,sub,,,筠,,True
M3_0248,stt2,page_0116,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,,del,得,导,尊,,True
M3_0249,stt11,page_0034,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,,,,翠,sub,草,早,寸,一,True
M3_0250,stt2,page_0310,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,畢,畢,畢,寻,sub,别,子,祭,,True
M3_0251,stt2,page_0176,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,景,景,景,景,sub,是,,景,,True
M3_0252,stt11,page_0034,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,寄,寄,寄,导,sub,尊,鸟,尊,,True
M3_0253,stt2,page_0034,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,寻,哥,尊,,True
M3_0254,stt2,page_0022,9,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,,del,尊,尊,等,,True
M3_0255,stt2,page_0060,1,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,景,景,景,哥,sub,哥,哥,曰,,True
M3_0256,stt11,page_0288,1,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,旱,sub,學,是,旱,,True
M3_0257,stt2,page_0306,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,西,等,等西,寻,sub,,,旱,,True
M3_0258,stt2,page_0280,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,,del,寻,是,旱,,True
M3_0259,stt4,page_0028,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,,,旱,,True
M3_0260,stt2,page_0274,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,學,sub,華,子,等,,True
M3_0261,stt2,page_0056,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,弄,弄,弄,哥,sub,弄,弄,寺,,True
M3_0262,stt11,page_0112,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,寻,导,导,,True
M3_0263,stt2,page_0276,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,导,寻,导,答,True
M3_0264,stt4,page_0090,9,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,,del,,,,,True
M3_0265,stt2,page_0054,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,要,要,要,暑,sub,秀,秀,否,,True
M3_0266,stt2,page_0220,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,是,是,是,寻,sub,導,等,等,,True
M3_0267,stt2,page_0202,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,畢,畢,畢,等,sub,寻,景,等,,True
M3_0268,stt2,page_0304,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,是,是,是,,del,导,导,导,,True
M3_0269,stt4,page_0140,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,入,拿,公,八,True
M3_0270,stt2,page_0098,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,,寻,章,,True
M3_0271,stt2,page_0164,9,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,呻,sub,导,寺,等,,True
M3_0272,stt2,page_0320,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,景,明,明景,旱,sub,明,明,叻,,True
M3_0273,stt2,page_0324,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,导,sub,导,导,导,,True
M3_0274,stt4,page_0204,1,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,寻,寻,导,,True
M3_0275,stt4,page_0224,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,矜,矜,矜,寻,sub,斧,玲,扵,,True
M3_0276,stt2,page_0120,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,寻,哥,等,,True
M3_0277,stt4,page_0136,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,別,別,別,寻,sub,別,别,别,一,True
M3_0278,stt2,page_0138,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,导,sub,等,等,等,一,True
M3_0279,stt11,page_0076,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,畢,畢,畢,導,sub,是,果,墨,,True
M3_0280,stt2,page_0096,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,是,号,尊,心,True
M3_0281,stt4,page_0230,7,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,寻,寻,寻,,True
M3_0282,stt2,page_0298,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,景,景,景,意,sub,國,門,寺,,True
M3_0283,stt2,page_0042,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等母,詩,sub,导,母,等,,True
M3_0284,stt11,page_0272,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,是,是,是,导,sub,星,导,旱,,True
M3_0285,stt4,page_0268,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,字,寻,寻,,True
M3_0286,stt2,page_0112,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,哥,sub,,,寺,怂,True
M3_0287,stt11,page_0262,6,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,畢,畢,畢,导,sub,早,耳,豆,耳,True
M3_0288,stt2,page_0318,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,,del,导,等,日,,True
M3_0289,stt2,page_0310,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,是,是,是,,del,寻,导,日,,True
M3_0290,stt2,page_0272,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,,del,导,导,导,一,True
M3_0291,stt11,page_0134,2,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,导,sub,导,是,旱,四,True
M3_0292,stt2,page_0044,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,守,等,等,,True
M3_0293,stt4,page_0094,4,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,哥,sub,公,,等,,True
M3_0294,stt2,page_0180,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,,等,等,,True
M3_0295,stt2,page_0184,8,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,寻,sub,同,等,心,,True
M3_0296,stt4,page_0104,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,,,,寻,sub,,享,算,,True
M3_0297,stt2,page_0240,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,等,等,等,导,sub,妙,母,妖,峨,True
M3_0298,stt2,page_0056,3,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,得,得,得,寻,sub,是,,等,,True
M3_0299,stt4,page_0280,5,GOLD,s1_inter_s2_direct,㝵,người,㝵,20,尋,尋,尋,寻,sub,寻,寻,导,导,True
