ヌ	U+30CC
蜍	U+870D
蝎	U+874E
蝟	U+875F
螉	U+8789
融	U+878D
螚	U+879A
螭	U+87AD
蟓	U+87D3
蟯	U+87EF
蠈	U+8808
蠡	U+8821
蠩	U+8829
衝	U+885D
衣	U+8863
衤	U+8864
补	U+8865
被	U+88AB
袳	U+88B3
袼	U+88BC
裕	U+88D5
裮	U+88EE
褚	U+891A
襐	U+8950
襓	U+8953
覅	U+8985
覜	U+899C
覩	U+89A9
覰	U+89B0
覷	U+89B7
覻	U+89BB
觑	U+89D1
解	U+89E3
觤	U+89E4
觳	U+89F3
言	U+8A00
計	U+8A08
訐	U+8A10
訢	U+8A22
訴	U+8A34
詩	U+8A69
詭	U+8A6D
誋	U+8A8B
誼	U+8ABC
調	U+8ABF
諅	U+8AC5
諊	U+8ACA
請	U+8ACB
論	U+8AD6
諰	U+8AF0
諸	U+8AF8
譔	U+8B54
譪	U+8B6A
认	U+8BA4
讪	U+8BAA
讬	U+8BAC
诡	U+8BE1
详	U+8BE6
诸	U+8BF8
谼	U+8C3C
豆	U+8C46
豊	U+8C4A
象	U+8C61
豬	U+8C6C
貝	U+8C9D
買	U+8CB7
賀	U+8CC0
賊	U+8CCA
賒	U+8CD2
賖	U+8CD6
賭	U+8CED
贑	U+8D11
贺	U+8D3A
贾	U+8D3E
赦	U+8D66
赬	U+8D6C
赼	U+8D7C
赽	U+8D7D
趁	U+8D81
趂	U+8D82
趃	U+8D83
趄	U+8D84
趎	U+8D8E
趔	U+8D94
趨	U+8DA8
趬	U+8DAC
趼	U+8DBC
跢	U+8DE2
跱	U+8DF1
跷	U+8DF7
踈	U+8E08
踲	U+8E32
踷	U+8E37
蹞	U+8E5E
蹠	U+8E60
蹺	U+8E7A
蹻	U+8E7B
躀	U+8E80
躭	U+8EAD
躰	U+8EB0
躶	U+8EB6
躺	U+8EBA
軆	U+8EC6
車	U+8ECA
軒	U+8ED2
輄	U+8F04
輘	U+8F18
輪	U+8F2A
轫	U+8F6B
轮	U+8F6E
轱	U+8F71
辞	U+8F9E
辧	U+8FA7
辻	U+8FBB
込	U+8FBC
迈	U+8FC8
迍	U+8FCD
迻	U+8FFB
透	U+900F
逓	U+9013
逞	U+901E
逡	U+9021
連	U+9023
遁	U+9041
遅	U+9045
遒	U+9052
遜	U+905C
遟	U+905F
遤	U+9064
遬	U+906C
遳	U+9073
邁	U+9081
邏	U+908F
邛	U+909B
那	U+90A3
邩	U+90A9
邰	U+90B0
郈	U+90C8
郍	U+90CD
郎	U+90CE
都	U+90FD
鄇	U+9107
鄘	U+9118
酉	U+9149
酋	U+914B
酒	U+9152
酖	U+9156
酣	U+9163
酸	U+9178
醌	U+918C
醯	U+91AF
醴	U+91B4
釆	U+91C6
釉	U+91C9
重	U+91CD
釣	U+91E3
鈣	U+9223
鈰	U+9230
鉚	U+925A
鉻	U+927B
銊	U+928A
錩	U+9329
鍳	U+9373
鎔	U+9394
鎙	U+9399
鎤	U+93A4
鎯	U+93AF
鏕	U+93D5
鏖	U+93D6
鏞	U+93DE
鏡	U+93E1
鐧	U+9427
鐭	U+942D
鐿	U+943F
鑑	U+9451
鑒	U+9452
鑬	U+946C
鑽	U+947D
钙	U+9499
铬	U+94EC
铰	U+94F0
锄	U+9504
锠	U+9520
镕	U+9555
镖	U+9556
镱	U+9571
閇	U+9587
閈	U+9588
閉	U+9589
閗	U+9597
閙	U+9599
閣	U+95A3
閤	U+95A4
閶	U+95B6
闘	U+95D8
闭	U+95ED
闹	U+95F9
阁	U+9601
阊	U+960A
阝	U+961D
阻	U+963B
陀	U+9640
陂	U+9642
除	U+9664
陼	U+967C
隿	U+96BF
難	U+96E3
雰	U+96F0
雷	U+96F7
電	U+96FB
霂	U+9702
霈	U+9708
霜	U+971C
靠	U+9760
韌	U+97CC
韦	U+97E6
頋	U+980B
頗	U+9817
頣	U+9823
頪	U+982A
頫	U+982B
頬	U+982C
頭	U+982D
頵	U+9835
頸	U+9838
頻	U+983B
顋	U+984B
額	U+984D
顎	U+984E
顏	U+984F
顑	U+9851
顓	U+9853
顕	U+9855
顖	U+9856
願	U+9858
類	U+985E
顢	U+9862
顨	U+9868
顬	U+986C
顳	U+9873
颇	U+9887
颓	U+9893
颜	U+989C
颱	U+98B1
飞	U+98DE
餘	U+9918
饐	U+9950
饒	U+9952
饮	U+996E
饶	U+9976
駡	U+99E1
騩	U+9A29
验	U+9A8C
骢	U+9AA2
骵	U+9AB5
骺	U+9ABA
體	U+9AD4
高	U+9AD8
鬥	U+9B25
鬦	U+9B26
鬧	U+9B27
鬪	U+9B2A
鬬	U+9B2C
鬭	U+9B2D
鬼	U+9B3C
魪	U+9B6A
魲	U+9B72
鮋	U+9B8B
鮐	U+9B90
鯈	U+9BC8
鯧	U+9BE7
鰓	U+9C13
鱟	U+9C5F
鱧	U+9C67
鱱	U+9C71
鱸	U+9C78
鱺	U+9C7A
鲳	U+9CB3
鳢	U+9CE2
鴆	U+9D06
鴺	U+9D3A
鵜	U+9D5C
鶲	U+9DB2
鷖	U+9DD6
鷧	U+9DE7
鷾	U+9DFE
鸹	U+9E39
鸻	U+9E3B
鹥	U+9E65
鹿	U+9E7F
麆	U+9E86
麻	U+9EBB
黎	U+9ECE
黓	U+9ED3
默	U+9ED8
黧	U+9EE7
黳	U+9EF3
鼚	U+9F1A
龍	U+9F8D
秊	U+F995
廓	U+FA0B
𠀃	U+20003
𠀖	U+20016
𠀗	U+20017
𠀠	U+20020
𠀮	U+2002E
𠀲	U+20032
𠀳	U+20033
𠀹	U+20039
𠁀	U+20040
𠁈	U+20048
𠁉	U+20049
𠁦	U+20066
𠁱	U+20071
𠂂	U+20082
𠂎	U+2008E
𠃞	U+200DE
𠄜	U+2011C
𠄧	U+20127
𠄩	U+20129
𠄵	U+20135
𠄹	U+20139
𠄼	U+2013C
𠄽	U+2013D
𠅈	U+20148
𠅜	U+2015C
𠆰	U+201B0
𠆴	U+201B4
𠇍	U+201CD
𠇕	U+201D5
𠇮	U+201EE
𠇰	U+201F0
𠈏	U+2020F
𠉗	U+20257
𠉞	U+2025E
𠊚	U+2029A
𠊛	U+2029B
𠊱	U+202B1
𠋣	U+202E3
𠋫	U+202EB
𠌾	U+2033E
𠏠	U+203E0
𠐌	U+2040C
𠐜	U+2041C
𠒥	U+204A5
𠒫	U+204AB
𠒬	U+204AC
𠓇	U+204C7
𠓨	U+204E8
𠓹	U+204F9
𠓻	U+204FB
𠔇	U+20507
𠔋	U+2050B
𠔐	U+20510
𠔛	U+2051B
𠔝	U+2051D
𠔭	U+2052D
𠔾	U+2053E
𠕄	U+20544
𠖃	U+20583
𠖔	U+20594
𠖠	U+205A0
𠘨	U+20628
𠘭	U+2062D
𠚙	U+20699
𠚢	U+206A2
𠛂	U+206C2
𠛲	U+206F2
𠜆	U+20706
𠝀	U+20740
𠡦	U+20866
𠣨	U+208E8
𠣩	U+208E9
𠥊	U+2094A
𠥩	U+20969
𠦅	U+20985
𠦙	U+20999
𠦚	U+2099A
𠦩	U+209A9
𠦳	U+209B3
𠧆	U+209C6
𠨪	U+20A2A
𠨶	U+20A36
𠩌	U+20A4C
𠩛	U+20A5B
𠩞	U+20A5E
𠩰	U+20A70
𠫎	U+20ACE
𠫺	U+20AFA
𠫾	U+20AFE
𠬋	U+20B0B
𠬛	U+20B1B
𠬠	U+20B20
𠬱	U+20B31
𠬸	U+20B38
𠭁	U+20B41
𠭆	U+20B46
𠭏	U+20B4F
𠮙	U+20B99
𠮹	U+20BB9
𠮾	U+20BBE
𠯉	U+20BC9
𠯑	U+20BD1
𠯪	U+20BEA
𠯹	U+20BF9
𠯻	U+20BFB
𠰂	U+20C02
𠰎	U+20C0E
𠰏	U+20C0F
𠰹	U+20C39
𠱌	U+20C4C
𠱩	U+20C69
𠱭	U+20C6D
𠱰	U+20C70
𠲖	U+20C96
𠲥	U+20CA5
𠳒	U+20CD2
𠳗	U+20CD7
𠳹	U+20CF9
𠳺	U+20CFA
𠳿	U+20CFF
𠴓	U+20D13
𠴝	U+20D1D
𠴩	U+20D29
𠵂	U+20D42
𠵌	U+20D4C
𠵱	U+20D71
𠵲	U+20D72
𠵴	U+20D74
𠵶	U+20D76
𠶄	U+20D84
𠶉	U+20D89
𠶋	U+20D8B
𠶒	U+20D92
𠶖	U+20D96
𠶝	U+20D9D
𠶷	U+20DB7
𠷛	U+20DDB
𠸃	U+20E03
𠸇	U+20E07
𠸍	U+20E0D
𠸗	U+20E17
𠸛	U+20E1B
𠸜	U+20E1C
𠹀	U+20E40
𠹈	U+20E48
𠹩	U+20E69
𠹵	U+20E75
𠺘	U+20E98
𠺞	U+20E9E
𠺳	U+20EB3
𠺹	U+20EB9
𠻁	U+20EC1
𠻊	U+20ECA
𠼪	U+20F2A
𠼱	U+20F31
𠽬	U+20F6C
𠾚	U+20F9A
𠿮	U+20FEE
𡀜	U+2101C
𡀫	U+2102B
𡂄	U+21084
𡂅	U+21085
𡂒	U+21092
𡃊	U+210CA
𡃑	U+210D1
𡃕	U+210D5
𡃝	U+210DD
𡃯	U+210EF
𡅳	U+21173
𡆁	U+21181
𡆫	U+211AB
𡇣	U+211E3
𡇪	U+211EA
𡉄	U+21244
𡊰	U+212B0
𡍴	U+21374
𡍺	U+2137A
𡐬	U+2142C
𡑛	U+2145B
𡑴	U+21474
𡑺	U+2147A
𡒀	U+21480
𡔅	U+21505
𡔈	U+21508
𡔌	U+2150C
𡗉	U+215C9
𡗋	U+215CB
𡗚	U+215DA
𡗧	U+215E7
𡗶	U+215F6
𡝕	U+21755
𡠄	U+21804
𡢏	U+2188F
𡤓	U+21913
𡤔	U+21914
𡤠	U+21920
𡥎	U+2194E
𡥵	U+21975
𡦿	U+219BF
𡧚	U+219DA
𡧧	U+219E7
𡨆	U+21A06
𡨸	U+21A38
𡩀	U+21A40
𡩅	U+21A45
𡩙	U+21A59
𡩚	U+21A5A
𡩵	U+21A75
𡪀	U+21A80
𡪏	U+21A8F
𡪦	U+21AA6
𡭒	U+21B52
𡭼	U+21B7C
𡮁	U+21B81
𡰱	U+21C31
𡰻	U+21C3B
𡲌	U+21C8C
𡳎	U+21CCE
𡳿	U+21CFF
𡴡	U+21D21
𡴩	U+21D29
𡴬	U+21D2C
𡶀	U+21D80
𡽒	U+21F52
𡿸	U+21FF8
𢀛	U+2201B
𢀯	U+2202F
𢀰	U+22030
𢀳	U+22033
𢁅	U+22045
𢁉	U+22049
𢁌	U+2204C
𢁍	U+2204D
𢁨	U+22068
𢂂	U+22082
𢂜	U+2209C
𢃊	U+220CA
𢆥	U+221A5
𢇼	U+221FC
𢈈	U+22208
𢈖	U+22216
𢈺	U+2223A
𢊑	U+22291
𢊣	U+222A3
𢊬	U+222AC
𢊸	U+222B8
𢋏	U+222CF
𢋕	U+222D5
𢋬	U+222EC
𢌊	U+2230A
𢌌	U+2230C
𢌬	U+2232C
𢌰	U+22330
𢌴	U+22334
𢌺	U+2233A
𢍳	U+22373
𢍺	U+2237A
𢏟	U+223DF
𢏡	U+223E1
𢐝	U+2241D
𢑳	U+22473
𢑽	U+2247D
𢒕	U+22495
𢔨	U+22528
𢔶	U+22536
𢖱	U+225B1
𢖺	U+225BA
𢗹	U+225F9
𢚁	U+22681
𢚸	U+226B8
𢛳	U+226F3
𢜏	U+2270F
𢜖	U+22716
𢜝	U+2271D
𢜠	U+22720
𢜬	U+2272C
𢝘	U+22758
𢝾	U+2277E
𢟗	U+227D7
𢠀	U+22800
𢠩	U+22829
𢡃	U+22843
𢢙	U+22899
𢤊	U+2290A
𢧚	U+229DA
𢧩	U+229E9
𢩧	U+22A67
𢩮	U+22A6E
𢪀	U+22A80
𢪙	U+22A99
𢪥	U+22AA5
𢪭	U+22AAD
𢪱	U+22AB1
𢫆	U+22AC6
𢫫	U+22AEB
𢫵	U+22AF5
𢫶	U+22AF6
𢬂	U+22B02
𢬗	U+22B17
𢬦	U+22B26
𢭄	U+22B44
𢭩	U+22B69
𢭷	U+22B77
𢮠	U+22BA0
𢯓	U+22BD3
𢯠	U+22BE0
𢰓	U+22C13
𢰛	U+22C1B
𢱪	U+22C6A
𢱭	U+22C6D
𢲠	U+22CA0
𢲧	U+22CA7
𢳀	U+22CC0
𢳎	U+22CCE
𢴽	U+22D3D
𢵄	U+22D44
𢶸	U+22DB8
𢹮	U+22E6E
𢺢	U+22EA2
𢺶	U+22EB6
𢼂	U+22F02
𢽼	U+22F7C
𢿘	U+22FD8
𢿙	U+22FD9
𣀟	U+2301F
𣀭	U+2302D
𣃦	U+230E6
𣆠	U+231A0
𣇱	U+231F1
𣇶	U+231F6
𣈗	U+23217
𣈙	U+23219
𣈛	U+2321B
𣈜	U+2321C
𣈪	U+2322A
𣉺	U+2327A
𣋐	U+232D0
𣋚	U+232DA
𣋥	U+232E5
𣋻	U+232FB
𣌆	U+23306
𣌌	U+2330C
𣎏	U+2338F
𣎷	U+233B7
𣏃	U+233C3
𣏿	U+233FF
𣐝	U+2341D
𣓤	U+234E4
𣕘	U+23558
𣖎	U+2358E
𣗓	U+235D3
𣚦	U+236A6
𣛙	U+236D9
𣛪	U+236EA
𣛭	U+236ED
𣜾	U+2373E
𣜿	U+2373F
𣞳	U+237B3
𣟎	U+237CE
𣠕	U+23815
𣥧	U+23967
𣦁	U+23981
𣦂	U+23982
𣦍	U+2398D
𣨌	U+23A0C
𣩂	U+23A42
𣪉	U+23A89
𣪍	U+23A8D
𣫕	U+23AD5
𣭙	U+23B59
𣯫	U+23BEB
𣱏	U+23C4F
𣲍	U+23C8D
𣳔	U+23CD4
𣳮	U+23CEE
𣴙	U+23D19
𣵀	U+23D40
𣷠	U+23DE0
𣸜	U+23E1C
𣺽	U+23EBD
𣻕	U+23ED5
𣽦	U+23F66
𤀞	U+2401E
𤇚	U+241DA
𤇳	U+241F3
𤈤	U+24224
𤉢	U+24262
𤊱	U+242B1
𤋬	U+242EC
𤌄	U+24304
𤍄	U+24344
𤍊	U+2434A
𤎔	U+24394
𤏣	U+243E3
𤐝	U+2441D
𤑟	U+2445F
𤒝	U+2449D
𤓆	U+244C6
𤔇	U+24507
𤔈	U+24508
𤔑	U+24511
𤕉	U+24549
𤕘	U+24558
𤙫	U+2466B
𤙭	U+2466D
𤙰	U+24670
𤛀	U+246C0
𤞻	U+247BB
𤢤	U+248A4
𤤰	U+24930
𤦨	U+249A8
𤩪	U+24A6A
𤪈	U+24A88
𤬟	U+24B1F
𤬡	U+24B21
𤬢	U+24B22
𤮾	U+24BBE
𤮿	U+24BBF
𤯆	U+24BC6
𤯑	U+24BD1
𤯿	U+24BFF
𤰞	U+24C1E
𤱲	U+24C72
𤳱	U+24CF1
𤴥	U+24D25
𤶎	U+24D8E
𤶏	U+24D8F
𤷥	U+24DE5
𤷲	U+24DF2
𤷴	U+24DF4
𤸿	U+24E3F
𤹙	U+24E59
𤺲	U+24EB2
𤻐	U+24ED0
𤽗	U+24F57
𤾓	U+24F93
𥄡	U+25121
𥄨	U+25128
𥅶	U+25176
𥆮	U+251AE
𥉩	U+25269
𥉫	U+2526B
𥉴	U+25274
𥊛	U+2529B
𥊽	U+252BD
𥋸	U+252F8
𥏋	U+253CB
𥏌	U+253CC
𥏍	U+253CD
𥏬	U+253EC
𥏹	U+253F9
𥐈	U+25408
𥒥	U+254A5
𥓋	U+254CB
𥓓	U+254D3
𥔆	U+25506
𥘆	U+25606
𥘉	U+25609
𥘋	U+2560B
𥘨	U+25628
𥘲	U+25632
𥘵	U+25635
𥙩	U+25669
𥙪	U+2566A
𥛉	U+256C9
𥛜	U+256DC
𥛭	U+256ED
𥜨	U+25728
𥜪	U+2572A
𥝏	U+2574F
𥞞	U+2579E
𥟖	U+257D6
𥟵	U+257F5
𥠻	U+2583B
𥡓	U+25853
𥡚	U+2585A
𥡞	U+2585E
𥡳	U+25873
𥡴	U+25874
𥢀	U+25880
𥥭	U+2596D
𥥺	U+2597A
𥦿	U+259BF
𥩳	U+25A73
𥪝	U+25A9D
𥪺	U+25ABA
𥫃	U+25AC3
𥫚	U+25ADA
𥫫	U+25AEB
𥮅	U+25B85
𥯊	U+25BCA
𥱊	U+25C4A
𥹠	U+25E60
𥹪	U+25E6A
𥹾	U+25E7E
𥺋	U+25E8B
𥻕	U+25ED5
𥼾	U+25F3E
𥾋	U+25F8B
𥿺	U+25FFA
𦄓	U+26113
𦉼	U+2627C
𦊚	U+2629A
𦊛	U+2629B
𦋝	U+262DD
𦋦	U+262E6
𦋻	U+262FB
𦌋	U+2630B
𦌴	U+26334
𦎛	U+2639B
𦑥	U+26465
𦓡	U+264E1
𦖻	U+265BB
𦘒	U+26612
𦙼	U+2667C
𦚚	U+2669A
𦛋	U+266CB
𦛹	U+266F9
𦜞	U+2671E
𦝄	U+26744
𦝕	U+26755
𦞁	U+26781
𦠆	U+26806
𦠋	U+2680B
𦡋	U+2684B
𦧘	U+269D8
𦬝	U+26B1D
𦯔	U+26BD4
𦰡	U+26C21
𦱩	U+26C69
𦲬	U+26CAC
𦲹	U+26CB9
𦲿	U+26CBF
𦴙	U+26D19
𦵘	U+26D58
𦺓	U+26E93
𦺙	U+26E99
𦼌	U+26F0C
𦽯	U+26F6F
𧍍	U+2734D
𧍐	U+27350
𧒿	U+274BF
𧖑	U+27591
𧘇	U+27607
𧙜	U+2765C
𧛇	U+276C7
𧝎	U+2774E
𧟡	U+277E1
𧡊	U+2784A
𧥔	U+27954
𧦓	U+27993
𧦡	U+279A1
𧨻	U+27A3B
𧩔	U+27A54
𧩯	U+27A6F
𧪜	U+27A9C
𧫋	U+27ACB
𧭷	U+27B77
𧰼	U+27C3C
𧲟	U+27C9F
𧴫	U+27D2B
𧵪	U+27D6A
𧵽	U+27D7D
𧶬	U+27DAC
𧶱	U+27DB1
𧻩	U+27EE9
𧼋	U+27F0B
𧿑	U+27FD1
𨀊	U+2800A
𨀕	U+28015
𨈔	U+28214
𨈠	U+28220
𨈦	U+28226
𨈨	U+28228
𨉓	U+28253
𨉟	U+2825F
𨉥	U+28265
𨉦	U+28266
𨊍	U+2828D
𨊗	U+28297
𨑗	U+28457
𨑮	U+2846E
𨑴	U+28474
𨑻	U+2847B
𨒒	U+28492
𨔍	U+2850D
𨔽	U+2853D
𨔾	U+2853E
𨕡	U+28561
𨕭	U+2856D
𨖲	U+285B2
𨗊	U+285CA
𨗌	U+285CC
𨗤	U+285E4
𨙻	U+2867B
𨛫	U+286EB
𨝟	U+2875F
𨠁	U+28801
𨡂	U+28842
𨡇	U+28847
𨢘	U+28898
𨢽	U+288BD
𨣪	U+288EA
𨤔	U+28914
𨤣	U+28923
𨤧	U+28927
𨤰	U+28930
𨰲	U+28C32
𨶂	U+28D82
𨾍	U+28F8D
𩂁	U+29081
𩂠	U+290A0
𩄨	U+29128
𩄴	U+29134
𩅻	U+2917B
𩈘	U+29218
𩑛	U+2945B
𩑼	U+2947C
𩔖	U+29516
𩔗	U+29517
𩔚	U+2951A
𩔧	U+29527
𩔫	U+2952B
𩛖	U+296D6
𩛜	U+296DC
𩜱	U+29731
𩞀	U+29780
𩠜	U+2981C
𩠥	U+29825
𩠦	U+29826
𩠨	U+29828
𩪆	U+29A86
𩲚	U+29C9A
𩼁	U+29F01
𩽬	U+29F6C
𩾢	U+29FA2
𪀆	U+2A006
𪂔	U+2A094
𪅨	U+2A168
𪇎	U+2A1CE
𪊴	U+2A2B4
𪏭	U+2A3ED
𪘵	U+2A635
𪚤	U+2A6A4
𪚾	U+2A6BE
𪜀	U+2A700
𪜚	U+2A71A
𪞷	U+2A7B7
𪠞	U+2A81E
𪡔	U+2A854
𪡗	U+2A857
𪢣	U+2A8A3
𪤠	U+2A920
𪥘	U+2A958
𪦲	U+2A9B2
𪪳	U+2AAB3
𪬫	U+2AB2B
𪱜	U+2AC5C
𪱯	U+2AC6F
𪵯	U+2AD6F
𪻟	U+2AEDF
𪼀	U+2AF00
𪽛	U+2AF5B
𪽡	U+2AF61
𪾺	U+2AFBA
𪿁	U+2AFC1
𫃀	U+2B0C0
𫇐	U+2B1D0
𫋶	U+2B2F6
𫌠	U+2B320
𫗒	U+2B5D2
𫙔	U+2B654
𫜵	U+2B735
𫡛	U+2B85B
𫡭	U+2B86D
𫡵	U+2B875
𫢚	U+2B89A
𫢩	U+2B8A9
𫢫	U+2B8AB
𫥧	U+2B967
𫥨	U+2B968
𫧇	U+2B9C7
𫧣	U+2B9E3
𫧧	U+2B9E7
𫨩	U+2BA29
𫩉	U+2BA49
𫩝	U+2BA5D
𫪁	U+2BA81
𫭔	U+2BB54
𫮇	U+2BB87
𫯝	U+2BBDD
𫰣	U+2BC23
𫲳	U+2BCB3
𫳹	U+2BCF9
𫴮	U+2BD2E
𫴾	U+2BD3E
𫶸	U+2BDB8
𫷜	U+2BDDC
𫸬	U+2BE2C
𫺲	U+2BEB2
𫽄	U+2BF44
𫽖	U+2BF56
𬃴	U+2C0F4
𬈋	U+2C20B
𬎷	U+2C3B7
𬏇	U+2C3C7
𬏓	U+2C3D3
𬏝	U+2C3DD
𬑉	U+2C449
𬔫	U+2C52B
𬚸	U+2C6B8
𬠩	U+2C829
𬧾	U+2C9FE
𬨠	U+2CA20
𬨱	U+2CA31
𬨺	U+2CA3A
𬩅	U+2CA45
𬮤	U+2CBA4
𭲖	U+2DC96
𰔫	U+3052B
𰨂	U+30A02
𱍸	U+31378
𱍽	U+3137D
𱏺	U+313FA
𱐩	U+31429
𱐬	U+3142C
𱐭	U+3142D
𱔫	U+3152B
𱙎	U+3164E
𱙘	U+31658
𱜂	U+31702
𱜢	U+31722
𱝮	U+3176E
𱢑	U+31891
𱢞	U+3189E
𱢽	U+318BD
𱥺	U+3197A
𱺵	U+31EB5
𱻊	U+31ECA
𱼙	U+31F19
𲄆	U+32106
𲄋	U+3210B
𲇁	U+321C1
𲍣	U+32363
󰀉	U+F0009
󰀎	U+F000E
󰀘	U+F0018
󰁂	U+F0042
󰁯	U+F006F
󰁰	U+F0070
󰃆	U+F00C6
󰅈	U+F0148
󰅹	U+F0179
󰆙	U+F0199
󰇕	U+F01D5
󰉚	U+F025A
󰉩	U+F0269
󰉺	U+F027A
󰋇	U+F02C7
󰍱	U+F0371
󰎰	U+F03B0
󰏲	U+F03F2
󰒂	U+F0482
󰒯	U+F04AF
󰓁	U+F04C1
󰕒	U+F0552
󰘚	U+F061A
󰛺	U+F06FA
󰜡	U+F0721
󰞺	U+F07BA
󰟭	U+F07ED
󰟱	U+F07F1
󰟵	U+F07F5
󰠝	U+F081D
󰡏	U+F084F
󰢔	U+F0894
󰢿	U+F08BF
󰥎	U+F094E
󰭖	U+F0B56
󰯯	U+F0BEF
󰰐	U+F0C10
󰳁	U+F0CC1
󱅫	U+F116B
󱈗	U+F1217
󱉎	U+F124E
󱊨	U+F12A8
󱏙	U+F13D9
󱓽	U+F14FD
󱖕	U+F1595
󱗟	U+F15DF
󱙀	U+F1640
󱙌	U+F164C
󱙣	U+F1663
󱚍	U+F168D
󱛝	U+F16DD
󱛾	U+F16FE
󱜜	U+F171C
󱜫	U+F172B
󱝂	U+F1742
󱝝	U+F175D
󱝬	U+F176C
󱝮	U+F176E
󱝱	U+F1771
󱞥	U+F17A5
󱞾	U+F17BE
󱞿	U+F17BF
󱟓	U+F17D3
󱟔	U+F17D4
󱟟	U+F17DF
󱟼	U+F17FC
󱠴	U+F1834
󱢋	U+F188B
󱥙	U+F1959
󱦆	U+F1986
󱦏	U+F198F
󱦦	U+F19A6
󱧽	U+F19FD
󱨦	U+F1A26
󱨵	U+F1A35
󱪃	U+F1A83
󱪈	U+F1A88
󱪉	U+F1A89
󱫦	U+F1AE6
󱫱	U+F1AF1
󱰷	U+F1C37
󱰹	U+F1C39
󱳏	U+F1CCF
󱸗	U+F1E17
󱺆	U+F1E86
󱼓	U+F1F13
