image,book,page,column,nom_idx,syl_idx,ocr_char,syllable,tier,tier_v3,rule,tier_goc,rule_goc,bbox,p_syl_v3,argmax,max_prob,p_left,p_right,fold,gate_09,gate_08,rule_de_xuat
,stt11,page_0206,8,18,19,放,hơn,REVIEW,REVIEW,no_context,,,"[400, 2006, 501, 2119]",0.961104,hơn,0.961104,6.85436e-06,7.12741e-06,4,1,1,visual_syl_gate
,stt11,page_0208,2,3,3,率,trên,REVIEW,REVIEW,no_context,,,"[1411, 745, 1518, 864]",0.979238,trên,0.979238,5.02531e-05,3.16943e-05,1,1,1,visual_syl_gate
,stt11,page_0208,4,0,0,嵐,ở,REVIEW,REVIEW,no_context,,,"[1092, 457, 1197, 565]",0.837983,ở,0.837983,,4.68411e-05,1,0,1,visual_syl_gate
,stt11,page_0212,4,13,13,癸,lành,REVIEW,REVIEW,no_context,,,"[1023, 1610, 1129, 1728]",0.819871,lành,0.819871,0.000434121,0.00848436,4,0,1,visual_syl_gate
,stt11,page_0212,7,10,10,呬,nói,REVIEW,REVIEW,no_context,,,"[563, 1334, 675, 1452]",0.905909,nói,0.905909,0.0010578,4.64766e-05,4,1,1,visual_syl_gate
,stt11,page_0214,1,10,10,𡜞,em,REVIEW,REVIEW,no_context,,,"[1448, 1382, 1565, 1502]",0.941681,em,0.941681,0.000125353,1.12772e-06,3,1,1,visual_syl_gate
,stt11,page_0214,3,11,11,福,xem,REVIEW,REVIEW,no_context,,,"[1147, 1428, 1251, 1544]",0.904252,xem,0.904252,9.91626e-05,1.42857e-05,3,1,1,visual_syl_gate
,stt11,page_0214,7,17,17,身,cả,REVIEW,REVIEW,no_context,,,"[535, 2017, 637, 2138]",0.949878,cả,0.949878,1.84871e-05,0.00640433,3,1,1,visual_syl_gate
,stt11,page_0214,9,15,15,蔓,một,REVIEW,REVIEW,no_context,,,"[254, 1760, 346, 1865]",0.975986,một,0.975986,9.91626e-05,3.53575e-05,3,1,1,visual_syl_gate
,stt11,page_0216,6,22,22,負,mày,REVIEW,REVIEW,no_context,,,"[730, 2401, 833, 2508]",0.84538,mày,0.84538,1.03703e-05,,3,0,1,visual_syl_gate
,stt11,page_0216,8,6,6,富,xuống,REVIEW,REVIEW,no_context,,,"[423, 988, 524, 1106]",0.879808,xuống,0.879808,0.000447901,9.22356e-06,3,0,1,visual_syl_gate
,stt11,page_0218,6,2,2,哆,hai,REVIEW,REVIEW,no_context,,,"[692, 592, 793, 705]",0.882389,hai,0.882389,9.15178e-06,6.10923e-05,1,0,1,visual_syl_gate
,stt11,page_0218,7,1,1,具,là,REVIEW,REVIEW,no_context,,,"[548, 506, 647, 623]",0.829839,là,0.829839,0.000807883,0.000863353,1,0,1,visual_syl_gate
,stt11,page_0220,6,7,7,臣,chịu,REVIEW,REVIEW,no_context,,,"[740, 1043, 839, 1154]",0.847447,chịu,0.847447,7.03168e-05,0.00618309,4,0,1,visual_syl_gate
,stt11,page_0220,8,5,5,神,bỏ,REVIEW,REVIEW,no_context,,,"[420, 871, 523, 987]",0.887954,bỏ,0.887954,0.000142044,3.23777e-06,4,0,1,visual_syl_gate
,stt11,page_0222,2,10,10,燬,đi,REVIEW,REVIEW,no_context,,,"[1316, 1423, 1420, 1545]",0.861738,đi,0.861738,5.34942e-05,9.97304e-06,3,0,1,visual_syl_gate
,stt11,page_0222,6,8,8,厉,đức,REVIEW,REVIEW,no_context,,,"[727, 1174, 828, 1289]",0.95876,đức,0.95876,3.12029e-05,9.3688e-06,3,1,1,visual_syl_gate
,stt11,page_0224,1,18,19,𠕅,trăm,REVIEW,REVIEW,no_context,,,"[1490, 2074, 1591, 2182]",0.80127,trăm,0.80127,0.0357205,0.000509525,3,0,1,visual_syl_gate
,stt11,page_0224,2,12,12,稜,ri,REVIEW,REVIEW,no_context,,,"[1341, 1518, 1440, 1627]",0.875095,ri,0.875095,7.19843e-05,6.00188e-06,3,0,1,visual_syl_gate
,stt11,page_0224,4,4,4,緣,thờ,REVIEW,REVIEW,no_context,,,"[1030, 812, 1135, 928]",0.817173,thờ,0.817173,0.00120334,2.8858e-05,3,0,1,visual_syl_gate
,stt11,page_0224,4,14,14,壹,xác,REVIEW,REVIEW,no_context,,,"[1031, 1800, 1134, 1922]",0.913851,xác,0.913851,0.000422411,0.000119613,3,1,1,visual_syl_gate
,stt11,page_0224,4,17,17,崦,em,REVIEW,REVIEW,no_context,,,"[1031, 2090, 1134, 2207]",0.969662,em,0.969662,1.52071e-05,8.95859e-05,3,1,1,visual_syl_gate
,stt11,page_0224,5,13,13,壹,xác,REVIEW,REVIEW,no_context,,,"[873, 1630, 975, 1748]",0.985225,xác,0.985225,1.49713e-05,7.25489e-05,3,1,1,visual_syl_gate
,stt11,page_0224,5,14,14,舥,bà,REVIEW,REVIEW,no_context,,,"[881, 1717, 983, 1833]",0.956072,bà,0.956072,7.25489e-05,0.00173722,3,1,1,visual_syl_gate
,stt11,page_0224,6,15,15,址,chảy,REVIEW,REVIEW,no_context,,,"[711, 1833, 815, 1953]",0.844761,chảy,0.844761,0.00543528,3.41977e-06,3,0,1,visual_syl_gate
,stt11,page_0226,1,8,8,粤,rô,REVIEW,REVIEW,no_context,,,"[1452, 1163, 1562, 1277]",0.817772,rô,0.817772,0.00760533,0.0134,2,0,1,visual_syl_gate
,stt11,page_0226,2,19,19,君,đầy,REVIEW,REVIEW,no_context,,,"[1315, 2222, 1421, 2331]",0.927053,đầy,0.927053,0.00457697,0.0173409,2,1,1,visual_syl_gate
,stt11,page_0228,1,18,17,矮,đi,REVIEW,REVIEW,no_context,,,"[1496, 2153, 1592, 2273]",0.973695,đi,0.973695,,8.54835e-05,2,1,1,visual_syl_gate
,stt11,page_0228,2,11,11,奴,ấy,REVIEW,REVIEW,no_context,,,"[1346, 1457, 1446, 1569]",0.833697,ấy,0.833697,0.00054451,0.00244987,2,0,1,visual_syl_gate
,stt11,page_0228,7,8,8,上,pha,REVIEW,REVIEW,no_context,,,"[571, 1126, 672, 1237]",0.857122,pha,0.857122,0.857122,0.000119613,2,0,1,visual_syl_gate
,stt11,page_0228,7,15,15,或,một,REVIEW,REVIEW,no_context,,,"[580, 1763, 681, 1876]",0.970521,một,0.970521,1.99893e-05,0.00010722,2,1,1,visual_syl_gate
,stt11,page_0228,9,12,13,盜,nghe,REVIEW,REVIEW,no_context,,,"[286, 1572, 383, 1684]",0.851179,nghe,0.851179,7.01691e-06,7.03168e-05,2,0,1,visual_syl_gate
,stt11,page_0232,2,20,20,夜,để,REVIEW,REVIEW,no_context,,,"[1340, 2393, 1447, 2505]",0.870514,để,0.870514,3.02429e-05,,2,0,1,visual_syl_gate
,stt11,page_0232,3,7,9,回,có,REVIEW,REVIEW,no_context,,,"[1190, 1149, 1296, 1273]",0.928242,có,0.928242,0.00355065,0.000415862,2,1,1,visual_syl_gate
,stt11,page_0232,4,1,1,篋,nước,REVIEW,REVIEW,no_context,,,"[1021, 523, 1131, 643]",0.92451,nước,0.92451,2.09486e-05,0.000347466,2,1,1,visual_syl_gate
,stt11,page_0232,4,5,5,娗,mẹ,REVIEW,REVIEW,no_context,,,"[1028, 907, 1140, 1027]",0.914297,mẹ,0.914297,0.000136602,0.000296045,2,1,1,visual_syl_gate
,stt11,page_0232,5,16,16,咳,lóc,REVIEW,REVIEW,no_context,,,"[893, 1935, 997, 2051]",0.869345,lóc,0.869345,7.66269e-05,2.33699e-05,2,0,1,visual_syl_gate
,stt11,page_0234,3,5,5,罗,ra,REVIEW,REVIEW,no_context,,,"[1158, 889, 1258, 999]",0.832071,ra,0.832071,0.000336776,0.121789,2,0,1,visual_syl_gate
,stt11,page_0234,5,2,2,械,thành,REVIEW,REVIEW,no_context,,,"[860, 620, 968, 741]",0.974542,thành,0.974542,1.55677e-05,0.000269552,2,1,1,visual_syl_gate
,stt11,page_0234,7,3,3,乆,ấy,REVIEW,REVIEW,no_context,,,"[552, 707, 658, 820]",0.934267,ấy,0.934267,1.55677e-05,6.81534e-05,2,1,1,visual_syl_gate
,stt11,page_0234,7,18,18,庪,mà,REVIEW,REVIEW,no_context,,,"[545, 2007, 646, 2115]",0.91413,mà,0.91413,1.34202e-05,0.00083679,2,1,1,visual_syl_gate
,stt11,page_0234,8,18,18,執,sống,REVIEW,REVIEW,no_context,,,"[408, 2049, 508, 2162]",0.919389,sống,0.919389,0.0327789,0.000269552,2,1,1,visual_syl_gate
,stt11,page_0236,5,19,19,咩,còn,REVIEW,REVIEW,no_context,,,"[874, 2232, 972, 2346]",0.951096,còn,0.951096,1.87782e-05,0.000729861,0,1,1,visual_syl_gate
,stt11,page_0236,9,1,1,甚,ta,REVIEW,REVIEW,no_context,,,"[289, 525, 387, 638]",0.852427,ta,0.852427,3.0895e-06,0.0583208,0,0,1,visual_syl_gate
,stt11,page_0236,9,10,10,箋,một,REVIEW,REVIEW,no_context,,,"[288, 1339, 384, 1451]",0.947851,một,0.947851,4.72085e-05,3.16943e-05,0,1,1,visual_syl_gate
,stt11,page_0238,3,10,11,執,sống,REVIEW,REVIEW,no_context,,,"[1161, 1315, 1260, 1425]",0.838392,sống,0.838392,3.32153e-05,2.70526e-06,3,0,1,visual_syl_gate
,stt11,page_0240,1,6,8,聘,ra,REVIEW,REVIEW,no_context,,,"[1467, 1155, 1571, 1261]",0.95797,ra,0.95797,0.000143158,3.7345e-05,1,1,1,visual_syl_gate
,stt11,page_0240,4,20,21,吕,chịu,REVIEW,REVIEW,no_context,,,"[1019, 2197, 1122, 2306]",0.88969,chịu,0.88969,0.000411017,6.50324e-05,1,0,1,visual_syl_gate
,stt11,page_0242,1,3,3,户,chịu,REVIEW,REVIEW,no_context,,,"[1462, 759, 1566, 882]",0.844968,chịu,0.844968,0.000598027,0.00108289,1,0,1,visual_syl_gate
,stt11,page_0242,4,0,0,喧,hai,REVIEW,REVIEW,no_context,,,"[1033, 676, 1137, 792]",0.957269,hai,0.957269,,0.00223064,1,1,1,visual_syl_gate
,stt11,page_0242,7,0,0,景,là,REVIEW,REVIEW,no_context,,,"[569, 464, 675, 563]",0.863739,là,0.863739,,0.0109368,1,0,1,visual_syl_gate
,stt11,page_0242,9,13,13,改,một,REVIEW,REVIEW,no_context,,,"[266, 1544, 359, 1649]",0.958088,một,0.958088,0.000162219,7.70657e-06,1,1,1,visual_syl_gate
,stt11,page_0244,3,22,22,𨢄,tay,REVIEW,REVIEW,no_context,,,"[1172, 2402, 1275, 2504]",0.901607,tay,0.901607,0.000273797,,3,1,1,visual_syl_gate
,stt11,page_0246,1,2,2,泰,vua,REVIEW,REVIEW,no_context,,,"[1479, 637, 1579, 751]",0.930852,vua,0.930852,1.2509e-05,0.00018526,3,1,1,visual_syl_gate
,stt11,page_0246,3,22,22,等,là,REVIEW,REVIEW,no_context,,,"[1183, 2385, 1279, 2486]",0.877555,là,0.877555,3.00075e-05,,3,0,1,visual_syl_gate
,stt11,page_0246,5,13,14,融,sống,REVIEW,REVIEW,no_context,,,"[874, 1651, 977, 1765]",0.875522,sống,0.875522,0.000959384,0.000146553,3,0,1,visual_syl_gate
,stt11,page_0246,5,21,22,耒,vua,REVIEW,REVIEW,no_context,,,"[874, 2386, 974, 2491]",0.975718,vua,0.975718,0.000612209,,3,1,1,visual_syl_gate
,stt11,page_0248,3,19,19,夅,ông,REVIEW,REVIEW,no_context,,,"[1178, 2122, 1281, 2231]",0.931818,ông,0.931818,1.02095e-05,0.000178163,3,1,1,visual_syl_gate
,stt11,page_0248,4,7,7,姻,điều,REVIEW,REVIEW,no_context,,,"[1018, 1046, 1120, 1157]",0.808738,điều,0.808738,2.28285e-05,7.72279e-05,3,0,1,visual_syl_gate
,stt11,page_0248,5,1,1,蔓,một,REVIEW,REVIEW,no_context,,,"[868, 516, 968, 621]",0.987566,một,0.987566,9.3688e-06,8.18637e-07,3,1,1,visual_syl_gate
,stt11,page_0248,7,6,6,光,đâu,REVIEW,REVIEW,no_context,,,"[560, 989, 666, 1106]",0.926318,đâu,0.926318,1.87782e-05,4.36607e-05,3,1,1,visual_syl_gate
,stt11,page_0250,1,13,13,欬,tỏ,REVIEW,REVIEW,no_context,,,"[1474, 1576, 1575, 1683]",0.973086,tỏ,0.973086,2.48249e-06,1.36808e-07,2,1,1,visual_syl_gate
,stt11,page_0250,1,14,14,淂,ra,REVIEW,REVIEW,no_context,,,"[1473, 1660, 1576, 1768]",0.889527,ra,0.889527,8.53039e-06,9.09967e-05,2,0,1,visual_syl_gate
,stt11,page_0250,4,8,8,𠅙,đâu,REVIEW,REVIEW,no_context,,,"[1039, 1161, 1142, 1274]",0.846103,đâu,0.846103,0.000103113,1.53263e-05,2,0,1,visual_syl_gate
,stt11,page_0250,4,11,11,浄,phải,REVIEW,REVIEW,no_context,,,"[1038, 1436, 1144, 1550]",0.936551,phải,0.936551,0.00516616,2.97115e-06,2,1,1,visual_syl_gate
,stt11,page_0250,8,11,11,烊,còn,REVIEW,REVIEW,no_context,,,"[410, 1365, 507, 1472]",0.970698,còn,0.970698,8.62837e-08,3.27003e-05,2,1,1,visual_syl_gate
,stt11,page_0250,9,9,9,章,và,REVIEW,REVIEW,no_context,,,"[262, 1245, 358, 1357]",0.89339,và,0.89339,0.00184926,4.79519e-05,2,0,1,visual_syl_gate
,stt11,page_0252,7,4,4,窗,lời,REVIEW,REVIEW,no_context,,,"[583, 759, 683, 866]",0.923213,lời,0.923213,1.63148e-05,0.00025322,4,1,1,visual_syl_gate
,stt11,page_0254,1,10,10,弟,phải,REVIEW,REVIEW,no_context,,,"[1462, 1401, 1571, 1524]",0.944732,phải,0.944732,0.000138753,0.00212019,0,1,1,visual_syl_gate
,stt11,page_0254,2,1,1,𫀃,lấy,REVIEW,REVIEW,no_context,,,"[1314, 510, 1420, 620]",0.859427,lấy,0.859427,5.77195e-06,0.0363539,0,0,1,visual_syl_gate
,stt11,page_0254,7,3,3,裔,lời,REVIEW,REVIEW,no_context,,,"[565, 688, 669, 799]",0.94577,lời,0.94577,0.00067238,2.9774e-05,0,1,1,visual_syl_gate
,stt11,page_0254,7,6,6,分,làm,REVIEW,REVIEW,no_context,,,"[555, 962, 658, 1073]",0.890016,làm,0.890016,1.21241e-05,0.00212849,0,0,1,visual_syl_gate
,stt11,page_0254,7,7,7,斟,dấu,REVIEW,REVIEW,no_context,,,"[554, 1047, 659, 1160]",0.894263,dấu,0.894263,6.64348e-06,0.000767882,0,0,1,visual_syl_gate
,stt11,page_0254,7,13,13,紂,buộc,REVIEW,REVIEW,no_context,,,"[545, 1578, 649, 1687]",0.806667,buộc,0.806667,2.16136e-05,,0,0,1,visual_syl_gate
,stt11,page_0254,9,11,11,他,lấy,REVIEW,REVIEW,no_context,,,"[242, 1407, 339, 1516]",0.951067,lấy,0.951067,0.000221727,0.000223466,0,1,1,visual_syl_gate
,stt11,page_0256,2,6,6,愕,ra,REVIEW,REVIEW,no_context,,,"[1354, 974, 1457, 1088]",0.990924,ra,0.990924,1.73305e-06,2.79113e-06,0,1,1,visual_syl_gate
,stt11,page_0256,4,8,8,復,một,REVIEW,REVIEW,no_context,,,"[1055, 1189, 1156, 1304]",0.850763,một,0.850763,3.85304e-05,8.28534e-05,0,0,1,visual_syl_gate
,stt11,page_0256,6,3,3,祐,phải,REVIEW,REVIEW,no_context,,,"[747, 699, 846, 808]",0.937637,phải,0.937637,4.9474e-05,0.000365566,0,1,1,visual_syl_gate
,stt11,page_0256,7,7,7,成,đòi,REVIEW,REVIEW,no_context,,,"[594, 1070, 699, 1186]",0.873814,đòi,0.873814,1.02896e-05,5.29664e-06,0,0,1,visual_syl_gate
,stt11,page_0258,2,14,14,廣,khiến,REVIEW,REVIEW,no_context,,,"[1292, 1709, 1392, 1827]",0.88752,khiến,0.88752,7.48518e-05,1.51751e-06,3,0,1,visual_syl_gate
,stt11,page_0258,4,16,17,箋,một,REVIEW,REVIEW,no_context,,,"[1016, 1945, 1116, 2058]",0.988976,một,0.988976,0.000126336,5.53918e-07,3,1,1,visual_syl_gate
,stt11,page_0258,5,11,11,邸,phải,REVIEW,REVIEW,no_context,,,"[860, 1375, 956, 1481]",0.978834,phải,0.978834,0.000338094,0.000154791,3,1,1,visual_syl_gate
,stt11,page_0258,5,17,17,𥘎,xem,REVIEW,REVIEW,no_context,,,"[858, 1937, 965, 2045]",0.932387,xem,0.932387,7.52805e-06,0.00496825,3,1,1,visual_syl_gate
,stt11,page_0258,9,12,12,發,ri,REVIEW,REVIEW,no_context,,,"[264, 1480, 360, 1588]",0.940073,ri,0.940073,0.00133719,0.00038461,3,1,1,visual_syl_gate
,stt11,page_0258,9,18,18,尅,ủi,REVIEW,REVIEW,no_context,,,"[266, 2019, 359, 2129]",0.935922,ủi,0.935922,4.5756e-05,1.79183e-05,3,1,1,visual_syl_gate
,stt11,page_0260,1,20,21,胡,chém,REVIEW,REVIEW,no_context,,,"[1459, 2288, 1557, 2404]",0.968671,chém,0.968671,0.000226985,1.42857e-05,0,1,1,visual_syl_gate
,stt11,page_0260,2,20,20,四,ba,REVIEW,REVIEW,no_context,,,"[1321, 2193, 1419, 2307]",0.838392,ba,0.838392,0.00115273,4.78512e-06,0,0,1,visual_syl_gate
,stt11,page_0260,3,15,17,昧,cho,REVIEW,REVIEW,no_context,,,"[1164, 1844, 1262, 1955]",0.805388,cho,0.805388,2.35532e-05,0.000237879,0,0,1,visual_syl_gate
,stt11,page_0260,4,0,0,遫,lên,REVIEW,REVIEW,no_context,,,"[993, 407, 1110, 517]",0.894918,lên,0.894918,,0.000727016,0,0,1,visual_syl_gate
,stt11,page_0260,4,8,8,寽,là,REVIEW,REVIEW,no_context,,,"[1001, 1134, 1107, 1247]",0.922087,là,0.922087,0.00928191,2.31393e-06,0,1,1,visual_syl_gate
,stt11,page_0260,6,19,19,凡,đem,REVIEW,REVIEW,no_context,,,"[706, 2286, 808, 2402]",0.812895,đem,0.812895,0.000220002,0.000351562,0,0,1,visual_syl_gate
,stt11,page_0260,9,4,5,箋,một,REVIEW,REVIEW,no_context,,,"[233, 819, 329, 931]",0.976001,một,0.976001,6.01451e-05,2.81303e-06,0,1,1,visual_syl_gate
,stt11,page_0262,7,8,6,衆,và,REVIEW,REVIEW,no_context,,,"[568, 1197, 668, 1313]",0.873174,và,0.873174,0.000691019,1.22192e-05,0,0,1,visual_syl_gate
,stt11,page_0264,1,1,1,以,ấy,REVIEW,REVIEW,no_context,,,"[1508, 534, 1615, 654]",0.813193,ấy,0.813193,0.000101514,0.00410277,4,0,1,visual_syl_gate
,stt11,page_0264,4,15,15,肆,cả,REVIEW,REVIEW,no_context,,,"[1042, 1784, 1145, 1897]",0.945193,cả,0.945193,0.00461286,3.967e-06,4,1,1,visual_syl_gate
,stt11,page_0264,6,1,1,党,đâu,REVIEW,REVIEW,no_context,,,"[740, 525, 843, 639]",0.959463,đâu,0.959463,4.9089e-05,4.89859e-06,4,1,1,visual_syl_gate
,stt11,page_0264,7,21,21,皆,thầy,REVIEW,REVIEW,no_context,,,"[574, 2309, 674, 2419]",0.925922,thầy,0.925922,2.3188e-05,0.000404645,4,1,1,visual_syl_gate
,stt11,page_0264,9,4,4,伏,ấy,REVIEW,REVIEW,no_context,,,"[288, 765, 384, 865]",0.903314,ấy,0.903314,1.82005e-05,6.50324e-05,4,1,1,visual_syl_gate
,stt11,page_0264,9,13,13,畢,là,REVIEW,REVIEW,no_context,,,"[285, 1490, 386, 1592]",0.853572,là,0.853572,0.000261259,0.00176458,4,0,1,visual_syl_gate
,stt11,page_0266,3,3,3,𤍽,thầy,REVIEW,REVIEW,no_context,,,"[1176, 718, 1277, 826]",0.800879,thầy,0.800879,0.000200314,0.000997602,0,0,1,visual_syl_gate
,stt11,page_0266,9,21,20,苐,vua,REVIEW,REVIEW,no_context,,,"[262, 2394, 363, 2502]",0.854406,vua,0.854406,8.5973e-06,,0,0,1,visual_syl_gate
,stt11,page_0268,2,9,9,公,ấy,REVIEW,REVIEW,no_context,,,"[1332, 1305, 1434, 1419]",0.840544,ấy,0.840544,0.12939,0.000680305,4,0,1,visual_syl_gate
,stt11,page_0270,1,12,12,失,cho,REVIEW,REVIEW,no_context,,,"[1451, 1562, 1557, 1676]",0.883036,cho,0.883036,3.7345e-05,0.00400773,3,0,1,visual_syl_gate
,stt11,page_0270,3,4,4,胡,chém,REVIEW,REVIEW,no_context,,,"[1166, 798, 1270, 922]",0.913572,chém,0.913572,0.00010722,0.000406229,3,1,1,visual_syl_gate
,stt11,page_0270,3,19,19,者,nghe,REVIEW,REVIEW,no_context,,,"[1175, 2287, 1283, 2404]",0.963982,nghe,0.963982,0.000172681,2.35532e-05,3,1,1,visual_syl_gate
,stt11,page_0270,5,12,14,𤧚,tay,REVIEW,REVIEW,no_context,,,"[860, 1490, 964, 1598]",0.946348,tay,0.946348,0.000247355,0.000527757,3,1,1,visual_syl_gate
,stt11,page_0270,7,22,22,醉,tôi,REVIEW,REVIEW,no_context,,,"[565, 2358, 668, 2462]",0.949008,tôi,0.949008,0.000609822,,3,1,1,visual_syl_gate
,stt11,page_0272,1,17,18,碩,đầu,REVIEW,REVIEW,no_context,,,"[1526, 2050, 1628, 2163]",0.885194,đầu,0.885194,0.000369876,1.88858e-06,0,0,1,visual_syl_gate
,stt11,page_0272,2,0,0,翹,lên,REVIEW,REVIEW,no_context,,,"[1383, 458, 1489, 562]",0.907404,lên,0.907404,,0.000550928,0,1,1,visual_syl_gate
,stt11,page_0272,5,9,9,粻,trai,REVIEW,REVIEW,no_context,,,"[908, 1282, 1019, 1399]",0.976254,trai,0.976254,8.95859e-05,4.89859e-06,0,1,1,visual_syl_gate
,stt11,page_0272,5,15,15,毗,cha,REVIEW,REVIEW,no_context,,,"[912, 1844, 1016, 1956]",0.915358,cha,0.915358,1.01301e-05,2.37379e-05,0,1,1,visual_syl_gate
,stt11,page_0272,6,13,13,泽,giờ,REVIEW,REVIEW,no_context,,,"[759, 1658, 865, 1776]",0.80127,giờ,0.80127,0.00132161,2.90232e-06,0,0,1,visual_syl_gate
,stt11,page_0272,7,18,18,亟,a,REVIEW,REVIEW,no_context,,,"[599, 2122, 702, 2235]",0.960136,a,0.960136,0.0203529,0.000152391,0,1,1,visual_syl_gate
,stt11,page_0274,1,4,4,嗢,hai,REVIEW,REVIEW,no_context,,,"[1458, 777, 1561, 888]",0.827109,hai,0.827109,0.000634114,4.78512e-06,1,0,1,visual_syl_gate
,stt11,page_0274,2,8,8,哷,ra,REVIEW,REVIEW,no_context,,,"[1320, 1144, 1421, 1257]",0.985624,ra,0.985624,4.4952e-06,1.06995e-05,1,1,1,visual_syl_gate
,stt11,page_0274,5,4,4,興,ngày,REVIEW,REVIEW,no_context,,,"[875, 768, 978, 875]",0.862896,ngày,0.862896,9.61116e-05,8.2036e-06,1,0,1,visual_syl_gate
,stt11,page_0276,1,0,0,李,cho,REVIEW,REVIEW,no_context,,,"[1497, 432, 1602, 541]",0.895738,cho,0.895738,,0.000195674,4,0,1,visual_syl_gate
,stt11,page_0276,1,11,11,烟,thịt,REVIEW,REVIEW,no_context,,,"[1499, 1459, 1596, 1571]",0.922368,thịt,0.922368,0.000267454,0.000352938,4,1,1,visual_syl_gate
,stt11,page_0276,2,4,4,兮,mình,REVIEW,REVIEW,no_context,,,"[1350, 826, 1451, 950]",0.967992,mình,0.967992,3.04801e-05,1.69647e-05,4,1,1,visual_syl_gate
,stt11,page_0276,3,6,6,帖,xem,REVIEW,REVIEW,no_context,,,"[1202, 1007, 1301, 1131]",0.882497,xem,0.882497,6.15714e-05,1.21936e-06,4,0,1,visual_syl_gate
,stt11,page_0276,6,2,1,寽,là,REVIEW,REVIEW,no_context,,,"[747, 611, 855, 737]",0.837471,là,0.837471,1.98338e-05,,4,0,1,visual_syl_gate
,stt11,page_0276,6,10,9,避,lên,REVIEW,REVIEW,no_context,,,"[755, 1404, 871, 1523]",0.857227,lên,0.857227,0.00239312,0.000110624,4,0,1,visual_syl_gate
,stt11,page_0276,8,2,2,妾,anh,REVIEW,REVIEW,no_context,,,"[443, 602, 547, 724]",0.924792,anh,0.924792,1.10391e-05,0.00106194,4,1,1,visual_syl_gate
,stt11,page_0278,2,20,20,聲,đi,REVIEW,REVIEW,no_context,,,"[1317, 2394, 1420, 2498]",0.834614,đi,0.834614,0.000234191,,4,0,1,visual_syl_gate
,stt11,page_0278,8,10,10,趙,lên,REVIEW,REVIEW,no_context,,,"[399, 1343, 500, 1459]",0.887737,lên,0.887737,0.000677653,0.000170004,4,0,1,visual_syl_gate
,stt11,page_0278,8,21,21,支,nghĩa,REVIEW,REVIEW,no_context,,,"[402, 2366, 495, 2469]",0.833596,nghĩa,0.833596,2.68421e-06,,4,0,1,visual_syl_gate
,stt11,page_0278,9,3,3,長,một,REVIEW,REVIEW,no_context,,,"[265, 681, 360, 791]",0.867226,một,0.867226,0.00182059,0.000132399,4,0,1,visual_syl_gate
,stt11,page_0278,9,10,10,勺,làm,REVIEW,REVIEW,no_context,,,"[264, 1303, 357, 1414]",0.988847,làm,0.988847,1.51751e-06,1.70619e-06,4,1,1,visual_syl_gate
,stt11,page_0278,9,22,22,口,làm,REVIEW,REVIEW,no_context,,,"[251, 2355, 350, 2455]",0.976179,làm,0.976179,8.01356e-06,,4,1,1,visual_syl_gate
,stt11,page_0280,9,14,14,满,chớ,REVIEW,REVIEW,no_context,,,"[271, 1741, 379, 1855]",0.915582,chớ,0.915582,0.00151523,5.10445e-05,2,1,1,visual_syl_gate
,stt11,page_0282,2,16,16,傘,mình,REVIEW,REVIEW,no_context,,,"[1307, 1914, 1416, 2032]",0.824588,mình,0.824588,0.117581,1.11257e-05,1,0,1,visual_syl_gate
,stt11,page_0282,6,8,8,洋,phải,REVIEW,REVIEW,no_context,,,"[717, 1146, 817, 1258]",0.96219,phải,0.96219,,5.72704e-06,1,1,1,visual_syl_gate
,stt11,page_0282,6,18,19,為,mà,REVIEW,REVIEW,no_context,,,"[715, 2056, 819, 2170]",0.910344,mà,0.910344,7.14241e-05,2.62755e-05,1,1,1,visual_syl_gate
,stt11,page_0282,8,16,16,矣,thật,REVIEW,REVIEW,no_context,,,"[413, 1896, 508, 2011]",0.935294,thật,0.935294,0.00155723,8.07641e-06,1,1,1,visual_syl_gate
,stt11,page_0284,8,7,7,将,thì,REVIEW,REVIEW,no_context,,,"[433, 1030, 533, 1144]",0.859322,thì,0.859322,6.00188e-06,,3,0,1,visual_syl_gate
,stt11,page_0286,7,11,11,煇,còn,REVIEW,REVIEW,no_context,,,"[534, 1510, 641, 1633]",0.977506,còn,0.977506,4.56599e-06,0.000236027,0,1,1,visual_syl_gate
,stt11,page_0286,8,18,18,年,ông,REVIEW,REVIEW,no_context,,,"[390, 2108, 484, 2219]",0.946001,ông,0.946001,0.000664546,0.00383917,0,1,1,visual_syl_gate
,stt11,page_0288,6,8,8,煉,thưa,REVIEW,REVIEW,no_context,,,"[746, 1190, 850, 1305]",0.921412,thưa,0.921412,1.58129e-05,0.000237879,2,1,1,visual_syl_gate
,stt11,page_0288,9,5,5,丘,làm,REVIEW,REVIEW,no_context,,,"[297, 889, 397, 1006]",0.81538,làm,0.81538,0.00728546,0.0978599,2,0,1,visual_syl_gate
,stt11,page_0288,9,18,18,𢪩,rê,REVIEW,REVIEW,no_context,,,"[276, 2110, 377, 2225]",0.861318,rê,0.861318,7.31179e-05,0.000163491,2,0,1,visual_syl_gate
,stt11,page_0290,3,4,4,異,ra,REVIEW,REVIEW,no_context,,,"[1149, 801, 1248, 918]",0.907404,ra,0.907404,0.000513521,0.000213233,0,1,1,visual_syl_gate
,stt11,page_0290,3,6,6,勘,khuyên,REVIEW,REVIEW,no_context,,,"[1146, 983, 1247, 1098]",0.915749,khuyên,0.915749,0.00101331,1.63148e-05,0,1,1,visual_syl_gate
