page,column,syllable,nom_char,unicode,matched,tier,ocr_char,bbox,crop_file
page_0014,3,sự,事,U+4E8B,True,1,事,"[921, 380, 1010, 465]",crops/page_0014/col03_char004.png
page_0014,3,khó,庫,U+5EAB,True,1,庫,"[921, 465, 1010, 550]",crops/page_0014/col03_char005.png
page_0014,3,thì,寺,U+5BFA,True,1,寺,"[921, 550, 1010, 635]",crops/page_0014/col03_char006.png
page_0014,3,ông,翁,U+7FC1,True,1,翁,"[921, 635, 1010, 721]",crops/page_0014/col03_char007.png
page_0014,3,Thánh,喒,U+5592,True,3,皇,"[921, 721, 1010, 806]",crops/page_0014/col03_char008.png
page_0014,3,ấy,意,U+610F,True,1,意,"[921, 806, 1010, 891]",crops/page_0014/col03_char009.png
page_0014,3,buồn,盆,U+76C6,True,1,盆,"[921, 891, 1010, 976]",crops/page_0014/col03_char010.png
page_0014,3,bấy,𠾚,U+20F9A,True,3,開,"[921, 976, 1010, 1061]",crops/page_0014/col03_char011.png
page_0014,3,nhiêu,饒,U+9952,True,1,饒,"[921, 1061, 1010, 1146]",crops/page_0014/col03_char012.png
page_0014,3,năm,南,U+5357,True,1,南,"[921, 1146, 1010, 1231]",crops/page_0014/col03_char013.png
page_0014,3,nhưng,仍,U+4ECD,True,1,仍,"[921, 1231, 1010, 1317]",crops/page_0014/col03_char014.png
page_0014,3,mà,麻,U+9EBB,True,1,麻,"[921, 1317, 1010, 1402]",crops/page_0014/col03_char015.png
page_0014,3,chẳng,庄,U+5E84,True,1,庄,"[921, 1402, 1010, 1487]",crops/page_0014/col03_char016.png
page_0014,3,hề,兮,U+516E,True,1,兮,"[921, 1487, 1010, 1572]",crops/page_0014/col03_char017.png
page_0014,3,có,同,U+540C,True,2,周,"[921, 1572, 1010, 1657]",crops/page_0014/col03_char018.png
page_0014,3,nghe,宜,U+5B9C,True,1,宜,"[921, 1657, 1010, 1742]",crops/page_0014/col03_char019.png
page_0014,3,quỷ,𩲡,U+29CA1,True,3,思,"[921, 1742, 1010, 1827]",crops/page_0014/col03_char020.png
page_0014,3,giục,慾,U+617E,True,3,边,"[921, 1827, 1010, 1913]",crops/page_0014/col03_char021.png
page_0014,4,chớ,渚,U+6E1A,True,1,渚,"[771, 36, 872, 110]",crops/page_0014/col04_char000.png
page_0014,4,tin,信,U+4FE1,True,1,信,"[771, 110, 872, 185]",crops/page_0014/col04_char001.png
page_0014,4,Đức,德,U+5FB7,True,1,德,"[771, 185, 872, 259]",crops/page_0014/col04_char002.png
page_0014,4,Chúa,主,U+4E3B,True,1,主,"[771, 259, 872, 334]",crops/page_0014/col04_char003.png
page_0014,4,Trời,𢚸,U+226B8,True,3,厕,"[771, 334, 872, 409]",crops/page_0014/col04_char004.png
page_0014,4,công,公,U+516C,True,1,公,"[771, 409, 872, 483]",crops/page_0014/col04_char005.png
page_0014,4,bằng,平,U+5E73,True,1,平,"[771, 483, 872, 558]",crops/page_0014/col04_char006.png
page_0014,4,vô,無,U+7121,True,1,無,"[771, 558, 872, 633]",crops/page_0014/col04_char007.png
page_0014,4,cùng,穷,U+7A77,True,1,穷,"[771, 633, 872, 707]",crops/page_0014/col04_char008.png
page_0014,4,lại,㐌,U+340C,True,3,楚,"[771, 707, 872, 782]",crops/page_0014/col04_char009.png
page_0014,4,đánh,打,U+6253,True,1,打,"[771, 782, 872, 857]",crops/page_0014/col04_char010.png
page_0014,4,trả,把,U+628A,True,1,把,"[771, 857, 872, 931]",crops/page_0014/col04_char011.png
page_0014,4,nó,奴,U+5974,True,1,奴,"[771, 931, 872, 1006]",crops/page_0014/col04_char012.png
page_0014,4,liên,噒,U+5652,True,3,至,"[771, 1006, 872, 1080]",crops/page_0014/col04_char013.png
page_0014,4,mà,𣻕,U+23ED5,True,3,奔,"[771, 1080, 872, 1155]",crops/page_0014/col04_char014.png
page_0014,4,nên,年,U+5E74,True,1,年,"[771, 1155, 872, 1230]",crops/page_0014/col04_char015.png
page_0014,4,thánh,喒,U+5592,True,3,皇,"[771, 1230, 872, 1304]",crops/page_0014/col04_char016.png
page_0014,4,cả,󱼓,U+F1F13,True,3,對,"[771, 1304, 872, 1379]",crops/page_0014/col04_char017.png
page_0014,4,Cùng,共,U+5171,True,1,共,"[771, 1379, 872, 1454]",crops/page_0014/col04_char018.png
page_0014,4,có,固,U+56FA,True,1,固,"[771, 1454, 872, 1528]",crops/page_0014/col04_char019.png
page_0014,4,nhiều,饒,U+9952,True,1,饒,"[771, 1528, 872, 1603]",crops/page_0014/col04_char020.png
page_0014,4,năm,南,U+5357,True,1,南,"[771, 1603, 872, 1678]",crops/page_0014/col04_char021.png
page_0014,4,dức,𠯅,U+20BC5,True,2,弋,"[771, 1678, 872, 1752]",crops/page_0014/col04_char022.png
page_0014,4,đầu,亠,U+4EA0,True,3,殯,"[771, 1752, 872, 1827]",crops/page_0014/col04_char023.png
page_0014,4,đau,饕,U+9955,True,3,勿,"[771, 1827, 872, 1902]",crops/page_0014/col04_char024.png
page_0014,5,mỏ,某,U+67D0,True,1,某,"[627, 28, 713, 109]",crops/page_0014/col05_char000.png
page_0014,5,ác,悪,U+60AA,True,1,悪,"[627, 109, 713, 191]",crops/page_0014/col05_char001.png
page_0014,5,chẳng,庄,U+5E84,True,1,庄,"[627, 191, 713, 273]",crops/page_0014/col05_char002.png
page_0014,5,an,安,U+5B89,True,3,女,"[627, 273, 713, 355]",crops/page_0014/col05_char003.png
page_0014,5,mình,命,U+547D,True,1,命,"[627, 355, 713, 436]",crops/page_0014/col05_char004.png
page_0014,5,Đức,德,U+5FB7,True,1,德,"[627, 436, 713, 518]",crops/page_0014/col05_char005.png
page_0014,5,Chúa,主,U+4E3B,True,1,主,"[627, 518, 713, 600]",crops/page_0014/col05_char006.png
page_0014,5,Trời,𢚸,U+226B8,True,3,爾,"[627, 600, 713, 682]",crops/page_0014/col05_char007.png
page_0014,5,thử,鼠,U+9F20,True,3,𬼘,"[627, 682, 713, 764]",crops/page_0014/col05_char008.png
page_0014,5,lòng,弄,U+5F04,True,1,弄,"[627, 764, 713, 845]",crops/page_0014/col05_char009.png
page_0014,5,người,㝵,U+3775,True,2,冒,"[627, 845, 713, 927]",crops/page_0014/col05_char010.png
page_0014,5,làm,藍,U+85CD,True,3,以,"[627, 927, 713, 1009]",crops/page_0014/col05_char011.png
page_0014,5,vậy,丕,U+4E15,True,1,丕,"[627, 1009, 713, 1091]",crops/page_0014/col05_char012.png
page_0014,5,cho,埃,U+57C3,True,3,特,"[627, 1091, 713, 1172]",crops/page_0014/col05_char013.png
page_0014,5,được,䗂,U+45C2,True,3,朱,"[627, 1172, 713, 1254]",crops/page_0014/col05_char014.png
page_0014,5,thương,傷,U+50B7,True,1,傷,"[627, 1254, 713, 1336]",crops/page_0014/col05_char015.png
page_0014,5,kẻ,几,U+51E0,True,1,几,"[627, 1336, 713, 1418]",crops/page_0014/col05_char016.png
page_0014,5,khác,愨,U+6128,True,3,修,"[627, 1418, 713, 1500]",crops/page_0014/col05_char017.png
page_0014,5,yếu,要,U+8981,True,1,要,"[627, 1500, 713, 1581]",crops/page_0014/col05_char018.png
page_0014,5,đuối,対,U+5BFE,True,1,対,"[627, 1581, 713, 1663]",crops/page_0014/col05_char019.png
page_0014,5,nữa,女,U+5973,True,1,女,"[627, 1663, 713, 1745]",crops/page_0014/col05_char020.png
page_0014,5,Vậy,丕,U+4E15,True,3,左,"[627, 1745, 713, 1827]",crops/page_0014/col05_char021.png
page_0014,5,xem,𫀅,U+2B005,True,3,袨,"[627, 1827, 713, 1909]",crops/page_0014/col05_char022.png
page_0014,6,sóc,朔,U+6714,True,3,朗,"[473, 31, 579, 119]",crops/page_0014/col06_char000.png
page_0014,6,các,各,U+5404,True,1,各,"[473, 119, 579, 207]",crops/page_0014/col06_char001.png
page_0014,6,bổn,本,U+672C,True,1,本,"[473, 207, 579, 295]",crops/page_0014/col06_char002.png
page_0014,6,đạo,道,U+9053,True,1,道,"[473, 295, 579, 383]",crops/page_0014/col06_char003.png
page_0014,6,hết,儘,U+5118,True,3,欲,"[473, 383, 579, 471]",crops/page_0014/col06_char004.png
page_0014,6,lòng,弄,U+5F04,True,1,弄,"[473, 471, 579, 560]",crops/page_0014/col06_char005.png
page_0014,6,hết,𣍊,U+2334A,True,3,欲,"[473, 560, 579, 648]",crops/page_0014/col06_char006.png
page_0014,6,sức,飭,U+98ED,True,1,飭,"[473, 648, 579, 736]",crops/page_0014/col06_char007.png
page_0014,6,Khi,欺,U+6B3A,True,1,欺,"[473, 736, 579, 824]",crops/page_0014/col06_char008.png
page_0014,6,người,勜,U+52DC,True,3,𭔿,"[473, 824, 579, 912]",crops/page_0014/col06_char009.png
page_0014,6,ta,些,U+4E9B,True,1,些,"[473, 912, 579, 1001]",crops/page_0014/col06_char010.png
page_0014,6,xưng,稱,U+7A31,True,3,杯,"[473, 1001, 579, 1089]",crops/page_0014/col06_char011.png
page_0014,6,tội,罪,U+7F6A,True,1,罪,"[473, 1089, 579, 1177]",crops/page_0014/col06_char012.png
page_0014,6,thì,時,U+6642,True,1,時,"[473, 1177, 579, 1265]",crops/page_0014/col06_char013.png
page_0014,6,những,仍,U+4ECD,True,1,仍,"[473, 1265, 579, 1353]",crops/page_0014/col06_char014.png
page_0014,6,nước,搩,U+6429,True,3,房,"[473, 1353, 579, 1442]",crops/page_0014/col06_char015.png
page_0014,6,mắt,末,U+672B,True,1,末,"[473, 1442, 579, 1530]",crops/page_0014/col06_char016.png
page_0014,6,chảy,𬈰,U+2C230,True,3,社,"[473, 1530, 579, 1618]",crops/page_0014/col06_char017.png
page_0014,6,ra,威,U+5A01,True,3,䍐,"[473, 1618, 579, 1706]",crops/page_0014/col06_char018.png
page_0014,6,vì,為,U+70BA,True,1,為,"[473, 1706, 579, 1794]",crops/page_0014/col06_char019.png
page_0014,6,thương,傷,U+50B7,True,1,傷,"[473, 1794, 579, 1883]",crops/page_0014/col06_char020.png
page_0014,7,kẻ,几,U+51E0,True,1,几,"[331, 34, 427, 115]",crops/page_0014/col07_char000.png
page_0014,7,quỷ,鬼,U+9B3C,True,3,思,"[331, 115, 427, 197]",crops/page_0014/col07_char001.png
page_0014,7,cám,感,U+611F,True,1,感,"[331, 197, 427, 278]",crops/page_0014/col07_char002.png
page_0014,7,dỗ,杜,U+675C,True,1,杜,"[331, 278, 427, 360]",crops/page_0014/col07_char003.png
page_0014,7,làm,𫜵,U+2B735,True,3,而,"[331, 360, 427, 441]",crops/page_0014/col07_char004.png
page_0014,7,sự,事,U+4E8B,True,1,事,"[331, 441, 427, 523]",crops/page_0014/col07_char005.png
page_0014,7,lỗi,磊,U+78CA,True,1,磊,"[331, 523, 427, 604]",crops/page_0014/col07_char006.png
page_0014,7,ấy,意,U+610F,True,1,意,"[331, 604, 427, 686]",crops/page_0014/col07_char007.png
page_0014,7,mà,麻,U+9EBB,True,1,麻,"[331, 686, 427, 767]",crops/page_0014/col07_char008.png
page_0014,7,mất,末,U+672B,True,1,末,"[331, 767, 427, 849]",crops/page_0014/col07_char009.png
page_0014,7,ga,尕,U+5C15,True,3,捋,"[331, 849, 427, 930]",crops/page_0014/col07_char010.png
page_0014,7,ra,威,U+5A01,True,3,愕,"[331, 930, 427, 1012]",crops/page_0014/col07_char011.png
page_0014,7,sa,娑,U+5A11,True,3,沽,"[331, 1012, 427, 1093]",crops/page_0014/col07_char012.png
page_0014,7,cùng,共,U+5171,True,1,共,"[331, 1093, 427, 1175]",crops/page_0014/col07_char013.png
page_0014,7,công,功,U+529F,True,1,功,"[331, 1175, 427, 1256]",crops/page_0014/col07_char014.png
page_0014,7,Máu,󱧡,U+F19E1,True,3,仰,"[331, 1256, 427, 1338]",crops/page_0014/col07_char015.png
page_0014,7,Thánh,喒,U+5592,True,3,𦤳,"[331, 1338, 427, 1419]",crops/page_0014/col07_char016.png
page_0014,7,Đức,徳,U+5FB3,True,1,徳,"[331, 1419, 427, 1501]",crops/page_0014/col07_char017.png
page_0014,7,Chúa,主,U+4E3B,True,1,主,"[331, 1501, 427, 1582]",crops/page_0014/col07_char018.png
page_0014,7,Giê,支,U+652F,True,1,支,"[331, 1582, 427, 1664]",crops/page_0014/col07_char019.png
page_0014,7,su,秋,U+79CB,True,1,秋,"[331, 1664, 427, 1745]",crops/page_0014/col07_char020.png
page_0014,7,Khi,欺,U+6B3A,True,1,欺,"[331, 1745, 427, 1827]",crops/page_0014/col07_char021.png
page_0014,7,người,𠊚,U+2029A,True,3,冐,"[331, 1827, 427, 1909]",crops/page_0014/col07_char022.png
page_0014,8,giải,,,False,0,,,
page_0014,8,tội,罪,U+7F6A,True,3,觧,"[184, 27, 280, 108]",crops/page_0014/col08_char000.png
page_0014,8,cho,埃,U+57C3,True,3,深,"[184, 108, 280, 189]",crops/page_0014/col08_char001.png
page_0014,8,đàn,壜,U+58DC,True,3,朱,"[184, 189, 280, 271]",crops/page_0014/col08_char002.png
page_0014,8,bà,繁,U+7E41,True,3,殚,"[184, 271, 280, 352]",crops/page_0014/col08_char003.png
page_0014,8,thì,鰣,U+9C23,True,3,記,"[184, 352, 280, 434]",crops/page_0014/col08_char004.png
page_0014,8,chẳng,庄,U+5E84,True,2,左,"[184, 434, 280, 515]",crops/page_0014/col08_char005.png
page_0014,8,có,固,U+56FA,True,1,固,"[184, 515, 280, 597]",crops/page_0014/col08_char006.png
page_0014,8,xem,𫀅,U+2B005,True,3,祐,"[184, 597, 280, 678]",crops/page_0014/col08_char007.png
page_0014,8,mặt,末,U+672B,True,1,末,"[184, 678, 280, 760]",crops/page_0014/col08_char008.png
page_0014,8,ai,唉,U+5509,True,2,咲,"[184, 760, 280, 841]",crops/page_0014/col08_char009.png
page_0014,8,cho,朱,U+6731,True,1,朱,"[184, 841, 280, 923]",crops/page_0014/col08_char010.png
page_0014,8,nên,年,U+5E74,True,1,年,"[184, 923, 280, 1004]",crops/page_0014/col08_char011.png
page_0014,8,trong,中,U+4E2D,True,1,中,"[184, 1004, 280, 1086]",crops/page_0014/col08_char012.png
page_0014,8,năm,南,U+5357,True,1,南,"[184, 1086, 280, 1167]",crops/page_0014/col08_char013.png
page_0014,8,mươi,𪜚,U+2A71A,True,3,遷,"[184, 1167, 280, 1249]",crops/page_0014/col08_char014.png
page_0014,8,năm,南,U+5357,True,1,南,"[184, 1249, 280, 1330]",crops/page_0014/col08_char015.png
page_0014,8,người,𠊚,U+2029A,True,3,𭔿,"[184, 1330, 280, 1412]",crops/page_0014/col08_char016.png
page_0014,8,chẳng,庄,U+5E84,True,1,庄,"[184, 1412, 280, 1493]",crops/page_0014/col08_char017.png
page_0014,8,biết,别,U+522B,True,1,别,"[184, 1493, 280, 1575]",crops/page_0014/col08_char018.png
page_0014,8,đàn,󰈏,U+F020F,True,3,犀,"[184, 1575, 280, 1656]",crops/page_0014/col08_char019.png
page_0014,8,bà,繁,U+7E41,True,3,砲,"[184, 1656, 280, 1738]",crops/page_0014/col08_char020.png
page_0014,8,nào,㝹,U+3779,True,3,希,"[184, 1738, 280, 1819]",crops/page_0014/col08_char021.png
page_0014,8,lại,吏,U+540F,True,1,吏,"[184, 1819, 280, 1901]",crops/page_0014/col08_char022.png
page_0014,9,năng,能,U+80FD,True,1,能,"[20, 18, 136, 111]",crops/page_0014/col09_char000.png
page_0014,9,rằng,娘,U+5A18,True,3,辰,"[20, 111, 136, 204]",crops/page_0014/col09_char001.png
page_0014,9,Ai,哀,U+54C0,True,3,侯,"[20, 204, 136, 297]",crops/page_0014/col09_char002.png
page_0014,9,chẳng,庄,U+5E84,True,1,庄,"[20, 297, 136, 391]",crops/page_0014/col09_char003.png
page_0014,9,giữ,抒,U+6292,True,2,存,"[20, 391, 136, 484]",crops/page_0014/col09_char004.png
page_0014,9,con,昆,U+6606,True,1,昆,"[20, 484, 136, 577]",crops/page_0014/col09_char005.png
page_0014,9,mắt,末,U+672B,True,1,末,"[20, 577, 136, 670]",crops/page_0014/col09_char006.png
page_0014,9,mà,麻,U+9EBB,True,1,麻,"[20, 670, 136, 764]",crops/page_0014/col09_char007.png
page_0014,9,muốn,悶,U+60B6,True,1,悶,"[20, 764, 136, 857]",crops/page_0014/col09_char008.png
page_0014,9,khỏi,塊,U+584A,True,1,塊,"[20, 857, 136, 950]",crops/page_0014/col09_char009.png
page_0014,9,chước,䂨,U+40A8,True,3,辟,"[20, 950, 136, 1043]",crops/page_0014/col09_char010.png
page_0014,9,quỷ,鬼,U+9B3C,True,3,思,"[20, 1043, 136, 1137]",crops/page_0014/col09_char011.png
page_0014,9,thì,時,U+6642,True,1,時,"[20, 1137, 136, 1230]",crops/page_0014/col09_char012.png
page_0014,9,khỏi,瑰,U+7470,True,3,思,"[20, 1230, 136, 1323]",crops/page_0014/col09_char013.png
page_0014,9,là,羅,U+7F85,True,1,羅,"[20, 1323, 136, 1416]",crops/page_0014/col09_char014.png
page_0014,9,họa,禍,U+798D,True,1,禍,"[20, 1416, 136, 1510]",crops/page_0014/col09_char015.png
page_0014,9,Khi,欺,U+6B3A,True,1,欺,"[20, 1510, 136, 1603]",crops/page_0014/col09_char016.png
page_0014,9,người,㝵,U+3775,True,1,㝵,"[20, 1603, 136, 1696]",crops/page_0014/col09_char017.png
page_0014,9,còn,群,U+7FA4,True,1,群,"[20, 1696, 136, 1789]",crops/page_0014/col09_char018.png
page_0014,9,làm,藍,U+85CD,True,3,而,"[20, 1789, 136, 1883]",crops/page_0014/col09_char019.png
page_0016,1,viết,曰,U+66F0,True,1,曰,"[1140, 50, 1243, 131]",crops/page_0016/col01_char000.png
page_0016,1,vồ,模,U+6A21,True,3,無,"[1140, 131, 1243, 213]",crops/page_0016/col01_char001.png
page_0016,1,Đức,徳,U+5FB3,True,1,徳,"[1140, 213, 1243, 295]",crops/page_0016/col01_char002.png
page_0016,1,Chúa,主,U+4E3B,True,1,主,"[1140, 295, 1243, 377]",crops/page_0016/col01_char003.png
page_0016,1,Trời,𫶸,U+2BDB8,True,3,愈,"[1140, 377, 1243, 459]",crops/page_0016/col01_char004.png
page_0016,1,mở,美,U+7F8E,True,2,羙,"[1140, 459, 1243, 541]",crops/page_0016/col01_char005.png
page_0016,1,lòng,弄,U+5F04,True,1,弄,"[1140, 541, 1243, 623]",crops/page_0016/col01_char006.png
page_0016,1,ông,翁,U+7FC1,True,1,翁,"[1140, 623, 1243, 705]",crops/page_0016/col01_char007.png
page_0016,1,Thánh,喒,U+5592,True,3,皇,"[1140, 705, 1243, 787]",crops/page_0016/col01_char008.png
page_0016,1,Vu,吁,U+5401,True,2,干,"[1140, 787, 1243, 869]",crops/page_0016/col01_char009.png
page_0016,1,du,油,U+6CB9,True,1,油,"[1140, 869, 1243, 951]",crops/page_0016/col01_char010.png
page_0016,1,nô,奴,U+5974,True,1,奴,"[1140, 951, 1243, 1033]",crops/page_0016/col01_char011.png
page_0016,1,lập,立,U+7ACB,True,1,立,"[1140, 1033, 1243, 1115]",crops/page_0016/col01_char012.png
page_0016,1,dòng,𣳔,U+23CD4,True,2,淜,"[1140, 1115, 1243, 1197]",crops/page_0016/col01_char013.png
page_0016,1,thầy,柴,U+67F4,True,1,柴,"[1140, 1197, 1243, 1279]",crops/page_0016/col01_char014.png
page_0016,1,tu,修,U+4FEE,True,1,修,"[1140, 1279, 1243, 1361]",crops/page_0016/col01_char015.png
page_0016,1,hành,行,U+884C,True,1,行,"[1140, 1361, 1243, 1443]",crops/page_0016/col01_char016.png
page_0016,1,giữ,佇,U+4F47,True,1,佇,"[1140, 1443, 1243, 1525]",crops/page_0016/col01_char017.png
page_0016,1,những,仍,U+4ECD,True,1,仍,"[1140, 1525, 1243, 1607]",crops/page_0016/col01_char018.png
page_0016,1,phép,法,U+6CD5,True,1,法,"[1140, 1607, 1243, 1689]",crops/page_0016/col01_char019.png
page_0016,1,nhiệm,冉,U+5189,True,1,冉,"[1140, 1689, 1243, 1771]",crops/page_0016/col01_char020.png
page_0016,1,lắm,廪,U+5EEA,True,1,廪,"[1140, 1771, 1243, 1853]",crops/page_0016/col01_char021.png
page_0016,1,bởi,罢,U+7F62,True,1,罢,"[1140, 1853, 1243, 1935]",crops/page_0016/col01_char022.png
page_0016,2,người,㝵,U+3775,True,1,㝵,"[1004, 34, 1099, 119]",crops/page_0016/col02_char000.png
page_0016,2,thấy,体,U+4F53,True,1,体,"[1004, 119, 1099, 205]",crops/page_0016/col02_char001.png
page_0016,2,tiến,進,U+9032,True,1,進,"[1004, 205, 1099, 290]",crops/page_0016/col02_char002.png
page_0016,2,sĩ,士,U+58EB,True,1,士,"[1004, 290, 1099, 376]",crops/page_0016/col02_char003.png
page_0016,2,kia,其,U+5176,True,2,具,"[1004, 376, 1099, 461]",crops/page_0016/col02_char004.png
page_0016,2,xưa,𫋶,U+2B2F6,True,3,𭃡,"[1004, 461, 1099, 547]",crops/page_0016/col02_char005.png
page_0016,2,có,固,U+56FA,True,1,固,"[1004, 547, 1099, 632]",crops/page_0016/col02_char006.png
page_0016,2,tiếng,省,U+7701,True,1,省,"[1004, 632, 1099, 718]",crops/page_0016/col02_char007.png
page_0016,2,tốt,𬙼,U+2C67C,True,3,率,"[1004, 718, 1099, 803]",crops/page_0016/col02_char008.png
page_0016,2,mà,麻,U+9EBB,True,1,麻,"[1004, 803, 1099, 889]",crops/page_0016/col02_char009.png
page_0016,2,khi,欺,U+6B3A,True,1,欺,"[1004, 889, 1099, 975]",crops/page_0016/col02_char010.png
page_0016,2,chết,折,U+6298,True,1,折,"[1004, 975, 1099, 1060]",crops/page_0016/col02_char011.png
page_0016,2,sống,銃,U+9283,True,3,舷,"[1004, 1060, 1099, 1146]",crops/page_0016/col02_char012.png
page_0016,2,lại,吏,U+540F,True,1,吏,"[1004, 1146, 1099, 1231]",crops/page_0016/col02_char013.png
page_0016,2,ba,巴,U+5DF4,True,1,巴,"[1004, 1231, 1099, 1317]",crops/page_0016/col02_char014.png
page_0016,2,lần,吝,U+541D,True,1,吝,"[1004, 1317, 1099, 1402]",crops/page_0016/col02_char015.png
page_0016,2,mà,麻,U+9EBB,True,1,麻,"[1004, 1402, 1099, 1488]",crops/page_0016/col02_char016.png
page_0016,2,xưng,称,U+79F0,True,1,称,"[1004, 1488, 1099, 1573]",crops/page_0016/col02_char017.png
page_0016,2,ra,威,U+5A01,True,3,䍐,"[1004, 1573, 1099, 1659]",crops/page_0016/col02_char018.png
page_0016,2,mình,命,U+547D,True,1,命,"[1004, 1659, 1099, 1744]",crops/page_0016/col02_char019.png
page_0016,2,đã,㐌,U+340C,True,1,㐌,"[1004, 1744, 1099, 1830]",crops/page_0016/col02_char020.png
page_0016,2,phải,伂,U+4F02,True,2,布,"[1004, 1830, 1099, 1916]",crops/page_0016/col02_char021.png
page_0016,3,phạt,,,False,0,,,
page_0016,3,trong,瑇,U+7447,True,3,𦋺,"[849, 23, 962, 112]",crops/page_0016/col03_char000.png
page_0016,3,địa,地,U+5730,True,3,中,"[849, 112, 962, 202]",crops/page_0016/col03_char001.png
page_0016,3,ngục,獄,U+7344,True,3,地,"[849, 202, 962, 291]",crops/page_0016/col03_char002.png
page_0016,3,vô,毋,U+6BCB,True,3,獄,"[849, 291, 962, 381]",crops/page_0016/col03_char003.png
page_0016,3,cùng,穷,U+7A77,True,3,無,"[849, 381, 962, 470]",crops/page_0016/col03_char004.png
page_0016,3,Ông,蓊,U+84CA,True,3,穷,"[849, 470, 962, 560]",crops/page_0016/col03_char005.png
page_0016,3,Thánh,喒,U+5592,True,3,翁,"[849, 560, 962, 649]",crops/page_0016/col03_char006.png
page_0016,3,ấy,𫢚,U+2B89A,True,3,皇,"[849, 649, 962, 739]",crops/page_0016/col03_char007.png
page_0016,3,cùng,穹,U+7A79,True,3,意,"[849, 739, 962, 828]",crops/page_0016/col03_char008.png
page_0016,3,sáu,󰮏,U+F0B8F,True,3,甚,"[849, 828, 962, 918]",crops/page_0016/col03_char009.png
page_0016,3,bạn,𠴞,U+20D1E,True,2,件,"[849, 918, 962, 1007]",crops/page_0016/col03_char010.png
page_0016,3,liền,連,U+9023,True,1,連,"[849, 1007, 962, 1097]",crops/page_0016/col03_char011.png
page_0016,3,toan,筭,U+7B6D,True,3,弄,"[849, 1097, 962, 1186]",crops/page_0016/col03_char012.png
page_0016,3,bỏ,󱉿,U+F127F,True,3,傾,"[849, 1186, 962, 1276]",crops/page_0016/col03_char013.png
page_0016,3,mọi,每,U+6BCF,True,1,每,"[849, 1276, 962, 1365]",crops/page_0016/col03_char014.png
page_0016,3,sự,事,U+4E8B,True,1,事,"[849, 1365, 962, 1455]",crops/page_0016/col03_char015.png
page_0016,3,thế,世,U+4E16,True,1,世,"[849, 1455, 962, 1544]",crops/page_0016/col03_char016.png
page_0016,3,gian,襕,U+8955,True,3,閤,"[849, 1544, 962, 1634]",crops/page_0016/col03_char017.png
page_0016,3,mà,麻,U+9EBB,True,1,麻,"[849, 1634, 962, 1723]",crops/page_0016/col03_char018.png
page_0016,3,đi,多,U+591A,True,1,多,"[849, 1723, 962, 1813]",crops/page_0016/col03_char019.png
page_0016,3,lên,連,U+9023,True,1,連,"[849, 1813, 962, 1903]",crops/page_0016/col03_char020.png
page_0016,4,rừng,棱,U+68F1,True,1,棱,"[716, 27, 823, 112]",crops/page_0016/col04_char000.png
page_0016,4,cho,朱,U+6731,True,1,朱,"[716, 112, 823, 198]",crops/page_0016/col04_char001.png
page_0016,4,được,特,U+7279,True,1,特,"[716, 198, 823, 284]",crops/page_0016/col04_char002.png
page_0016,4,rỗi,𪿸,U+2AFF8,True,3,嬌,"[716, 284, 823, 369]",crops/page_0016/col04_char003.png
page_0016,4,linh,灵,U+7075,True,1,灵,"[716, 369, 823, 455]",crops/page_0016/col04_char004.png
page_0016,4,hồn,塊,U+584A,True,3,望,"[716, 455, 823, 541]",crops/page_0016/col04_char005.png
page_0016,4,Đêm,󱤤,U+F1924,True,3,杏,"[716, 541, 823, 626]",crops/page_0016/col04_char006.png
page_0016,4,trước,畧,U+7567,True,1,畧,"[716, 626, 823, 712]",crops/page_0016/col04_char007.png
page_0016,4,ông,翁,U+7FC1,True,1,翁,"[716, 712, 823, 798]",crops/page_0016/col04_char008.png
page_0016,4,Thánh,聖,U+8056,True,1,聖,"[716, 798, 823, 883]",crops/page_0016/col04_char009.png
page_0016,4,U,唹,U+5539,True,3,脊,"[716, 883, 823, 969]",crops/page_0016/col04_char010.png
page_0016,4,cô,姑,U+59D1,True,1,姑,"[716, 969, 823, 1055]",crops/page_0016/col04_char011.png
page_0016,4,đã,胣,U+80E3,True,3,𬼜,"[716, 1055, 823, 1140]",crops/page_0016/col04_char012.png
page_0016,4,thấy,体,U+4F53,True,1,体,"[716, 1140, 823, 1226]",crops/page_0016/col04_char013.png
page_0016,4,bảy,𣘓,U+23613,True,3,雲,"[716, 1226, 823, 1312]",crops/page_0016/col04_char014.png
page_0016,4,cái,丐,U+4E10,True,1,丐,"[716, 1312, 823, 1397]",crops/page_0016/col04_char015.png
page_0016,4,sao,牢,U+7262,True,1,牢,"[716, 1397, 823, 1483]",crops/page_0016/col04_char016.png
page_0016,4,sáng,創,U+5275,True,1,創,"[716, 1483, 823, 1569]",crops/page_0016/col04_char017.png
page_0016,4,láng,朗,U+6717,True,1,朗,"[716, 1569, 823, 1654]",crops/page_0016/col04_char018.png
page_0016,4,đến,旦,U+65E6,True,1,旦,"[716, 1654, 823, 1740]",crops/page_0016/col04_char019.png
page_0016,4,trước,畧,U+7567,True,1,畧,"[716, 1740, 823, 1826]",crops/page_0016/col04_char020.png
page_0016,4,mặt,末,U+672B,True,1,末,"[716, 1826, 823, 1912]",crops/page_0016/col04_char021.png
page_0016,5,mình,命,U+547D,True,1,命,"[581, 32, 677, 117]",crops/page_0016/col05_char000.png
