ヌ	U+30CC
沛	U+6C9B
没	U+6CA1
沦	U+6CA6
沫	U+6CAB
沮	U+6CAE
油	U+6CB9
泑	U+6CD1
泠	U+6CE0
泣	U+6CE3
泥	U+6CE5
泰	U+6CF0
泱	U+6CF1
泸	U+6CF8
泾	U+6CFE
洎	U+6D0E
洏	U+6D0F
洛	U+6D1B
洟	U+6D1F
洤	U+6D24
洳	U+6D33
洽	U+6D3D
派	U+6D3E
浃	U+6D43
浄	U+6D44
浑	U+6D51
浓	U+6D53
浪	U+6D6A
涇	U+6D87
涕	U+6D95
涞	U+6D9E
涵	U+6DB5
涸	U+6DB8
涿	U+6DBF
淙	U+6DD9
淚	U+6DDA
淜	U+6DDC
淥	U+6DE5
淬	U+6DEC
混	U+6DF7
渁	U+6E01
渃	U+6E03
清	U+6E05
渚	U+6E1A
測	U+6E2C
渮	U+6E2E
渴	U+6E34
游	U+6E38
渾	U+6E3E
湄	U+6E44
湎	U+6E4E
湏	U+6E4F
湩	U+6E69
湳	U+6E73
溁	U+6E81
溋	U+6E8B
溍	U+6E8D
溏	U+6E8F
溕	U+6E95
溞	U+6E9E
溤	U+6EA4
溦	U+6EA6
溫	U+6EAB
溮	U+6EAE
溳	U+6EB3
溶	U+6EB6
滎	U+6ECE
滒	U+6ED2
滝	U+6EDD
满	U+6EE1
滥	U+6EE5
滷	U+6EF7
漂	U+6F02
漉	U+6F09
漓	U+6F13
漝	U+6F1D
漤	U+6F24
漰	U+6F30
漴	U+6F34
漾	U+6F3E
潆	U+6F46
潇	U+6F47
潕	U+6F55
潧	U+6F67
潭	U+6F6D
潷	U+6F77
潾	U+6F7E
澆	U+6F86
澌	U+6F8C
澕	U+6F95
澛	U+6F9B
澟	U+6F9F
澧	U+6FA7
澪	U+6FAA
澺	U+6FBA
濐	U+6FD0
濑	U+6FD1
濥	U+6FE5
濫	U+6FEB
瀣	U+7023
瀦	U+7026
瀴	U+7034
灑	U+7051
灕	U+7055
灠	U+7060
灨	U+7068
火	U+706B
炊	U+708A
炌	U+708C
炏	U+708F
炦	U+70A6
炬	U+70AC
炭	U+70AD
炳	U+70B3
炷	U+70B7
点	U+70B9
為	U+70BA
炻	U+70BB
烏	U+70CF
烟	U+70DF
烣	U+70E3
烴	U+70F4
焉	U+7109
焌	U+710C
焒	U+7112
焠	U+7120
煎	U+714E
煩	U+7169
煸	U+7178
煻	U+717B
煽	U+717D
熅	U+7185
熘	U+7198
熠	U+71A0
熣	U+71A3
熨	U+71A8
熾	U+71BE
燒	U+71D2
燓	U+71D3
爊	U+720A
爌	U+720C
爢	U+7222
爪	U+722A
爫	U+722B
爲	U+7232
父	U+7236
爷	U+7237
爹	U+7239
牉	U+7249
牎	U+724E
牐	U+7250
牒	U+7252
牕	U+7255
牦	U+7266
牧	U+7267
物	U+7269
牭	U+726D
牶	U+7276
特	U+7279
犀	U+7280
犂	U+7282
犆	U+7286
犓	U+7293
犛	U+729B
犹	U+72B9
狆	U+72C6
狙	U+72D9
狡	U+72E1
狤	U+72E4
狮	U+72EE
狸	U+72F8
猀	U+7300
猎	U+730E
猕	U+7315
猗	U+7317
猘	U+7318
猝	U+731D
猪	U+732A
猲	U+7332
猵	U+7335
猶	U+7336
猷	U+7337
猾	U+733E
獅	U+7345
獍	U+734D
獎	U+734E
獕	U+7355
獪	U+736A
獴	U+7374
獻	U+737B
獼	U+737C
玆	U+7386
玉	U+7389
王	U+738B
玍	U+738D
玎	U+738E
玏	U+738F
玑	U+7391
玟	U+739F
玠	U+73A0
玥	U+73A5
玪	U+73AA
环	U+73AF
玶	U+73B6
玾	U+73BE
珄	U+73C4
珕	U+73D5
珙	U+73D9
珞	U+73DE
珠	U+73E0
珡	U+73E1
珨	U+73E8
珩	U+73E9
珬	U+73EC
珲	U+73F2
琍	U+740D
琞	U+741E
琦	U+7426
琧	U+7427
琴	U+7434
琵	U+7435
琹	U+7439
琾	U+743E
琿	U+743F
瑇	U+7447
瑚	U+745A
瑛	U+745B
瑪	U+746A
瑭	U+746D
瑼	U+747C
璃	U+7483
璉	U+7489
璋	U+748B
璏	U+748F
璔	U+7494
璟	U+749F
璣	U+74A3
璳	U+74B3
璵	U+74B5
瓈	U+74C8
瓌	U+74CC
瓢	U+74E2
瓵	U+74F5
瓼	U+74FC
瓽	U+74FD
甂	U+7502
甑	U+7511
甚	U+751A
甦	U+7526
甩	U+7529
甪	U+752A
甫	U+752B
甭	U+752D
甮	U+752E
由	U+7531
甴	U+7534
畀	U+7540
畇	U+7547
畑	U+7551
畔	U+7554
畕	U+7555
畚	U+755A
畜	U+755C
畟	U+755F
畤	U+7564
略	U+7565
畧	U+7567
番	U+756A
畬	U+756C
當	U+7576
畸	U+7578
疊	U+758A
疋	U+758B
疎	U+758E
疏	U+758F
疓	U+7593
疠	U+75A0
疪	U+75AA
疵	U+75B5
疻	U+75BB
疽	U+75BD
痗	U+75D7
痙	U+75D9
痡	U+75E1
痢	U+75E2
痧	U+75E7
痲	U+75F2
痳	U+75F3
痴	U+75F4
痹	U+75F9
痺	U+75FA
瘔	U+7614
瘖	U+7616
瘥	U+7625
瘧	U+7627
癔	U+7654
癡	U+7661
百	U+767E
皁	U+7681
皃	U+7683
的	U+7684
皇	U+7687
皚	U+769A
皮	U+76AE
皲	U+76B2
皸	U+76B8
皹	U+76B9
皻	U+76BB
盁	U+76C1
盃	U+76C3
盅	U+76C5
盗	U+76D7
盛	U+76DB
盜	U+76DC
盟	U+76DF
盠	U+76E0
盡	U+76E1
盧	U+76E7
直	U+76F4
眀	U+7700
眈	U+7708
眉	U+7709
看	U+770B
眐	U+7710
眘	U+7718
真	U+771F
眵	U+7735
眷	U+7737
眻	U+773B
着	U+7740
睂	U+7742
睈	U+7748
睏	U+774F
睟	U+775F
睲	U+7772
睸	U+7778
瞎	U+778E
瞝	U+779D
矢	U+77E2
知	U+77E5
矫	U+77EB
矯	U+77EF
矶	U+77F6
矸	U+77F8
码	U+7801
砂	U+7802
砕	U+7815
砗	U+7817
砙	U+7819
破	U+7834
砹	U+7839
硃	U+7843
硌	U+784C
硒	U+7852
硨	U+7868
硩	U+7869
确	U+786E
硼	U+787C
硽	U+787D
碌	U+788C
碎	U+788E
碑	U+7891
碔	U+7894
碥	U+78A5
碪	U+78AA
碫	U+78AB
碮	U+78AE
碾	U+78BE
磊	U+78CA
磋	U+78CB
磍	U+78CD
磥	U+78E5
磨	U+78E8
磯	U+78EF
磴	U+78F4
礌	U+790C
示	U+793A
礻	U+793B
礼	U+793C
社	U+793E
祁	U+7941
祄	U+7944
祌	U+794C
祐	U+7950
祕	U+7955
祡	U+7961
祪	U+796A
祿	U+797F
禀	U+7980
禁	U+7981
禄	U+7984
禎	U+798E
福	U+798F
禘	U+7998
禟	U+799F
禮	U+79AE
禰	U+79B0
禲	U+79B2
离	U+79BB
禽	U+79BD
禿	U+79BF
秀	U+79C0
秄	U+79C4
秋	U+79CB
种	U+79CD
租	U+79DF
秦	U+79E6
秧	U+79E7
秨	U+79E8
秩	U+79E9
秮	U+79EE
秲	U+79F2
秴	U+79F4
移	U+79FB
秾	U+79FE
稟	U+7A1F
稨	U+7A28
稩	U+7A29
稲	U+7A32
稻	U+7A3B
稽	U+7A3D
穉	U+7A49
穊	U+7A4A
穌	U+7A4C
穷	U+7A77
穹	U+7A79
空	U+7A7A
突	U+7A81
窅	U+7A85
窐	U+7A90
窒	U+7A92
窓	U+7A93
窖	U+7A96
窗	U+7A97
窣	U+7AA3
窨	U+7AA8
窮	U+7AAE
窻	U+7ABB
竆	U+7AC6
立	U+7ACB
竒	U+7AD2
竚	U+7ADA
竞	U+7ADE
竟	U+7ADF
竬	U+7AEC
竭	U+7AED
競	U+7AF6
竹	U+7AF9
笠	U+7B20
笨	U+7B28
笹	U+7B39
筛	U+7B5B
筠	U+7B60
筩	U+7B69
筻	U+7B7B
箁	U+7B81
箇	U+7B87
箈	U+7B88
箕	U+7B95
箟	U+7B9F
箸	U+7BB8
篃	U+7BC3
篖	U+7BD6
篙	U+7BD9
篩	U+7BE9
篼	U+7BFC
簁	U+7C01
簛	U+7C1B
簲	U+7C32
籀	U+7C40
籒	U+7C52
籪	U+7C6A
籭	U+7C6D
米	U+7C73
籺	U+7C7A
籽	U+7C7D
粒	U+7C92
粔	U+7C94
粗	U+7C97
粜	U+7C9C
粧	U+7CA7
粨	U+7CA8
粫	U+7CAB
粹	U+7CB9
糊	U+7CCA
糌	U+7CCC
糙	U+7CD9
糜	U+7CDC
糟	U+7CDF
糼	U+7CFC
紅	U+7D05
紇	U+7D07
紗	U+7D17
紫	U+7D2B
累	U+7D2F
細	U+7D30
紹	U+7D39
紿	U+7D3F
絃	U+7D43
結	U+7D50
綀	U+7D80
經	U+7D93
綕	U+7D95
綽	U+7DBD
緘	U+7DD8
緞	U+7DDE
緟	U+7DDF
緬	U+7DEC
緷	U+7DF7
緸	U+7DF8
縐	U+7E10
縛	U+7E1B
縭	U+7E2D
縻	U+7E3B
繅	U+7E45
繇	U+7E47
繓	U+7E53
織	U+7E54
繖	U+7E56
繰	U+7E70
繳	U+7E73
纀	U+7E80
纏	U+7E8F
纙	U+7E99
纛	U+7E9B
纤	U+7EA4
纱	U+7EB1
织	U+7EC7
结	U+7ED3
缎	U+7F0E
缠	U+7F20
缫	U+7F2B
缲	U+7F32
罗	U+7F57
罜	U+7F5C
罝	U+7F5D
罢	U+7F62
罤	U+7F64
罩	U+7F69
罪	U+7F6A
罵	U+7F75
罷	U+7F77
罸	U+7F78
罻	U+7F7B
羁	U+7F81
羅	U+7F85
羇	U+7F87
羈	U+7F88
羊	U+7F8A
羘	U+7F98
群	U+7FA4
義	U+7FA9
羴	U+7FB4
羶	U+7FB6
翁	U+7FC1
習	U+7FD2
翹	U+7FF9
翿	U+7FFF
者	U+8005
耒	U+8012
耝	U+801D
耡	U+8021
耨	U+8028
耩	U+8029
耲	U+8032
耶	U+8036
耷	U+8037
耼	U+803C
耽	U+803D
聀	U+8040
聃	U+8043
职	U+804C
聖	U+8056
聨	U+8068
聫	U+806B
聮	U+806E
聯	U+806F
聶	U+8076
職	U+8077
聽	U+807D
肓	U+8093
肘	U+8098
肝	U+809D
肢	U+80A2
肨	U+80A8
肩	U+80A9
肻	U+80BB
胋	U+80CB
胙	U+80D9
胛	U+80DB
胜	U+80DC
胞	U+80DE
胣	U+80E3
胥	U+80E5
胨	U+80E8
胭	U+80ED
胳	U+80F3
胹	U+80F9
胺	U+80FA
脀	U+8100
脙	U+8119
脚	U+811A
脞	U+811E
脬	U+812C
腌	U+814C
腠	U+8160
腥	U+8165
腬	U+816C
腮	U+816E
腶	U+8176
腹	U+8179
膔	U+8194
膣	U+81A3
膮	U+81AE
膱	U+81B1
膻	U+81BB
臊	U+81CA
臤	U+81E4
臯	U+81EF
臷	U+81F7
臺	U+81FA
臿	U+81FF
舀	U+8200
舂	U+8202
舅	U+8205
與	U+8207
興	U+8208
舉	U+8209
舌	U+820C
舍	U+820D
舖	U+8216
舗	U+8217
舝	U+821D
舲	U+8232
舵	U+8235
艑	U+8251
艘	U+8258
艤	U+8264
艮	U+826E
艼	U+827C
艾	U+827E
芇	U+8287
芋	U+828B
芎	U+828E
芑	U+8291
芓	U+8293
芙	U+8299
芩	U+82A9
芻	U+82BB
芾	U+82BE
芿	U+82BF
苇	U+82C7
苉	U+82C9
苔	U+82D4
苚	U+82DA
苜	U+82DC
苝	U+82DD
苣	U+82E3
苦	U+82E6
苫	U+82EB
苯	U+82EF
英	U+82F1
苴	U+82F4
苻	U+82FB
苼	U+82FC
茂	U+8302
茄	U+8304
茈	U+8308
茌	U+830C
茖	U+8316
茙	U+8319
茜	U+831C
茧	U+8327
茬	U+832C
茲	U+8332
茵	U+8335
茹	U+8339
茽	U+833D
荁	U+8341
荇	U+8347
荑	U+8351
荗	U+8357
荞	U+835E
荶	U+8376
荸	U+8378
莀	U+8380
莌	U+838C
莗	U+8397
莙	U+8399
莛	U+839B
莜	U+839C
莬	U+83AC
莳	U+83B3
莸	U+83B8
菁	U+83C1
菓	U+83D3
菞	U+83DE
菟	U+83DF
菭	U+83ED
菳	U+83F3
菸	U+83F8
菻	U+83FB
萁	U+8401
萊	U+840A
萖	U+8416
营	U+8425
萹	U+8439
落	U+843D
葉	U+8449
著	U+8457
葝	U+845D
葠	U+8460
葨	U+8468
葱	U+8471
葷	U+8477
蒋	U+848B
蒒	U+8492
蒔	U+8494
蒚	U+849A
蒠	U+84A0
蒫	U+84AB
蒭	U+84AD
蒿	U+84BF
蓊	U+84CA
蓡	U+84E1
蓮	U+84EE
蓷	U+84F7
蓿	U+84FF
蔑	U+8511
蔘	U+8518
蔞	U+851E
蔣	U+8523
蔤	U+8524
蔥	U+8525
蔬	U+852C
蔴	U+8534
蔸	U+8538
蕇	U+8547
蕓	U+8553
蕕	U+8555
蕠	U+8560
蕡	U+8561
蕪	U+856A
蕴	U+8574
薏	U+858F
薓	U+8593
薹	U+85B9
藊	U+85CA
藍	U+85CD
藜	U+85DC
藞	U+85DE
藭	U+85ED
蘇	U+8607
蘓	U+8613
蘼	U+863C
虿	U+867F
蚌	U+868C
蚕	U+8695
蚛	U+869B
蚣	U+86A3
蚤	U+86A4
蚰	U+86B0
蛁	U+86C1
蛋	U+86CB
蛦	U+86E6
蛩	U+86E9
蛫	U+86EB
蛬	U+86EC
蛰	U+86F0
蛳	U+86F3
蛼	U+86FC
蛽	U+86FD
蜂	U+8702
蜅	U+8705
蜔	U+8714
蜙	U+8719
蜜	U+871C
蜾	U+873E
蝁	U+8741
蝎	U+874E
蝔	U+8754
蝙	U+8759
蝞	U+875E
螉	U+8789
螦	U+87A6
螬	U+87AC
螭	U+87AD
蟒	U+87D2
蟙	U+87D9
蠈	U+8808
蠍	U+880D
蠛	U+881B
蠡	U+8821
蠭	U+882D
衃	U+8843
行	U+884C
衕	U+8855
衜	U+885C
衝	U+885D
衟	U+885F
衣	U+8863
衤	U+8864
补	U+8865
表	U+8868
袀	U+8880
袈	U+8888
袖	U+8896
袡	U+88A1
袨	U+88A8
袳	U+88B3
袸	U+88B8
袼	U+88BC
袽	U+88BD
補	U+88DC
裨	U+88E8
褊	U+890A
褐	U+8910
襆	U+8946
覉	U+8989
覊	U+898A
覐	U+8990
覚	U+899A
覺	U+89BA
覻	U+89BB
觤	U+89E4
觭	U+89ED
觰	U+89F0
觳	U+89F3
觴	U+89F4
計	U+8A08
訔	U+8A14
訢	U+8A22
訥	U+8A25
訫	U+8A2B
訲	U+8A32
訳	U+8A33
訶	U+8A36
詊	U+8A4A
評	U+8A55
詭	U+8A6D
詿	U+8A7F
誠	U+8AA0
誨	U+8AA8
調	U+8ABF
諆	U+8AC6
請	U+8ACB
諎	U+8ACE
諕	U+8AD5
諞	U+8ADE
諢	U+8AE2
諸	U+8AF8
謓	U+8B13
講	U+8B1B
謠	U+8B20
謹	U+8B39
譂	U+8B42
譇	U+8B47
譓	U+8B53
譙	U+8B59
譤	U+8B64
譬	U+8B6C
議	U+8B70
讙	U+8B99
计	U+8BA1
讣	U+8BA3
讧	U+8BA7
讪	U+8BAA
讱	U+8BB1
讲	U+8BB2
许	U+8BB8
访	U+8BBF
诀	U+8BC0
诂	U+8BC2
诈	U+8BC8
词	U+8BCD
诘	U+8BD8
诙	U+8BD9
诚	U+8BDA
话	U+8BDD
诟	U+8BDF
诡	U+8BE1
诣	U+8BE3
诨	U+8BE8
谍	U+8C0D
谝	U+8C1D
谼	U+8C3C
豊	U+8C4A
豒	U+8C52
豚	U+8C5A
象	U+8C61
豬	U+8C6C
貂	U+8C82
貙	U+8C99
貝	U+8C9D
貞	U+8C9E
貢	U+8CA2
貪	U+8CAA
責	U+8CAC
貯	U+8CAF
貴	U+8CB4
買	U+8CB7
賀	U+8CC0
賁	U+8CC1
賃	U+8CC3
賈	U+8CC8
賊	U+8CCA
賒	U+8CD2
賖	U+8CD6
賢	U+8CE2
賥	U+8CE5
賴	U+8CF4
贑	U+8D11
贒	U+8D12
贪	U+8D2A
贯	U+8D2F
赋	U+8D4B
赍	U+8D4D
赦	U+8D66
赹	U+8D79
赼	U+8D7C
趃	U+8D83
趋	U+8D8B
趍	U+8D8D
趗	U+8D97
趣	U+8DA3
趧	U+8DA7
趨	U+8DA8
趬	U+8DAC
跢	U+8DE2
路	U+8DEF
踈	U+8E08
踤	U+8E24
踦	U+8E26
踭	U+8E2D
蹁	U+8E41
蹈	U+8E48
蹧	U+8E67
蹺	U+8E7A
蹻	U+8E7B
躅	U+8E85
躭	U+8EAD
躰	U+8EB0
躺	U+8EBA
軄	U+8EC4
軆	U+8EC6
車	U+8ECA
軍	U+8ECD
軒	U+8ED2
軬	U+8EEC
軲	U+8EF2
軼	U+8EFC
軾	U+8EFE
輠	U+8F20
轮	U+8F6E
轱	U+8F71
辅	U+8F85
辞	U+8F9E
辠	U+8FA0
辭	U+8FAD
辰	U+8FB0
込	U+8FBC
迈	U+8FC8
迊	U+8FCA
迍	U+8FCD
迣	U+8FE3
迤	U+8FE4
迳	U+8FF3
迸	U+8FF8
迺	U+8FFA
迻	U+8FFB
逆	U+9006
逊	U+900A
逋	U+900B
逌	U+900C
透	U+900F
逐	U+9010
递	U+9012
逕	U+9015
逞	U+901E
速	U+901F
連	U+9023
逰	U+9030
遉	U+9049
遊	U+904A
過	U+904E
遏	U+904F
遒	U+9052
道	U+9053
違	U+9055
遭	U+906D
遴	U+9074
遷	U+9077
邅	U+9085
邏	U+908F
邛	U+909B
那	U+90A3
邥	U+90A5
邨	U+90A8
邰	U+90B0
邵	U+90B5
郍	U+90CD
郕	U+90D5
郿	U+90FF
鄧	U+9127
鄽	U+913D
酖	U+9156
酺	U+917A
醁	U+9181
醃	U+9183
醩	U+91A9
醴	U+91B4
醻	U+91BB
醾	U+91BE
醿	U+91BF
釄	U+91C4
釉	U+91C9
重	U+91CD
釪	U+91EA
釭	U+91ED
鈂	U+9202
鈙	U+9219
鈹	U+9239
鈾	U+923E
鉻	U+927B
銕	U+9295
銣	U+92A3
銨	U+92A8
銩	U+92A9
銬	U+92AC
鋉	U+92C9
鋪	U+92EA
鋯	U+92EF
鋲	U+92F2
錌	U+930C
鍛	U+935B
鎅	U+9385
鎇	U+9387
鎬	U+93AC
鏕	U+93D5
鏖	U+93D6
鐖	U+9416
鐧	U+9427
鐿	U+943F
鑛	U+945B
铀	U+94C0
铥	U+94E5
铬	U+94EC
铰	U+94F0
铵	U+94F5
铷	U+94F7
铺	U+94FA
锄	U+9504
锆	U+9506
锖	U+9516
锴	U+9534
锷	U+9537
锻	U+953B
镅	U+9545
镖	U+9556
镝	U+955D
镥	U+9565
镱	U+9571
閂	U+9582
閇	U+9587
閈	U+9588
閉	U+9589
閌	U+958C
閍	U+958D
閑	U+9591
閒	U+9592
閖	U+9596
閣	U+95A3
閤	U+95A4
閥	U+95A5
閧	U+95A7
閩	U+95A9
閹	U+95B9
闍	U+95CD
闢	U+95E2
闥	U+95E5
闭	U+95ED
问	U+95EE
闰	U+95F0
闲	U+95F2
闷	U+95F7
阁	U+9601
阜	U+961C
陀	U+9640
限	U+9650
陨	U+9668
陳	U+9673
陼	U+967C
隊	U+968A
階	U+968E
隖	U+9696
隗	U+9697
隧	U+96A7
隨	U+96A8
隿	U+96BF
雅	U+96C5
雔	U+96D4
雙	U+96D9
雜	U+96DC
離	U+96E2
難	U+96E3
雲	U+96F2
電	U+96FB
霄	U+9704
霈	U+9708
靡	U+9761
革	U+9769
靳	U+9773
鞌	U+978C
鞍	U+978D
韙	U+97D9
韪	U+97EA
韱	U+97F1
頂	U+9802
頒	U+9812
頗	U+9817
頭	U+982D
頲	U+9832
頺	U+983A
顐	U+9850
顕	U+9855
顜	U+985C
顫	U+986B
顶	U+9876
颂	U+9882
题	U+9898
颤	U+98A4
颩	U+98A9
颱	U+98B1
飞	U+98DE
餔	U+9914
餘	U+9918
餛	U+991B
餣	U+9923
餫	U+992B
饐	U+9950
饒	U+9952
饕	U+9955
饘	U+9958
饮	U+996E
饰	U+9970
饸	U+9978
馄	U+9984
首	U+9996
馮	U+99AE
駡	U+99E1
騗	U+9A17
騙	U+9A19
騩	U+9A29
驂	U+9A42
驵	U+9A75
骖	U+9A96
骯	U+9AAF
骵	U+9AB5
體	U+9AD4
高	U+9AD8
髠	U+9AE0
髡	U+9AE1
髨	U+9AE8
鬼	U+9B3C
魂	U+9B42
魄	U+9B44
魑	U+9B51
魔	U+9B54
魝	U+9B5D
魲	U+9B72
鮉	U+9B89
鮋	U+9B8B
鮐	U+9B90
鮝	U+9B9D
鮟	U+9B9F
鯆	U+9BC6
鯈	U+9BC8
鯗	U+9BD7
鯟	U+9BDF
鯨	U+9BE8
鯫	U+9BEB
鱣	U+9C63
鱧	U+9C67
鱱	U+9C71
鱸	U+9C78
鱺	U+9C7A
鲐	U+9C90
鲞	U+9C9E
鲵	U+9CB5
鳢	U+9CE2
鳣	U+9CE3
鳦	U+9CE6
鴄	U+9D04
鴆	U+9D06
鴷	U+9D37
鴺	U+9D3A
鴽	U+9D3D
鵜	U+9D5C
鶲	U+9DB2
鷧	U+9DE7
鷾	U+9DFE
鸇	U+9E07
鹯	U+9E6F
麀	U+9E80
麆	U+9E86
麻	U+9EBB
麾	U+9EBE
黎	U+9ECE
黑	U+9ED1
黒	U+9ED2
黓	U+9ED3
默	U+9ED8
點	U+9EDE
黧	U+9EE7
鼲	U+9F32
龍	U+9F8D
龔	U+9F94
秊	U+F995
練	U+F996
爫	U+FA49
𠀃	U+20003
𠀖	U+20016
𠀗	U+20017
𠀫	U+2002B
𠀲	U+20032
𠀹	U+20039
𠁈	U+20048
𠁉	U+20049
𠁑	U+20051
𠁦	U+20066
𠁱	U+20071
𠂎	U+2008E
𠃜	U+200DC
𠃞	U+200DE
𠄧	U+20127
𠄩	U+20129
𠄵	U+20135
𠄼	U+2013C
𠄽	U+2013D
𠅅	U+20145
𠅍	U+2014D
𠅎	U+2014E
𠅐	U+20150
𠅒	U+20152
𠅜	U+2015C
𠅼	U+2017C
𠆰	U+201B0
𠇍	U+201CD
𠇖	U+201D6
𠇮	U+201EE
𠈪	U+2022A
𠈫	U+2022B
𠈴	U+20234
𠉗	U+20257
𠉞	U+2025E
𠉭	U+2026D
𠊚	U+2029A
𠊛	U+2029B
𠊶	U+202B6
𠋣	U+202E3
𠋥	U+202E5
𠍤	U+20364
𠍦	U+20366
𠏠	U+203E0
𠐌	U+2040C
𠐬	U+2042C
𠐵	U+20435
𠑬	U+2046C
𠒬	U+204AC
𠒷	U+204B7
𠓀	U+204C0
𠓨	U+204E8
𠔇	U+20507
𠔏	U+2050F
𠔓	U+20513
𠔔	U+20514
𠔩	U+20529
𠔰	U+20530
𠕄	U+20544
𠕷	U+20577
𠖃	U+20583
𠖈	U+20588
𠖠	U+205A0
𠖧	U+205A7
𠗚	U+205DA
𠘨	U+20628
𠘭	U+2062D
𠙧	U+20667
𠚢	U+206A2
𠛌	U+206CC
𠛤	U+206E4
𠜆	U+20706
𠜝	U+2071D
𠜫	U+2072B
𠜭	U+2072D
𠜷	U+20737
𠝅	U+20745
𠞊	U+2078A
𠞺	U+207BA
𠠚	U+2081A
𠠩	U+20829
𠡏	U+2084F
𠡦	U+20866
𠡱	U+20871
𠣒	U+208D2
𠣠	U+208E0
𠣨	U+208E8
𠣱	U+208F1
𠤆	U+20906
𠤌	U+2090C
𠤕	U+20915
𠤪	U+2092A
𠥾	U+2097E
𠦅	U+20985
𠦓	U+20993
𠦙	U+20999
𠦚	U+2099A
𠦴	U+209B4
𠧗	U+209D7
𠨏	U+20A0F
𠩻	U+20A7B
𠩼	U+20A7C
𠪁	U+20A81
𠪃	U+20A83
𠪅	U+20A85
𠪨	U+20AA8
𠫅	U+20AC5
𠫆	U+20AC6
𠫎	U+20ACE
𠫤	U+20AE4
𠫺	U+20AFA
𠫻	U+20AFB
𠫾	U+20AFE
𠬃	U+20B03
𠬋	U+20B0B
𠬕	U+20B15
𠬖	U+20B16
𠬛	U+20B1B
𠬠	U+20B20
𠬱	U+20B31
𠬸	U+20B38
𠭁	U+20B41
𠭆	U+20B46
𠭏	U+20B4F
𠮙	U+20B99
𠮥	U+20BA5
𠮦	U+20BA6
𠯇	U+20BC7
𠯌	U+20BCC
𠯑	U+20BD1
𠯛	U+20BDB
𠯻	U+20BFB
𠯿	U+20BFF
𠰃	U+20C03
𠰌	U+20C0C
𠰍	U+20C0D
𠰎	U+20C0E
𠰏	U+20C0F
𠰙	U+20C19
𠰩	U+20C29
𠰷	U+20C37
𠰹	U+20C39
𠰺	U+20C3A
𠱊	U+20C4A
𠱋	U+20C4B
𠱌	U+20C4C
𠱤	U+20C64
𠱩	U+20C69
𠱭	U+20C6D
𠱰	U+20C70
𠱷	U+20C77
𠲖	U+20C96
𠲥	U+20CA5
𠲲	U+20CB2
𠳈	U+20CC8
𠳐	U+20CD0
𠳒	U+20CD2
𠳚	U+20CDA
𠳨	U+20CE8
𠳺	U+20CFA
𠳻	U+20CFB
𠳿	U+20CFF
𠴃	U+20D03
𠴓	U+20D13
𠴔	U+20D14
𠴹	U+20D39
𠴽	U+20D3D
𠵌	U+20D4C
𠵩	U+20D69
𠵲	U+20D72
𠵴	U+20D74
𠶋	U+20D8B
𠶗	U+20D97
𠶝	U+20D9D
𠶣	U+20DA3
𠶷	U+20DB7
𠷝	U+20DDD
𠷯	U+20DEF
𠸅	U+20E05
𠸌	U+20E0C
𠸕	U+20E15
𠸗	U+20E17
𠸟	U+20E1F
𠸠	U+20E20
𠸦	U+20E26
𠸩	U+20E29
𠸿	U+20E3F
𠹈	U+20E48
𠹖	U+20E56
𠹚	U+20E5A
𠹱	U+20E71
𠹲	U+20E72
𠹳	U+20E73
𠹾	U+20E7E
𠺏	U+20E8F
𠺘	U+20E98
𠺞	U+20E9E
𠺟	U+20E9F
𠺥	U+20EA5
𠺳	U+20EB3
𠺶	U+20EB6
𠺹	U+20EB9
𠻗	U+20ED7
𠼞	U+20F1E
𠼪	U+20F2A
𠼱	U+20F31
𠼲	U+20F32
𠽉	U+20F49
𠽓	U+20F53
𠽖	U+20F56
𠽬	U+20F6C
𠾀	U+20F80
𠾕	U+20F95
𠾚	U+20F9A
𠿒	U+20FD2
𠿚	U+20FDA
𠿥	U+20FE5
𡀐	U+21010
𡀜	U+2101C
𡀨	U+21028
𡀫	U+2102B
𡀽	U+2103D
𡁁	U+21041
𡁞	U+2105E
𡂄	U+21084
𡂎	U+2108E
𡂒	U+21092
𡂲	U+210B2
𡃊	U+210CA
𡃎	U+210CE
𡃑	U+210D1
𡃘	U+210D8
𡃚	U+210DA
𡃪	U+210EA
𡄰	U+21130
𡆁	U+21181
𡇣	U+211E3
𡈚	U+2121A
𡉄	U+21244
𡉎	U+2124E
𡉖	U+21256
𡉽	U+2127D
𡋃	U+212C3
𡋥	U+212E5
𡋿	U+212FF
𡍋	U+2134B
𡍴	U+21374
𡍺	U+2137A
𡎞	U+2139E
𡏂	U+213C2
𡏦	U+213E6
𡐬	U+2142C
𡑺	U+2147A
𡒀	U+21480
𡔅	U+21505
𡔈	U+21508
𡔌	U+2150C
𡔍	U+2150D
𡕚	U+2155A
𡖵	U+215B5
𡗋	U+215CB
𡗠	U+215E0
𡗧	U+215E7
𡗶	U+215F6
𡘈	U+21608
𡘊	U+2160A
𡘜	U+2161C
𡘞	U+2161E
𡚴	U+216B4
𡝕	U+21755
𡟒	U+217D2
𡟔	U+217D4
𡠄	U+21804
𡡦	U+21866
𡢘	U+21898
𡢽	U+218BD
𡤓	U+21913
𡤔	U+21914
𡥇	U+21947
𡥗	U+21957
𡥞	U+2195E
𡥪	U+2196A
𡥵	U+21975
𡦂	U+21982
𡧉	U+219C9
𡧧	U+219E7
𡨆	U+21A06
