ヌ	U+30CC
廣	U+5EE3
廩	U+5EE9
廪	U+5EEA
廬	U+5EEC
廾	U+5EFE
廿	U+5EFF
弄	U+5F04
弅	U+5F05
弋	U+5F0B
弌	U+5F0C
弔	U+5F14
引	U+5F15
弤	U+5F24
弧	U+5F27
弭	U+5F2D
弮	U+5F2E
弯	U+5F2F
強	U+5F37
弸	U+5F38
弹	U+5F39
弽	U+5F3D
弾	U+5F3E
彈	U+5F48
彊	U+5F4A
当	U+5F53
彗	U+5F57
彣	U+5F63
彦	U+5F66
彨	U+5F68
彲	U+5F72
彳	U+5F73
彴	U+5F74
彷	U+5F77
彸	U+5F78
彻	U+5F7B
彼	U+5F7C
彾	U+5F7E
径	U+5F84
待	U+5F85
很	U+5F88
律	U+5F8B
後	U+5F8C
徎	U+5F8E
徐	U+5F90
徑	U+5F91
徕	U+5F95
得	U+5F97
徙	U+5F99
徛	U+5F9B
徜	U+5F9C
徠	U+5FA0
徣	U+5FA3
徧	U+5FA7
徨	U+5FA8
復	U+5FA9
循	U+5FAA
徱	U+5FB1
徳	U+5FB3
徴	U+5FB4
德	U+5FB7
忀	U+5FC0
必	U+5FC5
忇	U+5FC7
忉	U+5FC9
忊	U+5FCA
忋	U+5FCB
忌	U+5FCC
忍	U+5FCD
忏	U+5FCF
志	U+5FD7
忘	U+5FD8
忝	U+5FDD
快	U+5FEB
忬	U+5FEC
忯	U+5FEF
忱	U+5FF1
忴	U+5FF4
忺	U+5FFA
忻	U+5FFB
怀	U+6000
怃	U+6003
怉	U+6009
怏	U+600F
怑	U+6011
怒	U+6012
怖	U+6016
怗	U+6017
怚	U+601A
怛	U+601B
怜	U+601C
思	U+601D
怡	U+6021
怤	U+6024
性	U+6027
怩	U+6029
怮	U+602E
怰	U+6030
恃	U+6043
恐	U+6050
恑	U+6051
恓	U+6053
恕	U+6055
恚	U+605A
恡	U+6061
恣	U+6063
恪	U+606A
恰	U+6070
恴	U+6074
恵	U+6075
恶	U+6076
悆	U+6086
悇	U+6087
悈	U+6088
悉	U+6089
悋	U+608B
悌	U+608C
悑	U+6091
悕	U+6095
悖	U+6096
悜	U+609C
悥	U+60A5
悫	U+60AB
悲	U+60B2
悳	U+60B3
悶	U+60B6
情	U+60C5
惊	U+60CA
惚	U+60DA
惞	U+60DE
惡	U+60E1
惣	U+60E3
惪	U+60EA
惰	U+60F0
惱	U+60F1
想	U+60F3
惵	U+60F5
惶	U+60F6
惻	U+60FB
惼	U+60FC
惽	U+60FD
愀	U+6100
愊	U+610A
愍	U+610D
意	U+610F
愐	U+6110
愒	U+6112
愖	U+6116
愘	U+6118
愙	U+6119
愡	U+6121
愧	U+6127
愨	U+6128
愬	U+612C
愯	U+612F
愴	U+6134
愸	U+6138
慄	U+6144
慅	U+6145
慒	U+6152
慖	U+6156
慤	U+6164
慮	U+616E
慰	U+6170
慵	U+6175
慾	U+617E
慿	U+617F
憐	U+6190
憑	U+6191
憢	U+61A2
憵	U+61B5
憶	U+61B6
憼	U+61BC
憽	U+61BD
懆	U+61C6
懐	U+61D0
懒	U+61D2
懔	U+61D4
懙	U+61D9
懞	U+61DE
懠	U+61E0
懭	U+61ED
懮	U+61EE
懯	U+61EF
懶	U+61F6
懺	U+61FA
懿	U+61FF
戈	U+6208
戊	U+620A
戌	U+620C
戍	U+620D
戎	U+620E
成	U+6210
我	U+6211
戒	U+6212
戕	U+6215
戗	U+6217
战	U+6218
戚	U+621A
戝	U+621D
戞	U+621E
戣	U+6223
戤	U+6224
戥	U+6225
戧	U+6227
戫	U+622B
戴	U+6234
戽	U+623D
所	U+6240
扁	U+6241
扃	U+6243
扄	U+6244
扇	U+6247
扉	U+6249
手	U+624B
才	U+624D
扎	U+624E
扐	U+6250
扑	U+6251
扔	U+6254
払	U+6255
扗	U+6257
托	U+6258
扙	U+6259
扛	U+625B
扜	U+625C
扠	U+6260
扡	U+6261
扣	U+6263
扥	U+6265
扦	U+6266
扫	U+626B
扯	U+626F
扱	U+6271
扲	U+6272
扵	U+6275
扺	U+627A
扻	U+627B
扽	U+627D
找	U+627E
承	U+627F
抁	U+6281
抄	U+6284
抅	U+6285
抈	U+6288
把	U+628A
抋	U+628B
抌	U+628C
抍	U+628D
抑	U+6291
抒	U+6292
抔	U+6294
投	U+6295
折	U+6298
抚	U+629A
抜	U+629C
択	U+629E
抡	U+62A1
抢	U+62A2
抣	U+62A3
抨	U+62A8
抪	U+62AA
披	U+62AB
抬	U+62AC
抭	U+62AD
抳	U+62B3
抴	U+62B4
抵	U+62B5
抺	U+62BA
抻	U+62BB
拆	U+62C6
拉	U+62C9
拊	U+62CA
拌	U+62CC
拎	U+62CE
拐	U+62D0
拖	U+62D6
拗	U+62D7
招	U+62DB
拜	U+62DC
拝	U+62DD
拞	U+62DE
拟	U+62DF
拡	U+62E1
拧	U+62E7
拪	U+62EA
拯	U+62EF
拱	U+62F1
拲	U+62F2
拳	U+62F3
拸	U+62F8
拼	U+62FC
拽	U+62FD
拾	U+62FE
持	U+6301
指	U+6307
挊	U+630A
挎	U+630E
挑	U+6311
挓	U+6313
挔	U+6314
挗	U+6317
挙	U+6319
挤	U+6324
挦	U+6326
挧	U+6327
挨	U+6328
挪	U+632A
挭	U+632D
挰	U+6330
挱	U+6331
挲	U+6332
挴	U+6334
挵	U+6335
挸	U+6338
挼	U+633C
挾	U+633E
捂	U+6342
捄	U+6344
捆	U+6346
捇	U+6347
捈	U+6348
捉	U+6349
捊	U+634A
捓	U+6353
捕	U+6355
捘	U+6358
捙	U+6359
捚	U+635A
捠	U+6360
捥	U+6365
捦	U+6366
捧	U+6367
捬	U+636C
捭	U+636D
捰	U+6370
捱	U+6371
捷	U+6377
捹	U+6379
捼	U+637C
捽	U+637D
掄	U+6384
掋	U+638B
掌	U+638C
排	U+6392
掘	U+6398
探	U+63A2
接	U+63A5
措	U+63AA
掱	U+63B1
掲	U+63B2
掸	U+63B8
掺	U+63BA
掻	U+63BB
揁	U+63C1
揂	U+63C2
揅	U+63C5
揊	U+63CA
揋	U+63CB
揌	U+63CC
提	U+63D0
揑	U+63D1
插	U+63D2
揚	U+63DA
握	U+63E1
揥	U+63E5
揪	U+63EA
揬	U+63EC
揭	U+63ED
揮	U+63EE
揰	U+63F0
揱	U+63F1
揶	U+63F6
揸	U+63F8
揺	U+63FA
搁	U+6401
搂	U+6402
搈	U+6408
搉	U+6409
搊	U+640A
搋	U+640B
損	U+640D
搓	U+6413
搔	U+6414
搖	U+6416
搘	U+6418
搚	U+641A
搞	U+641E
搠	U+6420
搧	U+6427
搩	U+6429
搪	U+642A
搫	U+642B
搰	U+6430
搱	U+6431
搲	U+6432
搳	U+6433
搶	U+6436
搷	U+6437
摀	U+6440
摁	U+6441
摅	U+6445
摆	U+6446
摇	U+6447
摈	U+6448
摏	U+644F
摐	U+6450
摚	U+645A
摛	U+645B
摢	U+6462
摤	U+6464
摩	U+6469
摴	U+6474
摵	U+6475
摸	U+6478
摹	U+6479
摺	U+647A
摻	U+647B
摿	U+647F
撄	U+6484
撕	U+6495
撙	U+6499
撜	U+649C
撝	U+649D
撟	U+649F
撣	U+64A3
撦	U+64A6
撨	U+64A8
撫	U+64AB
播	U+64AD
撰	U+64B0
撲	U+64B2
撸	U+64B8
撺	U+64BA
撼	U+64BC
擂	U+64C2
擈	U+64C8
擒	U+64D2
擔	U+64D4
擖	U+64D6
擛	U+64DB
擟	U+64DF
擠	U+64E0
擤	U+64E4
擰	U+64F0
擱	U+64F1
擵	U+64F5
擻	U+64FB
擿	U+64FF
攂	U+6502
攄	U+6504
攅	U+6505
攉	U+6509
攎	U+650E
攔	U+6514
攖	U+6516
攗	U+6517
攞	U+651E
攟	U+651F
攠	U+6520
支	U+652F
攲	U+6532
攴	U+6534
攸	U+6538
改	U+6539
攻	U+653B
放	U+653E
故	U+6545
敇	U+6547
效	U+6548
敌	U+654C
敎	U+654E
敏	U+654F
救	U+6551
敕	U+6555
敖	U+6556
敗	U+6557
敘	U+6558
教	U+6559
敚	U+655A
敝	U+655D
敞	U+655E
敟	U+655F
散	U+6563
敦	U+6566
敧	U+6567
敬	U+656C
数	U+6570
敷	U+6577
數	U+6578
斄	U+6584
斉	U+6589
斊	U+658A
斍	U+658D
斎	U+658E
斐	U+6590
斗	U+6597
斛	U+659B
斜	U+659C
斠	U+65A0
斤	U+65A4
斫	U+65AB
断	U+65AD
斮	U+65AE
斯	U+65AF
斲	U+65B2
斵	U+65B5
斷	U+65B7
斸	U+65B8
於	U+65BC
旃	U+65C3
旄	U+65C4
旈	U+65C8
旉	U+65C9
旌	U+65CC
旜	U+65DC
无	U+65E0
旡	U+65E1
既	U+65E2
日	U+65E5
旦	U+65E6
旬	U+65EC
旭	U+65ED
旮	U+65EE
旯	U+65EF
旱	U+65F1
时	U+65F6
旹	U+65F9
昀	U+6600
昂	U+6602
昆	U+6606
昊	U+660A
昋	U+660B
昌	U+660C
明	U+660E
昒	U+6612
易	U+6613
昚	U+661A
昝	U+661D
春	U+6625
昦	U+6626
昮	U+662E
昰	U+6630
昴	U+6634
昵	U+6635
昻	U+663B
昼	U+663C
時	U+6642
晃	U+6643
晕	U+6655
晚	U+665A
晜	U+665C
晝	U+665D
晡	U+6661
晢	U+6662
晨	U+6668
晫	U+666B
晬	U+666C
普	U+666E
晻	U+667B
暇	U+6687
暑	U+6691
暗	U+6697
暢	U+66A2
暮	U+66AE
曀	U+66C0
曄	U+66C4
曉	U+66C9
曊	U+66CA
曑	U+66D1
曚	U+66DA
曟	U+66DF
曠	U+66E0
曩	U+66E9
曰	U+66F0
曳	U+66F3
更	U+66F4
曵	U+66F5
曷	U+66F7
書	U+66F8
曹	U+66F9
最	U+6700
朇	U+6707
月	U+6708
有	U+6709
朋	U+670B
朎	U+670E
朑	U+6711
朔	U+6714
朗	U+6717
朙	U+6719
朝	U+671D
朞	U+671E
期	U+671F
朦	U+6726
朧	U+6727
木	U+6728
朩	U+6729
未	U+672A
末	U+672B
本	U+672C
札	U+672D
朱	U+6731
朳	U+6733
机	U+673A
朿	U+673F
权	U+6743
杅	U+6745
杆	U+6746
杇	U+6747
杍	U+674D
杏	U+674F
村	U+6751
杓	U+6753
杕	U+6755
杙	U+6759
杜	U+675C
杝	U+675D
束	U+675F
来	U+6765
杦	U+6766
杯	U+676F
杰	U+6770
東	U+6771
杲	U+6772
杳	U+6773
杴	U+6774
杵	U+6775
杷	U+6777
杸	U+6778
杼	U+677C
杽	U+677D
极	U+6781
枃	U+6783
构	U+6784
枉	U+6789
枊	U+678A
枋	U+678B
枌	U+678C
枒	U+6792
枔	U+6794
林	U+6797
枙	U+6799
枚	U+679A
枝	U+679D
枟	U+679F
枢	U+67A2
枣	U+67A3
枪	U+67AA
架	U+67B6
枷	U+67B7
枺	U+67BA
枼	U+67BC
柀	U+67C0
柁	U+67C1
柃	U+67C3
柄	U+67C4
柆	U+67C6
柊	U+67CA
柍	U+67CD
柏	U+67CF
某	U+67D0
染	U+67D3
柢	U+67E2
柣	U+67E3
柤	U+67E4
查	U+67E5
柰	U+67F0
柳	U+67F3
柴	U+67F4
柵	U+67F5
柶	U+67F6
柸	U+67F8
柼	U+67FC
栀	U+6800
栂	U+6802
栅	U+6805
栍	U+680D
栐	U+6810
栖	U+6816
栗	U+6817
栘	U+6818
栠	U+6820
栨	U+6828
株	U+682A
栭	U+682D
栱	U+6831
栴	U+6834
核	U+6838
格	U+683C
栾	U+683E
桀	U+6840
桃	U+6843
桇	U+6847
案	U+6848
桉	U+6849
桋	U+684B
桒	U+6852
桕	U+6855
桙	U+6859
桜	U+685C
桡	U+6861
桤	U+6864
桥	U+6865
桨	U+6868
桩	U+6869
桫	U+686B
桬	U+686C
桲	U+6872
桽	U+687D
桿	U+687F
梀	U+6880
梂	U+6882
梄	U+6884
梅	U+6885
梌	U+688C
梎	U+688E
梏	U+688F
梓	U+6893
梔	U+6894
梗	U+6897
梘	U+6898
梛	U+689B
梜	U+689C
條	U+689D
梞	U+689E
梦	U+68A6
梪	U+68AA
梭	U+68AD
梳	U+68B3
梵	U+68B5
梿	U+68BF
棂	U+68C2
棄	U+68C4
棚	U+68DA
棟	U+68DF
棠	U+68E0
棨	U+68E8
棬	U+68EC
棱	U+68F1
棲	U+68F2
棶	U+68F6
椀	U+6900
椅	U+6905
植	U+690D
検	U+691C
椝	U+691D
椞	U+691E
椠	U+6920
椤	U+6924
椮	U+692E
椰	U+6930
椴	U+6934
椶	U+6936
椷	U+6937
椼	U+693C
楂	U+6942
楃	U+6943
楅	U+6945
楆	U+6946
楊	U+694A
楍	U+694D
楎	U+694E
楝	U+695D
楢	U+6962
楣	U+6963
楪	U+696A
業	U+696D
楮	U+696E
楳	U+6973
極	U+6975
楸	U+6978
楼	U+697C
楽	U+697D
榔	U+6994
榕	U+6995
榖	U+6996
榘	U+6998
榟	U+699F
榦	U+69A6
榯	U+69AF
榰	U+69B0
榶	U+69B6
榷	U+69B7
榿	U+69BF
槃	U+69C3
槊	U+69CA
槍	U+69CD
槎	U+69CE
槐	U+69D0
槑	U+69D1
槔	U+69D4
槗	U+69D7
槤	U+69E4
槧	U+69E7
槮	U+69EE
槳	U+69F3
槹	U+69F9
樊	U+6A0A
樗	U+6A17
樘	U+6A18
標	U+6A19
樛	U+6A1B
樞	U+6A1E
模	U+6A21
樣	U+6A23
樨	U+6A28
樱	U+6A31
樴	U+6A34
樿	U+6A3F
橅	U+6A45
橆	U+6A46
橇	U+6A47
橈	U+6A48
橋	U+6A4B
機	U+6A5F
橡	U+6A61
檀	U+6A80
檁	U+6A81
檊	U+6A8A
檎	U+6A8E
檐	U+6A90
檗	U+6A97
檠	U+6AA0
檤	U+6AA4
檯	U+6AAF
檰	U+6AB0
櫡	U+6AE1
櫰	U+6AF0
櫲	U+6AF2
櫺	U+6AFA
櫻	U+6AFB
欏	U+6B0F
欕	U+6B15
欚	U+6B1A
欛	U+6B1B
欞	U+6B1E
次	U+6B21
欢	U+6B22
欣	U+6B23
欤	U+6B24
欥	U+6B25
欱	U+6B31
欲	U+6B32
欳	U+6B33
欶	U+6B36
欸	U+6B38
欹	U+6B39
欺	U+6B3A
欻	U+6B3B
歆	U+6B46
歇	U+6B47
歌	U+6B4C
歍	U+6B4D
歖	U+6B56
歟	U+6B5F
止	U+6B62
正	U+6B63
此	U+6B64
歧	U+6B67
歯	U+6B6F
歲	U+6B72
歳	U+6B73
歷	U+6B77
歹	U+6B79
歺	U+6B7A
死	U+6B7B
歾	U+6B7E
歿	U+6B7F
殁	U+6B81
殖	U+6B96
殛	U+6B9B
殞	U+6B9E
殡	U+6BA1
殥	U+6BA5
殦	U+6BA6
殳	U+6BB3
段	U+6BB5
殷	U+6BB7
殹	U+6BB9
殻	U+6BBB
殼	U+6BBC
殿	U+6BBF
毀	U+6BC0
毁	U+6BC1
毃	U+6BC3
毈	U+6BC8
毋	U+6BCB
毌	U+6BCC
母	U+6BCD
每	U+6BCF
毕	U+6BD5
毘	U+6BD8
毛	U+6BDB
毠	U+6BE0
毡	U+6BE1
毢	U+6BE2
毬	U+6BEC
毹	U+6BF9
毺	U+6BFA
毼	U+6BFC
氂	U+6C02
氈	U+6C08
氊	U+6C0A
氏	U+6C0F
氐	U+6C10
氖	U+6C16
氘	U+6C18
氨	U+6C28
水	U+6C34
氶	U+6C36
氷	U+6C37
永	U+6C38
氻	U+6C3B
汀	U+6C40
求	U+6C42
汄	U+6C44
汅	U+6C45
汇	U+6C47
汋	U+6C4B
汏	U+6C4F
汑	U+6C51
汒	U+6C52
汖	U+6C56
汙	U+6C59
汚	U+6C5A
汜	U+6C5C
汝	U+6C5D
汞	U+6C5E
池	U+6C60
污	U+6C61
汣	U+6C63
汬	U+6C6C
汮	U+6C6E
汰	U+6C70
汲	U+6C72
汴	U+6C74
汷	U+6C77
沃	U+6C83
沅	U+6C85
沒	U+6C92
沕	U+6C95
沖	U+6C96
沙	U+6C99
沚	U+6C9A
沛	U+6C9B
没	U+6CA1
沦	U+6CA6
沫	U+6CAB
沮	U+6CAE
沲	U+6CB2
油	U+6CB9
治	U+6CBB
泈	U+6CC8
泍	U+6CCD
泑	U+6CD1
泖	U+6CD6
泚	U+6CDA
泟	U+6CDF
泠	U+6CE0
泡	U+6CE1
波	U+6CE2
泣	U+6CE3
泥	U+6CE5
注	U+6CE8
泮	U+6CEE
泰	U+6CF0
泱	U+6CF1
泶	U+6CF6
泸	U+6CF8
泾	U+6CFE
泿	U+6CFF
洎	U+6D0E
洏	U+6D0F
洔	U+6D14
洛	U+6D1B
洟	U+6D1F
洡	U+6D21
洤	U+6D24
洪	U+6D2A
洫	U+6D2B
洳	U+6D33
洵	U+6D35
洸	U+6D38
洼	U+6D3C
洽	U+6D3D
派	U+6D3E
浃	U+6D43
浄	U+6D44
浑	U+6D51
浓	U+6D53
浪	U+6D6A
浽	U+6D7D
涁	U+6D81
涅	U+6D85
涇	U+6D87
涕	U+6D95
涞	U+6D9E
涟	U+6D9F
涵	U+6DB5
涸	U+6DB8
涿	U+6DBF
淁	U+6DC1
淄	U+6DC4
淆	U+6DC6
淒	U+6DD2
淙	U+6DD9
淚	U+6DDA
淜	U+6DDC
淥	U+6DE5
淪	U+6DEA
淬	U+6DEC
淶	U+6DF6
混	U+6DF7
淹	U+6DF9
淿	U+6DFF
渁	U+6E01
渃	U+6E03
清	U+6E05
渗	U+6E17
渚	U+6E1A
渡	U+6E21
渥	U+6E25
測	U+6E2C
渮	U+6E2E
渴	U+6E34
游	U+6E38
渾	U+6E3E
湄	U+6E44
湈	U+6E48
湎	U+6E4E
湏	U+6E4F
湟	U+6E5F
湦	U+6E66
湩	U+6E69
湳	U+6E73
湶	U+6E76
湼	U+6E7C
湿	U+6E7F
溁	U+6E81
溉	U+6E89
溊	U+6E8A
溋	U+6E8B
溍	U+6E8D
溏	U+6E8F
溕	U+6E95
溞	U+6E9E
溤	U+6EA4
溦	U+6EA6
溫	U+6EAB
溮	U+6EAE
溳	U+6EB3
溶	U+6EB6
溹	U+6EB9
滀	U+6EC0
滉	U+6EC9
滌	U+6ECC
滎	U+6ECE
滒	U+6ED2
滓	U+6ED3
滝	U+6EDD
满	U+6EE1
滥	U+6EE5
滲	U+6EF2
滷	U+6EF7
漂	U+6F02
漉	U+6F09
漑	U+6F11
漓	U+6F13
漝	U+6F1D
漡	U+6F21
漣	U+6F23
漤	U+6F24
漧	U+6F27
漰	U+6F30
漴	U+6F34
漾	U+6F3E
潆	U+6F46
潇	U+6F47
潒	U+6F52
潕	U+6F55
潖	U+6F56
潠	U+6F60
潢	U+6F62
潧	U+6F67
潭	U+6F6D
潷	U+6F77
潾	U+6F7E
澆	U+6F86
澌	U+6F8C
澕	U+6F95
澛	U+6F9B
澟	U+6F9F
澧	U+6FA7
澪	U+6FAA
澺	U+6FBA
濐	U+6FD0
濑	U+6FD1
濔	U+6FD4
濕	U+6FD5
濥	U+6FE5
濧	U+6FE7
濫	U+6FEB
瀜	U+701C
瀝	U+701D
瀣	U+7023
瀦	U+7026
瀴	U+7034
瀾	U+703E
灑	U+7051
灕	U+7055
灠	U+7060
灨	U+7068
火	U+706B
灱	U+7071
灲	U+7072
灼	U+707C
災	U+707D
灾	U+707E
炊	U+708A
炌	U+708C
炏	U+708F
炟	U+709F
炦	U+70A6
炧	U+70A7
炬	U+70AC
炭	U+70AD
炯	U+70AF
炱	U+70B1
炲	U+70B2
炳	U+70B3
炵	U+70B5
炷	U+70B7
点	U+70B9
為	U+70BA
炻	U+70BB
烏	U+70CF
烖	U+70D6
烟	U+70DF
烣	U+70E3
烥	U+70E5
烧	U+70E7
烴	U+70F4
烺	U+70FA
焉	U+7109
焌	U+710C
焒	U+7112
焖	U+7116
焠	U+7120
無	U+7121
焮	U+712E
焯	U+712F
煆	U+7146
煌	U+714C
煍	U+714D
煎	U+714E
煏	U+714F
煒	U+7152
煤	U+7164
煩	U+7169
煬	U+716C
煮	U+716E
煵	U+7175
煸	U+7178
煻	U+717B
煽	U+717D
熅	U+7185
熊	U+718A
熏	U+718F
熔	U+7194
熘	U+7198
熠	U+71A0
熣	U+71A3
熨	U+71A8
熾	U+71BE
熿	U+71BF
燋	U+71CB
燏	U+71CF
燒	U+71D2
燓	U+71D3
燔	U+71D4
燣	U+71E3
爊	U+720A
爌	U+720C
爑	U+7211
爢	U+7222
爪	U+722A
爫	U+722B
爬	U+722C
爯	U+722F
爲	U+7232
父	U+7236
爷	U+7237
爸	U+7238
爹	U+7239
爻	U+723B
牉	U+7249
牎	U+724E
牐	U+7250
牒	U+7252
牕	U+7255
牙	U+7259
牝	U+725D
牠	U+7260
牢	U+7262
牦	U+7266
牧	U+7267
物	U+7269
牭	U+726D
牲	U+7272
牴	U+7274
牶	U+7276
特	U+7279
犀	U+7280
犂	U+7282
犆	U+7286
犓	U+7293
犛	U+729B
犤	U+72A4
犪	U+72AA
犬	U+72AC
犹	U+72B9
狆	U+72C6
狊	U+72CA
狌	U+72CC
狙	U+72D9
狡	U+72E1
狤	U+72E4
狮	U+72EE
狱	U+72F1
狸	U+72F8
狻	U+72FB
狼	U+72FC
猀	U+7300
猆	U+7306
猎	U+730E
猕	U+7315
猖	U+7316
猗	U+7317
猘	U+7318
猜	U+731C
猝	U+731D
猡	U+7321
猣	U+7323
猪	U+732A
猲	U+7332
猵	U+7335
猶	U+7336
猷	U+7337
猾	U+733E
獄	U+7344
獅	U+7345
獍	U+734D
獎	U+734E
獕	U+7355
獚	U+735A
獪	U+736A
獴	U+7374
獻	U+737B
獼	U+737C
玀	U+7380
玆	U+7386
玉	U+7389
玊	U+738A
王	U+738B
玌	U+738C
玍	U+738D
玎	U+738E
玏	U+738F
玑	U+7391
玒	U+7392
玕	U+7395
玗	U+7397
玟	U+739F
玠	U+73A0
玥	U+73A5
玦	U+73A6
玧	U+73A7
玪	U+73AA
玫	U+73AB
环	U+73AF
玶	U+73B6
玹	U+73B9
玺	U+73BA
玻	U+73BB
玼	U+73BC
玾	U+73BE
珂	U+73C2
珄	U+73C4
珉	U+73C9
珕	U+73D5
珙	U+73D9
珞	U+73DE
珠	U+73E0
珡	U+73E1
珣	U+73E3
珧	U+73E7
珨	U+73E8
珩	U+73E9
珪	U+73EA
珬	U+73EC
珲	U+73F2
珳	U+73F3
珻	U+73FB
現	U+73FE
球	U+7403
琅	U+7405
理	U+7406
琍	U+740D
琘	U+7418
琛	U+741B
琞	U+741E
琦	U+7426
琧	U+7427
琩	U+7429
琴	U+7434
琵	U+7435
琶	U+7436
琹	U+7439
琾	U+743E
琿	U+743F
瑇	U+7447
瑋	U+744B
瑚	U+745A
瑛	U+745B
瑨	U+7468
瑪	U+746A
瑭	U+746D
瑰	U+7470
瑹	U+7479
瑼	U+747C
瑿	U+747F
璃	U+7483
璆	U+7486
璉	U+7489
璋	U+748B
璏	U+748F
璔	U+7494
璖	U+7496
璜	U+749C
璟	U+749F
璣	U+74A3
璳	U+74B3
璵	U+74B5
瓈	U+74C8
瓌	U+74CC
瓢	U+74E2
瓬	U+74EC
瓵	U+74F5
瓼	U+74FC
瓽	U+74FD
甂	U+7502
甑	U+7511
甒	U+7512
甘	U+7518
甚	U+751A
生	U+751F
甥	U+7525
甦	U+7526
用	U+7528
甩	U+7529
甪	U+752A
甫	U+752B
甭	U+752D
甮	U+752E
田	U+7530
由	U+7531
甲	U+7532
申	U+7533
甴	U+7534
电	U+7535
画	U+753B
甾	U+753E
畀	U+7540
畇	U+7547
畏	U+754F
畐	U+7550
畑	U+7551
畔	U+7554
畕	U+7555
畗	U+7557
畚	U+755A
畜	U+755C
畟	U+755F
畠	U+7560
畤	U+7564
略	U+7565
畧	U+7567
番	U+756A
畫	U+756B
畬	U+756C
異	U+7570
畱	U+7571
當	U+7576
畸	U+7578
畹	U+7579
疈	U+7588
疊	U+758A
疋	U+758B
疎	U+758E
疏	U+758F
疓	U+7593
疠	U+75A0
疣	U+75A3
疤	U+75A4
疪	U+75AA
疲	U+75B2
疵	U+75B5
疻	U+75BB
疽	U+75BD
痗	U+75D7
痘	U+75D8
痙	U+75D9
痠	U+75E0
痡	U+75E1
痢	U+75E2
痧	U+75E7
痪	U+75EA
痲	U+75F2
痳	U+75F3
痴	U+75F4
痹	U+75F9
痺	U+75FA
瘊	U+760A
瘏	U+760F
瘐	U+7610
瘔	U+7614
瘖	U+7616
瘡	U+7621
瘥	U+7625
瘧	U+7627
瘴	U+7634
癀	U+7640
癍	U+764D
癔	U+7654
癙	U+7659
癡	U+7661
百	U+767E
皀	U+7680
皁	U+7681
皂	U+7682
皃	U+7683
的	U+7684
皅	U+7685
皇	U+7687
皐	U+7690
皚	U+769A
皤	U+76A4
皮	U+76AE
皱	U+76B1
皲	U+76B2
皳	U+76B3
皸	U+76B8
皹	U+76B9
皻	U+76BB
盁	U+76C1
盂	U+76C2
盃	U+76C3
盅	U+76C5
盈	U+76C8
益	U+76CA
盖	U+76D6
盗	U+76D7
盛	U+76DB
盜	U+76DC
盟	U+76DF
盠	U+76E0
盡	U+76E1
監	U+76E3
盧	U+76E7
直	U+76F4
眀	U+7700
眈	U+7708
眉	U+7709
看	U+770B
県	U+770C
眐	U+7710
眘	U+7718
眜	U+771C
眝	U+771D
真	U+771F
眵	U+7735
眷	U+7737
眺	U+773A
眻	U+773B
着	U+7740
睂	U+7742
睈	U+7748
睏	U+774F
睟	U+775F
睲	U+7772
睸	U+7778
睹	U+7779
瞅	U+7785
瞆	U+7786
瞎	U+778E
瞝	U+779D
瞷	U+77B7
瞻	U+77BB
矁	U+77C1
矇	U+77C7
矌	U+77CC
矎	U+77CE
矓	U+77D3
矟	U+77DF
矢	U+77E2
知	U+77E5
矦	U+77E6
矫	U+77EB
矯	U+77EF
石	U+77F3
矶	U+77F6
矸	U+77F8
码	U+7801
砂	U+7802
砇	U+7807
砏	U+780F
研	U+7814
砕	U+7815
砗	U+7817
砙	U+7819
砥	U+7825
砦	U+7826
砧	U+7827
破	U+7834
砹	U+7839
硃	U+7843
硌	U+784C
硎	U+784E
硒	U+7852
硤	U+7864
硨	U+7868
硩	U+7869
确	U+786E
硯	U+786F
硳	U+7873
硼	U+787C
硽	U+787D
碆	U+7886
碌	U+788C
碍	U+788D
碎	U+788E
碑	U+7891
碒	U+7892
碔	U+7894
碜	U+789C
碥	U+78A5
碪	U+78AA
碫	U+78AB
碮	U+78AE
確	U+78BA
碻	U+78BB
碾	U+78BE
磈	U+78C8
磊	U+78CA
磋	U+78CB
磍	U+78CD
磥	U+78E5
磨	U+78E8
磯	U+78EF
磴	U+78F4
磻	U+78FB
磽	U+78FD
礌	U+790C
礜	U+791C
礦	U+7926
礭	U+792D
示	U+793A
礻	U+793B
礼	U+793C
礽	U+793D
社	U+793E
祀	U+7940
祁	U+7941
祂	U+7942
祄	U+7944
祌	U+794C
祐	U+7950
祕	U+7955
祖	U+7956
祘	U+7958
祚	U+795A
祛	U+795B
祜	U+795C
祠	U+7960
祡	U+7961
祥	U+7965
祪	U+796A
祸	U+7978
祿	U+797F
禀	U+7980
禁	U+7981
禂	U+7982
禄	U+7984
禍	U+798D
禎	U+798E
福	U+798F
禑	U+7991
禘	U+7998
禚	U+799A
禟	U+799F
禮	U+79AE
禰	U+79B0
禲	U+79B2
禷	U+79B7
离	U+79BB
禽	U+79BD
禾	U+79BE
禿	U+79BF
秀	U+79C0
秃	U+79C3
秄	U+79C4
秋	U+79CB
种	U+79CD
租	U+79DF
秤	U+79E4
秦	U+79E6
秧	U+79E7
秨	U+79E8
秩	U+79E9
秮	U+79EE
称	U+79F0
秲	U+79F2
秴	U+79F4
秹	U+79F9
移	U+79FB
秾	U+79FE
稙	U+7A19
稚	U+7A1A
稟	U+7A1F
稦	U+7A26
稨	U+7A28
稩	U+7A29
稱	U+7A31
