book,page,column,ocr_char,syllable,label,confirmed,rule,s3_cosine,s3_top,bbox
yen2,page_0020,1,白,làm,,0,below_visual_threshold,0.907,白,"[1264, 502, 1374, 596]"
yen2,page_0020,1,净,lành,,0,below_visual_threshold,0.818,令,"[1264, 596, 1374, 689]"
yen2,page_0020,1,噀,ra,,0,below_visual_threshold,0.821,歯,"[1264, 1062, 1374, 1155]"
yen2,page_0020,1,其,dữ,,0,below_visual_threshold,0.786,㺞,"[1264, 1155, 1374, 1248]"
yen2,page_0020,1,哦,dạy,,0,below_visual_threshold,0.822,𦥙,"[1264, 1621, 1374, 1714]"
yen2,page_0020,1,唯,dồ,,0,below_visual_threshold,0.88,唯,"[1264, 1714, 1374, 1807]"
yen2,page_0020,2,按,cũng,,0,below_visual_threshold,0.88,按,"[1119, 550, 1221, 652]"
yen2,page_0020,2,產,chăng,,0,below_visual_threshold,0.908,𧜖,"[1119, 652, 1221, 753]"
yen2,page_0020,2,首,khen,,0,below_visual_threshold,0.858,𠸦,"[1119, 855, 1221, 956]"
yen2,page_0020,2,𠇭,mình,,0,below_visual_threshold,0.887,𠵴,"[1119, 956, 1221, 1058]"
yen2,page_0020,2,舉,đâu,,0,below_visual_threshold,0.867,芇,"[1119, 1363, 1221, 1464]"
yen2,page_0020,2,衆,ước,,0,below_visual_threshold,0.838,約,"[1119, 1667, 1221, 1769]"
yen2,page_0020,2,𭃡,ao,,0,below_visual_threshold,0.798,𢈈,"[1119, 1769, 1221, 1870]"
yen2,page_0020,2,梁,là,,0,below_visual_threshold,0.851,囉,"[1119, 1870, 1221, 1972]"
yen2,page_0020,3,每,tử,,0,unconfirmed_no_s3,,,"[976, 147, 1085, 249]"
yen2,page_0020,3,犯,đã,,0,unconfirmed_no_s3,,,"[976, 249, 1085, 351]"
yen2,page_0020,3,產,săn,,0,below_visual_threshold,0.759,刪,"[976, 351, 1085, 453]"
yen2,page_0020,3,律,vuốt,,0,below_visual_threshold,0.864,爫,"[976, 758, 1085, 860]"
yen2,page_0020,3,潜,chớ,,0,below_visual_threshold,0.86,咀,"[976, 1165, 1085, 1267]"
yen2,page_0020,3,文,gì,,0,below_visual_threshold,0.889,㞢,"[976, 1267, 1085, 1368]"
yen2,page_0020,3,色,vào,,0,below_visual_threshold,0.903,包,"[976, 1979, 1085, 2081]"
yen2,page_0020,4,𥓓,tôi,,0,below_visual_threshold,0.882,熣,"[819, 529, 921, 627]"
yen2,page_0020,4,𭃡,xưa,,0,below_visual_threshold,0.851,𫋶,"[819, 1016, 921, 1114]"
yen2,page_0020,4,戎,Ví,,0,below_visual_threshold,0.918,𦥮,"[819, 1211, 921, 1308]"
yen2,page_0020,4,艮,căn,,0,below_visual_threshold,0.924,間,"[819, 1601, 921, 1698]"
yen2,page_0020,4,結,đi,,0,below_visual_threshold,0.929,𠫾,"[819, 1893, 921, 1990]"
yen2,page_0020,5,如,nó,,0,diverged_column,,,"[663, 250, 767, 352]"
yen2,page_0020,5,婉,em,,0,diverged_column,,,"[663, 554, 767, 656]"
yen2,page_0020,5,乍,vậy,,0,diverged_column,,,"[663, 858, 767, 960]"
yen2,page_0020,5,藩,chớ,,0,diverged_column,,,"[663, 960, 767, 1061]"
yen2,page_0020,5,而,làm,,0,diverged_column,,,"[663, 1264, 767, 1365]"
yen2,page_0020,5,化,ấy,,0,diverged_column,,,"[663, 1872, 767, 1973]"
yen2,page_0020,5,碎,tôi,,1,diverged_column,,,"[663, 1973, 767, 2075]"
yen2,page_0020,6,㸔,mới,,0,diverged_column,,,"[525, 48, 623, 149]"
yen2,page_0020,6,時,được,,1,diverged_column,,,"[525, 149, 623, 250]"
yen2,page_0020,6,而,làm,,0,diverged_column,,,"[525, 250, 623, 351]"
yen2,page_0020,6,立,Giê,,0,diverged_column,,,"[525, 756, 623, 857]"
yen2,page_0020,6,丐,cai,,0,diverged_column,,,"[525, 1667, 623, 1768]"
yen2,page_0020,6,祚,rác,,0,diverged_column,,,"[525, 1768, 623, 1869]"
yen2,page_0020,6,茂,một,,0,diverged_column,,,"[525, 1869, 623, 1970]"
yen2,page_0020,6,夭,yeu,,0,diverged_column,,,"[525, 1970, 623, 2072]"
yen2,page_0020,7,色,vào,,0,unconfirmed_no_s3,,,"[369, 54, 473, 150]"
yen2,page_0020,7,翹,tay,,0,below_visual_threshold,0.771,思,"[369, 246, 473, 343]"
yen2,page_0020,7,始,lửa,,0,below_visual_threshold,0.738,火,"[369, 1115, 473, 1211]"
yen2,page_0020,7,㷔,đốt,,0,below_visual_threshold,0.899,炪,"[369, 1211, 473, 1308]"
yen2,page_0020,7,嫁,muông,,0,below_visual_threshold,0.775,嫁,"[369, 1404, 473, 1501]"
yen2,page_0020,7,共,dữ,,0,below_visual_threshold,0.846,㒷,"[369, 1501, 473, 1597]"
yen2,page_0020,7,俊,xé,,0,below_visual_threshold,0.816,扯,"[369, 1597, 473, 1694]"
yen2,page_0020,7,蟄,dập,,0,below_visual_threshold,0.786,𨀎,"[369, 1790, 473, 1887]"
yen2,page_0020,7,哩,ra,,0,below_visual_threshold,0.772,哩,"[369, 1983, 473, 2080]"
yen2,page_0020,8,浙,chết,,0,unconfirmed_no_s3,,,"[220, 157, 307, 253]"
yen2,page_0020,8,兵,cũng,,0,below_visual_threshold,0.724,亦,"[220, 1118, 307, 1214]"
yen2,page_0020,8,氏,ấy,,0,below_visual_threshold,0.888,癸,"[220, 1791, 307, 1887]"
yen2,page_0020,9,而,làm,,0,unconfirmed_no_s3,,,"[45, 343, 145, 439]"
yen2,page_0020,9,氏,một,,0,unconfirmed_no_s3,,,"[45, 439, 145, 536]"
yen2,page_0020,9,煒,sốt/6,,0,unconfirmed_no_s3,,,"[45, 1597, 145, 1694]"
yen2,page_0020,9,𫞖,một,,0,unconfirmed_no_s3,,,"[45, 1694, 145, 1790]"
yen2,page_0022,1,房,vì,,0,unconfirmed_no_s3,,,"[1253, 79, 1357, 169]"
yen2,page_0022,1,而,làm,,0,below_visual_threshold,0.741,爫,"[1253, 715, 1357, 806]"
yen2,page_0022,1,婉,em,,0,below_visual_threshold,0.799,讒,"[1253, 1169, 1357, 1260]"
yen2,page_0022,1,夜,lời,,0,below_visual_threshold,0.92,例,"[1253, 1442, 1357, 1533]"
yen2,page_0022,1,王,vậy,,0,below_visual_threshold,0.773,王,"[1253, 1806, 1357, 1897]"
yen2,page_0022,1,渚,chó,,0,below_visual_threshold,0.909,渚,"[1253, 1897, 1357, 1988]"
yen2,page_0022,2,注,chăng,,0,unconfirmed_no_s3,,,"[1094, 173, 1193, 269]"
yen2,page_0022,2,結,đi,,0,below_visual_threshold,0.785,迻,"[1094, 460, 1193, 556]"
yen2,page_0022,2,庚,đường,,0,below_visual_threshold,0.908,煻,"[1094, 556, 1193, 652]"
yen2,page_0022,2,甜,sống,,0,below_visual_threshold,0.782,𮌱,"[1094, 652, 1193, 747]"
yen2,page_0022,2,君,này,,0,below_visual_threshold,0.812,𠽬,"[1094, 747, 1193, 843]"
yen2,page_0022,2,衡,Đức,,0,below_visual_threshold,0.911,衡,"[1094, 1034, 1193, 1130]"
yen2,page_0022,2,我,su,,0,below_visual_threshold,0.845,毹,"[1094, 1321, 1193, 1417]"
yen2,page_0022,2,無,là,,0,below_visual_threshold,0.85,𢌬,"[1094, 1417, 1193, 1513]"
yen2,page_0022,2,甜,sống,,0,below_visual_threshold,0.881,𧚠,"[1094, 1513, 1193, 1608]"
yen2,page_0022,2,宵,thật,,0,below_visual_threshold,0.9,寔,"[1094, 1608, 1193, 1704]"
yen2,page_0022,2,𣱵,cầu,,0,below_visual_threshold,0.868,虯,"[1094, 1895, 1193, 1991]"
yen2,page_0022,3,抑,gì,,0,diverged_column,,,"[922, 272, 1020, 369]"
yen2,page_0022,3,郵,sống,,0,diverged_column,,,"[922, 562, 1020, 658]"
yen2,page_0022,3,在,chăng,,0,diverged_column,,,"[922, 658, 1020, 755]"
yen2,page_0022,3,衍,Đức,,0,diverged_column,,,"[922, 1044, 1020, 1140]"
yen2,page_0022,3,主,Chúa,,1,diverged_column,,,"[922, 1140, 1020, 1237]"
yen2,page_0022,3,立,Giê,,0,diverged_column,,,"[922, 1237, 1020, 1333]"
yen2,page_0022,3,我,su,,0,diverged_column,,,"[922, 1333, 1020, 1430]"
yen2,page_0022,3,罡,là,,0,diverged_column,,,"[922, 1430, 1020, 1526]"
yen2,page_0022,3,抑,chết,,0,diverged_column,,,"[922, 1526, 1020, 1622]"
yen2,page_0022,3,開,muốn,,0,diverged_column,,,"[922, 1815, 1020, 1912]"
yen2,page_0022,3,𫟒,đẹp,,0,diverged_column,,,"[922, 1912, 1020, 2008]"
yen2,page_0022,3,善,lòng,,0,diverged_column,,,"[922, 2008, 1020, 2105]"
yen2,page_0022,4,吞,Trời,,0,unconfirmed_no_s3,,,"[780, 267, 885, 363]"
yen2,page_0022,4,注,chăng,,0,below_visual_threshold,0.771,𠦓,"[780, 363, 885, 460]"
yen2,page_0022,4,棄,đẹp,,0,below_visual_threshold,0.801,擛,"[780, 556, 885, 653]"
yen2,page_0022,4,陛,ta,,0,below_visual_threshold,0.806,差,"[780, 846, 885, 943]"
yen2,page_0022,4,圎,gian,,0,below_visual_threshold,0.803,肝,"[780, 1039, 885, 1136]"
yen2,page_0022,4,婉,em,,0,below_visual_threshold,0.885,奄,"[780, 1329, 885, 1426]"
yen2,page_0022,4,于,bắt,,0,below_visual_threshold,0.793,𫐴,"[780, 1812, 885, 1908]"
yen2,page_0022,4,辟,chước,,0,below_visual_threshold,0.86,斵,"[780, 1908, 885, 2005]"
yen2,page_0022,5,变,ví,,0,below_visual_threshold,0.828,圍,"[627, 476, 736, 577]"
yen2,page_0022,5,寿,thì,,0,below_visual_threshold,0.816,㖘,"[627, 980, 736, 1081]"
yen2,page_0022,5,姜,anh,,0,below_visual_threshold,0.84,𥗏,"[627, 1283, 736, 1384]"
yen2,page_0022,5,姽,em,,0,below_visual_threshold,0.858,腌,"[627, 1384, 736, 1484]"
yen2,page_0022,5,丑,là,,0,below_visual_threshold,0.766,買,"[627, 1787, 736, 1888]"
yen2,page_0022,6,𨐌,Thánh,,0,diverged_column,,,"[490, 71, 577, 177]"
yen2,page_0022,6,夜,I,,0,diverged_column,,,"[490, 177, 577, 284]"
yen2,page_0022,6,毒,vậy,,0,diverged_column,,,"[490, 497, 577, 604]"
yen2,page_0022,6,元,Kẻ,,0,diverged_column,,,"[490, 604, 577, 710]"
yen2,page_0022,6,畨,u,,0,diverged_column,,,"[490, 710, 577, 817]"
yen2,page_0022,6,新,tỏ,,0,diverged_column,,,"[490, 1030, 577, 1137]"
yen2,page_0022,6,事,sự,,1,diverged_column,,,"[490, 1137, 577, 1243]"
yen2,page_0022,6,𭃡,Đức,,0,diverged_column,,,"[490, 1243, 577, 1350]"
yen2,page_0022,6,主,Chúa,,1,diverged_column,,,"[490, 1350, 577, 1457]"
yen2,page_0022,6,吞,Trời,,0,diverged_column,,,"[490, 1457, 577, 1563]"
yen2,page_0022,6,君,này,,0,diverged_column,,,"[490, 1777, 577, 1883]"
yen2,page_0022,6,寿,thì,,0,diverged_column,,,"[490, 1883, 577, 1990]"
yen2,page_0022,6,吱,chê,,1,diverged_column,,,"[490, 1990, 577, 2097]"
yen2,page_0022,7,夜,lời,,0,below_visual_threshold,0.795,𠜫,"[339, 522, 431, 614]"
yen2,page_0022,7,罡,là,,0,below_visual_threshold,0.847,号,"[339, 798, 431, 891]"
yen2,page_0022,7,劍,sáng,,0,below_visual_threshold,0.882,𠛲,"[339, 1075, 431, 1167]"
yen2,page_0022,7,拓,mắt,,0,below_visual_threshold,0.8,沙,"[339, 1259, 431, 1352]"
yen2,page_0022,7,重,trong,,0,below_visual_threshold,0.812,塚,"[339, 1628, 431, 1721]"
yen2,page_0022,7,团,bấy,,0,below_visual_threshold,0.791,𠇍,"[339, 1721, 431, 1813]"
yen2,page_0022,7,伐,ấy,,0,below_visual_threshold,0.895,憶,"[339, 1997, 431, 2090]"
yen2,page_0022,8,虧,chớ,,0,unconfirmed_no_s3,,,"[194, 151, 285, 243]"
yen2,page_0022,8,隆,Đoạn,,0,unconfirmed_no_s3,,,"[194, 243, 285, 335]"
yen2,page_0022,8,𭔿,ông,,0,unconfirmed_no_s3,,,"[194, 335, 285, 427]"
yen2,page_0022,8,涯,nước,,0,below_visual_threshold,0.897,𫭔,"[194, 887, 285, 979]"
yen2,page_0022,8,居,nước,,0,below_visual_threshold,0.761,𣥧,"[194, 1071, 285, 1163]"
yen2,page_0022,8,冬,các,,0,below_visual_threshold,0.898,阁,"[194, 1255, 285, 1347]"
yen2,page_0022,8,虎,đâu,,0,below_visual_threshold,0.844,叨,"[194, 1531, 285, 1623]"
yen2,page_0022,8,咤,ra,,0,below_visual_threshold,0.761,囉,"[194, 1715, 285, 1807]"
yen2,page_0022,9,署,Rô,,0,diverged_column,,,"[28, 329, 143, 422]"
yen2,page_0022,9,瑪,ma,,0,diverged_column,,,"[28, 422, 143, 514]"
yen2,page_0022,9,祕,lấy,,0,diverged_column,,,"[28, 699, 143, 791]"
yen2,page_0022,9,丑,cùng,,0,diverged_column,,,"[28, 1160, 143, 1253]"
yen2,page_0022,9,羽,thịt,,0,diverged_column,,,"[28, 1530, 143, 1622]"
yen2,page_0022,9,䍐,ra,,0,diverged_column,,,"[28, 1622, 143, 1714]"
yen2,page_0022,9,断,đoạn,,1,diverged_column,,,"[28, 1714, 143, 1807]"
yen2,page_0022,9,祀,muối,,0,diverged_column,,,"[28, 1807, 143, 1899]"
yen2,page_0022,9,海,Concu,,0,diverged_column,,,"[28, 1899, 143, 1991]"
yen2,page_0022,9,共,cung,,1,diverged_column,,,"[28, 1991, 143, 2084]"
yen2,page_0024,1,靉,măm,,0,unconfirmed_no_s3,,,"[1230, 69, 1332, 161]"
yen2,page_0024,1,紏,dấu,,0,below_visual_threshold,0.761,玌,"[1230, 347, 1332, 440]"
yen2,page_0024,1,録,tích,,0,below_visual_threshold,0.818,躃,"[1230, 440, 1332, 533]"
yen2,page_0024,1,祀,lấy,,0,below_visual_threshold,0.899,祀,"[1230, 626, 1332, 719]"
yen2,page_0024,1,磣,đá,,0,below_visual_threshold,0.768,𬦡,"[1230, 811, 1332, 904]"
yen2,page_0024,1,𮗓,cạnh,,0,below_visual_threshold,0.874,𢯬,"[1230, 997, 1332, 1090]"
yen2,page_0024,1,𠷰,nhọn,,0,below_visual_threshold,0.891,𨮐,"[1230, 1090, 1332, 1183]"
yen2,page_0024,1,切,xát,,0,below_visual_threshold,0.834,擦,"[1230, 1276, 1332, 1369]"
yen2,page_0024,1,君,nơi,,0,below_visual_threshold,0.84,泥,"[1230, 1369, 1332, 1461]"
yen2,page_0024,1,呌,dấu,,0,below_visual_threshold,0.871,𨁪,"[1230, 1461, 1332, 1554]"
yen2,page_0024,2,渇,khát,,1,diverged_column,,,"[1099, 62, 1192, 159]"
yen2,page_0024,2,注,chăng,,0,diverged_column,,,"[1099, 159, 1192, 256]"
yen2,page_0024,2,旺,uống,,0,diverged_column,,,"[1099, 645, 1192, 742]"
yen2,page_0024,2,旦,Đến,,1,diverged_column,,,"[1099, 742, 1192, 839]"
yen2,page_0024,2,得,ngày,,0,diverged_column,,,"[1099, 839, 1192, 937]"
yen2,page_0024,2,奴,no,,1,diverged_column,,,"[1099, 937, 1192, 1034]"
yen2,page_0024,2,要,ăn,,0,diverged_column,,,"[1099, 1034, 1192, 1131]"
yen2,page_0024,2,明,mừng,,1,diverged_column,,,"[1099, 1131, 1192, 1228]"
yen2,page_0024,2,𢧐,dạy,,0,diverged_column,,,"[1099, 1228, 1192, 1326]"
yen2,page_0024,2,咤,ra,,0,diverged_column,,,"[1099, 1617, 1192, 1715]"
yen2,page_0024,2,奇,Cả,,1,diverged_column,,,"[1099, 1715, 1192, 1812]"
yen2,page_0024,2,常,và,,0,diverged_column,,,"[1099, 1812, 1192, 1909]"
yen2,page_0024,2,城,thành,,1,diverged_column,,,"[1099, 1909, 1192, 2006]"
yen2,page_0024,2,合,hop,,0,diverged_column,,,"[1099, 2006, 1192, 2104]"
yen2,page_0024,3,置,mới,,0,unconfirmed_no_s3,,,"[958, 263, 1050, 359]"
yen2,page_0024,3,𭔿,ông,,0,below_visual_threshold,0.808,東,"[958, 456, 1050, 552]"
yen2,page_0024,3,𠂯,Thánh,,0,below_visual_threshold,0.876,𩫽,"[958, 552, 1050, 648]"
yen2,page_0024,3,须,vào,,0,below_visual_threshold,0.933,𣪉,"[958, 745, 1050, 841]"
yen2,page_0024,3,要,ăn,,0,below_visual_threshold,0.855,𫃀,"[958, 1033, 1050, 1130]"
yen2,page_0024,3,羽,thịt,,0,below_visual_threshold,0.799,𦧘,"[958, 1130, 1050, 1226]"
yen2,page_0024,3,色,vào,,0,below_visual_threshold,0.852,㼼,"[958, 1322, 1050, 1419]"
yen2,page_0024,3,勧,trong,,0,below_visual_threshold,0.891,𡧲,"[958, 1419, 1050, 1515]"
yen2,page_0024,3,常,và,,0,below_visual_threshold,0.888,常,"[958, 1707, 1050, 1804]"
yen2,page_0024,4,𭔿,ông,,0,diverged_column,,,"[800, 455, 899, 551]"
yen2,page_0024,4,渚,chớ,,1,diverged_column,,,"[800, 551, 899, 648]"
yen2,page_0024,4,与,nghĩ,,0,diverged_column,,,"[800, 648, 899, 745]"
yen2,page_0024,4,罔,là,,0,diverged_column,,,"[800, 745, 899, 841]"
yen2,page_0024,4,磾,tôi,,0,diverged_column,,,"[800, 841, 899, 938]"
yen2,page_0024,4,滯,phải,,0,diverged_column,,,"[800, 938, 899, 1034]"
yen2,page_0024,4,事,sự,,1,diverged_column,,,"[800, 1034, 899, 1131]"
yen2,page_0024,4,君,này,,0,diverged_column,,,"[800, 1131, 899, 1227]"
yen2,page_0024,4,事,lôi,,0,diverged_column,,,"[800, 1517, 899, 1614]"
yen2,page_0024,4,犯,đã,,0,diverged_column,,,"[800, 2000, 899, 2097]"
yen2,page_0024,5,約,ước,,1,diverged_column,,,"[640, 68, 743, 153]"
yen2,page_0024,5,砌,ao,,0,diverged_column,,,"[640, 153, 743, 238]"
yen2,page_0024,5,夜,Đức,,0,diverged_column,,,"[640, 408, 743, 493]"
yen2,page_0024,5,主,Chúa,,1,diverged_column,,,"[640, 493, 743, 578]"
yen2,page_0024,5,吞,Trời,,0,diverged_column,,,"[640, 578, 743, 663]"
yen2,page_0024,5,麻,mà,,1,diverged_column,,,"[640, 663, 743, 748]"
yen2,page_0024,5,渚,chó,,0,diverged_column,,,"[640, 748, 743, 833]"
yen2,page_0024,5,咽,nói,,0,diverged_column,,,"[640, 1174, 743, 1259]"
yen2,page_0024,5,丶,âm,,0,diverged_column,,,"[640, 1769, 743, 1854]"
yen2,page_0024,5,麻,mà,,1,diverged_column,,,"[640, 1854, 743, 1939]"
yen2,page_0024,5,将,ra,,0,diverged_column,,,"[640, 1939, 743, 2024]"
yen2,page_0024,5,悲,Bấy,,1,diverged_column,,,"[640, 2024, 743, 2110]"
yen2,page_0024,6,徐,giờ,,1,diverged_column,,,"[483, 65, 597, 157]"
yen2,page_0024,6,𭔿,ông,,0,diverged_column,,,"[483, 157, 597, 250]"
yen2,page_0024,6,垩,Thánh,,1,diverged_column,,,"[483, 250, 597, 343]"
yen2,page_0024,6,夜,I,,0,diverged_column,,,"[483, 343, 597, 435]"
yen2,page_0024,6,那,na,,1,diverged_column,,,"[483, 435, 597, 528]"
yen2,page_0024,6,福,xu,,0,diverged_column,,,"[483, 528, 597, 621]"
yen2,page_0024,6,盂,vui,,0,diverged_column,,,"[483, 806, 597, 899]"
yen2,page_0024,6,病,mặt,,0,diverged_column,,,"[483, 899, 597, 992]"
yen2,page_0024,6,畏,là,,0,diverged_column,,,"[483, 1177, 597, 1270]"
yen2,page_0024,6,例,Đức,,0,diverged_column,,,"[483, 1455, 597, 1548]"
yen2,page_0024,7,文,nữa,,0,diverged_column,,,"[333, 70, 443, 148]"
yen2,page_0024,7,𭺛,đâm,,0,diverged_column,,,"[333, 148, 443, 227]"
yen2,page_0024,7,好,Đức,,0,diverged_column,,,"[333, 855, 443, 934]"
yen2,page_0024,7,咽,nói,,0,diverged_column,,,"[333, 1327, 443, 1405]"
yen2,page_0024,7,景,000,,0,diverged_column,,,"[333, 1955, 443, 2034]"
yen2,page_0024,7,我,chet,,0,diverged_column,,,"[333, 2034, 443, 2113]"
yen2,page_0024,8,魂,hôn,,0,below_visual_threshold,0.783,𣄾,"[175, 231, 278, 313]"
yen2,page_0024,8,蛮,trong,,0,unconfirmed_no_s3,,,"[175, 313, 278, 395]"
yen2,page_0024,8,乇,đã,,0,below_visual_threshold,0.849,陀,"[175, 804, 278, 886]"
yen2,page_0024,8,妻,lâu,,0,below_visual_threshold,0.838,塿,"[175, 886, 278, 967]"
yen2,page_0024,8,而,làm,,0,below_visual_threshold,0.781,爪,"[175, 967, 278, 1049]"
yen2,page_0024,8,女,An,,0,below_visual_threshold,0.904,覸,"[175, 1622, 278, 1704]"
yen2,page_0024,8,舞,to,,0,below_visual_threshold,0.751,𥼡,"[175, 1704, 278, 1785]"
yen2,page_0024,8,君,ni,,0,below_visual_threshold,0.89,𠽬,"[175, 1785, 278, 1867]"
yen2,page_0024,9,䆒,đem,,0,diverged_column,,,"[0, 438, 118, 531]"
yen2,page_0024,9,𭔿,ông,,0,diverged_column,,,"[0, 531, 118, 625]"
yen2,page_0024,9,垩,thánh,,1,diverged_column,,,"[0, 625, 118, 718]"
yen2,page_0024,9,衣,I,,0,diverged_column,,,"[0, 718, 118, 812]"
yen2,page_0024,9,結,đi,,0,diverged_column,,,"[0, 999, 118, 1093]"
yen2,page_0024,9,老,tên,,0,diverged_column,,,"[0, 1280, 118, 1373]"
yen2,page_0024,9,好,Đức,,0,diverged_column,,,"[0, 1373, 118, 1467]"
yen2,page_0024,9,晦,HỎI,,0,diverged_column,,,"[0, 2028, 118, 2122]"
yen2,page_0026,2,𫝕,khi,,0,diverged_column,,,"[1267, 68, 1366, 163]"
yen2,page_0026,2,呌,sinh,,0,diverged_column,,,"[1267, 163, 1366, 259]"
yen2,page_0026,2,先,thì,,0,diverged_column,,,"[1267, 259, 1366, 355]"
yen2,page_0026,2,寺,mà,,0,diverged_column,,,"[1267, 547, 1366, 643]"
yen2,page_0026,2,㝵,xem,,0,diverged_column,,,"[1267, 643, 1366, 739]"
yen2,page_0026,2,練,thứ,,0,diverged_column,,,"[1267, 739, 1366, 835]"
yen2,page_0026,2,浪,sẽ,,0,diverged_column,,,"[1267, 835, 1366, 931]"
yen2,page_0026,2,中,thấy,,0,diverged_column,,,"[1267, 931, 1366, 1027]"
yen2,page_0026,2,弄,tên,,1,diverged_column,,,"[1267, 1027, 1366, 1122]"
yen2,page_0026,2,碎,Chúa,,0,diverged_column,,,"[1267, 1122, 1366, 1218]"
yen2,page_0026,2,固,Giê,,0,diverged_column,,,"[1267, 1218, 1366, 1314]"
yen2,page_0026,2,先,su,,0,diverged_column,,,"[1267, 1314, 1366, 1410]"
yen2,page_0026,2,極,chữ,,0,diverged_column,,,"[1267, 1410, 1366, 1506]"
yen2,page_0026,2,伐,vàng,,0,diverged_column,,,"[1267, 1506, 1366, 1602]"
yen2,page_0026,2,碎,như,,0,diverged_column,,,"[1267, 1602, 1366, 1698]"
yen2,page_0026,2,消,in,,0,diverged_column,,,"[1267, 1698, 1366, 1794]"
yen2,page_0026,2,小,trong,,0,diverged_column,,,"[1267, 1794, 1366, 1890]"
yen2,page_0026,2,之,ấy,,0,diverged_column,,,"[1267, 1890, 1366, 1986]"
yen2,page_0026,2,特,vậy,,1,diverged_column,,,"[1267, 1986, 1366, 2082]"
yen2,page_0026,3,欺,Xác,,0,diverged_column,,,"[1091, 66, 1206, 154]"
yen2,page_0026,3,生,người,,0,diverged_column,,,"[1091, 154, 1206, 242]"
yen2,page_0026,3,毒,bốn,,0,diverged_column,,,"[1091, 242, 1206, 330]"
yen2,page_0026,3,某,đạo,,0,diverged_column,,,"[1091, 330, 1206, 418]"
yen2,page_0026,3,頼,thành,,0,diverged_column,,,"[1091, 418, 1206, 507]"
yen2,page_0026,3,胚,An,,0,diverged_column,,,"[1091, 507, 1206, 595]"
yen2,page_0026,3,麻,ti,,0,diverged_column,,,"[1091, 595, 1206, 683]"
yen2,page_0026,3,依,ô,,0,diverged_column,,,"[1091, 683, 1206, 771]"
yen2,page_0026,3,此,ki,,0,diverged_column,,,"[1091, 771, 1206, 859]"
yen2,page_0026,3,俊,đem,,0,diverged_column,,,"[1091, 859, 1206, 948]"
yen2,page_0026,3,体,về,,0,diverged_column,,,"[1091, 948, 1206, 1036]"
yen2,page_0026,3,先,đất,,0,diverged_column,,,"[1091, 1036, 1206, 1124]"
yen2,page_0026,3,知,nhà,,0,diverged_column,,,"[1091, 1124, 1206, 1212]"
yen2,page_0026,3,主,quê,,0,diverged_column,,,"[1091, 1212, 1206, 1301]"
yen2,page_0026,3,支,Khi,,1,diverged_column,,,"[1091, 1301, 1206, 1389]"
yen2,page_0026,3,字,đem,,0,diverged_column,,,"[1091, 1477, 1206, 1565]"
yen2,page_0026,3,黄,qua,,0,diverged_column,,,"[1091, 1565, 1206, 1653]"
yen2,page_0026,3,如,đầu,,0,diverged_column,,,"[1091, 1653, 1206, 1742]"
yen2,page_0026,3,印,thì,,0,diverged_column,,,"[1091, 1742, 1206, 1830]"
yen2,page_0026,3,中,ra,,1,diverged_column,,,"[1091, 1830, 1206, 1918]"
yen2,page_0026,3,伐,rước,,0,diverged_column,,,"[1091, 1918, 1206, 2006]"
yen2,page_0026,3,左,đấy,,0,diverged_column,,,"[1091, 2006, 1206, 2095]"
yen2,page_0026,4,虎,Mà,,0,diverged_column,,,"[934, 76, 1043, 169]"
yen2,page_0026,4,㝵,Đức,,0,diverged_column,,,"[934, 169, 1043, 262]"
yen2,page_0026,4,本,Chúa,,0,diverged_column,,,"[934, 262, 1043, 355]"
yen2,page_0026,4,道,Trời,,0,diverged_column,,,"[934, 355, 1043, 448]"
yen2,page_0026,4,加,làm,,0,diverged_column,,,"[934, 448, 1043, 541]"
yen2,page_0026,4,女,nhiều,,0,diverged_column,,,"[934, 541, 1043, 634]"
yen2,page_0026,4,𤰞,phép,,0,diverged_column,,,"[934, 634, 1043, 727]"
yen2,page_0026,4,烏,lạ,,0,diverged_column,,,"[934, 727, 1043, 820]"
yen2,page_0026,4,𫞲,vì,,0,diverged_column,,,"[934, 820, 1043, 913]"
yen2,page_0026,4,兔,công,,0,diverged_column,,,"[934, 913, 1043, 1006]"
yen2,page_0026,4,術,nghiệp,,0,diverged_column,,,"[934, 1006, 1043, 1100]"
yen2,page_0026,4,坦,người,,0,diverged_column,,,"[934, 1100, 1043, 1193]"
yen2,page_0026,4,姦,Khi,,0,diverged_column,,,"[934, 1193, 1043, 1286]"
yen2,page_0026,4,圭,ông,,0,diverged_column,,,"[934, 1286, 1043, 1379]"
yen2,page_0026,4,敗,Thánh,,0,diverged_column,,,"[934, 1379, 1043, 1472]"
yen2,page_0026,4,兔,I,,1,diverged_column,,,"[934, 1472, 1043, 1565]"
yen2,page_0026,4,戈,chịu,,0,diverged_column,,,"[934, 1565, 1043, 1658]"
yen2,page_0026,4,虎,chết,,0,diverged_column,,,"[934, 1658, 1043, 1751]"
yen2,page_0026,4,寺,thì,,1,diverged_column,,,"[934, 1751, 1043, 1844]"
yen2,page_0026,4,帝,thành,,0,diverged_column,,,"[934, 2030, 1043, 2124]"
yen2,page_0026,5,麻,ti,,0,diverged_column,,,"[788, 73, 887, 169]"
yen2,page_0026,5,石,ô,,0,diverged_column,,,"[788, 169, 887, 265]"
yen2,page_0026,5,主,ki,,0,diverged_column,,,"[788, 265, 887, 362]"
