book,page,column,ocr_char,syllable,rescued_label,unicode,head_margin,bbox
yen2,page_0260,4,则,sáng,灲,U+7072,0.366,"[1004, 554, 1110, 677]"
yen2,page_0260,8,吞,trăm,林,U+6797,1.022,"[378, 1634, 510, 1742]"
yen2,page_0260,9,咽,HAI,咍,U+548D,0.15,"[251, 756, 351, 882]"
yen2,page_0260,9,举,BÒN,盆,U+76C6,0.956,"[251, 974, 351, 1112]"
yen2,page_0262,1,咲,hai,咍,U+548D,0.136,"[1420, 1086, 1547, 1211]"
yen2,page_0262,2,裔,trời,𡗶,U+215F6,0.133,"[1274, 897, 1392, 1028]"
yen2,page_0262,2,忍,lối,磊,U+78CA,0.215,"[1274, 2422, 1392, 2542]"
yen2,page_0262,4,公,thay,世,U+4E16,0.171,"[972, 2208, 1090, 2331]"
yen2,page_0262,6,兹,đầy,苔,U+82D4,0.347,"[681, 1694, 804, 1820]"
yen2,page_0262,7,池,địa,地,U+5730,1.159,"[534, 1273, 663, 1397]"
yen2,page_0264,1,尚,thẳng,倘,U+5018,1.084,"[1437, 1181, 1552, 1302]"
yen2,page_0264,2,别,gương,𦎛,U+2639B,0.2,"[1276, 1240, 1399, 1358]"
yen2,page_0264,3,本,chăng,庒,U+5E92,0.25,"[1128, 852, 1240, 970]"
yen2,page_0264,5,府,thì,寺,U+5BFA,0.121,"[801, 2410, 925, 2518]"
yen2,page_0264,6,喀,hai,咍,U+548D,0.229,"[655, 1438, 773, 1556]"
yen2,page_0264,6,瑕,ngần,垠,U+57A0,0.103,"[655, 1828, 773, 1946]"
yen2,page_0264,7,咄,hai,咍,U+548D,0.295,"[510, 869, 618, 990]"
yen2,page_0264,8,槎,si,瘥,U+7625,0.321,"[361, 2379, 464, 2496]"
yen2,page_0266,1,玄,đầy,苔,U+82D4,0.242,"[1416, 474, 1549, 593]"
yen2,page_0266,1,弦,hai,咍,U+548D,0.103,"[1416, 1543, 1549, 1673]"
yen2,page_0266,2,囹,muốn,悶,U+60B6,0.148,"[1274, 2195, 1402, 2325]"
yen2,page_0266,4,𣸸,Trời,𡗶,U+215F6,0.317,"[1006, 676, 1108, 806]"
yen2,page_0266,6,䇿,nghiệp,業,U+696D,1.128,"[700, 1791, 827, 1915]"
yen2,page_0266,6,防,chớ,渚,U+6E1A,0.254,"[700, 1894, 827, 2018]"
yen2,page_0266,8,受,chia,吱,U+5431,0.102,"[404, 2405, 521, 2519]"
yen2,page_0266,9,帆,quanh,觥,U+89E5,1.387,"[262, 1929, 378, 2066]"
yen2,page_0268,2,麁,đường,唐,U+5510,0.305,"[1305, 1423, 1417, 1554]"
yen2,page_0268,3,月,sáng,灲,U+7072,0.198,"[1149, 1724, 1254, 1841]"
yen2,page_0268,3,传,được,待,U+5F85,0.146,"[1149, 2016, 1254, 2134]"
yen2,page_0268,4,月,đồng,同,U+540C,0.25,"[1006, 1945, 1100, 2073]"
yen2,page_0268,5,庇,mà,麻,U+9EBB,0.262,"[837, 1135, 943, 1252]"
yen2,page_0268,5,品,chém,劒,U+5292,0.222,"[837, 1232, 943, 1349]"
yen2,page_0268,6,记,đã,㐌,U+340C,0.246,"[703, 2314, 789, 2431]"
yen2,page_0268,7,有,năm,南,U+5357,0.206,"[553, 839, 638, 949]"
yen2,page_0268,7,髮,râu,娄,U+5A04,0.209,"[553, 1483, 638, 1593]"
yen2,page_0268,7,朘,da,𦝄,U+26744,0.15,"[553, 1575, 638, 1685]"
yen2,page_0268,8,嘲,ra,囉,U+56C9,0.146,"[389, 906, 495, 1012]"
yen2,page_0268,9,喉,hai,咍,U+548D,0.223,"[242, 1975, 336, 2073]"
yen2,page_0270,1,佐,nước,匿,U+533F,0.193,"[1433, 989, 1538, 1091]"
yen2,page_0270,1,𮅕,trấn,填,U+586B,0.211,"[1433, 1501, 1538, 1604]"
yen2,page_0270,1,合,thay,台,U+53F0,0.27,"[1433, 1672, 1538, 1775]"
yen2,page_0270,1,何,vua,君,U+541B,1.319,"[1433, 1843, 1538, 1946]"
yen2,page_0270,3,直,nghe,宜,U+5B9C,0.223,"[1123, 1124, 1246, 1235]"
yen2,page_0270,3,峯,và,喡,U+55A1,0.148,"[1123, 2050, 1246, 2160]"
yen2,page_0270,3,䝨,hai,咍,U+548D,0.175,"[1123, 2142, 1246, 2253]"
yen2,page_0270,4,云,của,咕,U+5495,0.118,"[992, 1856, 1093, 1967]"
yen2,page_0270,4,祛,xem,袩,U+88A9,0.239,"[992, 2228, 1093, 2339]"
yen2,page_0270,5,𫠉,dốc,篤,U+7BE4,0.315,"[857, 1026, 947, 1137]"
yen2,page_0270,6,春,Trời,𡗶,U+215F6,0.165,"[694, 2443, 799, 2543]"
yen2,page_0270,7,陵,gửi,改,U+6539,1.374,"[561, 464, 645, 566]"
yen2,page_0270,7,呷,ra,囉,U+56C9,0.201,"[561, 918, 645, 1030]"
yen2,page_0270,7,瓦,kẻ,几,U+51E0,0.15,"[561, 1104, 645, 1215]"
yen2,page_0270,7,爲,đâu,兜,U+515C,0.113,"[561, 1847, 645, 1958]"
yen2,page_0270,7,寗,măng,𥭶,U+25B76,1.09,"[561, 2404, 645, 2506]"
yen2,page_0270,9,等,sự,事,U+4E8B,0.225,"[236, 1491, 336, 1604]"
yen2,page_0270,9,蹄,và,喡,U+55A1,0.209,"[236, 2437, 336, 2541]"
yen2,page_0272,1,在,chăng,庒,U+5E92,0.177,"[1443, 560, 1560, 678]"
yen2,page_0272,1,眉,mới,買,U+8CB7,0.174,"[1443, 951, 1560, 1069]"
yen2,page_0272,2,隔,giảng,講,U+8B1B,0.201,"[1293, 472, 1403, 584]"
yen2,page_0272,3,異,chúa,主,U+4E3B,0.561,"[1119, 2405, 1249, 2518]"
yen2,page_0272,4,罨,trông,篭,U+7BED,0.192,"[989, 671, 1096, 793]"
yen2,page_0272,8,忘,cậy,忌,U+5FCC,0.184,"[382, 1697, 492, 1818]"
yen2,page_0272,9,爾,Trời,𡗶,U+215F6,0.162,"[253, 1553, 354, 1682]"
yen2,page_0274,1,柯,vua,君,U+541B,1.092,"[1404, 664, 1518, 780]"
yen2,page_0274,1,仵,thương,當,U+7576,0.127,"[1404, 2203, 1518, 2319]"
yen2,page_0274,2,忮,che,枝,U+679D,0.108,"[1244, 1028, 1351, 1139]"
yen2,page_0274,3,麁,đàng,唐,U+5510,0.339,"[1103, 468, 1219, 562]"
yen2,page_0274,4,伽,bốn,本,U+672C,0.131,"[955, 766, 1077, 888]"
yen2,page_0274,6,至,ÍCH,益,U+76CA,0.423,"[648, 1669, 754, 1790]"
yen2,page_0274,7,娶,nuôi,餒,U+9912,0.141,"[500, 1746, 612, 1875]"
yen2,page_0274,9,在,chăng,庄,U+5E84,0.181,"[199, 1119, 321, 1252]"
yen2,page_0276,1,報,năn,能,U+80FD,0.118,"[2036, 2404, 2154, 2529]"
yen2,page_0276,2,咲,hay,特,U+7279,0.16,"[1888, 1659, 2010, 1802]"
yen2,page_0276,6,裔,Trời,𡗶,U+215F6,0.399,"[1300, 1122, 1405, 1252]"
yen2,page_0276,7,裔,trời,𡗶,U+215F6,0.254,"[1168, 1391, 1270, 1526]"
yen2,page_0278,1,槩,thầy,柴,U+67F4,0.375,"[1411, 1007, 1564, 1135]"
yen2,page_0278,3,產,biến,变,U+53D8,0.133,"[1116, 782, 1233, 902]"
yen2,page_0278,3,昼,Trời,𡗶,U+215F6,0.377,"[1116, 1382, 1233, 1502]"
yen2,page_0278,5,禎,chăn,𧜖,U+27716,0.197,"[820, 2288, 938, 2409]"
yen2,page_0278,7,虗,đêm,店,U+5E97,0.201,"[523, 748, 640, 863]"
yen2,page_0278,7,蠏,ong,蜂,U+8702,0.169,"[523, 2100, 640, 2215]"
yen2,page_0278,8,奎,trọng,重,U+91CD,0.207,"[376, 1756, 489, 1867]"
yen2,page_0278,8,委,anh,孾,U+5B7E,0.179,"[376, 2217, 489, 2327]"
yen2,page_0278,9,深,quở,𠵩,U+20D69,0.106,"[224, 1577, 367, 1688]"
yen2,page_0278,9,𮎛,đã,㐌,U+340C,0.336,"[224, 2042, 367, 2154]"
yen2,page_0280,1,𬒳,vẻ,彼,U+5F7C,0.348,"[1466, 479, 1574, 577]"
yen2,page_0280,1,竜,trông,筭,U+7B6D,0.177,"[1466, 1095, 1574, 1202]"
yen2,page_0280,1,恭,lấy,娎,U+5A0E,0.104,"[1466, 2167, 1574, 2274]"
yen2,page_0280,3,剷,lời,例,U+4F8B,0.195,"[1145, 1122, 1273, 1235]"
yen2,page_0280,4,棲,chăn,𧜖,U+27716,0.107,"[993, 1392, 1114, 1515]"
yen2,page_0280,6,衬,đổi,対,U+5BFE,0.258,"[684, 560, 813, 672]"
yen2,page_0280,8,并,Ông,東,U+6771,0.119,"[378, 1777, 528, 1889]"
yen2,page_0280,9,齊,một,没,U+6CA1,0.166,"[243, 2048, 366, 2160]"
yen2,page_0280,9,笄,ông,東,U+6771,0.138,"[243, 2235, 366, 2346]"
yen2,page_0282,1,磷,ong,蜂,U+8702,0.213,"[1439, 449, 1550, 562]"
yen2,page_0282,2,玄,đầy,柴,U+67F4,0.106,"[1281, 1926, 1401, 2045]"
yen2,page_0282,2,还,mười,迈,U+8FC8,0.226,"[1281, 2223, 1401, 2342]"
yen2,page_0282,3,𠙚,nhà,茹,U+8339,0.11,"[1116, 2240, 1236, 2353]"
yen2,page_0282,6,噪,quở,𠵩,U+20D69,0.123,"[685, 2422, 795, 2537]"
yen2,page_0282,7,原,Trời,𡗶,U+215F6,0.24,"[551, 1691, 656, 1816]"
yen2,page_0284,1,柯,vua,君,U+541B,1.243,"[1454, 1461, 1549, 1583]"
yen2,page_0284,2,固,vua,君,U+541B,0.299,"[1296, 1772, 1387, 1895]"
yen2,page_0284,4,氏,ấy,衣,U+8863,0.191,"[972, 1954, 1095, 2085]"
yen2,page_0284,6,至,Thánh,堊,U+580A,0.154,"[679, 454, 791, 573]"
yen2,page_0284,6,之,lại,吏,U+540F,0.123,"[679, 767, 791, 897]"
yen2,page_0284,6,侘,đem,冘,U+5198,0.314,"[679, 1307, 791, 1437]"
yen2,page_0284,6,廉,mật,宻,U+5BBB,0.134,"[679, 1415, 791, 1545]"
yen2,page_0284,6,益,nhà,茹,U+8339,0.182,"[679, 1631, 791, 1761]"
yen2,page_0284,6,斯,thật,實,U+5BE6,0.147,"[679, 2387, 791, 2506]"
yen2,page_0284,7,架,thầy,柴,U+67F4,0.274,"[520, 2114, 638, 2257]"
yen2,page_0284,8,祀,lạy,礼,U+793C,0.163,"[360, 803, 489, 947]"
yen2,page_0284,9,階,tàu,艚,U+825A,0.116,"[207, 1888, 336, 2033]"
yen2,page_0284,9,𭣵,đầy,苔,U+82D4,0.301,"[207, 2009, 336, 2154]"
yen2,page_0286,1,徳,tàu,艚,U+825A,0.126,"[1445, 1764, 1580, 1893]"
yen2,page_0286,3,昼,Trời,𡗶,U+215F6,0.298,"[1129, 1823, 1243, 1957]"
yen2,page_0286,5,層,Trời,𡗶,U+215F6,0.271,"[830, 867, 947, 988]"
yen2,page_0286,5,弦,hơn,餘,U+9918,0.182,"[830, 1271, 947, 1392]"
yen2,page_0286,5,海,nuôi,餒,U+9912,0.129,"[830, 2079, 947, 2200]"
yen2,page_0286,6,到,một,没,U+6CA1,0.174,"[682, 1285, 789, 1398]"
yen2,page_0286,6,至,Thánh,垩,U+57A9,0.23,"[682, 2417, 789, 2521]"
yen2,page_0286,7,姦,nhà,牙,U+7259,0.213,"[514, 1029, 682, 1148]"
yen2,page_0286,9,躬,ngươi,的,U+7684,0.158,"[249, 553, 362, 684]"
yen2,page_0286,9,農,nóng,燶,U+71F6,1.298,"[249, 2295, 362, 2426]"
yen2,page_0288,1,氏,ấy,衣,U+8863,0.136,"[1458, 964, 1575, 1088]"
yen2,page_0288,1,蠒,vui,盃,U+76C3,1.246,"[1458, 2108, 1575, 2232]"
yen2,page_0288,2,王,vậy,丕,U+4E15,0.294,"[1301, 2318, 1423, 2437]"
yen2,page_0288,3,既,đoạn,段,U+6BB5,0.258,"[1141, 1952, 1262, 2064]"
yen2,page_0288,3,左,của,古,U+53E4,0.201,"[1141, 2422, 1262, 2526]"
yen2,page_0288,5,郡,trời,𡗶,U+215F6,0.403,"[835, 756, 946, 877]"
yen2,page_0288,5,召,bạc,白,U+767D,0.185,"[835, 958, 946, 1079]"
yen2,page_0288,6,郡,trời,天,U+5929,0.113,"[686, 1691, 797, 1816]"
yen2,page_0288,6,万,làm,爫,U+722B,0.186,"[686, 1795, 797, 1919]"
yen2,page_0288,7,也,truy,追,U+8FFD,0.201,"[532, 1988, 654, 2110]"
yen2,page_0288,9,悢,răng,浪,U+6D6A,0.245,"[238, 2082, 374, 2213]"
yen2,page_0290,1,銒,ong,蜂,U+8702,0.143,"[1429, 551, 1552, 679]"
yen2,page_0290,1,歹,làm,爫,U+722B,0.1,"[1429, 2257, 1552, 2386]"
yen2,page_0290,2,憙,lòng,弄,U+5F04,0.181,"[1258, 1087, 1371, 1214]"
yen2,page_0290,2,侍,rai,淶,U+6DF6,0.888,"[1258, 2249, 1371, 2377]"
yen2,page_0290,3,主,chăng,生,U+751F,0.261,"[1115, 900, 1227, 1034]"
yen2,page_0290,3,等,người,㝵,U+3775,0.332,"[1115, 2239, 1227, 2373]"
yen2,page_0290,5,廢,phú,富,U+5BCC,0.327,"[821, 982, 937, 1110]"
yen2,page_0290,5,者,quý,貴,U+8CB4,0.251,"[821, 1089, 937, 1218]"
yen2,page_0290,8,屏,ONG,翁,U+7FC1,0.152,"[382, 1297, 499, 1426]"
yen2,page_0290,8,双,Ấy,娎,U+5A0E,0.131,"[382, 1512, 499, 1641]"
yen2,page_0292,1,艧,tàu,艚,U+825A,0.101,"[1447, 988, 1554, 1118]"
yen2,page_0292,1,占,lo,卢,U+5362,0.398,"[1447, 2281, 1554, 2411]"
yen2,page_0292,3,爾,Trời,𡗶,U+215F6,0.187,"[1141, 2263, 1252, 2392]"
yen2,page_0292,4,地,khỏi,塊,U+584A,0.329,"[991, 1957, 1096, 2087]"
yen2,page_0292,5,占,lo,卢,U+5362,0.306,"[846, 1899, 967, 2044]"
yen2,page_0292,8,爵,le,𠻗,U+20ED7,0.112,"[394, 1579, 526, 1714]"
yen2,page_0292,9,次,của,古,U+53E4,0.266,"[250, 879, 358, 1010]"
yen2,page_0294,1,议,ấy,衣,U+8863,0.299,"[1443, 984, 1584, 1106]"
yen2,page_0294,1,随,đội,隊,U+968A,1.258,"[1443, 1595, 1584, 1717]"
yen2,page_0294,2,在,chăng,庄,U+5E84,0.235,"[1278, 869, 1407, 984]"
yen2,page_0294,4,民,là,買,U+8CB7,0.168,"[974, 2392, 1080, 2503]"
yen2,page_0294,6,濟,mắng,莾,U+83BE,0.207,"[687, 1076, 808, 1197]"
yen2,page_0294,7,張,ấy,衣,U+8863,0.314,"[545, 476, 657, 587]"
yen2,page_0294,7,辰,răng,浪,U+6D6A,0.254,"[545, 1778, 657, 1899]"
yen2,page_0296,1,𠮵,chửi,𠯽,U+20BFD,1.183,"[1436, 1115, 1557, 1244]"
yen2,page_0296,1,伲,em,俺,U+4FFA,0.105,"[1436, 2077, 1557, 2205]"
yen2,page_0296,2,豫,đòi,隊,U+968A,0.25,"[1293, 1269, 1419, 1405]"
yen2,page_0296,2,用,hèn,闲,U+95F2,0.159,"[1293, 2294, 1419, 2430]"
yen2,page_0296,3,𭴾,vô,無,U+7121,0.37,"[1158, 1594, 1272, 1728]"
yen2,page_0296,4,用,hèn,閑,U+9591,0.156,"[1011, 474, 1126, 599]"
yen2,page_0296,5,庵,Em,俺,U+4FFA,0.184,"[863, 483, 973, 600]"
yen2,page_0296,5,妾,anh,孾,U+5B7E,0.295,"[863, 898, 973, 1026]"
yen2,page_0296,7,於,nhà,茹,U+8339,0.185,"[573, 788, 683, 917]"
yen2,page_0296,7,汤,đòi,隊,U+968A,0.494,"[573, 1536, 683, 1665]"
yen2,page_0296,7,僞,thành,城,U+57CE,0.138,"[573, 2070, 683, 2199]"
yen2,page_0296,7,伐,ấy,衣,U+8863,0.135,"[573, 2391, 683, 2509]"
yen2,page_0296,8,祠,lời,例,U+4F8B,0.247,"[407, 826, 527, 969]"
yen2,page_0296,9,将,hằng,恆,U+6046,0.112,"[264, 1597, 385, 1748]"
yen2,page_0296,9,主,chăng,生,U+751F,0.222,"[264, 1976, 385, 2128]"
yen2,page_0298,1,万,làm,爫,U+722B,0.177,"[1424, 1363, 1559, 1499]"
yen2,page_0298,2,伏,đời,代,U+4EE3,0.309,"[1255, 2080, 1395, 2201]"
yen2,page_0298,4,躡,tói,繓,U+7E53,0.306,"[974, 1305, 1098, 1434]"
yen2,page_0298,5,困,bấy,闭,U+95ED,0.252,"[821, 455, 938, 573]"
yen2,page_0298,5,詎,Au,泑,U+6CD1,1.094,"[821, 2158, 938, 2287]"
yen2,page_0298,7,多,một,没,U+6CA1,0.227,"[517, 449, 624, 566]"
yen2,page_0298,7,昨,dạy,代,U+4EE3,0.25,"[517, 1712, 624, 1839]"
yen2,page_0298,9,消,quên,忘,U+5FD8,1.113,"[218, 534, 342, 657]"
yen2,page_0300,1,取,chớ,渚,U+6E1A,0.125,"[1447, 999, 1546, 1128]"
yen2,page_0300,1,說,nước,國,U+570B,0.155,"[1447, 1855, 1546, 1984]"
yen2,page_0300,3,來,cho,朱,U+6731,0.157,"[1134, 2071, 1244, 2200]"
yen2,page_0300,3,悶,vua,君,U+541B,0.214,"[1134, 2178, 1244, 2307]"
yen2,page_0300,4,眀,giặc,賊,U+8CCA,0.26,"[985, 679, 1090, 808]"
yen2,page_0300,4,殆,thuyền,船,U+8239,1.117,"[985, 1110, 1090, 1239]"
yen2,page_0300,5,座,khó,庫,U+5EAB,0.524,"[830, 1706, 952, 1842]"
yen2,page_0300,5,𭐴,đi,多,U+591A,0.244,"[830, 1933, 952, 2069]"
yen2,page_0300,6,半,cho,朱,U+6731,0.122,"[690, 872, 807, 994]"
yen2,page_0300,6,傾,thành,城,U+57CE,0.234,"[690, 2194, 807, 2315]"
yen2,page_0300,7,净,còn,𡥵,U+21975,0.102,"[545, 1222, 684, 1351]"
yen2,page_0300,7,多,một,蔑,U+8511,0.151,"[545, 1544, 684, 1673]"
yen2,page_0300,7,禀,trọng,重,U+91CD,0.259,"[545, 1865, 684, 1994]"
yen2,page_0300,8,叚,đội,隊,U+968A,1.104,"[402, 1084, 518, 1204]"
yen2,page_0300,8,陽,đòi,隊,U+968A,0.307,"[402, 2285, 518, 2405]"
yen2,page_0300,9,𢙢,khỏi,塊,U+584A,0.433,"[258, 485, 357, 600]"
yen2,page_0300,9,喝,giã,者,U+8005,0.132,"[258, 790, 357, 916]"
yen2,page_0300,9,脩,tàu,艚,U+825A,0.224,"[258, 1210, 357, 1336]"
yen2,page_0302,1,与,Đức,德,U+5FB7,0.153,"[1416, 1791, 1530, 1915]"
yen2,page_0302,2,团,bấy,闭,U+95ED,0.265,"[1265, 1083, 1397, 1207]"
yen2,page_0302,2,圖,rày,例,U+4F8B,0.269,"[1265, 1394, 1397, 1518]"
yen2,page_0302,3,棄,cho,朱,U+6731,0.326,"[1124, 2360, 1260, 2477]"
yen2,page_0302,4,𦋺,rày,例,U+4F8B,0.4,"[977, 863, 1091, 984]"
yen2,page_0302,5,帝,xác,壳,U+58F3,0.158,"[847, 1629, 987, 1757]"
yen2,page_0302,7,学,hai,咍,U+548D,0.153,"[557, 1160, 683, 1282]"
yen2,page_0302,7,日,viết,曰,U+66F0,0.109,"[557, 1465, 683, 1587]"
yen2,page_0302,8,起,bên,边,U+8FB9,0.206,"[388, 572, 508, 705]"
yen2,page_0302,8,北,chày,遅,U+9045,0.1,"[388, 2128, 508, 2261]"
yen2,page_0302,9,麥,một,没,U+6CA1,0.376,"[240, 965, 331, 1084]"
yen2,page_0304,2,扶,cất,拮,U+62EE,0.129,"[1312, 1844, 1420, 1954]"
yen2,page_0304,4,不,mặt,末,U+672B,0.204,"[1002, 2392, 1110, 2511]"
yen2,page_0304,6,骨,đâu,兜,U+515C,0.108,"[700, 1366, 802, 1487]"
yen2,page_0304,8,晏,bà,婆,U+5A46,0.232,"[398, 1229, 529, 1345]"
yen2,page_0306,2,已,này,尼,U+5C3C,0.265,"[1294, 1659, 1389, 1778]"
yen2,page_0306,2,以,hai,咍,U+548D,0.157,"[1294, 2052, 1389, 2170]"
yen2,page_0306,3,卷,này,尼,U+5C3C,0.235,"[1148, 802, 1246, 930]"
yen2,page_0306,3,裔,Trời,𡗶,U+215F6,0.242,"[1148, 1547, 1246, 1674]"
yen2,page_0306,4,備,phúc,福,U+798F,0.201,"[1005, 1922, 1108, 2038]"
yen2,page_0306,7,閻,gian,間,U+9593,0.176,"[565, 1709, 669, 1844]"
yen2,page_0306,8,仰,máu,泖,U+6CD6,0.186,"[422, 1582, 536, 1704]"
yen2,page_0306,9,以,hay,特,U+7279,0.149,"[273, 1804, 393, 1938]"
yen2,page_0308,4,圈,quỷ,鬼,U+9B3C,1.366,"[995, 949, 1117, 1066]"
yen2,page_0308,4,字,dái,曳,U+66F3,0.152,"[995, 1632, 1117, 1748]"
yen2,page_0308,5,至,Thánh,垩,U+57A9,0.285,"[877, 480, 970, 582]"
yen2,page_0308,6,堅,lọ,路,U+8DEF,0.994,"[720, 2224, 818, 2342]"
yen2,page_0308,7,鳶,kinh,驚,U+9A5A,0.165,"[572, 1207, 671, 1318]"
yen2,page_0308,8,尚,thắng,𤯝,U+24BDD,1.306,"[415, 677, 530, 807]"
yen2,page_0308,8,屏,ông,東,U+6771,0.125,"[415, 1432, 530, 1561]"
yen2,page_0308,9,岂,quỷ,鬼,U+9B3C,1.466,"[255, 1806, 370, 1930]"
yen2,page_0310,1,𠾖,quỷ,鬼,U+9B3C,0.316,"[1455, 1281, 1577, 1401]"
yen2,page_0310,3,醋,rượu,𨢇,U+28887,0.187,"[1148, 1883, 1257, 2004]"
yen2,page_0310,5,莽,Trời,𡗶,U+215F6,0.187,"[851, 986, 959, 1109]"
yen2,page_0310,7,巧,hai,咍,U+548D,0.323,"[556, 798, 676, 925]"
yen2,page_0310,9,返,mời,𨒒,U+28492,0.211,"[260, 1304, 377, 1430]"
yen2,page_0310,9,妄,một,没,U+6CA1,0.33,"[260, 1409, 377, 1535]"
yen2,page_0312,1,府,Trời,𡗶,U+215F6,0.14,"[1433, 2331, 1533, 2449]"
yen2,page_0312,2,呧,trước,略,U+7565,0.308,"[1289, 489, 1383, 590]"
yen2,page_0312,2,密,khéo,窖,U+7A96,0.126,"[1289, 2140, 1383, 2251]"
yen2,page_0312,2,來,cho,朱,U+6731,0.281,"[1289, 2325, 1383, 2435]"
yen2,page_0312,3,固,vua,君,U+541B,0.235,"[1143, 474, 1242, 572]"
yen2,page_0312,3,蜀,vua,君,U+541B,1.372,"[1143, 1449, 1242, 1556]"
yen2,page_0312,4,觉,hai,咍,U+548D,0.133,"[996, 2306, 1107, 2423]"
yen2,page_0312,9,吃,hay,咍,U+548D,0.102,"[244, 1221, 350, 1350]"
yen2,page_0312,9,爾,Trời,𡗶,U+215F6,0.251,"[244, 1974, 350, 2104]"
yen2,page_0314,2,偃,răng,浪,U+6D6A,0.354,"[1264, 661, 1399, 785]"
yen2,page_0314,2,毸,tay,腮,U+816E,0.195,"[1264, 971, 1399, 1096]"
yen2,page_0314,2,殿,đá,𥒥,U+254A5,0.129,"[1264, 1282, 1399, 1406]"
yen2,page_0314,3,夏,làm,爫,U+722B,0.141,"[1116, 1949, 1244, 2078]"
yen2,page_0314,4,筆,người,㝵,U+3775,0.326,"[984, 756, 1103, 880]"
yen2,page_0314,5,𡧱,khéo,窖,U+7A96,0.196,"[839, 563, 942, 686]"
yen2,page_0314,5,項,ngoan,頑,U+9811,1.248,"[839, 872, 942, 996]"
yen2,page_0314,5,痒,còn,群,U+7FA4,0.242,"[839, 2215, 942, 2338]"
yen2,page_0314,6,專,hom,歆,U+6B46,0.978,"[703, 2423, 801, 2522]"
yen2,page_0314,8,迤,don,敦,U+6566,1.063,"[398, 1580, 530, 1703]"
yen2,page_0314,8,𮋒,đoạn,断,U+65AD,0.312,"[398, 1991, 530, 2114]"
yen2,page_0316,1,主,chăng,生,U+751F,0.162,"[1450, 2296, 1555, 2418]"
yen2,page_0316,3,隔,giảng,講,U+8B1B,0.213,"[1167, 561, 1278, 683]"
yen2,page_0316,3,率,trên,連,U+9023,0.446,"[1167, 2402, 1278, 2515]"
yen2,page_0316,6,斡,ông,螉,U+8789,0.134,"[707, 1480, 812, 1631]"
yen2,page_0316,7,卷,này,尼,U+5C3C,0.193,"[567, 695, 687, 839]"
yen2,page_0316,7,罪,ra,囉,U+56C9,0.242,"[567, 935, 687, 1079]"
yen2,page_0318,1,辰,răng,浪,U+6D6A,0.286,"[1428, 1289, 1556, 1412]"
yen2,page_0318,1,𫞹,không,空,U+7A7A,0.305,"[1428, 1495, 1556, 1618]"
yen2,page_0318,1,裔,Trời,𡗶,U+215F6,0.364,"[1428, 1906, 1556, 2029]"
yen2,page_0318,2,腐,thật,實,U+5BE6,0.199,"[1278, 1431, 1384, 1559]"
yen2,page_0318,5,至,Thánh,垩,U+57A9,0.343,"[861, 2403, 969, 2510]"
yen2,page_0318,6,在,sóc,朔,U+6714,0.174,"[703, 1420, 830, 1549]"
yen2,page_0318,7,極,su,秋,U+79CB,0.188,"[550, 1694, 672, 1818]"
yen2,page_0318,9,望,Thánh,堊,U+580A,0.205,"[255, 1947, 362, 2075]"
yen2,page_0320,1,初,lời,例,U+4F8B,0.114,"[1416, 2245, 1536, 2389]"
yen2,page_0320,2,占,lo,卢,U+5362,0.212,"[1281, 766, 1388, 896]"
yen2,page_0320,2,歹,làm,爫,U+722B,0.194,"[1281, 874, 1388, 1003]"
yen2,page_0320,3,育,vua,君,U+541B,1.062,"[1134, 1087, 1265, 1218]"
yen2,page_0320,3,晃,con,昆,U+6606,0.101,"[1134, 1196, 1265, 1326]"
yen2,page_0322,2,麁,đường,唐,U+5510,0.285,"[1271, 764, 1398, 885]"
yen2,page_0322,3,匙,trên,連,U+9023,0.54,"[1127, 558, 1254, 678]"
yen2,page_0322,4,并,Ong,翁,U+7FC1,0.343,"[988, 834, 1099, 945]"
yen2,page_0322,4,淳,Rô,嚕,U+5695,1.01,"[988, 1019, 1099, 1130]"
yen2,page_0322,4,虚,mông,䝉,U+4749,0.117,"[988, 1112, 1099, 1222]"
yen2,page_0322,6,爾,vua,君,U+541B,1.141,"[664, 1054, 799, 1194]"
yen2,page_0322,6,食,ấy,衣,U+8863,0.335,"[664, 1171, 799, 1312]"
yen2,page_0322,7,晉,Rô,嚕,U+5695,1.182,"[531, 898, 646, 1029]"
yen2,page_0322,9,凢,kẻ,几,U+51E0,0.408,"[240, 2129, 355, 2248]"
yen2,page_0324,2,蟊,vua,君,U+541B,1.093,"[1284, 1574, 1409, 1698]"
yen2,page_0324,2,弇,Ông,翁,U+7FC1,0.153,"[1284, 2093, 1409, 2217]"
yen2,page_0324,3,丑,Chịu,召,U+53EC,0.105,"[1131, 1060, 1235, 1182]"
yen2,page_0324,3,幻,ước,約,U+7D04,0.106,"[1131, 1570, 1235, 1692]"
yen2,page_0324,6,遇,lạ,邏,U+908F,0.182,"[696, 1965, 826, 2096]"
yen2,page_0326,1,那,tà,邪,U+90AA,0.104,"[1427, 781, 1557, 904]"
yen2,page_0326,2,孝,bụt,孛,U+5B5B,0.193,"[1294, 786, 1402, 908]"
yen2,page_0326,3,𭠠,Bay,拜,U+62DC,0.329,"[1128, 1679, 1262, 1800]"
yen2,page_0326,4,祝,xem,袩,U+88A9,0.215,"[980, 1280, 1093, 1402]"
yen2,page_0326,7,經,liệt,烈,U+70C8,0.135,"[511, 2422, 652, 2542]"
