sample_id,pred,col_pred,col_kinh,pos,align_op,col_lev,n_col_pred,sec
M2_0164,冥,此二掂在旦窘罷等師理公刻寻以明諈冥圣天神,油麻些推在旦實𫆅亊肺理八商㝵八内事異圣天神,17,sub,15,20,2.186
M2_0165,以,固戮恭以赦尼永尾直義省浪,特以近歲因幾荅入教尼永尾寺宜激省辰,7,sub,13,12,1.971
M2_0166,准,送中适常透江固處寻信懶佣准訲重,代弇垩波那迕中活葩溘沙固磊㝵而官懶用准郎重,18,eq,16,15,1.694
M2_0167,俸,匝折銇蹑扲俸建坦嘿堄罞拷,園恪占粤医折詩録躡扑奴俸祝連坦噀塊㝵特,11,eq,16,12,2.195
M2_0168,歹,其朱妑垂哻欲罤悃炬共戀百肃哗頁共歹,庄蛭共朱妃垩呷𰙔罪愧奴共據与寺𥓓嗔共歹,18,eq,15,17,1.923
M2_0169,,苛珠蹄把朱碎者碎庄厍毫事德主乔,人浪探等珠砕色把朱碎香碎庄洋毫事德主介,2,del,9,15,1.753
M2_0170,罘,朱嚷碎罘几打為通兮売最瘁時蕭笼術倔,古福君朱衆碎異几折為道令壳蠡碎時聱䆒術爬,6,sub,14,17,2.153
M2_0171,壘,寄現函稱厳遲召不同連流哭壘,据詩㝵塊如𥓓奴麻逢君而司遠流天孝,15,sub,15,13,1.388
M2_0172,,赦碎景庄踈誷之舜容女其頁尔压麻庄拷,好主五秋真赦碎㝵庄踈朝之舞衣女共嗔而丕麻庄特,0,del,14,17,1.827
M2_0173,罘,生罘掀何黍出指何中话衣史綵麻仔道责,妃垩危生䍐於城阿添山移中流衣支蘇麻佇道妻,4,sub,15,17,2.107
M2_0174,齋,主齋朱愢皿欺式建展主斧湃翁女皿均由稷,共徳主裔半塊旦欺式連𫝕座夲屏銜女𡖋傾由稷,3,sub,14,18,2.181
M2_0175,话,庄周骥帝象几詵麻庄谒话平舜眉召庫唐,遠禮在固𡥛弟象几塾麻庄渇裙平砰渇召庫為,12,sub,12,17,2.038
M2_0176,灀,庄畵眉灀思召庄特先重民連象多叫喟,秋扶䕶庄寓斫眉覺鬼𡰱庄時先厘衣連象多呌些上,7,sub,14,16,2.030
M2_0177,,押碑而役尼之吏建淮唐欺渚固旦居伟几劫珠奴,至猪押碎而役辰而之吏座准妻欺渚固旦厯沛几劫昧奴,6,del,11,20,1.827
M2_0178,,困禀吐嘼蝇翁至拯龄朱年姥等弄愁,幾吞磁萁困禀𠮵署瓨翁至極餘來年伲㝵弄怨,2,del,13,15,1.998
M2_0179,膧,旦長習特膧盃無穷寻謁不王趫寻些啦,秋共庫欺旦尼甫置時暱盃無妄㝵渴𡖋左趫㝵些怍,9,sub,16,16,1.805
M2_0180,吞,道行主吞凛麻寻喣連嗨耸固徃之低寻球滚,兹城依結道知主吞廪麻㝵典連晦𭔿固役之低㝵疎浪,7,eq,14,18,1.806
M2_0181,架,晁先異敬逞礼寻而架燒刻寻,判共晁先異移𰙔移每礼㝵百染常燒初㝵,13,sub,12,12,2.019
M2_0182,久,拱罢寄麻奴假村禝恣丘翁至久浪他正誣罘,其欺肆拱要多景厭奴假𢩭禝怪丕并垩似限油丕詎窑,16,sub,18,18,2.479
M2_0183,衙,扶訪几宠蔽命朱天下政除正欺衙典,禀為扶妒几䆒微命朱天下政餘而丕欺𧘻典,16,sub,9,15,1.902
M2_0184,,过代旦曙蕣可其紶永体匝生寿延,帝特教醉首过代旦得静㝵其𰬈𣱵体任生寺運,3,del,13,14,2.060
M2_0185,,以周爰导改朱氍煮寶求女德手斧,几庫仍得仪因幾㝵改朱鄂碾散寘求共徳主及,10,del,16,14,1.975
M2_0186,屯,啼泛难罪命屯犯蜀難壬罟派席如傅命欺舞,其麻於帝妄唯罪命先犯淂释壬景於帝如𭔱命欺群,8,sub,14,18,2.143
M2_0187,像,倭麻印形像召团徐圣押暑麻遺而礼,㝵預斾連陵麻印形豫𮎛用除冬垩押㝵梁麻遣而礼,9,sub,14,15,1.888
M2_0188,诸,求作罟特既衣仍麻寻连吱滚压而宧诸,僥職結求官㸔特聀仪仍麻㝵述岐浪珏而官诸,18,eq,13,16,2.048
M2_0189,青,官背情麻唐断官戏色烬体庄煜青蛇切歌悉,陣共官茂特看麻𡱆𢍆官代色煜体庄蛭毒吟㓜歇悲,16,sub,15,18,1.777
M2_0190,,鬼宠妖贝宧体哥它圭前恢仍麻在,甫㝵共𣗥鬼究䏻貝官体㝵后乇寺悛仍麻在,0,del,13,14,1.630
M2_0191,正,得麳罔宜正莫寻百曰無奇每從几庢道能,民在特得輝眉宜石欺㝵百曰無寺所每役几因道能,7,sub,12,17,2.235
M2_0192,命,術公祕禊命麻呂碐毒暑庄恕鸥其先咒,碍建𠋣官衣𥘎禝𠇭麻局破寺㝵左恪鴟其先異,7,sub,16,16,2.087
M2_0193,在,叁隙厮衣在麻曷娛導脖行鹿守妻,奇常棄弄歹主吞漂夜衣在差麻曷魏㝵𭓇行僥与𠵊,10,eq,16,14,1.743
M2_0194,,几名仍讬德主奇廣時沛民周務人,左几召折仍花德主喬賜時沛召困格入,0,del,10,14,1.541
M2_0195,奄,体寻厄冤鐛麻垂天神奄朱官運明寻麻,囚落南体㝵犯耽殊歸麻垩天神乇𫠉朱官運明㝵麻,14,sub,12,16,1.744
M2_0196,咒,麻嗔接霆咒寻固不德於連掊如曰廷軍命屯信,实置宜麻嗔梅遵罡㝵固仁徳於運稜而曰任軍命屯弦,7,sub,14,19,1.817
M2_0197,派,遠史中道聖主丞奇周特共奇崇派,特每事淒用中道垩好主忝寺周特共奇案流,17,sub,11,14,1.964
M2_0198,閑,意奈寻厝敞長展德主奣閑,𠬧爵罢屡意真秦者㝵置願殷奏辰恩徳主喬周,18,sub,17,11,2.191
M2_0199,無,從几因道仍曰無其寻即重麻玄多流車如釜,述扒僥几因道仍曰𭴾共㝵郎重麻苔多落車如弇至,8,sub,11,18,1.782
M2_0200,只,連年堵如染泖正把百意只計事庫的压,年欺黙襖連年堵如染仰丕把皇意𡰱計事庫而不乇,14,sub,11,16,1.210
M2_0201,俗,建灸印時旦欥屯生時壳寻度姜帶麻庄虚多冬之俗命,連多即時旦欺乇生時壳身塵姜南麻庄虛多朱年仍匈共,21,sub,14,22,1.409
M2_0202,寄,卢欺罞嘜淫鴏欺輔妻女寄别事秉兵事渚旦囤改,放涯户欺畧時滛眀欺庫妻女𭔿別事庫兵事渚旦固放,12,sub,13,20,1.554
M2_0203,蛮,中溶存庄烬哥意同法除蛮多舟诸寻此在刊惠圆,於中居存庄炷㝵意固法除奎豈府渚㝵些庄别意調,11,sub,15,20,1.332
M2_0204,爷,思固價客感牡几置包祕德主窗未特補事爷収窈罢,辟鬼固饒吝感牡几置包𠰥徳主爾未特𥙷事爷收虜寒,18,eq,11,21,1.595
M2_0205,禊,旦尼各翁琵毫礼祠翁皇記丷然禊礼庠寺勔碉名,瑪逡昇旦尼冬翁危庵礼國翁皇記丶黙禊礼麻昔勧例多,16,eq,14,20,1.926
M2_0206,仔,一鸢末哮蜀矢仔遊朱卞鸾末灵寤庄勋特命卷炼采來,几憧喬末哇㢴突仔邇朱卞喬末灵望庄助特命恙除來丘,7,eq,14,22,1.722
M2_0207,涅,於倔建自意術鋛改呐河郎特每省共於氛蜍仔涅朱,碎悶於低連自意街陣奴呐所昂特每萄共於益榦仔渥朱,21,sub,13,21,1.862
M2_0208,,東朱晁痱末効焉德主倚閥威朱寻必祐,欿古兹贖來朱晁麻末功𫠓德主爾閣底朱身也移,2,del,14,16,1.848
M2_0209,馡,牵欰女馡女寻之死焉適聋叁找重府代之庄,昇產悶名庫攸女肆女尋不死爲遁韋多扵連爾代之庄,7,sub,16,18,1.550
M2_0210,,意朱創朗穹特省卒運府共世帯坦,少受不煜意而朱創朗爲特稍卒連爾共𢃄坦,5,del,11,14,1.357
M2_0211,兄,朱年笠卻末麻寻之丞笼朗因几姲很牢吧於兄禜的还専哥,朱年生昻末麻㝵是丕於朗固几妥浪牢肥𢙢𡰱廩而丕等身,18,sub,17,24,1.692
M2_0212,,朱碎丄政蜀寻庄考麻至痕碎罘几团深饒杂礼眉,直不紏朱碎丑政済㝵庄肯麻至俟碎芒几固羅饒孝心礼眉,2,del,13,20,1.499
M2_0213,壳,戮屯敝壼灸丑必箢品絵蜀闳皮荔固几直寻罷壳,銓軍賊㐌破虚多兵以饒品蜍置因受冬因几冝斜皇堯皇,22,sub,21,20,1.763
M2_0214,臣,翁皇甲于搓乌共翁皇聿裔稄翁丘翁臣瑪,邁本翁皇𤰞于槎烏甚翁𦤳寘有移翁兵翁皇瑪,17,sub,12,17,1.414
M2_0215,,命輔女米意兜汝橝我朱哥公麻痕効龙柔徽冕故旦,与雨命輝女乎意究玆模我朱身石麻宸𭃡卷采勧冕汝旦,1,del,15,21,1.528
M2_0216,祋,及寻庠閔昏惒呼寻朱麻浪惬园法筋油皇祋,以那滛断及㝵麻悶屠思時㝵朱麻浪思國法飭油皇𭃡,21,sub,15,18,1.538
M2_0217,虹,世間奔冤仔涅凛朱年嘕棘特而曰無域墒罘虹悲耿罢,如街世間麻崑好𣵀廩朱年呌隷特而曰無城将䍐叔悲歌畧,20,sub,15,22,1.462
M2_0218,私,命而事磊習累桐連私切折寻共巴寻憩囿道泣寻诣狱库,為命而事為得畧夜連我切打㝵共巴尋怪固道没得徙𰙔牢,9,sub,16,23,1.527
M2_0219,市,寻吏麻啄色那群意罢咒体市寻练恨奏嗣,闷𫞓尋丈麻悔包那群意畧物花体希昇練浪奏伺,14,sub,14,17,1.348
M2_0220,碉,灵鬼宋碉建歐谷碉蔡涿华岳郸之雲祠本書,喉起灵望朱例連歇令個察隊碎邱厶之為砜体書,5,sub,17,18,1.457
M2_0221,化,民社双商直朱刿席古德主府改麻的福庄建化废沟违,民社双扇宜朱别乕古徳主裔改麻而福生連我底伯連,18,sub,13,22,1.587
M2_0222,行,辱庠叁溨因牢北署庄行法中涸朱寻改包旁公之骂,燧身麻責浪因牢批鲁庄𬽣法中翅朱㝵女包房而之身,10,sub,14,21,1.476
M2_0223,公,命立直公訴各米連綀涱衆碎庄敦皋事笨苛連歜谷架鸢,命而其嗔及罰多米連練辰衆碎庄敢察事樂哿連歇各衆爲,4,sub,16,23,1.645
M2_0224,之,創近意建尼舜福德朱特朽代之開除呓婁体氣,灵𢙣極創死意連尼每福徳朱暗枵代之閉涂吒便体貳,15,eq,14,19,1.304
M2_0225,檮,寻些舷称紧乓鯺石姑模我吏祕檮罰命朱年天下,𦤳不身些䏻称寧兵䏻多姑模戎吏祧橋罰命朱年天下,15,sub,11,20,1.426
M2_0226,卢,詔在固卢承事寻发牽冥事遐飭寻些焉,常占罢於朗庄固占罪事字妥㪯冥事過飭㝵些季,7,sub,14,16,1.320
M2_0227,等,至昌釜麻足僫主府休寻屯故功業等筆开綽思天室建言,匐空麻退德主裔体身𬼜奴功𭪙寺筭綽建矢遠連篇,12,sub,19,23,1.481
M2_0228,幸,罢党存包在特体事的丕犀虎驾置維建連幸愿你景悠,罢覺麻包在特体事分不犀虎㸃置他連連夅固像影徳,17,sub,12,22,1.400
M2_0229,望,車仍馭庄同泣鴈灸困意折暑心压開除望天,寗我各蓮車仍馭庄同泣喬委因意折㝵小玉開除皇天,20,sub,11,18,1.384
M2_0230,丘,祐体凂双者讼浪碎李的丘碎庄铺览閍烩注勈卖浪尚,祐体𫥢収曷冶辰碎李所而碎左補兜開凃注勧夷浪滿,10,sub,15,22,1.490
M2_0231,業,真孝功業寻朱特扒何知瓦麻等体寻連天莹,時與爲功𭪙身朱特扒仵如左麻得輝体身連天堂,4,sub,12,18,1.648
M2_0232,時,仍几的晁頊時硬雪弄扶訪氖朱三肆苛聋地獄,前忽結仍兀而黾硬呼隻𫠉弄扶妒昆朱旦肆對寗地獄,8,sub,15,19,1.557
M2_0233,罡,寪守掇撑思歌寻幽涂休发哥罡顛如,特院邁冒連宁㧞撑媿歇㝵些閉除体受㝵遥𩔊如,17,sub,18,15,1.277
M2_0234,独,斧止涪未罷寐朱琶事占歌灸独唐及歡哥,街歇祖各乎止后来䍐在篁朱𢙢每事与歌多独唐及尉身,18,eq,16,17,1.361
M2_0235,蜀,其啄潈共五各泌歌罔綿豩聋的冷兵寻蜀生時因,韋妥准罪丑石各必歌究錦酥韋白冷共㝵置生等因,17,sub,16,20,1.421
M2_0236,遁,皇何罷番碉先罘河豢山屺倫遁女非祠霁啃事意時,妃皇何罷番個先哭阿黎山乇信遁女在何馵省事意時,13,eq,11,21,1.663
M2_0237,称,欲弄欲飭敖寻些称雨時伫活枣汕嚀叁役,朗各本道欲弄欲飭歌𭔿些存罪時仍缓末沚䍐為傷,11,sub,15,17,1.501
M2_0238,府,牢特麳女碎荣弄德主府易饮業弄寻些德主府没,而牢時輝女碎枼弄僊主薊易吹枼弄㝵恐爲僊主爾殿,20,sub,14,20,1.381
M2_0239,俞,的礼等寻推婪凛祜國年必咒庄兮寻哭德主俞判,随不聀而礼詩尋推楼廪祐固年昭昇在爲尋民徳主俞判,21,eq,17,20,1.423
M2_0240,叔,亨的叔亨朱哥於帝饒南扒砟各皇天神於堇匾丑固餽几,争句兹寧朱㝵於帝饒南孔碎各皇天神於運爾兵固饒凡,2,sub,12,23,1.566
M2_0241,因,中哮味吐能勫命痕意沸點味竅夜好雲洱和世因,皮外中味姙能勧命浪意怖黙味顛衣外爲乕𬒳世閤,20,sub,15,20,1.329
M2_0242,國,事奇亮政建浪主意庄國於其蜀建蜀仔命正世珠旦奉罘,事爾覺故連浪主意庄國於共眉建眉仔命泥仕朱旦兼要,9,eq,12,23,1.420
M2_0243,蓟,折庄媤奴凿寻旺聋蓟庄怖事之開烽其衅浪事,旺時折庄恕双肃𭔿王嘑釣庄肺事之閉除采其呌浪事,10,sub,14,19,1.475
M2_0244,烈,事意等淫特効用滁軎思夹公研怪寻翹羽岌氖一其困烈,结事意寺產特功用除魔思吏𡖋硏怪㝵魏朔仗昆其困延,22,sub,16,23,1.506
M2_0245,的,的压体記意旦更其淹庄固瘦等多重沫活柒体,群户而丕体记立意竺边其淹庄固度寺多蓮殊居柴体,2,sub,14,19,1.235
M2_0246,,毒姑特蔷叒威詔体末主閥物許詳守德主府縡,公翁皇禹姑特稽遍歳韋约物体末主門物詐詳時德主爾鐔,2,del,15,19,1.494
M2_0247,瑸,立称涨存氖求米瑸濘嘕德主愈朱詀史旦卷遒,意抑鮮生立称羅在昆求朱張廪譬德主愈朱祜𤓾包卷邁,11,sub,15,19,1.450
M2_0248,囫,鳶与鴢舒聋喊儿籁儿聞夌祜歌聱囫饒揯祣乖侩,鳥与高鴟哿韋城几籟几閉豈祸欲韋國饒樞桃被非信,15,sub,20,20,1.652
M2_0249,危,先翁至危姜咒花時寻特姜先命鸯公聱日事庫世闊,先翁皇花隻究花時㝵特隻先命爲石𮃛事庫世闢,3,sub,11,21,1.394
M2_0250,鸠,地仍後共愛且低宜約有鸳呯猿忽司友的伴共殲鸠禽鴏,北仍核甚受三低宜仍爾鳩呌猿忽司皮而伴甚穢鳩禽獣,20,sub,15,23,1.749
M2_0251,閤,翁祀得祖首拖特委戮灵恕共娈事廉世閤磸体,支耿翁妃好祖香拖特每賊灵眾共每事庵世閹褒体,18,sub,12,19,1.461
M2_0252,,命兵谷梁吧哥艺昆勇炎石尼耸周饒齐论帝,𨺻命具参樂吒㝵先䍐与移童拱包翅意女麻特沒霖歳益,3,del,22,18,1.242
M2_0253,寻,釘寻包枸稗骜讛旦帝阅氖奔礼阳秘各官气觅命虐,據釘身包拘桴寺張旦帝闲𭁵存花石稅各官𠯁昆命虐,2,sub,14,21,1.441
M2_0254,福,吏而栽澄帝仔命汪仕未旦寿仍石德主府福劲朱啮,於吏而燕盈席件命在仕朱旦喬化石徳主愈船功朱冶句,18,sub,15,21,1.365
M2_0255,,鄧朱德主走秋屬突虛羅涛呐共釜文祖建友交,𫊫也鄧朱德主立秋眉矣處羅者内共蚤女故連犮㕛,0,del,14,19,1.415
M2_0256,敬,生時麻乞谷涉敬罧綿豚改南連煖沁凡發白簿耿,别得生時麻之爹潘敬猺歸酥改南連灰礼凡移白澮歌,8,eq,13,20,1.403
M2_0257,匠,朱匠郎等庄固銭把丘寻祕禊載達末添祉德心帆麻,朱爺爲𭔿庄固銭把近㝵祀襖截遠末居礼德心㠶麻,1,sub,12,21,1.494
M2_0258,日,俞呈有由運日恪行傳,㖃薑翁至有由鲁修行傳,6,sub,7,9,0.739
M2_0259,時,於懇德主吧建生時域有毫有寡寻屯戈化建受綒壳,望碎於緦德主乇連生芽城眉㸔有筭㝵㐌戈代逢多緯虎,9,sub,17,21,1.420
M2_0260,歇,灵鬼图餽斋歇哥顇呼冷濘如灵想補壳麻委朱,笱麻丑矣魂因饒齐獸𭘾願時吟廪如灵魂補壳麻多朱,8,sub,16,19,1.380
M2_0261,寄,庄囤几拎裡於中渡踌愈時記意之軍批的瓦罙南叟寄,庄國几揜𥚃於中度屏愈時把意花庫拱批而不果南累昇,22,sub,14,22,1.519
M2_0262,善,翁至善恭死焉道傳,冶邁愁丨翁至為也㳟死爲遁傳,7,sub,9,8,0.826
M2_0263,衅,斟和衅拘梓中像思東斞啺上讹饒寻哭王設,呐断而紏拘梓中像思運呌嶠上如饒昇哭左叚,3,sub,11,18,1.396
M2_0264,皇,翁皇沽巴凡當道傳,邁作翁皇七巴死爲道傳,3,eq,5,8,0.792
M2_0265,包,令異道主衛在鬼包搂儿矸庄於几兮時,鍰府品道慷冷𭩮更德主爾庄𢙢𮎛接几奸庄於几冷時,13,sub,16,16,1.266
M2_0266,皇,中域等尼泌而没叔重凛麻蜂奉寻扣厕皇女稣庄差,塟中城為尼小而没兹壅凜麻蜍奉得如爾皇女硃庄差,17,eq,12,21,1.338
M2_0267,皇,開涂翁皇項麻瀤釜娑思師主窮庄有閎朱冕些,左蜍開凃翁皇項麻浪𡍼呶思乕主厕生省悶朱晁些,5,eq,12,19,1.489
M2_0268,郡,郡城支啪站林采意其杜戊磊寻奈麻頒店呐窜正鐃,意祀鄧城支油杏林辛意共杜仗兹㝵斈牟頒店納庫共饒,2,sub,16,21,1.367
M2_0269,寻,直公翁皇意交亮寺寻也梵帝歌誇閂哥男,在連天堂宜丕翁皇意多虎時身些燒帝耿塔門身男,12,sub,16,17,1.253
M2_0270,碉,中恿零末天下享祚詞意朱碉先罘沫狮阎故共曰無竭,捺礼中𢙣畧末矢下身捧詞意朱祠先花洙獅阿放共曰與城,13,sub,15,22,1.545
M2_0271,祜,德把祜各夷雹谷崇徒奔的安如朱哥至还固没,𦀇位慓𦤳徳把祐各奕岂后各要徒麻而安加而朱㝵至石固度,6,sub,18,19,1.281
M2_0272,硐,寄姜寻称嘿法僡主府助命哮饲置列存饒寻劄硐逢,㸔罢昇称喫法德主何助命時例置別在饒冐朝祠逢,19,sub,13,21,1.416
M2_0273,雲,俞皇危生幌於城雲馬自俞皇批單日詼皇衣計稑車的配工時,翁皇尼生佻於城𦝫瑪自翁皇批𦝫該至衣計移半而配工時,7,sub,13,25,1.628
M2_0274,彝,自德主支欼罷代朱旦翁皇尼特吆彝必遙林南,自德主丈啾䍐代朱旦翁皇尼特欲霖始邁林南,14,sub,7,19,1.339
M2_0275,故,寄匪息命等几汗缍闷祐旦欺故在体理之朱特壮弄寻必事,昇屈恩命等几奸套悶祐旦欺故在体理之朱持牡弄尋六事,12,eq,10,24,1.510
M2_0276,車,事讨詐僥分庄虎意皇衣誓稄車俘麻虎意几排,黙乕事対詐僥分庄燒意𦤳夜𮃛移率傉麻燒意几排,14,sub,11,19,1.349
M2_0277,痕,沛華極峯命沛烈灸永庄特連顧痕必僁主,寨有弘耳沛庫極嗜命沛列多未在特運願辰礼僊主,17,sub,15,17,1.372
M2_0278,罘,事勿萤朱依計發車如私係罘架符重罢地置特無意塞加,事以益朱依計發卑以從係器而条苛運罢北置特我意㝵於,12,sub,14,23,1.437
M2_0279,因,主府甚的法饒遜奢寻氕偒几軍因凡改朱寻及版犕浪,主厠丑而法饒遥駑㝵坐傷几庫因几改朱哥及叚捕浪凶,13,eq,14,22,1.527
M2_0280,炫,固宏罢愈弃炫欹稄署幻用除圆凄攉挑交祐事意罡捧况,固煜罢愈麻出欽種署厶用除個慧摳挑㕛祐事意遥俸祝,5,sub,13,23,1.575
M2_0281,衔,孜虎伞事集府兵的淀岱役衔署沟矫幻盆思体凸还寺旦舌,𭣣𫞹冷事連爾共以受始役街署泊矯益思体凶丕時旦希,11,sub,18,24,1.433
M2_0282,固,此礼金針包直麻导庄動固改客真拣意盈命先特凭意,此礼金針𮎛真在子庄動因受吝真拮意盈命朱時燒意,10,sub,11,22,1.423
M2_0283,,偽礼碎其鸯兀几固深欤欲寻世閬自祂,畧末僊隻直傷礼碎共爲噐几固罪欣欽身世間自祀,2,del,15,16,1.348
M2_0284,葫,主支秋周汝客阔几奠秸其哥儿俘葫派屯歇双翁寻,徳主支秋周没吝例几填概其身几件兹浪㐌歇政有身,15,sub,15,21,1.427
M2_0285,六,坦餤几戊恕改施饒六米几牵止仔逾年等得肄,徳饒坦餒几戊𢙢改施饒六米几庫廿仔道年等得魏,10,eq,8,19,1.319
M2_0286,而,庄同備而穩朱旦欺故祈待没共道每事朱旦挎壳德主衜買,生因補而福朱但欺故打詩没共逍每事朱旦拮堯德主奩買,3,eq,11,24,1.507
M2_0287,森,之碎佐閤忍勈特主碎補事对疟燒事實補奉森,之碎佐恩尽勧特主碎補事时年燒事實補李奔,18,sub,7,19,1.480
M2_0288,皇,拎庄重交其榮意皇叔石皇谷弟於雲茅爸侨侍如,捧庄連多甚樂意三品𦤳各采於等条對侍侵氓𭔿群祧在之,14,sub,22,20,1.348
M2_0289,匐,鄧重兴哥德主匐捶皮年罢嘉美弄朱翁壳虫,殿昆鄞重発昇徳主爾捶皮年罢歲羡弄朱鄧壳共,8,sub,11,18,1.335
M2_0290,記,挑網為効思的碎語夜支酥床翁呈記以清的礼唱,各樞桃閃為𭃡思而碎屍衣支穌麻翁𦤳祀之我潜厶礼呌,17,sub,17,20,1.328
M2_0291,遒,翁皇沫故死雲遒傳,咍邁林翁至沫古死爲遍傳,9,sub,7,8,0.886
M2_0292,停,朱命特停哥於朗度之斟浪鋪翁停前碎保時卒生,移理朱命特俘身於朗及之断浪鋪翁佇爾碎保寺碎仕,5,sub,11,20,1.448
M2_0293,奴,公羽皇咆然奴曰無傳礼翁皇尼遷合倘南,翁皇屯些叔曰無傳礼翁皇尼邁含僃南,4,sub,8,17,1.202
M2_0294,勔,事歮逅必勔事哭文让混末喁白左言仍鋉罢命麻無必,事窃疸永以斸事哭元止溢末咤向左言仍臻罢命麻嚼礼,5,sub,13,22,1.533
M2_0295,,女朱長它庄想包妻國罙後包磊寻址雷句止泖裳斟让,欣女朱屬長忘庄思包麦固果後包蟲尋止鲁寸止聊宗断礼,3,del,16,22,1.495
M2_0296,议,记体教罢寻麻喂拢师吭绣掇意庠议众交開涂,奴俸祝奴体教疑罢血㝵麻要𢭀怖吃撥楼意麻祖象多𨳩凃,19,sub,19,19,1.930
M2_0297,,寻更設丐文未特敬巴惹種高連年,丐於尼薏朏边左身連寘殿丐女未特敬巴䆫極髙連年,7,del,15,14,1.108
M2_0298,美,灵恕重饮壳時美祭重饮美佗提旦得務冤例的事之,麻罢灵望重欣壳時隻条重欣隻忙經旦㝵弹晁國而事之,12,sub,15,21,1.365
M2_0299,切,主支欽因法碉宣誷意運北切寻意導舞術烁翁皇,没徳主支秋國法碉宜調意運七切㝵意得斟爾緑翁皇,13,eq,12,20,1.624
M2_0300,真,庄固偁秘俟囵浸宦真礼淹寄命効時公翁曰無庄朱礼再荔官,生固偏𥝠咲因放官𫞲礼鞏盜命𭃡時公翁曰無庄朱礼麻為官,8,sub,13,25,1.545
M2_0301,布,寄邱溪云悫時寄的書改赤倔飡秩危郝庄婿布,健時祠𦀇鲁郎房意特身而書改未例辰秩尼祠庄媿祠,21,sub,18,19,1.353
M2_0302,庄,各翁意庄敕改因没翁皇礁走冤寬奏碉浪碎欺石,各翁意庄敢攺固没翁𦤳樞丈危庵奏砲浪碎欺乃,3,eq,10,20,1.451
M2_0303,帥,事童直罘法僫主蔚仔碎等碎庄恾容平敎碎帥事之,壬補事童貞雲法徳主俞件碎等碎生恠產平殼碎乕事之,20,sub,12,21,1.513
M2_0304,,碑庥渚自哥意朱里生時寄下頃運庄困欵塊在過皂,妨疸爲碎麻渚自𮊸意朱三生寺身弋頋運庄因欺塊在過包,0,del,14,21,1.406
M2_0305,守,石哥庄脐之竼珠宰冷罢浯漫麻需双意德三倭堇守撩一邪,丕尋庄将之紇珠窣冷罢屠疊麻罕双耉徳主爾糞王漢𠬧,19,sub,17,24,1.535
M2_0306,業,女庄特天下旦祜庰德主府的價法是為功業几於世閣必,掀女庄特天下旦祜麻德主愈白饒法遥爲功𭪙几於世閤至,18,sub,10,23,1.511
M2_0307,思,朱思則冥南遷林南仍戮事意麻走思皮之東釘未奔生,朱旦圓罪南遭林南仍曳事意麻退鬼度之連劉末麻生,14,sub,12,22,1.399
M2_0308,商,歇學礼德主支秋連商寻体赁天神黑视水遠命,以石輝歇得礼德主支秋連爾㝵体饒矢神黙襖壮邁命,11,sub,12,19,1.308
M2_0309,商,皇尼体卿禁庄朱繚彰夸呈等責侗凛牢庄辦儿德主商堇,𦤳尼体個禁庄朱餘彰荅皇時責例凜牢庄稌几徳主爾至,21,sub,13,23,1.580
M2_0310,必,寻羅馬穌義晃進士高理等寻必僥博意高掌,牙繪身羅𫠉穌移義𭩮進士髙理𫠓㝵心僥冉意髙甞,15,sub,13,18,1.404
M2_0311,,体德主支秋重叔鲦丘翁皇批雪具翁皇保碌聋翁,年元体徳主走啾運兹蜍立翁皇批𦝫丑翁星保碌韋翁,1,del,13,20,1.247
M2_0312,是,群舷特安慰汶岭前鸯南罢体忆事是意待碎敨,及欺群舷特女慰没冶薊爲南畧体仍事遥意待碎敬,16,sub,11,19,1.361
M2_0313,共,弄論共文武研帝庠偬事道更判痕,府祠强結坎歌畧麻弄論丑文武硏布在殿事道連制𫝕,10,sub,16,14,1.217
M2_0314,口,寻女扒所於壹貞帝代几生逾团体创朗口王理時信双,兗昇女扒碎於童貞幕代兀在適國体創朗而不理時信双,17,sub,12,22,1.384
M2_0315,在,其來化理意女旦獻純瑛生時寻庄固弄礼番在於童尚,共而梁代理意女旦欺凡張生時尋庄因弄祀番在於童貞,19,eq,11,22,1.453
M2_0316,蝉,因意的饼時德至毋罢愈麻寓蓑茶未壼蝉欲去寻也,而勃图意而餅寺德皇毋罢厕麻庵執𡖋役意麻餅,15,sub,18,21,1.505
M2_0317,為,衣沁德為於連棱麻哭禄其德主府未朱爕烬種与意,皇衣沙磋与於運稜麻𰩬禄共德主何求朱睡婼極与慈,4,sub,14,21,1.373
M2_0318,倫,渾把奕熟欣媚朱卖特折爹道呐的歪新各官連繪倫,噇罷犀妃夷黙欲馗朱英特折悉道呐而玉断各官連繪禊,22,sub,14,21,1.378
M2_0319,,几蜍欲夸几的礼意仍事惟遇伫本儿歧青衰社,時責几蜍致為几而礼意白仍事恠遇仍在几蜍孛意礼,10,del,14,19,1.337
M2_0320,梁,庄朱几庄怖梁暂侵旦巾皇的礼油麻几童直於中私琸拱,在朱几庄庫采哿修囙巾𦤳而礼油麻几童有於中永餘拱,5,sub,11,23,1.347
M2_0321,選,主支歌巹体历事選等我理森之法汽霁旦歞也特怨沉呼笴,主丈欲奄体仍事遥等我理在石法虚罪巴欺㐌時媿服時笴,7,sub,16,24,1.459
M2_0322,吧,虚夤朱年冕末哥些体而五庄辟腹文吧夷米色苏吉年共古皇,虚多朱年丑末身些体而无庄群腰女乇吏朱包於茹𤤽共冬子女丕,15,sub,18,25,1.646
