sample_id,pred,col_pred,col_kinh,pos,align_op,col_lev,n_col_pred,sec
M3_0158,早,朱特杜昆信事常艘人固早先骂姚,骨時庒别理弟朱特杜昆信事渉孛欺人固㝵先畀姚,17,sub,11,14,1.148
M3_0159,寻,罢庄別仔時寻庄热德主支狱朱刿莹藚經意进,願罢庄别仔時㝵庄燕德主支秋我朱别韋讀𦀇意共,6,sub,11,19,0.839
M3_0160,寻,求共主圣美弄朱寻劉朗麻琮主立歌淫,詩求共知主吞羙弄朱㝵創朗麻除行主支秋昇,9,sub,11,16,1.298
M3_0161,导,色楼帚連付导朱宦其麻判痕奴庄祭礼亭荀犁,約洶色楼希連付㝵牛官其麻判寝奴庒𥙊礼孛茍打,7,sub,12,19,1.200
M3_0162,寻,打聘导沛包救人油麻寻於中几走卒湼聘拱停,趍打賦時㝵沛包𭣣人油麻㝵於中几庒夲湼時拱佇,11,sub,10,19,1.219
M3_0163,导,天庮依朱攘奴咽噪丕及窗欺幻嘿导聘仍跡共艘,斗朝天腐隊朱搬奴咽楽丕双离欺㓜囉㝵時仍帥共使,16,sub,14,20,1.281
M3_0164,寻,毒谷曰经城尼寻連宜毒冷又曰任耳麻喛赦,内实寿苓共曰每城君㝵連直者心冷共曰任其麻真赦,9,sub,14,18,1.527
M3_0165,寻,昆团徐晁袍事反所蚕固响賓庄帢筵寻建,与毳乳昆缶团除昻祀事衣而呌蚕固呐實庄内随㝵建,20,sub,15,17,1.181
M3_0166,等,等足係恳占主吞初碎固亂咄麻晋玉稗,𬒳体豔㝵庭隊恩右主蚕𥘉碎固衆啣麻㸔主碎,3,sub,15,16,1.363
M3_0167,导,朱天巴苑蟓壳导回泼解公娱其兜晁詖汞墓旱罢,朱夲包姦蜍覺㝵回没靜人嫫其𭂫昆竣𣱵凰杲罢,6,sub,16,20,1.248
M3_0168,,創朗保浪明旭昆中胚奇時麰年曰臣,㝵体幾㝵創朗保浪明妃是中肱寺時舞年曰丑,0,del,10,15,1.083
M3_0169,景,王層吏朱瓩詔欺棘女庄仍景涎几庫中,丕詩徳生層吏朱恥弦欺葬肆女庄仍㝵海几牽中,15,sub,11,16,1.335
M3_0170,寻,心庄國約沏事之時祕事少的餘仍事轄寻不平,㝵踈𫝕儿庄因约㓜事之寺礼事古餘仍事華㝵死平,18,sub,14,19,0.954
M3_0171,是,禊罘竫撩連团除民干假斧庄沛是,凜作㑹襖䍐㸦誄撩連团除民干浪仐尼庄沛㝵,18,sub,11,14,1.053
M3_0172,留,改東留詩涅郡凛補每寺世間燒,主吞孔改來命寺㝵狩涅那凛麻補毎李世間燒,7,sub,12,13,1.061
M3_0173,寻,困僻初忍玷感社背鹿寻重凛沛殆,詩奴呌浪困磾𭃡君死感社特庚㝵重凜沛新𥓓,13,sub,14,14,1.219
M3_0174,寻,寻正主闩物朱寻鬼億掂止未怨烩女麻尊,獅子運奴炳㝵丕主門物朱𭔿媿獄棱甚末媿炫女府𭔿,5,sub,18,17,0.910
M3_0175,寻,因牮翹讹珲尋買剐信婦共罨匹行中厨者别寻懂,呂囚矜韵班店㝵眉别信婦其昆乇打中厨畨别㝵傳,19,sub,16,20,1.246
M3_0176,导,关加琵末导碐旦琶久連笆印翡是必福,齒㝵偃矣加毸末㝵殿旦腮氏連色即酎㝵置百福,7,sub,15,16,1.420
M3_0177,哥,等准虎寻寔補帯渡旦欺必哥衣体矣群,洞收公㝵各官光虎㝵竈補帯度旦欺吸㝵衣体矣群丑,16,sub,13,16,1.265
M3_0178,寻,帶邑寻於帝政得爺禔汲得灸倌交裞麻体寻群無聋,補包㝵於帝反得篇鬼没得各官多被麻体身群最偉,2,sub,14,21,0.961
M3_0179,寻,子麻寻就必垂饮取群心寉重菠戎社共熟禩序,𭕭泠子麻㝵於憂虚欣敗肆名官重𭣵民社兵黙視庫,4,sub,17,19,1.347
M3_0180,暑,暑特麻的歇術朱暑把術示痕斷之白歪閤,𡰱麻尋毒眉時麻以歇防朱㝵把術如浪并而之而丕閣,11,sub,16,17,1.120
M3_0181,寻,事其都唁异寻中囚欺必固孫妃誘先古娶,朱特只毎事其都官代玲㝵中囚欺衣固幾妃耗兔古安,10,sub,13,17,1.138
M3_0182,,些奴花欽埋安鮮卒旦軩爜吏好庄休卒女歪表滞,売㝵些如花欽埋妄鮮卒旦帖農吏好庒休卒女丕希涉,1,del,10,20,1.527
M3_0183,寻,命王旦欺奴打商人毒寻吓菎救庄朱罰女毒,各官命丕旦欺奴打志入静㝵哦岂赦庒朱罰女爵,11,sub,12,18,1.374
M3_0184,导,早麻細朱官祭宦仏体导當輵遆美固潱才,天連扒早麻細朱官察官人体㝵當朝孟美固燒才䏻,12,sub,11,17,1.390
M3_0185,意,固淵貢刧袍戕該各曰無特昭爯辭朱年奴唆打导麻早図意,固固淜意其刧把聀該各曰𭴾特唱𭁡辭朱年奴唆打㝵麻㝵,23,sub,13,24,1.979
M3_0186,寻,固術知旦店火巴体寻罢乔麻竜挥把淘久皮,将庄固術如旦店次巴体㝵罢乔麻𫝰捽把淘衣皮,10,sub,8,18,1.047
M3_0187,导,年丷导腐者改朱寻丶黄沟付朱寻支咒朱,旦朱年𠂊㝵虜者攺朱㝵丿黄約付朱㝵支𬼘朱,4,sub,11,17,1.315
M3_0188,寻,旦時輔欺寻五而福朱天下隞晴天,朱昆𠇭沛旦時静欺㝵在而福朱天下叚甫建天,8,sub,10,14,1.053
M3_0189,寻,虎叁宠街旦腴寻礼多戈積沛墩,㐌漸翁批鲁輙虎各至䆒術旦歇㝵礼多戈稜沛歇,13,sub,14,13,1.063
M3_0190,寻,庄來含蔎断信体衷功青戕先寻交如斡其,灵魂在來翁該𭄿官体末功寺代光㝵多㓜并其濟,14,sub,16,17,1.190
M3_0191,哥,宰令没腰歐燒如没弄没意共燒庄仍哥男仔涅的正圭图,而宰令收腰欿燒加度弄度意共凴在仍㝵男𬽣涅而近甚國,16,sub,14,23,0.927
M3_0192,导,役在朱平周戛店歇导佯戮麻顏体至天神,𬽣役卷朱年固蔑店欺㝵洋聀麻願体至天神,9,sub,10,17,1.134
M3_0193,寻,朱体事偒車中地獄困鎸各朱体灵憇足群厤麻寻訓命团,欺朱体事傷庫中地獄國僥吝朱体灵𢙣尼觧眾在㝵罰命用,20,sub,14,23,1.043
M3_0194,寻,翁星尼生霓於城嘿鴮那寻幻軍碉抨誓日香罷聋看赘,翁皇尼生囉王於城噁瑪那㝵和軍爾侔鲁毒噐韋看趍,11,sub,15,22,1.132
M3_0195,寻,俘役所灵魂寻此举耳双宿在特敝文者,麻吏丹殚停役斫灵魂㝵些本耳双帝在特收文寺,9,sub,12,16,1.075
M3_0196,吆,奴毒四結麻吆寻鈣在恣湛頫思体群卞而,唯制要奴詩玄四結麻吰㝵䏻君怪堪獵凜思体群卞而,10,sub,13,17,1.395
M3_0197,寻,主枝秋常朱寻尽事用断宠交同略礼殁森,徳主枝秋常來㝵尽事困断鹿多外月略礼廢麻,6,sub,10,17,1.127
M3_0198,寻,仏之毒寻陳復中壽碎圓先極仏舜道心之特,𫝕呌先氏之寺㝵練浪中弄碎固先極伐碎消小之特,6,sub,14,18,1.249
M3_0199,,之宦扣委時教嚯疾俌渚改女呣寻皇時争折而,始㝵而之官扒妻時数確丶失街渚改女昭㝵至時爭少折白,1,del,17,19,0.987
M3_0200,号,团虍号衣鐚沛斺皮顊奇体闭鹿号摇展歇,馮𦔳𦀇用澆㝵衣矯沖町皮願断詩体周澆㝵按題歇,5,sub,17,17,1.298
M3_0201,寻,寘寻求朱灵命寻体显意建拎思奴庠娞浪眉閟於低卫蚕,寘㝵求朱冕命㝵体昆意連矜思奴麻要浪眉悶於低壬蚕,1,sub,10,23,1.018
M3_0202,寻,朱塊双离沛吕丕麻热嘲旦茹婿体寻固脆脖与事文賽朱,朱塊双离沛召丕麻於朗旦茹嬌体㝵固胎時与事之債朱,14,sub,9,23,1.315
M3_0203,寻,扒砷也丞亚高乓援干在朱叁庶欺意寻驾弄於,機吏閹扒辟似而丕政扇乇張干在朱多庻欺意㝵𫠉弄於,19,sub,15,19,1.360
M3_0204,哥,朱几結事意年辰郎重思末天下為庄周法帝還麻哥庄口固,朱几结事意年郎重畧末矢下爲庄因法弟遥麻㝵庄白因,19,sub,11,24,0.909
M3_0205,等,奔浪柴意的誓事只戮咒祉法思庄德百王寰与建基岩等,冶在浪樂意而𮃛事𠰥㦯完祧法思庄徳皇𭮀分連差度㝵,22,sub,18,23,0.928
M3_0206,寄,冉司主至馬亀寄周婦在周戰重之罢大要寿年壬,凄冉交主吞馬舜㝵固媚庄固戰重之罢夭要寿年垩,7,sub,11,20,1.412
M3_0207,寻,妃里及首衣随寻連玷歇仍跘於命共,新編妃垩衣首省衣改㝵連㐌歇仍呌跡於𠇭兵,9,sub,12,15,1.114
M3_0208,导,分她固泳烧几沛弄脶导过理如曼昆真蛰寻寻烧吝,慓垂𭄞妃固永燒几沛寺朋㝵过理如曵昆𰥍趍尋㝵燒吝,11,sub,15,21,1.265
M3_0209,寻,朱特敲庄唂歙時甚帋岔奭跪体寻屯伶我理,理朱特敖庄唯歇時甚布彼英唵体㝵㐌伶我理,14,sub,10,18,0.957
M3_0210,寻,鹿寻些要耐庄只将事侨庫馬道庄丕寻袖印迈采,曳僥㝵些要府庄只持事仵庫廌道庄丕㝵油祀年返采,2,sub,12,20,1.076
M3_0211,寻,朱孷庠生哮麻寻些拱鮮寻意女思休福哥竽小砰朱我固文,朱辱麻生時麻㝵些撫餘身意女思体福㝵時以碎朱我固度,6,sub,13,24,1.011
M3_0212,繁,体本功秘挺殴辅麻打寄繁阶导曼降攒仍几號,特把人体末功祀挑股捕麻打寄案命㝵箋和長隂楼仍几被,15,sub,17,19,1.674
M3_0213,寻,本因巴寻墨召折居道德主蚕黲歇尽絮闻劣,中后甘本因巴㝵垩召新為道徳主吞羅歌冬柴挺知,6,sub,15,18,1.098
M3_0214,罞,寓也邪几甤先東朱閭蚕罞鈢群抨煟些雅,批魯現衰礼形几乾䆒來來固幾㝵䏻羅矜燭些推,13,sub,18,17,1.216
M3_0215,寻,体蔼久者变模麻政朱寻音导吏丰弁具吏摸导体,几施体禧入𡸁吏模麻攺朱㝵寺㝵吏丰并具吏模㝵体,11,sub,13,20,1.210
M3_0216,暑,周旦在作众靶綽麻褪暑亭韭批潛庄朱褪麻痕綿,麻欺满固旦君官伐䍐綽麻祖㝵𭔿垩批署庄來祖麻宸綿,12,sub,16,20,1.290
M3_0217,,衣蓖解而福朱天下雲虎共灵謂唐泌謁備理,寺㝵只聀衣僥解而福朱天下索虎安灵隗髙咄謁僥理,1,del,11,18,1.171
M3_0218,寻,道行主吞凛麻寻喣連嗨耸固徃之低寻球滚,兹城依結道知主吞廪麻㝵典連晦𭔿固役之低㝵疎浪,19,sub,14,18,1.208
M3_0219,寻,突橽稄虹巴罘文鮴沲杖默寻伶生時贝痕度壳否渃,移烏昭突槎移奴巴垩女穌厎奴欺㝵伶生時貝辰底壳丘諸,14,sub,18,21,1.065
M3_0220,旱,世間清搱毫事之虛女旦川得旱作丰積米泊石福,𬒳於世閻𡸁渚拜竜亊之盈女旦州得㝵代半禎恭日万福,15,sub,17,20,1.153
M3_0221,寻,麻礃罘彷卒閱中聞寻青哞閟禦连潾晉,泖证䍐麻碎罡碎佐卒悶中用㝵寺碎阴凜在莾省,12,sub,17,16,1.166
M3_0222,寻,主支欼判浪晁咲委旦将虞蚕仕朱晁特福重時寻置,主支秋判浪冕失多三好唐蚕仕朱屍特福重時㝵置,19,sub,9,21,0.939
M3_0223,,等准虎寻寔補帯渡旦欺必哥衣体矣群,洞收公㝵各官光虎㝵竈補帯度旦欺吸㝵衣体矣群丑,3,del,13,16,1.265
M3_0224,导,特中弄察百之特导能多永几刻乾,察度外静特中弄察万之特㝵配多永几烈執,11,sub,9,14,1.203
M3_0225,导,事冷麻厅主承立法書朱元下特別功業导體体術,沛垤為事冷麻厅主斥白法毒巳朱天下特别功荼㝵体弟𭃡,20,sub,14,20,1.151
M3_0226,扒,瑪破紳衣詖冊柰奴扒寻唐,朱旦羽署瑪兹臟破例衣设司紊阿奴机㝵馮卄,16,sub,15,11,1.290
M3_0227,寻,求作罟特既衣仍麻寻连吱滚压而宧诸,僥職結求官㸔特聀仪仍麻㝵述岐浪珏而官诸,11,sub,13,16,1.316
M3_0228,导,导此事戕於天下唐直連天廑双离分盟导,隔能勧㝵些事泯杜天下唐直連天虗双离分盈㝵,3,sub,10,17,1.002
M3_0229,寻,共奇睾武罘迈耘寻周凑皆事必正曳救,侣罪共奇案数𭩮举返耘㝵洞凑省事而左曳赦,10,sub,13,16,1.291
M3_0230,导,事而福而分其併几庳罘福一导固欺施歇古厍禩點拱,事百福可分其併几庫異福一㝵固欺施歇古拜襖黙摂,12,sub,9,22,1.547
M3_0231,暑,故宸我補妑垂衣包鑊滋煨双寄暑就君,去信竝叚官代補妃季衣包鑊𭰖飧双离㝵於君,16,sub,13,16,1.195
M3_0232,寻,寻的笨哆時俺妈仏生時要偽俺潭下麻不礼眉泌来朱,欺㝵白柴𦊰時崦奶巜生時要傷掩凜麻白礼眉沙求朱,1,sub,15,22,1.258
M3_0233,等,先爲蘇段又爲几特先佗公役等可為徵欺,昇垩尼先罔為蘇移隻再几持先尼公侵㝵而為徵欺,16,sub,13,17,1.219
M3_0234,寻,功無弱闭徐寻孟末慷感具厉主否庄固敷订旦更韶,把功無宕内徐㝵盃末屧感㤙万主蚕庄固欺灯旦更朝,6,sub,12,21,1.221
M3_0235,哥,侍無劣奔渚走欲没誊意固凡功德朱饒为哮哥,主爾攓侍𬻝穷冉渚生密没呌意固几功徳朱饒为時㝵,21,sub,13,19,0.914
M3_0236,寻,女燒麻卢寻夤唐軍讨庄固敷涟吆虐寻礼檑麻打罪法罡,女燒麻户㝵並虗車时庄因欺遺冶意㝵礼櫺麻打眾法選,4,sub,15,23,1.116
M3_0237,寻,壮儿涪剐娥迎天莹想舜晤寻礼姑缄支由汕砾,厅伐丑代唯几諸别擬連天盡塊氏時㝵礼結城支由沙林,15,sub,19,19,1.163
M3_0238,寻,債的本時寻威几仔本道公位命庠參忌謂欺,别意債而丕時㝵底几佇本遁后位命麻多尼謂欺,6,sub,12,18,0.893
M3_0239,景,体事石不萌明潦俸祝固景即重旦懷因,悲除㝵体事云丕寺明凜俸祝固㝵郎重旦愜因丆,13,sub,11,16,1.377
M3_0240,早,思正祕仍衡当麻打早歇寺歇餂朱年励庄岸混叁霖,馀思丕祕仍衝与麻打㝵歇寺歇飭朱年命庒洋鳬飬麻,9,sub,12,21,1.217
M3_0241,,朱葉弄德主奇至未弄嗣世間為事人,㝵歹斫尼朱葉弄徳主奇案主末弄朝世間為亊入,0,del,11,15,1.063
M3_0242,暑,曰無然暑色旦后祕体坦罝安懸佬朵喰,弇垩曰無𦀇尋㝵色旦君𬒳体菌坦置安慰陪菜有,6,sub,13,16,1.425
M3_0243,,官重浸壳寻麻歇凛欺意固必忘堕於連斧拿言,官重浸壳㝵麻敬廩歇意因似忘黄於蓮壳㝵白証事重,17,del,14,19,0.896
M3_0244,寻,寻如斧侦綿庄敢呐庫考几庄沛猛姚双窝闳主恶,拱罡㝵如弃𭃡綿注敢呐庫芳几庄怖樞姚双膏𦋺知主吞,2,sub,13,20,1.066
M3_0245,,把边夏猿把边女朱碎只为德主,麻㝵走把边夏委羸把边卷女朱碎召為德主,1,del,8,13,1.117
M3_0246,等,摩双膏等在团姑記其庄之旦疾斟勫哥些,街鲁摩双雷爲㝵庄因出私兵庄𡖋之旦族断勧㝵些,6,sub,15,17,0.832
M3_0247,寻,麻喂仍麻寻弄娹启峪嬏寻些寻特女庄吆窿,血户行麻𭩮仍麻㝵善然君𨺚矯㝵些尋時女庄吹廟犯,13,sub,16,18,1.412
M3_0248,,初迧共年堊唐師秘事寻而朱特佃遷命罘,㝵代𭃡固罪共年垩店沛𬒳事㝵而朱特佃遝命異,0,del,12,17,1.392
M3_0249,翠,朱崇寺主尽破巢寻翠些時庄曳孙奴固袋孵奴违,召朱葉寺与主尽攷葉手㝵些時庒曳斫奴因戔時奴迤,10,sub,13,20,1.194
M3_0250,寻,其主修幸祝匠氏年艍言麻寻些阮,㝵礼匿𭰖嗔共与主喬辛祀既氏年醋言麻㝵些陈,17,sub,14,14,1.086
M3_0251,景,奉物困心悲涂羽淖凛連判兆孤景姑逸,商餘奉物困𡖋在悲除羽陣漂運刾代孤㝵䏻茂,16,sub,13,16,1.205
M3_0252,导,导咽行寻俸祝施奴連爅仍餗沛女某走魂罟孵麻,仍責㝵呬行㝵俸祝祀奴連嘿仍蛛邙共某庒塊買䏷麻,2,sub,14,20,1.162
M3_0253,寻,体寻厄冤鐛麻垂天神奄朱官運明寻麻,囚落南体㝵犯耽殊歸麻垩天神乇𫠉朱官運明㝵麻,19,sub,12,16,1.155
M3_0254,,瑪軍志祕檑持麻打內廉木鸦罘託祕墁共,傷㝵城署瑪軍与祕橊持麻打丑匈廉木羽䍐断祀海共,1,del,13,17,1.412
M3_0255,哥,理之耻特奴連鈷练官履哥立付朱碑狞特岳徜奇百,群理之壮特奴建針殊官辰㝵女付朱𥓓存特舞倘詩𥄂,11,sub,14,21,1.261
M3_0256,旱,勔旱些焼共麻牢庄朱寻些鰟可実時走市理流,坦吏𭄿㝵些燒共麻宇庒朱㝵些鱠事实時庒沛理𡨚,3,sub,14,19,1.204
M3_0257,寻,主寮乔坦闢物初毫世閭石寻庫巾雜天下,無虜昇主實乔坦門物𥘉世閻而㝵庫中報天,13,sub,13,17,1.148
M3_0258,,朱用除因几呐甚导朱别事众惦呈枈几髀尊欺,㝵摂吏朱用除因几内甚㝵朱别亊氏浪呈柒几曄真欺,0,del,11,19,1.219
M3_0259,寻,翁皇尼先宾尼椰些義晃屯特夸寻特仍几的繚適心翁,翁至尼先要尼櫛些義乇㐌持𢘻㝵特仍几以顛道丕翁,13,sub,12,22,0.954
M3_0260,學,事之毒學所無役因奏得外石麻庄体埃旦,吿事之寺㝵所每役因戛得外可丕麻庒体侯旦,4,sub,9,17,1.119
M3_0261,哥,商呃敢祂商其朱漂寿哥双窗旭堇何得些不,僥吞取祀夜呪聚袍夜其亦朱漂弄㝵双云㐫把垩預将些而,14,sub,19,18,1.042
M3_0262,寻,尽按教習女罢寻勉方主承時庄已具些蜍魔恩府不歇,尽拱赦眉女罢㝵勉方主乔時庒及母些餘魔鬼府人歇,6,sub,11,22,1.212
M3_0263,寻,体義事遅尼罢麻廘正体彲儀寻女,歳寺体幾事逕尼罢裔麻麾石体幾形𰂸㝵女,16,sub,11,14,1.110
M3_0264,,本道得也四年蜀朱官庄年吩公泼,本邁等也固年置朱包生年時渴冕石特以尤庄㝵殊仍例坤,19,del,19,14,0.745
M3_0265,暑,禎需何固露暑垂先咒何猾此生哭於缄顔雷接,中居樓槎离何固憂㝵垂先要何𢖍些生㘴於城頗离積,8,sub,15,19,1.147
M3_0266,寻,等惰行旦哹麳曰母群生莆天下押寻私羽本,润冬李脩行旦時葬曰丑難生詩天下押㝵仏相本,16,sub,12,18,1.091
M3_0267,等,主奉建呼後主奉於周渃年街賓宮赦等,奸主吞建呌禳主吞𭔿君除固法任劳真官赦㝵,18,sub,15,16,1.298
M3_0268,,閭双需器末德主乔关浑鞋碎喗柒保碎朱特,㝵世間双賣𨐫末徳主乔笑洋莊碎真染保碎朱時,0,del,12,18,1.400
M3_0269,寻,罢南哥辈凌背洞屹召累桨少丘歇寻仔衣椿稔東圃米,罢南母韋房㸔祠物石累老与不欺㝵仔衣稽移車困米,14,sub,16,22,0.975
M3_0270,寻,仅固丳吞歌供诸今麻乜旦徐各柒嗖毒寻建,朗如超衣固莭𠫭聚併渚今麻西旦除各柒要寺㝵建,19,sub,14,18,1.396
M3_0271,呻,侍呻寻滚寺初罘几固罪石硕佬除奴办之,餘孛岫㝵踈浪孛𭃡罡几固罪石磊僥餘奴而之,3,sub,13,17,1.159
M3_0272,旱,阿庯二酥畜佞仄弇歪計狻姑狻昌明旱潫,㑹㝵卄阿浦蘇离侯食弇垩計移姑移烏明㝵原,17,sub,15,17,1.254
M3_0273,导,命仕召蜀欣几烙导延垂末麻踈浪弇四罚碎挤,别幾命仕弓罰欣几恪㝵運蟊末麻踈浪弇罰碎格,9,sub,11,19,1.377
M3_0274,寻,寻包涸翁是边稣床馏命凛止勉德主函欽弄欷飭朱年谷,㝵包用翁皇边殊麻𨺻命𫝗共勉德主爾欽弄歇飭朱年各,0,sub,11,23,1.007
M3_0275,寻,建我役官該拎寻中敵設碉我而步玩麻扒公捐歪王意,益廩連代歿官該扲㝵中殿故爾烕而庫𠁅麻扒公翁𦤳意,8,sub,16,22,1.033
M3_0276,寻,俐示歡仍古卒共鬫中搪哩旦低仕俘事惙寻直,浪瓮侑遍黙仍古卒兵𮪍一中槽理旦低仕保坌事條㝵直,21,sub,14,19,1.177
M3_0277,寻,朱楼亭各桐别寻圆才時用龍文天下寐辱助二心,尾朱樓爲各例別㝵國才時用執仗矢下麻冐勧巴代,7,sub,15,20,0.824
M3_0278,导,特寻麻伐导民驶衣押不焉寻庄閑事訲重,令共賊左尋特㝵麻代㝵及耶衣押不爲㝵住閱事許重,9,sub,15,17,1.211
M3_0279,導,李婁固啃仁方予体功葉導時接的曰無油麻寻庄閣,斈共柴固皆仁短天下体功華㝵時撰白曰𭴾油麻㝵庄閑,12,sub,14,21,1.262
M3_0280,寻,奇共巴慕軍發折谷寻信道公正双雷官共開鹿哥軍体,奇共巴奡軍發折各㝵信道公正双离官共闘曉㝵軍体,8,sub,7,22,1.189
M3_0281,寻,年裔坦叁閃物氖寻罘德支歌衆俨默渚兆眾罘天,鄧年爾坦壬閃𢪱昆㝵要德丈啾衆倅敗渚犯服宗天,8,sub,14,20,1.030
M3_0282,意,可待政咋里有朱石意閱朱是此保旱石,墓架歹传改唯署朱𫠦悉㝵悶朱㝵些保呈呈,10,sub,15,16,1.109
M3_0283,詩,斟寻史衔囚周嚣寻文袍印麻祐泖罢詩,庫馬道冷衛㝵逆術囚固鄂㝵女祀巾麻福泖罢㪷㝵,20,sub,17,16,1.255
M3_0284,导,為爲召死爲道歇困滓咱旦岊昆导號孚施,古𥙊礼皮連爲烝召死爲道歇困泽吶旦以昆㝵曳𤰞苑,18,sub,13,17,1.153
M3_0285,寻,尼閑埋年迊送些诸朱圣夺边意女双斋吃寻庄宜得輂变,尼爾埋年運共些渚朱多李边意女双看乇㝵在直得輝交,17,sub,13,23,0.937
M3_0286,哥,主丞朱年召打馬道麻庇壬哥些貝双窉事五主丞蜀九,主吞朱年召町馬道麻庄天㝵些貝双嚼事好主忝罰,11,sub,10,22,1.275
M3_0287,导,导質芌行主斥川朗無穷為功業她垂歂些移即朱,時忌㝵𮅕共勿主斥州朗無穷爲功荼妃至𰙔些移那朱,2,sub,13,20,1.212
M3_0288,,道奇折左道宸旦欽倒昕歪,吒逐𥙷道寿㝵朝折生赤補道疾旦欺朝折昆采,5,del,15,11,1.072
M3_0289,,其主修幸祝匠氏年艍言麻寻些阮,㝵礼匿𭰖嗔共与主喬辛祀既氏年醋言麻㝵些陈,0,del,14,14,1.086
M3_0290,,敛局歇仍先几庫中垴特罢斝龠百豚导毒,平㝵百效局歇仍先几庫甲中城特罢屏献森㝵赶,1,del,12,17,1.417
M3_0291,导,巴翁堊尼代秦点沛事庫漿麻岧导畧吕劭涣寻娄,為𭴾巴翁垩巳代希与沛事庫凜麻心㝵畧召别曵㝵委,15,sub,14,20,1.330
M3_0292,寻,庄悲徐舜寻女家包招吆昆甥寻佯乳連哭共呺禔,君固農庄悲餘昇㝵女象色炤出昆甥㝵洋乳連哭共呌屐,15,sub,14,20,1.278
M3_0293,哥,凛等哥饭禎命朱故旦哦雲瑪於秋奉垊,庫巾黙襖死民廪寺㝵版襖命朱故旦𢦙百瑪於外宰振,8,sub,16,16,0.905
M3_0294,寻,停除寻新連拘稗意麻除侍無群穷在呛,𭄿悲停餘㝵折運拘禪意麻餘孛無𭁡穷在吻,4,sub,11,16,1.194
M3_0295,寻,生罷叔卿在姑骨移陋寻除奉歹主支秋潓,妃垩在生䍐於城君姑眉移随㝵餘奉知主支秋凜,12,sub,13,17,1.050
M3_0296,寻,仕朱旦歌希共含遷有五仍偈庫餐飭寻些么庄情,命死仕朱旦歇希共含遭南不仍傍庫冬飭㝵些云庄特,17,sub,11,20,0.889
M3_0297,导,事占吏朱塂几奸女歇导菇旦熟巴导相畤庄,附愧事与吏朱塊几奸女欺㝵䏻旦㢤巴㝵胡聘庄,11,sub,11,18,1.346
M3_0298,寻,壕師寺双齊庄剐府芥朱特奇徍朱戮寻魏周瓢晃姬,連序弄双离庄别刷带朱特寺付末幾㝵蕤固駈昆巧,15,sub,17,21,1.349
M3_0299,寻,閱徐翁呈虫洞觋毫麻走朱寻包涸谷寻女童自敷意,閉涂翁𦤳由因現竈麻遣朱㝵包用各冐女童貞數意,11,sub,14,21,0.930
