book,page,column,nom_idx,fold,p_visual,argmax_syl,max_prob
stt11,page_0246,6,15,4,0.1153,chắng,0.6737
stt11,page_0246,6,16,4,0.6853,muốn,0.6853
stt11,page_0246,6,17,4,0.0,lời,0.9877
stt11,page_0246,6,18,4,0.6416,gì,0.6416
stt11,page_0246,6,19,4,0.9397,lễ,0.9397
stt11,page_0246,6,20,4,0.7977,đoạn,0.7977
stt11,page_0246,6,21,4,0.5221,vua,0.5221
stt11,page_0246,7,0,4,0.8263,vào,0.8263
stt11,page_0246,7,1,4,0.0002,là,0.1319
stt11,page_0246,7,2,4,0.8898,mới,0.8898
stt11,page_0246,7,3,4,0.2861,đòi,0.2861
stt11,page_0246,7,4,4,0.9878,bà,0.9878
stt11,page_0246,7,5,4,0.857,thánh,0.857
stt11,page_0246,7,6,4,0.8253,ấy,0.8253
stt11,page_0246,7,7,4,0.8472,mà,0.8472
stt11,page_0246,7,8,4,0.5371,hỏi,0.5371
stt11,page_0246,7,9,4,0.2495,răng,0.4328
stt11,page_0246,7,10,4,0.5186,mày,0.5186
stt11,page_0246,7,11,4,0.0472,cùng,0.0892
stt11,page_0246,7,12,4,0.9475,ai,0.9475
stt11,page_0246,7,13,4,0.9732,khi,0.9732
stt11,page_0246,7,14,4,0.0266,chịu,0.1289
stt11,page_0246,7,15,4,0.65,mày,0.65
stt11,page_0246,7,16,4,0.9111,nói,0.9111
stt11,page_0246,7,17,4,0.8155,lời,0.8155
stt11,page_0246,7,18,4,0.9073,gì,0.9073
stt11,page_0246,7,19,4,0.7822,cùng,0.7822
stt11,page_0246,7,20,4,0.2107,tao,0.2107
stt11,page_0246,7,21,4,0.8445,mà,0.8445
stt11,page_0246,7,22,4,0.8513,người,0.8513
stt11,page_0246,8,0,4,0.5563,thưa,0.5563
stt11,page_0246,8,1,4,0.262,rằng,0.427
stt11,page_0246,8,2,4,0.7829,tôi,0.7829
stt11,page_0246,8,3,4,0.2237,là,0.2237
stt11,page_0246,8,4,4,0.2258,hết,0.4836
stt11,page_0246,8,5,4,0.902,ta,0.902
stt11,page_0246,8,6,4,0.0,san,0.2093
stt11,page_0246,8,7,4,0.1551,tức,0.1626
stt11,page_0246,8,8,4,0.9585,đã,0.9585
stt11,page_0246,8,9,4,0.6516,học,0.6516
stt11,page_0246,8,10,4,0.9741,chữ,0.9741
stt11,page_0246,8,11,4,0.8309,nghĩa,0.8309
stt11,page_0246,8,12,4,0.8398,cùng,0.8398
stt11,page_0246,8,13,4,0.1022,an,0.258
stt11,page_0246,8,14,4,0.9441,lẽ,0.9441
stt11,page_0246,8,15,4,0.7996,song,0.7996
stt11,page_0246,8,16,4,0.9913,le,0.9913
stt11,page_0246,8,17,4,0.9561,tôi,0.9561
stt11,page_0246,8,18,4,0.7371,chăng,0.7371
stt11,page_0246,8,19,4,0.2338,chăng,0.4872
stt11,page_0246,8,20,4,0.8968,sự,0.8968
stt11,page_0246,8,21,4,0.9427,ấy,0.9427
stt11,page_0246,8,22,4,0.738,làm,0.738
stt11,page_0246,8,23,4,0.8599,trọng,0.8599
stt11,page_0246,9,0,4,0.097,tôi,0.097
stt11,page_0246,9,1,4,0.8605,một,0.8605
stt11,page_0246,9,2,4,0.95,thờ,0.95
stt11,page_0246,9,3,4,0.0,phụng,0.1957
stt11,page_0246,9,4,4,0.8772,đức,0.8772
stt11,page_0246,9,5,4,0.7485,chúa,0.7485
stt11,page_0246,9,6,4,0.9957,giê,0.9957
stt11,page_0246,9,7,4,0.7561,su,0.7561
stt11,page_0246,9,8,4,0.0786,trọng,0.3525
stt11,page_0246,9,9,4,0.2062,chồng,0.2265
stt11,page_0246,9,10,4,0.109,vồ,0.1562
stt11,page_0246,9,11,4,0.1829,cùng,0.1829
stt11,page_0246,9,12,4,0.088,giường,0.1045
stt11,page_0246,9,13,4,0.7375,ngày,0.7375
stt11,page_0246,9,14,4,0.03,kia,0.1068
stt11,page_0246,9,15,4,0.661,xuống,0.661
stt11,page_0246,9,16,4,0.8775,thế,0.8775
stt11,page_0246,9,17,4,0.6103,chịu,0.6103
stt11,page_0246,9,18,4,0.0114,pha,0.1017
stt11,page_0246,9,19,4,0.0014,thánh,0.2735
stt11,page_0246,9,20,4,0.2317,khó,0.2317
stt11,page_0246,9,21,4,0.1245,vì,0.1245
stt11,page_0246,9,22,4,0.0013,ấy,0.0976
stt11,page_0248,1,0,3,0.9199,đạo,0.9199
stt11,page_0248,1,1,3,0.4468,thánh,0.4468
stt11,page_0248,1,2,3,0.1764,thánh,0.5205
stt11,page_0248,1,3,3,0.5845,chúa,0.5845
stt11,page_0248,1,4,3,0.4315,trời,0.4315
stt11,page_0248,1,5,3,0.3377,trước,0.3377
stt11,page_0248,1,6,3,0.0073,trước,0.7288
stt11,page_0248,1,7,3,0.0,sau,0.7462
stt11,page_0248,1,8,3,0.0,cầu,0.0845
stt11,page_0248,1,9,3,0.0879,quỷ,0.1769
stt11,page_0248,1,10,3,0.528,giờ,0.528
stt11,page_0248,1,11,3,0.0336,giờ,0.6212
stt11,page_0248,1,12,3,0.6182,nghe,0.6182
stt11,page_0248,1,13,3,0.9617,làm,0.9617
stt11,page_0248,1,14,3,0.9338,vậy,0.9338
stt11,page_0248,1,15,3,0.7472,thì,0.7472
stt11,page_0248,1,16,3,0.125,qua,0.3319
stt11,page_0248,2,0,3,0.6952,xấu,0.6952
stt11,page_0248,2,1,3,0.0885,hổ,0.1076
stt11,page_0248,2,2,3,0.1901,chăng,0.291
stt11,page_0248,2,3,3,0.195,dám,0.195
stt11,page_0248,2,4,3,0.2145,gửi,0.3207
stt11,page_0248,2,5,3,0.832,lời,0.832
stt11,page_0248,2,6,3,0.8019,người,0.8019
stt11,page_0248,2,7,3,0.2994,liên,0.3569
stt11,page_0248,2,8,3,0.233,đội,0.3285
stt11,page_0248,2,9,3,0.0889,nhưng,0.181
stt11,page_0248,2,10,3,0.7037,kẻ,0.7037
stt11,page_0248,2,11,3,0.0261,khóc,0.0956
stt11,page_0248,2,12,3,0.2596,chữ,0.2596
stt11,page_0248,2,13,3,0.3792,nghĩa,0.3792
stt11,page_0248,2,14,3,0.918,ở,0.918
stt11,page_0248,2,15,3,0.2871,trong,0.2871
stt11,page_0248,2,16,3,0.1998,nước,0.1998
stt11,page_0248,2,17,3,0.0036,trời,0.0708
stt11,page_0248,2,18,3,0.2744,cãi,0.2744
stt11,page_0248,2,19,3,0.0016,một,0.0517
stt11,page_0248,2,20,3,0.0046,qua,0.4599
stt11,page_0248,3,0,3,0.9526,người,0.9526
stt11,page_0248,3,1,3,0.996,đến,0.996
stt11,page_0248,3,2,3,0.8535,ngày,0.8535
stt11,page_0248,3,3,3,0.9842,sau,0.9842
stt11,page_0248,3,4,3,0.9586,tìm,0.9586
stt11,page_0248,3,5,3,0.7933,được,0.7933
stt11,page_0248,3,6,3,0.2116,năm,0.2116
stt11,page_0248,3,7,3,0.2872,mươi,0.2872
stt11,page_0248,3,8,3,0.851,người,0.851
stt11,page_0248,3,9,3,0.7977,những,0.7977
stt11,page_0248,3,10,3,0.4245,kẻ,0.4245
stt11,page_0248,3,11,3,0.0021,hai,0.2074
stt11,page_0248,3,12,3,0.3876,chữ,0.3876
stt11,page_0248,3,13,3,0.0003,nó,0.0737
stt11,page_0248,3,14,3,0.0,lắm,0.9175
stt11,page_0248,3,15,3,0.8777,song,0.8777
stt11,page_0248,3,16,3,0.6939,le,0.6939
stt11,page_0248,3,17,3,0.7065,những,0.7065
stt11,page_0248,3,18,3,0.1703,phô,0.1703
stt11,page_0248,3,19,3,0.9495,ông,0.9495
stt11,page_0248,3,20,3,0.0004,ai,0.0613
stt11,page_0248,3,21,3,0.507,bà,0.507
stt11,page_0248,3,22,3,0.5814,thánh,0.5814
stt11,page_0248,4,0,3,0.7034,này,0.7034
stt11,page_0248,4,1,3,0.8877,còn,0.8877
stt11,page_0248,4,2,3,0.0,lấy,0.1251
stt11,page_0248,4,3,3,0.0,lô,0.1259
stt11,page_0248,4,4,3,0.7431,là,0.7431
stt11,page_0248,4,5,3,0.0069,chăng,0.5761
stt11,page_0248,4,6,3,0.8992,biết,0.8992
stt11,page_0248,4,7,3,0.2255,điều,0.2255
stt11,page_0248,4,8,3,0.6387,gì,0.6387
stt11,page_0248,4,9,3,0.7165,thì,0.7165
stt11,page_0248,4,10,3,0.0327,tử,0.124
stt11,page_0248,4,11,3,0.8144,đến,0.8144
stt11,page_0248,4,12,3,0.0487,thứ,0.0779
stt11,page_0248,4,13,3,0.4538,bấy,0.4538
stt11,page_0248,4,14,3,0.0016,nhiều,0.6288
stt11,page_0248,4,15,3,0.7441,ông,0.7441
stt11,page_0248,4,16,3,0.6936,ấy,0.6936
stt11,page_0248,4,17,3,0.8747,đã,0.8747
stt11,page_0248,4,18,3,0.0,lại,0.2279
stt11,page_0248,4,19,3,0.3094,lại,0.3094
stt11,page_0248,4,20,3,0.9047,trước,0.9047
stt11,page_0248,4,21,3,0.0081,sự,0.2744
stt11,page_0248,4,22,3,0.7377,vua,0.7377
stt11,page_0248,5,0,3,0.9172,thì,0.9172
stt11,page_0248,5,1,3,0.991,một,0.991
stt11,page_0248,5,2,3,0.4974,thiên,0.4974
stt11,page_0248,5,3,3,0.9945,thần,0.9945
stt11,page_0248,5,4,3,0.9773,bảo,0.9773
stt11,page_0248,5,5,3,0.85,bà,0.85
stt11,page_0248,5,6,3,0.894,thánh,0.894
stt11,page_0248,5,7,3,0.8405,ấy,0.8405
stt11,page_0248,5,8,3,0.13,chớ,0.13
stt11,page_0248,5,9,3,0.3038,sợ,0.3038
stt11,page_0248,5,10,3,0.9752,làm,0.9752
stt11,page_0248,5,11,3,0.0626,chi,0.8444
stt11,page_0248,5,12,3,0.9571,đã,0.9571
stt11,page_0248,5,13,3,0.4477,có,0.4477
stt11,page_0248,5,14,3,0.106,đức,0.8469
stt11,page_0248,5,15,3,0.2902,chúa,0.473
stt11,page_0248,5,16,3,0.9231,chúa,0.9231
stt11,page_0248,5,17,3,0.7875,trời,0.7875
stt11,page_0248,5,18,3,0.5772,xuống,0.5772
stt11,page_0248,5,19,3,0.889,cho,0.889
stt11,page_0248,5,20,3,0.2772,bấy,0.2772
stt11,page_0248,5,21,3,0.9802,giờ,0.9802
stt11,page_0248,5,22,3,0.3612,có,0.3612
stt11,page_0248,5,23,3,0.9375,một,0.9375
stt11,page_0248,6,0,3,0.0,sốt,0.0414
stt11,page_0248,6,1,3,0.8946,anh,0.8946
stt11,page_0248,6,2,3,0.6815,liền,0.6815
stt11,page_0248,6,3,3,0.81,hỏi,0.81
stt11,page_0248,6,4,3,0.9717,người,0.9717
stt11,page_0248,6,5,3,0.0511,răng,0.9192
stt11,page_0248,6,6,3,0.8992,mày,0.8992
stt11,page_0248,6,7,3,0.9059,phải,0.9059
stt11,page_0248,6,8,3,0.034,cùng,0.2419
stt11,page_0248,6,9,3,0.9935,kẻ,0.9935
stt11,page_0248,6,10,3,0.0,xi,0.0598
stt11,page_0248,6,11,3,0.0,rô,0.1503
stt11,page_0248,6,12,3,0.9663,bụt,0.9663
stt11,page_0248,6,13,3,0.3157,chắng,0.3577
stt11,page_0248,6,14,3,0.9214,người,0.9214
stt11,page_0248,6,15,3,0.9126,lại,0.9126
stt11,page_0248,6,16,3,0.4767,thưa,0.4767
stt11,page_0248,6,17,3,0.7479,răng,0.7479
stt11,page_0248,6,18,3,0.9734,tôi,0.9734
stt11,page_0248,6,19,3,0.7791,chăng,0.7791
stt11,page_0248,6,20,3,0.0004,lời,0.5681
stt11,page_0248,6,21,3,0.0,lấy,0.9748
stt11,page_0248,7,0,3,0.8083,gì,0.8083
stt11,page_0248,7,1,3,0.8304,xấu,0.8304
stt11,page_0248,7,2,3,0.3575,hồ,0.3575
stt11,page_0248,7,3,3,0.9278,mà,0.9278
stt11,page_0248,7,4,3,0.0,tử,0.1904
stt11,page_0248,7,5,3,0.9047,bụt,0.9047
stt11,page_0248,7,6,3,0.5797,đâu,0.5797
stt11,page_0248,7,7,3,0.8354,tôi,0.8354
stt11,page_0248,7,8,3,0.4003,lấy,0.4003
stt11,page_0248,7,9,3,0.8952,lẽ,0.8952
stt11,page_0248,7,10,3,0.6782,mà,0.6782
stt11,page_0248,7,11,3,0.0019,mà,0.5925
stt11,page_0248,7,12,3,0.5084,cho,0.5084
stt11,page_0248,7,13,3,0.2512,thiên,0.5594
stt11,page_0248,7,14,3,0.9875,biết,0.9875
stt11,page_0248,7,15,3,0.7903,sự,0.7903
stt11,page_0248,7,16,3,0.0,thánh,0.1489
stt11,page_0248,7,17,3,0.823,sự,0.823
stt11,page_0248,7,18,3,0.0,mà,0.2812
stt11,page_0248,7,19,3,0.7587,mà,0.7587
stt11,page_0248,7,20,3,0.9111,người,0.9111
stt11,page_0248,7,21,3,0.4377,răng,0.4377
stt11,page_0248,8,0,3,0.6742,mày,0.6742
stt11,page_0248,8,1,3,0.793,đã,0.793
stt11,page_0248,8,2,3,0.443,xem,0.443
stt11,page_0248,8,3,3,0.0314,khăn,0.6992
stt11,page_0248,8,4,3,0.0035,ta,0.7559
stt11,page_0248,8,5,3,0.6501,ta,0.6501
stt11,page_0248,8,6,3,0.8084,những,0.8084
stt11,page_0248,8,7,3,0.8782,tên,0.8782
stt11,page_0248,8,8,3,0.4325,trọng,0.4325
stt11,page_0248,8,9,3,0.4838,đặt,0.4838
stt11,page_0248,8,10,3,0.9873,cho,0.9873
stt11,page_0248,8,11,3,0.0931,bụt,0.0931
stt11,page_0248,8,12,3,0.0279,lành,0.1082
stt11,page_0248,8,13,3,0.678,trong,0.678
stt11,page_0248,8,14,3,1e-04,cách,0.0521
stt11,page_0248,8,15,3,0.0,ấy,0.7667
stt11,page_0248,8,16,3,0.0,gọi,0.1317
stt11,page_0248,8,17,3,0.2139,là,0.2139
stt11,page_0248,8,18,3,0.9438,kẻ,0.9438
stt11,page_0248,8,19,3,0.9213,có,0.9213
stt11,page_0248,8,20,3,0.4186,phép,0.4186
stt11,page_0248,8,21,3,0.0272,vồ,0.2515
stt11,page_0248,8,22,3,0.0,cùng,0.6464
stt11,page_0248,8,23,3,0.9472,cai,0.9472
stt11,page_0248,9,0,3,0.9613,mọi,0.9613
stt11,page_0248,9,1,3,0.9674,sự,0.9674
stt11,page_0248,9,2,3,0.93,trên,0.93
stt11,page_0248,9,3,3,0.9704,trời,0.9704
stt11,page_0248,9,4,3,0.8738,dưới,0.8738
stt11,page_0248,9,5,3,0.869,đất,0.869
stt11,page_0248,9,6,3,0.9395,giê,0.9395
stt11,page_0248,9,7,3,0.9735,su,0.9735
stt11,page_0248,9,8,3,0.695,mày,0.695
stt11,page_0248,9,9,3,0.8277,thờ,0.8277
stt11,page_0248,9,10,3,0.0024,thờ,0.142
stt11,page_0248,9,11,3,0.7835,kẻ,0.7835
stt11,page_0248,9,12,3,0.8116,chịu,0.8116
stt11,page_0248,9,13,3,0.9196,đóng,0.9196
stt11,page_0248,9,14,3,0.6176,đinh,0.6176
stt11,page_0248,9,15,3,0.9091,trên,0.9091
stt11,page_0248,9,16,3,0.5825,cây,0.5825
stt11,page_0248,9,17,3,0.6279,câu,0.6279
stt11,page_0248,9,18,3,0.6362,rút,0.6362
stt11,page_0248,9,19,3,0.8652,xưa,0.8652
stt11,page_0248,9,20,3,0.4221,nào,0.4221
stt11,page_0248,9,21,3,0.8258,trong,0.8258
stt11,page_0248,9,22,3,0.0016,sang,0.0784
stt11,page_0250,1,0,4,0.8642,ta,0.8642
stt11,page_0250,1,1,4,0.9341,có,0.9341
stt11,page_0250,1,2,4,0.8539,biết,0.8539
stt11,page_0250,1,3,4,0.8645,giê,0.8645
stt11,page_0250,1,4,4,0.9762,su,0.9762
stt11,page_0250,1,5,4,0.4322,là,0.4322
stt11,page_0250,1,6,4,0.3755,ai,0.3755
stt11,page_0250,1,7,4,0.6999,bấy,0.6999
stt11,page_0250,1,8,4,0.7511,giờ,0.7511
stt11,page_0250,1,9,4,0.958,bà,0.958
stt11,page_0250,1,10,4,0.8242,thánh,0.8242
stt11,page_0250,1,11,4,0.9349,ấy,0.9349
stt11,page_0250,1,12,4,0.7808,mới,0.7808
stt11,page_0250,1,13,4,0.8451,tỏ,0.8451
stt11,page_0250,1,14,4,0.6802,ra,0.6802
stt11,page_0250,1,15,4,0.963,những,0.963
stt11,page_0250,1,16,4,0.004,những,0.1903
stt11,page_0250,1,17,4,0.3765,lối,0.3765
stt11,page_0250,1,18,4,0.5919,bụt,0.5919
stt11,page_0250,1,19,4,0.9187,làm,0.9187
stt11,page_0250,1,20,4,0.0281,vì,0.3294
stt11,page_0250,1,21,4,0.2138,rằng,0.3431
stt11,page_0250,1,22,4,0.5685,những,0.5685
stt11,page_0250,2,0,4,0.5757,bụt,0.5757
stt11,page_0250,2,1,4,0.0266,tử,0.1385
stt11,page_0250,2,2,4,0.582,ông,0.582
stt11,page_0250,2,3,4,0.2191,kính,0.2191
stt11,page_0250,2,4,4,0.7935,thờ,0.7935
stt11,page_0250,2,5,4,0.0408,thờ,0.772
stt11,page_0250,2,6,4,0.0104,có,0.9696
stt11,page_0250,2,7,4,0.0711,kẻ,0.5816
stt11,page_0250,2,8,4,0.0,thì,0.7364
stt11,page_0250,2,9,4,0.0005,địa,0.0715
stt11,page_0250,2,10,4,0.0009,cướp,0.6537
stt11,page_0250,2,11,4,0.0029,có,0.9912
stt11,page_0250,2,12,4,0.7006,thì,0.7006
stt11,page_0250,2,13,4,0.0152,chết,0.9084
stt11,page_0250,2,14,4,0.8244,người,0.8244
stt11,page_0250,2,15,4,0.8892,có,0.8892
stt11,page_0250,2,16,4,0.8179,kẻ,0.8179
stt11,page_0250,2,17,4,0.6419,thì,0.6419
stt11,page_0250,2,18,4,0.9741,làm,0.9741
stt11,page_0250,2,19,4,0.0,hình,0.1811
stt11,page_0250,2,20,4,0.0,đâu,0.0914
stt11,page_0250,2,21,4,0.2763,những,0.2763
stt11,page_0250,2,22,4,0.891,kẻ,0.891
stt11,page_0250,2,23,4,0.7155,gian,0.7155
stt11,page_0250,3,0,4,0.0,công,0.0831
stt11,page_0250,3,1,4,0.8415,ai,0.8415
stt11,page_0250,3,2,4,0.9329,mà,0.9329
stt11,page_0250,3,3,4,0.9888,xem,0.9888
stt11,page_0250,3,4,4,0.0281,nghe,0.0648
stt11,page_0250,3,5,4,0.8943,xưa,0.8943
stt11,page_0250,3,6,4,0.8666,thì,0.8666
stt11,page_0250,3,7,4,0.8777,chối,0.8777
stt11,page_0250,3,8,4,0.8464,làm,0.8464
stt11,page_0250,3,9,4,0.0231,chi,0.9576
stt11,page_0250,3,10,4,0.6887,được,0.6887
stt11,page_0250,3,11,4,0.6937,vậy,0.6937
stt11,page_0250,3,12,4,0.1544,phép,0.2022
stt11,page_0250,3,13,4,0.0176,tên,0.5729
stt11,page_0250,3,14,4,0.3643,tên,0.3643
stt11,page_0250,3,15,4,0.5824,sang,0.5824
stt11,page_0250,3,16,4,0.2027,chồng,0.5773
stt11,page_0250,3,17,4,0.9065,người,0.9065
stt11,page_0250,3,18,4,0.0022,ra,0.077
stt11,page_0250,3,19,4,0.1816,đặt,0.1816
stt11,page_0250,3,20,4,0.5879,cho,0.5879
stt11,page_0250,3,21,4,0.6096,bụt,0.6096
stt11,page_0250,3,22,4,0.5004,chi,0.5004
stt11,page_0250,4,0,4,0.8346,vì,0.8346
stt11,page_0250,4,1,4,0.9927,chưng,0.9927
stt11,page_0250,4,2,4,0.7891,nó,0.7891
stt11,page_0250,4,3,4,0.5,chăng,0.5
stt11,page_0250,4,4,4,0.9097,có,0.9097
stt11,page_0250,4,5,4,0.9038,sự,0.9038
stt11,page_0250,4,6,4,0.6089,gì,0.6089
stt11,page_0250,4,7,4,0.1253,chồng,0.377
stt11,page_0250,4,8,4,0.9461,đâu,0.9461
stt11,page_0250,4,9,4,0.7066,mà,0.7066
stt11,page_0250,4,10,4,0.8933,lại,0.8933
stt11,page_0250,4,11,4,0.3533,phải,0.3533
stt11,page_0250,4,12,4,0.872,sự,0.872
stt11,page_0250,4,13,4,0.0379,sự,0.3543
stt11,page_0250,4,14,4,0.0027,bấy,0.1985
stt11,page_0250,4,15,4,0.033,khó,0.9003
stt11,page_0250,4,16,4,0.1156,trong,0.4791
stt11,page_0250,4,17,4,0.0136,địa,0.1988
stt11,page_0250,4,18,4,0.0411,su,0.0953
stt11,page_0250,4,19,4,0.2263,này,0.2883
stt11,page_0250,4,20,4,0.1642,tù,0.1642
stt11,page_0250,4,21,4,0.7554,rạc,0.7554
stt11,page_0250,5,0,4,0.4218,đức,0.4218
stt11,page_0250,5,1,4,0.9019,chúa,0.9019
stt11,page_0250,5,2,4,0.8295,trời,0.8295
stt11,page_0250,5,3,4,0.001,lòng,0.1715
stt11,page_0250,5,4,4,0.9422,kẻ,0.9422
stt11,page_0250,5,5,4,0.9376,có,0.9376
stt11,page_0250,5,6,4,0.9786,tội,0.9786
stt11,page_0250,5,7,4,0.0002,sự,0.071
stt11,page_0250,5,8,4,0.7937,bằng,0.7937
stt11,page_0250,5,9,4,0.8029,sự,0.8029
stt11,page_0250,5,10,4,0.9707,đức,0.9707
stt11,page_0250,5,11,4,0.6059,chúa,0.6059
stt11,page_0250,5,12,4,0.9578,giê,0.9578
stt11,page_0250,5,13,4,0.9689,su,0.9689
stt11,page_0250,5,14,4,0.7023,chịu,0.7023
stt11,page_0250,5,15,4,0.8439,vì,0.8439
stt11,page_0250,5,16,4,0.0898,vì,0.706
stt11,page_0250,5,17,4,0.0002,tội,0.9707
stt11,page_0250,5,18,4,0.9213,hạ,0.9213
stt11,page_0250,5,19,4,0.0028,hạ,0.8267
stt11,page_0250,5,20,4,0.0089,trong,0.0669
stt11,page_0250,5,21,4,0.5669,hèn,0.5669
stt11,page_0250,5,22,4,0.9532,trước,0.9532
stt11,page_0250,5,23,4,0.6943,mặt,0.6943
stt11,page_0250,5,24,4,0.0,kẻ,0.7543
stt11,page_0250,6,0,4,0.3061,mê,0.3061
stt11,page_0250,6,1,4,0.9395,song,0.9395
stt11,page_0250,6,2,4,0.731,le,0.731
stt11,page_0250,6,3,4,0.9732,ai,0.9732
stt11,page_0250,6,4,4,0.0467,suy,0.0467
stt11,page_0250,6,5,4,0.9837,cho,0.9837
stt11,page_0250,6,6,4,0.6172,nên,0.6172
stt11,page_0250,6,7,4,0.0013,mới,0.7735
stt11,page_0250,6,8,4,0.3519,biết,0.516
stt11,page_0250,6,9,4,0.8927,biết,0.8927
stt11,page_0250,6,10,4,0.6195,sự,0.6195
stt11,page_0250,6,11,4,0.2792,là,0.3066
stt11,page_0250,6,12,4,0.9607,là,0.9607
stt11,page_0250,6,13,4,0.5004,sự,0.5004
stt11,page_0250,6,14,4,0.9149,cực,0.9149
stt11,page_0250,6,15,4,0.4825,sang,0.4825
stt11,page_0250,6,16,4,0.4383,cực,0.4383
stt11,page_0250,6,17,4,0.7974,trọng,0.7974
stt11,page_0250,6,18,4,0.0339,vào,0.0408
stt11,page_0250,6,19,4,0.9178,người,0.9178
stt11,page_0250,6,20,4,0.974,ta,0.974
stt11,page_0250,6,21,4,0.2661,lo,0.2661
stt11,page_0250,7,0,4,0.5729,chăng,0.5729
stt11,page_0250,7,1,4,0.5217,đến,0.5217
stt11,page_0250,7,2,4,0.837,vì,0.837
stt11,page_0250,7,3,4,0.8498,chưng,0.8498
stt11,page_0250,7,4,4,0.6587,đức,0.6587
stt11,page_0250,7,5,4,0.9703,chúa,0.9703
stt11,page_0250,7,6,4,0.9538,giê,0.9538
stt11,page_0250,7,7,4,0.7547,su,0.7547
stt11,page_0250,7,8,4,0.5106,muốn,0.5106
stt11,page_0250,7,9,4,0.8851,cho,0.8851
stt11,page_0250,7,10,4,0.5207,quân,0.5207
stt11,page_0250,7,11,4,0.4683,dữ,0.4683
stt11,page_0250,7,12,4,0.9636,bắt,0.9636
stt11,page_0250,7,13,4,0.8781,mình,0.8781
stt11,page_0250,7,14,4,0.9075,ngày,0.9075
stt11,page_0250,7,15,4,0.4313,nào,0.4313
stt11,page_0250,7,16,4,0.4208,giờ,0.4208
stt11,page_0250,7,17,4,0.1865,nào,0.1865
stt11,page_0250,7,18,4,0.8349,thì,0.8349
stt11,page_0250,7,19,4,0.5215,phó,0.5215
stt11,page_0250,7,20,4,0.9484,mình,0.9484
stt11,page_0250,7,21,4,0.0,nó,0.5848
stt11,page_0250,8,0,4,0.9634,thì,0.9634
stt11,page_0250,8,1,4,0.751,nó,0.751
stt11,page_0250,8,2,4,0.2135,mới,0.2135
stt11,page_0250,8,3,4,0.6462,bắt,0.6462
stt11,page_0250,8,4,4,0.8768,được,0.8768
stt11,page_0250,8,5,4,0.9166,sau,0.9166
stt11,page_0250,8,6,4,0.8763,nữa,0.8763
stt11,page_0250,8,7,4,0.9467,đức,0.9467
stt11,page_0250,8,8,4,0.9647,chúa,0.9647
stt11,page_0250,8,9,4,0.8514,giê,0.8514
stt11,page_0250,8,10,4,0.9825,su,0.9825
stt11,page_0250,8,11,4,0.867,còn,0.867
stt11,page_0250,8,12,4,0.8869,chịu,0.8869
stt11,page_0250,8,13,4,0.9479,tội,0.9479
stt11,page_0250,8,14,4,0.0854,lên,0.8487
stt11,page_0250,8,15,4,0.8041,cây,0.8041
stt11,page_0250,8,16,4,0.9946,câu,0.9946
stt11,page_0250,8,17,4,0.842,rút,0.842
stt11,page_0250,8,18,4,0.8124,thì,0.8124
stt11,page_0250,8,19,4,0.2101,mất,0.6997
stt11,page_0250,8,20,4,0.372,trời,0.372
stt11,page_0250,8,21,4,0.1648,nữa,0.7049
stt11,page_0250,8,22,4,0.7145,ngày,0.7145
stt11,page_0250,8,23,4,0.9354,tối,0.9354
stt11,page_0250,9,0,4,0.0138,ở,0.0678
stt11,page_0250,9,1,4,0.9097,cùng,0.9097
stt11,page_0250,9,2,4,0.0,le,0.3509
stt11,page_0250,9,3,4,0.0692,đá,0.0692
stt11,page_0250,9,4,4,0.0,phá,0.7059
stt11,page_0250,9,5,4,0.706,ra,0.706
stt11,page_0250,9,6,4,0.8511,và,0.8511
stt11,page_0250,9,7,4,0.0041,xưa,0.1337
stt11,page_0250,9,8,4,0.8521,cả,0.8521
stt11,page_0250,9,9,4,0.0142,trời,0.0441
stt11,page_0250,9,10,4,0.0195,sự,0.1326
stt11,page_0250,9,11,4,0.3512,đất,0.3512
stt11,page_0250,9,12,4,0.6344,cho,0.6344
stt11,page_0250,9,13,4,0.0011,cho,0.6158
stt11,page_0250,9,14,4,0.0034,hạ,0.699
stt11,page_0250,9,15,4,0.0062,được,0.7849
stt11,page_0250,9,16,4,0.3062,người,0.3062
stt11,page_0250,9,17,4,0.4026,chịu,0.4026
stt11,page_0250,9,18,4,0.5775,tội,0.5775
stt11,page_0250,9,19,4,0.2615,trên,0.2615
stt11,page_0250,9,20,4,0.001,liền,0.3504
stt11,page_0250,9,21,4,0.0155,cây,0.133
stt11,page_0250,9,22,4,0.0216,ấy,0.1419
stt11,page_0252,1,0,3,0.9579,chúa,0.9579
stt11,page_0252,1,1,3,0.659,trời,0.659
stt11,page_0252,1,2,3,0.3521,đất,0.3521
stt11,page_0252,1,3,3,0.7796,muôn,0.7796
stt11,page_0252,1,4,3,0.0278,mà,0.803
stt11,page_0252,1,5,3,0.9509,mà,0.9509
stt11,page_0252,1,6,3,0.7453,bởi,0.7453
stt11,page_0252,1,7,3,0.9716,thương,0.9716
stt11,page_0252,1,8,3,0.351,thiên,0.4911
stt11,page_0252,1,9,3,0.3641,thì,0.3641
stt11,page_0252,1,10,3,0.1033,thì,0.6183
stt11,page_0252,1,11,3,0.6621,chịu,0.6621
stt11,page_0252,1,12,3,0.9673,làm,0.9673
stt11,page_0252,1,13,3,0.77,vậy,0.77
