nom_char,unicode,count,weight_balanced,bucket
刀,U+5200,9,1.6298,HAN_BASIC
洩,U+6D29,9,1.6298,HAN_BASIC
嚉,U+5689,9,1.6298,HAN_BASIC
大,U+5927,9,1.6298,HAN_BASIC
枼,U+67BC,9,1.6298,HAN_BASIC
稽,U+7A3D,9,1.6298,HAN_BASIC
𠖾,U+205BE,9,1.6298,NOM_EXT_B_PLUS
洡,U+6D21,9,1.6298,HAN_BASIC
速,U+901F,9,1.6298,HAN_BASIC
个,U+4E2A,9,1.6298,HAN_BASIC
係,U+4FC2,9,1.6298,HAN_BASIC
䕼,U+457C,9,1.6298,CJK_EXT_A
伯,U+4F2F,9,1.6298,HAN_BASIC
螚,U+879A,9,1.6298,HAN_BASIC
憝,U+619D,9,1.6298,HAN_BASIC
詞,U+8A5E,9,1.6298,HAN_BASIC
㳃,U+3CC3,9,1.6298,CJK_EXT_A
艱,U+8271,9,1.6298,HAN_BASIC
㞸,U+37B8,9,1.6298,CJK_EXT_A
鮮,U+9BAE,9,1.6298,HAN_BASIC
砝,U+781D,9,1.6298,HAN_BASIC
卟,U+535F,9,1.6298,HAN_BASIC
愬,U+612C,9,1.6298,HAN_BASIC
𦊚,U+2629A,9,1.6298,NOM_EXT_B_PLUS
𡥞,U+2195E,8,1.8335,NOM_EXT_B_PLUS
撪,U+64AA,8,1.8335,HAN_BASIC
詳,U+8A73,8,1.8335,HAN_BASIC
與,U+8207,8,1.8335,HAN_BASIC
𠴹,U+20D39,8,1.8335,NOM_EXT_B_PLUS
薹,U+85B9,8,1.8335,HAN_BASIC
𫪸,U+2BAB8,8,1.8335,NOM_EXT_B_PLUS
屿,U+5C7F,8,1.8335,HAN_BASIC
𬏝,U+2C3DD,8,1.8335,NOM_EXT_B_PLUS
宫,U+5BAB,8,1.8335,HAN_BASIC
𩼁,U+29F01,8,1.8335,NOM_EXT_B_PLUS
哑,U+54D1,8,1.8335,HAN_BASIC
笯,U+7B2F,8,1.8335,HAN_BASIC
𠚢,U+206A2,8,1.8335,NOM_EXT_B_PLUS
動,U+52D5,8,1.8335,HAN_BASIC
貼,U+8CBC,8,1.8335,HAN_BASIC
𫋶,U+2B2F6,8,1.8335,NOM_EXT_B_PLUS
窗,U+7A97,8,1.8335,HAN_BASIC
散,U+6563,8,1.8335,HAN_BASIC
㒙,U+3499,8,1.8335,CJK_EXT_A
妟,U+599F,8,1.8335,HAN_BASIC
繓,U+7E53,8,1.8335,HAN_BASIC
縛,U+7E1B,8,1.8335,HAN_BASIC
滀,U+6EC0,8,1.8335,HAN_BASIC
妑,U+5991,8,1.8335,HAN_BASIC
椤,U+6924,8,1.8335,HAN_BASIC
梪,U+68AA,8,1.8335,HAN_BASIC
縴,U+7E34,8,1.8335,HAN_BASIC
腥,U+8165,8,1.8335,HAN_BASIC
磸,U+78F8,8,1.8335,HAN_BASIC
众,U+4F17,8,1.8335,HAN_BASIC
鎔,U+9394,8,1.8335,HAN_BASIC
咋,U+548B,8,1.8335,HAN_BASIC
吧,U+5427,8,1.8335,HAN_BASIC
拎,U+62CE,8,1.8335,HAN_BASIC
即,U+5373,8,1.8335,HAN_BASIC
砂,U+7802,8,1.8335,HAN_BASIC
瀉,U+7009,8,1.8335,HAN_BASIC
挓,U+6313,8,1.8335,HAN_BASIC
富,U+5BCC,8,1.8335,HAN_BASIC
炅,U+7085,8,1.8335,HAN_BASIC
頑,U+9811,8,1.8335,HAN_BASIC
剒,U+5252,8,1.8335,HAN_BASIC
釰,U+91F0,8,1.8335,HAN_BASIC
掄,U+6384,8,1.8335,HAN_BASIC
全,U+5168,8,1.8335,HAN_BASIC
椅,U+6905,8,1.8335,HAN_BASIC
𠰎,U+20C0E,8,1.8335,NOM_EXT_B_PLUS
芾,U+82BE,8,1.8335,HAN_BASIC
砕,U+7815,8,1.8335,HAN_BASIC
憽,U+61BD,8,1.8335,HAN_BASIC
株,U+682A,8,1.8335,HAN_BASIC
陳,U+9673,8,1.8335,HAN_BASIC
哧,U+54E7,8,1.8335,HAN_BASIC
佐,U+4F50,8,1.8335,HAN_BASIC
𢯓,U+22BD3,8,1.8335,NOM_EXT_B_PLUS
妊,U+598A,8,1.8335,HAN_BASIC
𠅈,U+20148,8,1.8335,NOM_EXT_B_PLUS
锰,U+9530,8,1.8335,HAN_BASIC
岸,U+5CB8,8,1.8335,HAN_BASIC
𠠩,U+20829,8,1.8335,NOM_EXT_B_PLUS
腌,U+814C,8,1.8335,HAN_BASIC
稱,U+7A31,8,1.8335,HAN_BASIC
慺,U+617A,8,1.8335,HAN_BASIC
𡨧,U+21A27,8,1.8335,NOM_EXT_B_PLUS
躺,U+8EBA,8,1.8335,HAN_BASIC
北,U+5317,8,1.8335,HAN_BASIC
䘜,U+461C,8,1.8335,CJK_EXT_A
銣,U+92A3,8,1.8335,HAN_BASIC
滝,U+6EDD,8,1.8335,HAN_BASIC
龔,U+9F94,8,1.8335,HAN_BASIC
将,U+5C06,8,1.8335,HAN_BASIC
襻,U+897B,8,1.8335,HAN_BASIC
𠸕,U+20E15,8,1.8335,NOM_EXT_B_PLUS
虗,U+8657,8,1.8335,HAN_BASIC
囹,U+56F9,8,1.8335,HAN_BASIC
褊,U+890A,8,1.8335,HAN_BASIC
嗟,U+55DF,8,1.8335,HAN_BASIC
讲,U+8BB2,8,1.8335,HAN_BASIC
宁,U+5B81,8,1.8335,HAN_BASIC
剅,U+5245,8,1.8335,HAN_BASIC
数,U+6570,8,1.8335,HAN_BASIC
𠱤,U+20C64,8,1.8335,NOM_EXT_B_PLUS
𫏌,U+2B3CC,8,1.8335,NOM_EXT_B_PLUS
銃,U+9283,8,1.8335,HAN_BASIC
床,U+5E8A,8,1.8335,HAN_BASIC
鞍,U+978D,8,1.8335,HAN_BASIC
䙸,U+4678,8,1.8335,CJK_EXT_A
𠯅,U+20BC5,8,1.8335,NOM_EXT_B_PLUS
垾,U+57BE,8,1.8335,HAN_BASIC
汅,U+6C45,8,1.8335,HAN_BASIC
笆,U+7B06,8,1.8335,HAN_BASIC
噏,U+564F,8,1.8335,HAN_BASIC
蜜,U+871C,8,1.8335,HAN_BASIC
楅,U+6945,8,1.8335,HAN_BASIC
垝,U+579D,8,1.8335,HAN_BASIC
慒,U+6152,8,1.8335,HAN_BASIC
堘,U+5818,8,1.8335,HAN_BASIC
㥁,U+3941,8,1.8335,CJK_EXT_A
𧒊,U+2748A,8,1.8335,NOM_EXT_B_PLUS
𤲼,U+24CBC,8,1.8335,NOM_EXT_B_PLUS
弮,U+5F2E,8,1.8335,HAN_BASIC
幃,U+5E43,8,1.8335,HAN_BASIC
昏,U+660F,8,1.8335,HAN_BASIC
䀡,U+4021,8,1.8335,CJK_EXT_A
姦,U+59E6,8,1.8335,HAN_BASIC
硬,U+786C,8,1.8335,HAN_BASIC
丗,U+4E17,8,1.8335,HAN_BASIC
剎,U+524E,8,1.8335,HAN_BASIC
椋,U+690B,8,1.8335,HAN_BASIC
漧,U+6F27,8,1.8335,HAN_BASIC
歖,U+6B56,8,1.8335,HAN_BASIC
戧,U+6227,8,1.8335,HAN_BASIC
噒,U+5652,8,1.8335,HAN_BASIC
掣,U+63A3,8,1.8335,HAN_BASIC
茨,U+8328,8,1.8335,HAN_BASIC
曠,U+66E0,8,1.8335,HAN_BASIC
𠹩,U+20E69,8,1.8335,NOM_EXT_B_PLUS
𠶡,U+20DA1,8,1.8335,NOM_EXT_B_PLUS
乁,U+4E41,8,1.8335,HAN_BASIC
㦯,U+39AF,8,1.8335,CJK_EXT_A
舍,U+820D,8,1.8335,HAN_BASIC
滌,U+6ECC,8,1.8335,HAN_BASIC
嗦,U+55E6,8,1.8335,HAN_BASIC
供,U+4F9B,8,1.8335,HAN_BASIC
㜫,U+372B,8,1.8335,CJK_EXT_A
刧,U+5227,8,1.8335,HAN_BASIC
胾,U+80FE,8,1.8335,HAN_BASIC
𦄾,U+2613E,8,1.8335,NOM_EXT_B_PLUS
隆,U+9686,8,1.8335,HAN_BASIC
挭,U+632D,8,1.8335,HAN_BASIC
𠼞,U+20F1E,7,2.0954,NOM_EXT_B_PLUS
㘬,U+362C,7,2.0954,CJK_EXT_A
諢,U+8AE2,7,2.0954,HAN_BASIC
卜,U+535C,7,2.0954,HAN_BASIC
徴,U+5FB4,7,2.0954,HAN_BASIC
癡,U+7661,7,2.0954,HAN_BASIC
磥,U+78E5,7,2.0954,HAN_BASIC
桜,U+685C,7,2.0954,HAN_BASIC
愘,U+6118,7,2.0954,HAN_BASIC
探,U+63A2,7,2.0954,HAN_BASIC
紇,U+7D07,7,2.0954,HAN_BASIC
𦊛,U+2629B,7,2.0954,NOM_EXT_B_PLUS
𠕄,U+20544,7,2.0954,NOM_EXT_B_PLUS
昌,U+660C,7,2.0954,HAN_BASIC
迷,U+8FF7,7,2.0954,HAN_BASIC
酉,U+9149,7,2.0954,HAN_BASIC
剃,U+5243,7,2.0954,HAN_BASIC
㼼,U+3F3C,7,2.0954,CJK_EXT_A
捐,U+6350,7,2.0954,HAN_BASIC
白,U+767D,7,2.0954,HAN_BASIC
𫃀,U+2B0C0,7,2.0954,NOM_EXT_B_PLUS
情,U+60C5,7,2.0954,HAN_BASIC
緜,U+7DDC,7,2.0954,HAN_BASIC
𠭖,U+20B56,7,2.0954,NOM_EXT_B_PLUS
𥳉,U+25CC9,7,2.0954,NOM_EXT_B_PLUS
𡀜,U+2101C,7,2.0954,NOM_EXT_B_PLUS
痳,U+75F3,7,2.0954,HAN_BASIC
䭽,U+4B7D,7,2.0954,CJK_EXT_A
倿,U+503F,7,2.0954,HAN_BASIC
毛,U+6BDB,7,2.0954,HAN_BASIC
邺,U+90BA,7,2.0954,HAN_BASIC
𠯻,U+20BFB,7,2.0954,NOM_EXT_B_PLUS
炉,U+7089,7,2.0954,HAN_BASIC
燶,U+71F6,7,2.0954,HAN_BASIC
阃,U+9603,7,2.0954,HAN_BASIC
俱,U+4FF1,7,2.0954,HAN_BASIC
耨,U+8028,7,2.0954,HAN_BASIC
讓,U+8B93,7,2.0954,HAN_BASIC
𪡔,U+2A854,7,2.0954,NOM_EXT_B_PLUS
𭓇,U+2D4C7,7,2.0954,NOM_EXT_B_PLUS
𠭏,U+20B4F,7,2.0954,NOM_EXT_B_PLUS
阻,U+963B,7,2.0954,HAN_BASIC
江,U+6C5F,7,2.0954,HAN_BASIC
䀆,U+4006,7,2.0954,CJK_EXT_A
疴,U+75B4,7,2.0954,HAN_BASIC
悪,U+60AA,7,2.0954,HAN_BASIC
桤,U+6864,7,2.0954,HAN_BASIC
撑,U+6491,7,2.0954,HAN_BASIC
抝,U+629D,7,2.0954,HAN_BASIC
穹,U+7A79,7,2.0954,HAN_BASIC
艰,U+8270,7,2.0954,HAN_BASIC
蘓,U+8613,7,2.0954,HAN_BASIC
衃,U+8843,7,2.0954,HAN_BASIC
帞,U+5E1E,7,2.0954,HAN_BASIC
籒,U+7C52,7,2.0954,HAN_BASIC
近,U+8FD1,7,2.0954,HAN_BASIC
跂,U+8DC2,7,2.0954,HAN_BASIC
盛,U+76DB,7,2.0954,HAN_BASIC
𢇉,U+221C9,7,2.0954,NOM_EXT_B_PLUS
姊,U+59CA,7,2.0954,HAN_BASIC
鴌,U+9D0C,7,2.0954,HAN_BASIC
坘,U+5758,7,2.0954,HAN_BASIC
矑,U+77D1,7,2.0954,HAN_BASIC
𠂎,U+2008E,7,2.0954,NOM_EXT_B_PLUS
劔,U+5294,7,2.0954,HAN_BASIC
逌,U+900C,7,2.0954,HAN_BASIC
愉,U+6109,7,2.0954,HAN_BASIC
𠹾,U+20E7E,7,2.0954,NOM_EXT_B_PLUS
恓,U+6053,7,2.0954,HAN_BASIC
侼,U+4FBC,7,2.0954,HAN_BASIC
離,U+96E2,7,2.0954,HAN_BASIC
期,U+671F,7,2.0954,HAN_BASIC
悋,U+608B,7,2.0954,HAN_BASIC
怡,U+6021,7,2.0954,HAN_BASIC
憂,U+6182,7,2.0954,HAN_BASIC
蚛,U+869B,7,2.0954,HAN_BASIC
塿,U+587F,7,2.0954,HAN_BASIC
𠴝,U+20D1D,7,2.0954,NOM_EXT_B_PLUS
𠴃,U+20D03,7,2.0954,NOM_EXT_B_PLUS
性,U+6027,7,2.0954,HAN_BASIC
嵬,U+5D6C,7,2.0954,HAN_BASIC
毒,U+6BD2,7,2.0954,HAN_BASIC
禍,U+798D,7,2.0954,HAN_BASIC
耯,U+802F,7,2.0954,HAN_BASIC
牕,U+7255,7,2.0954,HAN_BASIC
姟,U+59DF,7,2.0954,HAN_BASIC
鐓,U+9413,7,2.0954,HAN_BASIC
揑,U+63D1,7,2.0954,HAN_BASIC
茁,U+8301,7,2.0954,HAN_BASIC
治,U+6CBB,7,2.0954,HAN_BASIC
掌,U+638C,7,2.0954,HAN_BASIC
矫,U+77EB,7,2.0954,HAN_BASIC
褴,U+8934,7,2.0954,HAN_BASIC
䗂,U+45C2,7,2.0954,CJK_EXT_A
谜,U+8C1C,7,2.0954,HAN_BASIC
蚌,U+868C,7,2.0954,HAN_BASIC
卍,U+534D,7,2.0954,HAN_BASIC
杜,U+675C,7,2.0954,HAN_BASIC
䂴,U+40B4,7,2.0954,CJK_EXT_A
葖,U+8456,7,2.0954,HAN_BASIC
秲,U+79F2,7,2.0954,HAN_BASIC
㕵,U+3575,7,2.0954,CJK_EXT_A
男,U+7537,7,2.0954,HAN_BASIC
㓛,U+34DB,7,2.0954,CJK_EXT_A
慄,U+6144,7,2.0954,HAN_BASIC
竺,U+7AFA,7,2.0954,HAN_BASIC
𡞕,U+21795,7,2.0954,NOM_EXT_B_PLUS
謨,U+8B28,7,2.0954,HAN_BASIC
爸,U+7238,7,2.0954,HAN_BASIC
氷,U+6C37,7,2.0954,HAN_BASIC
𡮣,U+21BA3,7,2.0954,NOM_EXT_B_PLUS
褸,U+8938,7,2.0954,HAN_BASIC
蔴,U+8534,7,2.0954,HAN_BASIC
欶,U+6B36,7,2.0954,HAN_BASIC
纡,U+7EA1,7,2.0954,HAN_BASIC
𣘃,U+23603,7,2.0954,NOM_EXT_B_PLUS
嶷,U+5DB7,7,2.0954,HAN_BASIC
厲,U+53B2,7,2.0954,HAN_BASIC
蔥,U+8525,7,2.0954,HAN_BASIC
䠋,U+480B,7,2.0954,CJK_EXT_A
㝹,U+3779,7,2.0954,CJK_EXT_A
曩,U+66E9,7,2.0954,HAN_BASIC
𪡗,U+2A857,7,2.0954,NOM_EXT_B_PLUS
桰,U+6870,7,2.0954,HAN_BASIC
呶,U+5476,7,2.0954,HAN_BASIC
𤁋,U+2404B,7,2.0954,NOM_EXT_B_PLUS
急,U+6025,7,2.0954,HAN_BASIC
俸,U+4FF8,7,2.0954,HAN_BASIC
刓,U+5213,7,2.0954,HAN_BASIC
㐰,U+3430,7,2.0954,CJK_EXT_A
窿,U+7ABF,7,2.0954,HAN_BASIC
枯,U+67AF,7,2.0954,HAN_BASIC
房,U+623F,7,2.0954,HAN_BASIC
蒸,U+84B8,7,2.0954,HAN_BASIC
八,U+516B,6,2.4447,HAN_BASIC
桲,U+6872,6,2.4447,HAN_BASIC
尛,U+5C1B,6,2.4447,HAN_BASIC
鉻,U+927B,6,2.4447,HAN_BASIC
朔,U+6714,6,2.4447,HAN_BASIC
橅,U+6A45,6,2.4447,HAN_BASIC
偵,U+5075,6,2.4447,HAN_BASIC
磨,U+78E8,6,2.4447,HAN_BASIC
鏖,U+93D6,6,2.4447,HAN_BASIC
竹,U+7AF9,6,2.4447,HAN_BASIC
墩,U+58A9,6,2.4447,HAN_BASIC
㤕,U+3915,6,2.4447,CJK_EXT_A
筛,U+7B5B,6,2.4447,HAN_BASIC
𢴾,U+22D3E,6,2.4447,NOM_EXT_B_PLUS
责,U+8D23,6,2.4447,HAN_BASIC
㨋,U+3A0B,6,2.4447,CJK_EXT_A
㙁,U+3641,6,2.4447,CJK_EXT_A
㡳,U+3873,6,2.4447,CJK_EXT_A
誨,U+8AA8,6,2.4447,HAN_BASIC
索,U+7D22,6,2.4447,HAN_BASIC
酘,U+9158,6,2.4447,HAN_BASIC
躇,U+8E87,6,2.4447,HAN_BASIC
柅,U+67C5,6,2.4447,HAN_BASIC
祩,U+7969,6,2.4447,HAN_BASIC
緞,U+7DDE,6,2.4447,HAN_BASIC
眾,U+773E,6,2.4447,HAN_BASIC
冠,U+51A0,6,2.4447,HAN_BASIC
掉,U+6389,6,2.4447,HAN_BASIC
𠺹,U+20EB9,6,2.4447,NOM_EXT_B_PLUS
䓖,U+44D6,6,2.4447,CJK_EXT_A
𠸜,U+20E1C,6,2.4447,NOM_EXT_B_PLUS
矜,U+77DC,6,2.4447,HAN_BASIC
𠍤,U+20364,6,2.4447,NOM_EXT_B_PLUS
鶲,U+9DB2,6,2.4447,HAN_BASIC
㵋,U+3D4B,6,2.4447,CJK_EXT_A
率,U+7387,6,2.4447,HAN_BASIC
嗣,U+55E3,6,2.4447,HAN_BASIC
嬤,U+5B24,6,2.4447,HAN_BASIC
贒,U+8D12,6,2.4447,HAN_BASIC
魑,U+9B51,6,2.4447,HAN_BASIC
遁,U+9041,6,2.4447,HAN_BASIC
蚁,U+8681,6,2.4447,HAN_BASIC
圈,U+5708,6,2.4447,HAN_BASIC
𠅻,U+2017B,6,2.4447,NOM_EXT_B_PLUS
箇,U+7B87,6,2.4447,HAN_BASIC
㩶,U+3A76,6,2.4447,CJK_EXT_A
亠,U+4EA0,6,2.4447,HAN_BASIC
𧼋,U+27F0B,6,2.4447,NOM_EXT_B_PLUS
𣻉,U+23EC9,6,2.4447,NOM_EXT_B_PLUS
恬,U+606C,6,2.4447,HAN_BASIC
𡚎,U+2168E,6,2.4447,NOM_EXT_B_PLUS
搶,U+6436,6,2.4447,HAN_BASIC
𨳒,U+28CD2,6,2.4447,NOM_EXT_B_PLUS
覘,U+8998,6,2.4447,HAN_BASIC
䠻,U+483B,6,2.4447,CJK_EXT_A
𠳻,U+20CFB,6,2.4447,NOM_EXT_B_PLUS
瑳,U+7473,6,2.4447,HAN_BASIC
𡩚,U+21A5A,6,2.4447,NOM_EXT_B_PLUS
圍,U+570D,6,2.4447,HAN_BASIC
㑑,U+3451,6,2.4447,CJK_EXT_A
栛,U+681B,6,2.4447,HAN_BASIC
䕌,U+454C,6,2.4447,CJK_EXT_A
崒,U+5D12,6,2.4447,HAN_BASIC
杏,U+674F,6,2.4447,HAN_BASIC
𡛔,U+216D4,6,2.4447,NOM_EXT_B_PLUS
訥,U+8A25,6,2.4447,HAN_BASIC
斜,U+659C,6,2.4447,HAN_BASIC
喂,U+5582,6,2.4447,HAN_BASIC
料,U+6599,6,2.4447,HAN_BASIC
渴,U+6E34,6,2.4447,HAN_BASIC
瓢,U+74E2,6,2.4447,HAN_BASIC
唫,U+552B,6,2.4447,HAN_BASIC
坵,U+5775,6,2.4447,HAN_BASIC
胺,U+80FA,6,2.4447,HAN_BASIC
扱,U+6271,6,2.4447,HAN_BASIC
蠩,U+8829,6,2.4447,HAN_BASIC
𠲖,U+20C96,6,2.4447,NOM_EXT_B_PLUS
蠭,U+882D,6,2.4447,HAN_BASIC
梔,U+6894,6,2.4447,HAN_BASIC
𣳔,U+23CD4,6,2.4447,NOM_EXT_B_PLUS
怍,U+600D,6,2.4447,HAN_BASIC
袼,U+88BC,6,2.4447,HAN_BASIC
観,U+89B3,6,2.4447,HAN_BASIC
𢝙,U+22759,6,2.4447,NOM_EXT_B_PLUS
𠠆,U+20806,6,2.4447,NOM_EXT_B_PLUS
㤥,U+3925,6,2.4447,CJK_EXT_A
葯,U+846F,6,2.4447,HAN_BASIC
吕,U+5415,6,2.4447,HAN_BASIC
㖘,U+3598,6,2.4447,CJK_EXT_A
累,U+7D2F,6,2.4447,HAN_BASIC
鑑,U+9451,6,2.4447,HAN_BASIC
蕕,U+8555,6,2.4447,HAN_BASIC
狸,U+72F8,6,2.4447,HAN_BASIC
𡮁,U+21B81,6,2.4447,NOM_EXT_B_PLUS
穄,U+7A44,6,2.4447,HAN_BASIC
傢,U+50A2,6,2.4447,HAN_BASIC
碇,U+7887,6,2.4447,HAN_BASIC
𠯑,U+20BD1,6,2.4447,NOM_EXT_B_PLUS
遏,U+904F,6,2.4447,HAN_BASIC
圢,U+5722,6,2.4447,HAN_BASIC
拞,U+62DE,6,2.4447,HAN_BASIC
𠲶,U+20CB6,6,2.4447,NOM_EXT_B_PLUS
孞,U+5B5E,6,2.4447,HAN_BASIC
䜣,U+4723,6,2.4447,CJK_EXT_A
逻,U+903B,6,2.4447,HAN_BASIC
𫿰,U+2BFF0,6,2.4447,NOM_EXT_B_PLUS
𢶒,U+22D92,6,2.4447,NOM_EXT_B_PLUS
槍,U+69CD,6,2.4447,HAN_BASIC
𨉓,U+28253,6,2.4447,NOM_EXT_B_PLUS
櫡,U+6AE1,6,2.4447,HAN_BASIC
狱,U+72F1,6,2.4447,HAN_BASIC
笌,U+7B0C,6,2.4447,HAN_BASIC
歯,U+6B6F,6,2.4447,HAN_BASIC
𡅑,U+21151,6,2.4447,NOM_EXT_B_PLUS
虎,U+864E,6,2.4447,HAN_BASIC
𠳐,U+20CD0,6,2.4447,NOM_EXT_B_PLUS
篤,U+7BE4,6,2.4447,HAN_BASIC
苴,U+82F4,6,2.4447,HAN_BASIC
𨒣,U+284A3,6,2.4447,NOM_EXT_B_PLUS
箛,U+7B9B,6,2.4447,HAN_BASIC
觥,U+89E5,6,2.4447,HAN_BASIC
朿,U+673F,6,2.4447,HAN_BASIC
妛,U+599B,6,2.4447,HAN_BASIC
𤵊,U+24D4A,6,2.4447,NOM_EXT_B_PLUS
𦰡,U+26C21,6,2.4447,NOM_EXT_B_PLUS
終,U+7D42,6,2.4447,HAN_BASIC
擭,U+64ED,6,2.4447,HAN_BASIC
芻,U+82BB,6,2.4447,HAN_BASIC
筒,U+7B52,6,2.4447,HAN_BASIC
抛,U+629B,6,2.4447,HAN_BASIC
𠼦,U+20F26,6,2.4447,NOM_EXT_B_PLUS
啼,U+557C,6,2.4447,HAN_BASIC
凌,U+51CC,6,2.4447,HAN_BASIC
峯,U+5CEF,6,2.4447,HAN_BASIC
辱,U+8FB1,6,2.4447,HAN_BASIC
牴,U+7274,6,2.4447,HAN_BASIC
偀,U+5040,6,2.4447,HAN_BASIC
様,U+69D8,6,2.4447,HAN_BASIC
炦,U+70A6,6,2.4447,HAN_BASIC
脀,U+8100,6,2.4447,HAN_BASIC
益,U+76CA,6,2.4447,HAN_BASIC
課,U+8AB2,6,2.4447,HAN_BASIC
媭,U+5AAD,6,2.4447,HAN_BASIC
𡻕,U+21ED5,6,2.4447,NOM_EXT_B_PLUS
㝶,U+3776,6,2.4447,CJK_EXT_A
酥,U+9165,6,2.4447,HAN_BASIC
梗,U+6897,6,2.4447,HAN_BASIC
叭,U+53ED,6,2.4447,HAN_BASIC
拝,U+62DD,6,2.4447,HAN_BASIC
嘖,U+5616,6,2.4447,HAN_BASIC
蔼,U+853C,6,2.4447,HAN_BASIC
𠻵,U+20EF5,6,2.4447,NOM_EXT_B_PLUS
凛,U+51DB,6,2.4447,HAN_BASIC
豸,U+8C78,6,2.4447,HAN_BASIC
𦀗,U+26017,6,2.4447,NOM_EXT_B_PLUS
𤠚,U+2481A,6,2.4447,NOM_EXT_B_PLUS
掻,U+63BB,6,2.4447,HAN_BASIC
傲,U+50B2,6,2.4447,HAN_BASIC
釘,U+91D8,6,2.4447,HAN_BASIC
心,U+5FC3,6,2.4447,HAN_BASIC
蕳,U+8573,6,2.4447,HAN_BASIC
淙,U+6DD9,6,2.4447,HAN_BASIC
座,U+5EA7,6,2.4447,HAN_BASIC
化,U+5316,6,2.4447,HAN_BASIC
餧,U+9927,6,2.4447,HAN_BASIC
貯,U+8CAF,6,2.4447,HAN_BASIC
屟,U+5C5F,6,2.4447,HAN_BASIC
拌,U+62CC,6,2.4447,HAN_BASIC
幅,U+5E45,6,2.4447,HAN_BASIC
緟,U+7DDF,6,2.4447,HAN_BASIC
盤,U+76E4,6,2.4447,HAN_BASIC
䝨,U+4768,6,2.4447,CJK_EXT_A
登,U+767B,6,2.4447,HAN_BASIC
摻,U+647B,6,2.4447,HAN_BASIC
言,U+8A00,6,2.4447,HAN_BASIC
约,U+7EA6,6,2.4447,HAN_BASIC
亙,U+4E99,6,2.4447,HAN_BASIC
𫧇,U+2B9C7,6,2.4447,NOM_EXT_B_PLUS
査,U+67FB,6,2.4447,HAN_BASIC
㝖,U+3756,6,2.4447,CJK_EXT_A
𡩙,U+21A59,6,2.4447,NOM_EXT_B_PLUS
䖏,U+458F,6,2.4447,CJK_EXT_A
兜,U+515C,6,2.4447,HAN_BASIC
黓,U+9ED3,6,2.4447,HAN_BASIC
謹,U+8B39,6,2.4447,HAN_BASIC
𤳸,U+24CF8,6,2.4447,NOM_EXT_B_PLUS
𫻽,U+2BEFD,6,2.4447,NOM_EXT_B_PLUS
𢊬,U+222AC,6,2.4447,NOM_EXT_B_PLUS
𣽤,U+23F64,6,2.4447,NOM_EXT_B_PLUS
𠺳,U+20EB3,6,2.4447,NOM_EXT_B_PLUS
賞,U+8CDE,6,2.4447,HAN_BASIC
乌,U+4E4C,6,2.4447,HAN_BASIC
𢷣,U+22DE3,6,2.4447,NOM_EXT_B_PLUS
捦,U+6366,6,2.4447,HAN_BASIC
依,U+4F9D,6,2.4447,HAN_BASIC
寻,U+5BFB,6,2.4447,HAN_BASIC
𠓹,U+204F9,6,2.4447,NOM_EXT_B_PLUS
𠀃,U+20003,6,2.4447,NOM_EXT_B_PLUS
香,U+9999,6,2.4447,HAN_BASIC
𫸽,U+2BE3D,6,2.4447,NOM_EXT_B_PLUS
嘲,U+5632,6,2.4447,HAN_BASIC
毹,U+6BF9,6,2.4447,HAN_BASIC
知,U+77E5,6,2.4447,HAN_BASIC
搖,U+6416,5,2.9336,HAN_BASIC
𡃪,U+210EA,5,2.9336,NOM_EXT_B_PLUS
犬,U+72AC,5,2.9336,HAN_BASIC
厉,U+5389,5,2.9336,HAN_BASIC
囷,U+56F7,5,2.9336,HAN_BASIC
俽,U+4FFD,5,2.9336,HAN_BASIC
䋘,U+42D8,5,2.9336,CJK_EXT_A
瓼,U+74FC,5,2.9336,HAN_BASIC
旮,U+65EE,5,2.9336,HAN_BASIC
𪬡,U+2AB21,5,2.9336,NOM_EXT_B_PLUS
根,U+6839,5,2.9336,HAN_BASIC
㒷,U+34B7,5,2.9336,CJK_EXT_A
亦,U+4EA6,5,2.9336,HAN_BASIC
𢢲,U+228B2,5,2.9336,NOM_EXT_B_PLUS
來,U+4F86,5,2.9336,HAN_BASIC
𦧘,U+269D8,5,2.9336,NOM_EXT_B_PLUS
诚,U+8BDA,5,2.9336,HAN_BASIC
揆,U+63C6,5,2.9336,HAN_BASIC
仔,U+4ED4,5,2.9336,HAN_BASIC
㨔,U+3A14,5,2.9336,CJK_EXT_A
鞌,U+978C,5,2.9336,HAN_BASIC
𫽄,U+2BF44,5,2.9336,NOM_EXT_B_PLUS
𫇐,U+2B1D0,5,2.9336,NOM_EXT_B_PLUS
細,U+7D30,5,2.9336,HAN_BASIC
𨆝,U+2819D,5,2.9336,NOM_EXT_B_PLUS
𠸼,U+20E3C,5,2.9336,NOM_EXT_B_PLUS
𡥪,U+2196A,5,2.9336,NOM_EXT_B_PLUS
唋,U+550B,5,2.9336,HAN_BASIC
芁,U+8281,5,2.9336,HAN_BASIC
滅,U+6EC5,5,2.9336,HAN_BASIC
㳥,U+3CE5,5,2.9336,CJK_EXT_A
唄,U+5504,5,2.9336,HAN_BASIC
欏,U+6B0F,5,2.9336,HAN_BASIC
迳,U+8FF3,5,2.9336,HAN_BASIC
覶,U+89B6,5,2.9336,HAN_BASIC
訨,U+8A28,5,2.9336,HAN_BASIC
