source,page,column,char_idx,char,confidence
CacThanhTruyen2,page_0016,9,5,如,0.816
CacThanhTruyen2,page_0016,9,6,胡,0.250
CacThanhTruyen2,page_0016,9,7,同,0.900
CacThanhTruyen2,page_0016,9,8,勸,0.744
CacThanhTruyen2,page_0016,9,9,中,0.500
CacThanhTruyen2,page_0016,9,10,敏,0.250
CacThanhTruyen2,page_0016,9,11,同,0.500
CacThanhTruyen2,page_0016,9,12,計,0.250
CacThanhTruyen2,page_0016,9,13,一,0.716
CacThanhTruyen2,page_0016,9,14,𡭧,0.250
CacThanhTruyen2,page_0016,9,15,如,0.500
CacThanhTruyen2,page_0016,9,16,如,0.500
CacThanhTruyen2,page_0016,9,17,如,0.498
CacThanhTruyen2,page_0016,9,18,也,0.489
CacThanhTruyen2,page_0016,9,19,十,0.500
CacThanhTruyen2,page_0016,9,20,如,0.813
CacThanhTruyen2,page_0016,9,21,如,0.500
CacThanhTruyen2,page_0016,9,22,聀,0.477
CacThanhTruyen2,page_0018,1,0,如,0.290
CacThanhTruyen2,page_0018,1,1,紀,0.176
CacThanhTruyen2,page_0018,1,2,一,0.614
CacThanhTruyen2,page_0018,1,3,一,0.879
CacThanhTruyen2,page_0018,1,4,一,0.400
CacThanhTruyen2,page_0018,1,5,如,0.891
CacThanhTruyen2,page_0018,1,6,城,0.824
CacThanhTruyen2,page_0018,1,7,一,0.966
CacThanhTruyen2,page_0018,1,8,一,0.830
CacThanhTruyen2,page_0018,1,9,一,0.699
CacThanhTruyen2,page_0018,1,10,一,0.500
CacThanhTruyen2,page_0018,1,11,埒,0.520
CacThanhTruyen2,page_0018,1,12,一,0.972
CacThanhTruyen2,page_0018,1,13,一,0.867
CacThanhTruyen2,page_0018,1,14,十,0.807
CacThanhTruyen2,page_0018,1,15,丁,0.997
CacThanhTruyen2,page_0018,1,16,一,0.500
CacThanhTruyen2,page_0018,1,17,一,0.900
CacThanhTruyen2,page_0018,1,18,一,0.738
CacThanhTruyen2,page_0018,1,19,一,0.897
CacThanhTruyen2,page_0018,1,20,一,0.400
CacThanhTruyen2,page_0018,1,21,同,0.250
CacThanhTruyen2,page_0018,2,0,饑,0.200
CacThanhTruyen2,page_0018,2,1,𨺻,0.425
CacThanhTruyen2,page_0018,2,2,鹹,0.868
CacThanhTruyen2,page_0018,2,3,下,0.400
CacThanhTruyen2,page_0018,2,4,紀,0.814
CacThanhTruyen2,page_0018,2,5,髙,0.860
CacThanhTruyen2,page_0018,2,6,髙,0.929
CacThanhTruyen2,page_0018,2,7,𨺻,0.426
CacThanhTruyen2,page_0018,2,8,同,0.250
CacThanhTruyen2,page_0018,2,9,八,0.378
CacThanhTruyen2,page_0018,2,10,下,0.567
CacThanhTruyen2,page_0018,2,11,下,0.230
CacThanhTruyen2,page_0018,2,12,同,0.500
CacThanhTruyen2,page_0018,2,13,丁,0.333
CacThanhTruyen2,page_0018,2,14,同,0.900
CacThanhTruyen2,page_0018,2,15,聀,0.500
CacThanhTruyen2,page_0018,2,16,娥,0.800
CacThanhTruyen2,page_0018,2,17,同,0.250
CacThanhTruyen2,page_0018,2,18,同,0.477
CacThanhTruyen2,page_0018,2,19,人,0.400
CacThanhTruyen2,page_0018,2,20,一,0.845
CacThanhTruyen2,page_0018,3,0,龐,0.492
CacThanhTruyen2,page_0018,3,1,紀,0.909
CacThanhTruyen2,page_0018,3,2,城,0.203
CacThanhTruyen2,page_0018,3,3,氏,0.787
CacThanhTruyen2,page_0018,3,4,人,0.556
CacThanhTruyen2,page_0018,3,5,下,0.862
CacThanhTruyen2,page_0018,3,6,無,0.495
CacThanhTruyen2,page_0018,3,7,如,0.747
CacThanhTruyen2,page_0018,3,8,如,0.500
CacThanhTruyen2,page_0018,3,9,一,0.956
CacThanhTruyen2,page_0018,3,10,城,0.501
CacThanhTruyen2,page_0018,3,11,以,0.736
CacThanhTruyen2,page_0018,3,12,奴,0.774
CacThanhTruyen2,page_0018,3,13,城,0.564
CacThanhTruyen2,page_0018,3,14,八,0.500
CacThanhTruyen2,page_0018,3,15,同,0.250
CacThanhTruyen2,page_0018,3,16,一,0.400
CacThanhTruyen2,page_0018,3,17,八,0.500
CacThanhTruyen2,page_0018,3,18,一,0.945
CacThanhTruyen2,page_0018,3,19,一,0.500
CacThanhTruyen2,page_0018,3,20,一,0.774
CacThanhTruyen2,page_0018,3,21,如,0.685
CacThanhTruyen2,page_0018,4,0,一,0.551
CacThanhTruyen2,page_0018,4,1,國,0.729
CacThanhTruyen2,page_0018,4,2,八,0.500
CacThanhTruyen2,page_0018,4,3,下,0.934
CacThanhTruyen2,page_0018,4,4,鹹,0.927
CacThanhTruyen2,page_0018,4,5,十,0.400
CacThanhTruyen2,page_0018,4,6,宗,0.473
CacThanhTruyen2,page_0018,4,7,下,0.207
CacThanhTruyen2,page_0018,4,8,一,0.985
CacThanhTruyen2,page_0018,4,9,十,0.889
CacThanhTruyen2,page_0018,4,10,城,0.764
CacThanhTruyen2,page_0018,4,11,一,0.726
CacThanhTruyen2,page_0018,4,12,小,0.398
CacThanhTruyen2,page_0018,4,13,一,0.265
CacThanhTruyen2,page_0018,4,14,同,0.819
CacThanhTruyen2,page_0018,4,15,怒,0.814
CacThanhTruyen2,page_0018,4,16,一,0.814
CacThanhTruyen2,page_0018,4,17,如,0.500
CacThanhTruyen2,page_0018,4,18,八,0.900
CacThanhTruyen2,page_0018,4,19,一,0.984
CacThanhTruyen2,page_0018,4,20,一,0.500
CacThanhTruyen2,page_0018,4,21,以,0.592
CacThanhTruyen2,page_0018,5,0,錦,0.500
CacThanhTruyen2,page_0018,5,1,下,0.559
CacThanhTruyen2,page_0018,5,2,,0.000
CacThanhTruyen2,page_0018,5,3,代,0.369
CacThanhTruyen2,page_0018,5,4,拘,0.492
CacThanhTruyen2,page_0018,5,5,如,0.900
CacThanhTruyen2,page_0018,5,6,城,0.780
CacThanhTruyen2,page_0018,5,7,鹹,0.843
CacThanhTruyen2,page_0018,5,8,闋,0.592
CacThanhTruyen2,page_0018,5,9,懺,0.250
CacThanhTruyen2,page_0018,5,10,觀,0.799
CacThanhTruyen2,page_0018,5,11,𨀈,0.500
CacThanhTruyen2,page_0018,5,12,團,0.215
CacThanhTruyen2,page_0018,5,13,同,0.900
CacThanhTruyen2,page_0018,5,14,一,0.293
CacThanhTruyen2,page_0018,5,15,人,0.486
CacThanhTruyen2,page_0018,5,16,國,0.598
CacThanhTruyen2,page_0018,5,17,城,0.538
CacThanhTruyen2,page_0018,5,18,如,0.534
CacThanhTruyen2,page_0018,5,19,如,0.796
CacThanhTruyen2,page_0018,5,20,一,0.662
CacThanhTruyen2,page_0018,5,21,一,0.870
CacThanhTruyen2,page_0018,5,22,娘,0.538
CacThanhTruyen2,page_0018,6,0,十,0.898
CacThanhTruyen2,page_0018,6,1,城,0.554
CacThanhTruyen2,page_0018,6,2,以,0.400
CacThanhTruyen2,page_0018,6,3,真,0.718
CacThanhTruyen2,page_0018,6,4,八,0.500
CacThanhTruyen2,page_0018,6,5,無,0.499
CacThanhTruyen2,page_0018,6,6,匕,0.376
CacThanhTruyen2,page_0018,6,7,一,0.399
CacThanhTruyen2,page_0018,6,8,以,0.500
CacThanhTruyen2,page_0018,6,9,撿,0.324
CacThanhTruyen2,page_0018,6,10,十,0.757
CacThanhTruyen2,page_0018,6,11,十,0.996
CacThanhTruyen2,page_0018,6,12,忤,0.400
CacThanhTruyen2,page_0018,6,13,一,0.889
CacThanhTruyen2,page_0018,6,14,魚,0.900
CacThanhTruyen2,page_0018,6,15,同,0.267
CacThanhTruyen2,page_0018,6,16,八,0.500
CacThanhTruyen2,page_0018,6,17,八,0.496
CacThanhTruyen2,page_0018,6,18,十,0.798
CacThanhTruyen2,page_0018,6,19,山,0.685
CacThanhTruyen2,page_0018,6,20,奴,0.537
CacThanhTruyen2,page_0018,6,21,如,0.926
CacThanhTruyen2,page_0018,7,0,上,0.891
CacThanhTruyen2,page_0018,7,1,十,0.745
CacThanhTruyen2,page_0018,7,2,下,0.526
CacThanhTruyen2,page_0018,7,3,𢪀,0.501
CacThanhTruyen2,page_0018,7,4,降,0.254
CacThanhTruyen2,page_0018,7,5,丁,0.285
CacThanhTruyen2,page_0018,7,6,計,0.966
CacThanhTruyen2,page_0018,7,7,如,0.708
CacThanhTruyen2,page_0018,7,8,奴,0.842
CacThanhTruyen2,page_0018,7,9,同,0.500
CacThanhTruyen2,page_0018,7,10,下,0.993
CacThanhTruyen2,page_0018,7,11,十,0.400
CacThanhTruyen2,page_0018,7,12,一,0.844
CacThanhTruyen2,page_0018,7,13,一,0.819
CacThanhTruyen2,page_0018,7,14,一,0.754
CacThanhTruyen2,page_0018,7,15,丁,0.901
CacThanhTruyen2,page_0018,7,16,十,0.647
CacThanhTruyen2,page_0018,7,17,一,0.781
CacThanhTruyen2,page_0018,7,18,同,0.452
CacThanhTruyen2,page_0018,7,19,一,0.500
CacThanhTruyen2,page_0018,7,20,一,0.823
CacThanhTruyen2,page_0018,7,21,如,0.498
CacThanhTruyen2,page_0018,8,0,紀,0.567
CacThanhTruyen2,page_0018,8,1,匹,0.939
CacThanhTruyen2,page_0018,8,2,同,0.900
CacThanhTruyen2,page_0018,8,3,同,0.500
CacThanhTruyen2,page_0018,8,4,城,0.500
CacThanhTruyen2,page_0018,8,5,撞,0.395
CacThanhTruyen2,page_0018,8,6,州,0.869
CacThanhTruyen2,page_0018,8,7,一,0.400
CacThanhTruyen2,page_0018,8,8,制,0.250
CacThanhTruyen2,page_0018,8,9,也,0.418
CacThanhTruyen2,page_0018,8,10,一,0.498
CacThanhTruyen2,page_0018,8,11,一,0.500
CacThanhTruyen2,page_0018,8,12,冬,0.500
CacThanhTruyen2,page_0018,8,13,丁,0.861
CacThanhTruyen2,page_0018,8,14,一,0.489
CacThanhTruyen2,page_0018,8,15,一,0.500
CacThanhTruyen2,page_0018,8,16,一,0.888
CacThanhTruyen2,page_0018,8,17,一,0.962
CacThanhTruyen2,page_0018,8,18,一,0.500
CacThanhTruyen2,page_0018,8,19,八,0.500
CacThanhTruyen2,page_0018,8,20,一,0.844
CacThanhTruyen2,page_0018,8,21,一,0.896
CacThanhTruyen2,page_0018,8,22,妙,0.635
CacThanhTruyen2,page_0018,9,0,紙,0.404
CacThanhTruyen2,page_0018,9,1,同,0.250
CacThanhTruyen2,page_0018,9,2,𣉙,0.200
CacThanhTruyen2,page_0018,9,3,十,0.400
CacThanhTruyen2,page_0018,9,4,同,0.583
CacThanhTruyen2,page_0018,9,5,如,0.473
CacThanhTruyen2,page_0018,9,6,乙,0.313
CacThanhTruyen2,page_0018,9,7,丁,0.490
CacThanhTruyen2,page_0018,9,8,一,0.774
CacThanhTruyen2,page_0018,9,9,十,0.658
CacThanhTruyen2,page_0018,9,10,同,0.490
CacThanhTruyen2,page_0018,9,11,一,0.528
CacThanhTruyen2,page_0018,9,12,如,0.549
CacThanhTruyen2,page_0018,9,13,如,0.887
CacThanhTruyen2,page_0018,9,14,八,0.500
CacThanhTruyen2,page_0018,9,15,,0.000
CacThanhTruyen2,page_0018,9,16,丁,0.415
CacThanhTruyen2,page_0018,9,17,一,0.354
CacThanhTruyen2,page_0018,9,18,城,0.863
CacThanhTruyen2,page_0018,9,19,如,0.250
CacThanhTruyen2,page_0018,9,20,如,0.900
CacThanhTruyen2,page_0018,9,21,心,0.695
CacThanhTruyen2,page_0018,9,22,如,0.500
CacThanhTruyen2,page_0020,1,0,城,0.521
CacThanhTruyen2,page_0020,1,1,年,0.364
CacThanhTruyen2,page_0020,1,2,口,0.305
CacThanhTruyen2,page_0020,1,3,如,0.500
CacThanhTruyen2,page_0020,1,4,如,0.500
CacThanhTruyen2,page_0020,1,5,紀,0.920
CacThanhTruyen2,page_0020,1,6,宗,0.250
CacThanhTruyen2,page_0020,1,7,如,0.250
CacThanhTruyen2,page_0020,1,8,也,0.420
CacThanhTruyen2,page_0020,1,9,乙,0.443
CacThanhTruyen2,page_0020,1,10,戊,0.551
CacThanhTruyen2,page_0020,1,11,奴,0.958
CacThanhTruyen2,page_0020,1,12,燈,0.818
CacThanhTruyen2,page_0020,1,13,奴,0.250
CacThanhTruyen2,page_0020,1,14,奴,0.900
CacThanhTruyen2,page_0020,1,15,勸,0.250
CacThanhTruyen2,page_0020,1,16,純,0.839
CacThanhTruyen2,page_0020,1,17,戈,0.500
CacThanhTruyen2,page_0020,1,18,仃,0.250
CacThanhTruyen2,page_0020,1,19,氏,0.907
CacThanhTruyen2,page_0020,1,20,山,0.893
CacThanhTruyen2,page_0020,1,21,𡧲,0.480
CacThanhTruyen2,page_0020,2,0,奴,0.500
CacThanhTruyen2,page_0020,2,1,爪,0.200
CacThanhTruyen2,page_0020,2,2,十,0.976
CacThanhTruyen2,page_0020,2,3,作,0.399
CacThanhTruyen2,page_0020,2,4,駕,0.535
CacThanhTruyen2,page_0020,2,5,同,0.401
CacThanhTruyen2,page_0020,2,6,紀,0.824
CacThanhTruyen2,page_0020,2,7,奴,0.900
CacThanhTruyen2,page_0020,2,8,隷,0.759
CacThanhTruyen2,page_0020,2,9,州,0.485
CacThanhTruyen2,page_0020,2,10,,0.000
CacThanhTruyen2,page_0020,2,11,悶,0.889
CacThanhTruyen2,page_0020,2,12,固,0.333
CacThanhTruyen2,page_0020,2,13,,0.000
CacThanhTruyen2,page_0020,2,14,純,0.838
CacThanhTruyen2,page_0020,2,15,奴,0.497
CacThanhTruyen2,page_0020,2,16,如,0.498
CacThanhTruyen2,page_0020,2,17,乙,0.875
CacThanhTruyen2,page_0020,2,18,乙,0.845
CacThanhTruyen2,page_0020,2,19,如,0.628
CacThanhTruyen2,page_0020,3,0,己,0.400
CacThanhTruyen2,page_0020,3,1,宗,0.877
CacThanhTruyen2,page_0020,3,2,忒,0.540
CacThanhTruyen2,page_0020,3,3,同,0.796
CacThanhTruyen2,page_0020,3,4,如,0.425
CacThanhTruyen2,page_0020,3,5,也,0.900
CacThanhTruyen2,page_0020,3,6,水,0.250
CacThanhTruyen2,page_0020,3,7,乙,0.684
CacThanhTruyen2,page_0020,3,8,同,0.436
CacThanhTruyen2,page_0020,3,9,以,0.500
CacThanhTruyen2,page_0020,3,10,,0.000
CacThanhTruyen2,page_0020,3,11,𢪀,0.251
CacThanhTruyen2,page_0020,3,12,八,0.499
CacThanhTruyen2,page_0020,3,13,奴,0.500
CacThanhTruyen2,page_0020,3,14,如,0.400
CacThanhTruyen2,page_0020,3,15,一,0.498
CacThanhTruyen2,page_0020,3,16,如,0.762
CacThanhTruyen2,page_0020,3,17,節,0.500
CacThanhTruyen2,page_0020,3,18,𨀈,0.372
CacThanhTruyen2,page_0020,3,19,也,0.900
CacThanhTruyen2,page_0020,4,0,人,0.892
CacThanhTruyen2,page_0020,4,1,也,0.500
CacThanhTruyen2,page_0020,4,2,宗,0.500
CacThanhTruyen2,page_0020,4,3,丁,0.932
CacThanhTruyen2,page_0020,4,4,奴,0.503
CacThanhTruyen2,page_0020,4,5,油,0.472
CacThanhTruyen2,page_0020,4,6,紀,0.904
CacThanhTruyen2,page_0020,4,7,乙,0.200
CacThanhTruyen2,page_0020,4,8,同,0.499
CacThanhTruyen2,page_0020,4,9,娘,0.778
CacThanhTruyen2,page_0020,4,10,紀,0.585
CacThanhTruyen2,page_0020,4,11,作,0.302
CacThanhTruyen2,page_0020,4,12,附,0.500
CacThanhTruyen2,page_0020,4,13,同,0.250
CacThanhTruyen2,page_0020,4,14,以,0.400
CacThanhTruyen2,page_0020,4,15,甲,0.855
CacThanhTruyen2,page_0020,4,16,宗,0.400
CacThanhTruyen2,page_0020,4,17,紀,0.827
CacThanhTruyen2,page_0020,4,18,紀,0.262
CacThanhTruyen2,page_0020,4,19,舶,0.235
CacThanhTruyen2,page_0020,4,20,制,0.900
CacThanhTruyen2,page_0020,5,0,如,0.784
CacThanhTruyen2,page_0020,5,1,如,0.500
CacThanhTruyen2,page_0020,5,2,勸,0.893
CacThanhTruyen2,page_0020,5,3,怒,0.491
CacThanhTruyen2,page_0020,5,4,拒,0.799
CacThanhTruyen2,page_0020,5,5,戊,0.600
CacThanhTruyen2,page_0020,5,6,二,0.783
CacThanhTruyen2,page_0020,5,7,亡,0.845
CacThanhTruyen2,page_0020,5,8,以,0.825
CacThanhTruyen2,page_0020,5,9,如,0.951
CacThanhTruyen2,page_0020,5,10,八,0.250
CacThanhTruyen2,page_0020,5,11,附,0.500
CacThanhTruyen2,page_0020,5,12,級,0.400
CacThanhTruyen2,page_0020,5,13,曰,0.623
CacThanhTruyen2,page_0020,5,14,丁,0.819
CacThanhTruyen2,page_0020,5,15,乙,0.868
CacThanhTruyen2,page_0020,5,16,八,0.398
CacThanhTruyen2,page_0020,5,17,城,0.953
CacThanhTruyen2,page_0020,5,18,闭,0.764
CacThanhTruyen2,page_0020,5,19,十,0.820
CacThanhTruyen2,page_0020,5,20,州,0.926
CacThanhTruyen2,page_0020,6,0,城,0.857
CacThanhTruyen2,page_0020,6,1,浪,0.500
CacThanhTruyen2,page_0020,6,2,十,0.486
CacThanhTruyen2,page_0020,6,3,城,0.500
CacThanhTruyen2,page_0020,6,4,奴,0.900
CacThanhTruyen2,page_0020,6,5,八,0.500
CacThanhTruyen2,page_0020,6,6,八,0.250
CacThanhTruyen2,page_0020,6,7,宗,0.250
CacThanhTruyen2,page_0020,6,8,舶,0.867
CacThanhTruyen2,page_0020,6,9,如,0.500
CacThanhTruyen2,page_0020,6,10,奴,0.852
CacThanhTruyen2,page_0020,6,11,如,0.958
CacThanhTruyen2,page_0020,6,12,乙,0.824
CacThanhTruyen2,page_0020,6,13,同,0.450
CacThanhTruyen2,page_0020,6,14,州,0.250
CacThanhTruyen2,page_0020,6,15,下,0.895
CacThanhTruyen2,page_0020,6,16,作,0.859
CacThanhTruyen2,page_0020,6,17,同,0.500
CacThanhTruyen2,page_0020,6,18,節,0.250
CacThanhTruyen2,page_0020,6,19,川,0.986
CacThanhTruyen2,page_0020,7,0,代,0.250
CacThanhTruyen2,page_0020,7,1,娘,0.350
CacThanhTruyen2,page_0020,7,2,户,0.786
CacThanhTruyen2,page_0020,7,3,如,0.400
CacThanhTruyen2,page_0020,7,4,十,0.578
CacThanhTruyen2,page_0020,7,5,附,0.683
CacThanhTruyen2,page_0020,7,6,如,0.417
CacThanhTruyen2,page_0020,7,7,妃,0.207
CacThanhTruyen2,page_0020,7,8,以,0.400
CacThanhTruyen2,page_0020,7,9,也,0.710
CacThanhTruyen2,page_0020,7,10,紀,0.663
CacThanhTruyen2,page_0020,7,11,紀,0.521
CacThanhTruyen2,page_0020,7,12,以,0.900
CacThanhTruyen2,page_0020,7,13,氏,0.858
CacThanhTruyen2,page_0020,7,14,伶,0.206
CacThanhTruyen2,page_0020,7,15,紀,0.811
CacThanhTruyen2,page_0020,7,16,也,0.385
CacThanhTruyen2,page_0020,7,17,即,0.200
CacThanhTruyen2,page_0020,7,18,𡭧,0.382
CacThanhTruyen2,page_0020,7,19,以,0.561
CacThanhTruyen2,page_0020,7,20,,0.000
CacThanhTruyen2,page_0020,8,0,十,0.796
CacThanhTruyen2,page_0020,8,1,同,0.483
CacThanhTruyen2,page_0020,8,2,人,0.763
CacThanhTruyen2,page_0020,8,3,無,0.500
CacThanhTruyen2,page_0020,8,4,乙,0.535
CacThanhTruyen2,page_0020,8,5,宗,0.500
CacThanhTruyen2,page_0020,8,6,,0.000
CacThanhTruyen2,page_0020,8,7,城,0.746
CacThanhTruyen2,page_0020,8,8,城,0.787
CacThanhTruyen2,page_0020,8,9,同,0.896
CacThanhTruyen2,page_0020,8,10,職,0.768
CacThanhTruyen2,page_0020,8,11,純,0.400
CacThanhTruyen2,page_0020,8,12,八,0.500
CacThanhTruyen2,page_0020,8,13,八,0.500
CacThanhTruyen2,page_0020,8,14,奴,0.900
CacThanhTruyen2,page_0020,8,15,奴,0.424
CacThanhTruyen2,page_0020,8,16,同,0.250
CacThanhTruyen2,page_0020,8,17,奴,0.500
CacThanhTruyen2,page_0020,8,18,乙,0.401
CacThanhTruyen2,page_0020,8,19,州,0.500
CacThanhTruyen2,page_0020,8,20,州,0.900
CacThanhTruyen2,page_0020,9,0,乙,0.333
CacThanhTruyen2,page_0020,9,1,如,0.250
CacThanhTruyen2,page_0020,9,2,拓,0.787
CacThanhTruyen2,page_0020,9,3,會,0.823
CacThanhTruyen2,page_0020,9,4,如,0.500
CacThanhTruyen2,page_0020,9,5,也,0.500
CacThanhTruyen2,page_0020,9,6,紀,0.783
CacThanhTruyen2,page_0020,9,7,制,0.500
CacThanhTruyen2,page_0020,9,8,如,0.900
CacThanhTruyen2,page_0020,9,9,如,0.497
CacThanhTruyen2,page_0020,9,10,甘,0.799
CacThanhTruyen2,page_0020,9,11,紀,0.479
CacThanhTruyen2,page_0020,9,12,乙,0.670
CacThanhTruyen2,page_0020,9,13,城,0.852
CacThanhTruyen2,page_0020,9,14,山,0.500
CacThanhTruyen2,page_0020,9,15,乙,0.710
CacThanhTruyen2,page_0020,9,16,一,0.250
CacThanhTruyen2,page_0020,9,17,如,0.500
CacThanhTruyen2,page_0020,9,18,計,0.900
CacThanhTruyen2,page_0020,9,19,如,0.900
CacThanhTruyen2,page_0020,9,20,如,0.250
