image,image_v2,book,page,column,nom_idx,syl_idx,tier,tier_v3,qd01_locked,bbox,bbox_v2,bbox_v2_win,crop_mode,guard_reason,prior_used,recenter_shift,pitch,image_md5,image_md5_v2,ink_pct_v2,crop_w_v2,crop_h_v2,crop_quality_flag_v2,stray_ink_v2,border_ink_v2
gold/stt2_page_0080_c05_086.png,gold/stt2_page_0080_c05_086.png,stt2,page_0080,5,1,1,GOLD,CHAR_A,0,"[838, 565, 947, 678]","[838, 583, 947, 680]","[838, 574, 947, 689]",f3g,,1,0.1058,94.5,b85ddd9ff551,03e6b216f9bd,0.2184,135,104,ok,0.0,0.0074
gold/stt2_page_0080_c05_087.png,gold/stt2_page_0080_c05_087.png,stt2,page_0080,5,2,2,GOLD,CHAR_A,0,"[836, 653, 947, 766]","[836, 673, 947, 769]","[836, 664, 947, 778]",f3g,,1,0.1217,94.5,29e892b592ab,41b3335cc501,0.1421,133,104,ok,0.0,0.0
gold/stt2_page_0080_c05_091.png,gold/stt2_page_0080_c05_091.png,stt2,page_0080,5,6,6,GOLD,CHAR_A,0,"[840, 1023, 945, 1140]","[840, 1011, 945, 1101]","[840, 1002, 945, 1110]",f3g,,1,-0.2698,94.5,5fbebac220ff,33151e73f9bd,0.1741,129,94,ok,0.0,0.0155
gold/stt2_page_0080_c05_092.png,gold/stt2_page_0080_c05_092.png,stt2,page_0080,5,7,7,GOLD,CHAR_A,0,"[838, 1111, 944, 1224]","[838, 1099, 944, 1197]","[838, 1090, 944, 1206]",f3g,,1,-0.2063,94.5,9aa3a125025b,304ad0aaf8e2,0.1981,130,111,ok,0.0,0.0077
gold/stt2_page_0080_c05_093.png,gold/stt2_page_0080_c05_093.png,stt2,page_0080,5,8,8,GOLD,CHAR_A,0,"[839, 1207, 941, 1319]","[839, 1196, 941, 1291]","[839, 1187, 941, 1300]",f3g,,1,-0.2063,94.5,007ad693325f,a1033a05dac1,0.1703,116,104,ok,0.0,0.0
gold/stt2_page_0080_c05_094.png,gold/stt2_page_0080_c05_094.png,stt2,page_0080,5,9,9,GOLD,CHAR_A,0,"[838, 1294, 942, 1405]","[838, 1294, 942, 1405]","[838, 1294, 942, 1405]",fallback,guard,1,0.4127,94.5,a1547fadf712,a1547fadf712,0.1825,127,137,ok,0.0,0.0236
gold/stt2_page_0080_c05_096.png,gold/stt2_page_0080_c05_096.png,stt2,page_0080,5,11,11,GOLD,CHAR_A,0,"[838, 1485, 941, 1595]","[838, 1485, 941, 1595]","[838, 1485, 941, 1595]",fallback,guard,1,-0.4656,94.5,bf5573968ab3,bf5573968ab3,0.229,111,136,ok,0.0,0.009
gold/stt2_page_0080_c05_098.png,gold/stt2_page_0080_c05_098.png,stt2,page_0080,5,13,13,GOLD,CHAR_A,0,"[837, 1666, 943, 1777]","[837, 1684, 943, 1774]","[837, 1675, 943, 1783]",f3g,,1,0.0794,94.5,c1c90a5e3f3b,7d28a244b763,0.2372,91,104,ok,0.0,0.044
gold/stt2_page_0080_c05_104.png,gold/stt2_page_0080_c05_104.png,stt2,page_0080,5,19,19,GOLD,CHAR_B,0,"[835, 2217, 945, 2335]","[835, 2229, 945, 2326]","[835, 2220, 945, 2335]",f3g,,1,0.0159,94.5,15ec32c42bec,c2e4a7410672,0.2153,136,111,ok,0.0,0.0221
gold/stt2_page_0080_c06_109.png,gold/stt2_page_0080_c06_109.png,stt2,page_0080,6,2,2,GOLD,CHAR_A,0,"[680, 794, 797, 923]","[680, 831, 797, 942]","[680, 820, 797, 953]",f3g,,1,0.2605,107.5,3ef0b97b7f22,c1cafa67d01c,0.1787,135,128,ok,0.0,0.0
gold/stt2_page_0080_c06_113.png,gold/stt2_page_0080_c06_113.png,stt2,page_0080,6,6,6,GOLD,CHAR_A,0,"[686, 1229, 793, 1360]","[686, 1260, 793, 1369]","[686, 1249, 793, 1380]",f3g,,1,0.186,107.5,0cc3eacf1a8e,a38bd130e201,0.1952,131,121,ok,0.0,0.0
gold/stt2_page_0080_c06_115.png,gold/stt2_page_0080_c06_115.png,stt2,page_0080,6,8,8,GOLD,CHAR_A,0,"[686, 1442, 794, 1576]","[686, 1474, 794, 1582]","[686, 1463, 794, 1593]",f3g,,1,0.1767,107.5,f464a6e18e4e,8c94fffe2391,0.2135,132,124,ok,0.0,0.0303
gold/stt2_page_0080_c06_117.png,gold/stt2_page_0080_c06_117.png,stt2,page_0080,6,10,10,GOLD,CHAR_A,0,"[687, 1667, 792, 1796]","[687, 1680, 792, 1782]","[687, 1669, 792, 1793]",f3g,,1,-0.0047,107.5,dd3f83b12319,1ae76380c4b7,0.1327,127,113,ok,0.0,0.0079
gold/stt2_page_0080_c06_119.png,gold/stt2_page_0080_c06_119.png,stt2,page_0080,6,12,12,GOLD,CHAR_A,0,"[686, 1882, 794, 2011]","[686, 1880, 794, 1990]","[686, 1869, 794, 2001]",f3g,,1,-0.107,107.5,0c7d4d6d344d,d55d383f64ad,0.2287,132,104,ok,0.0,0.0227
gold/stt2_page_0080_c07_121.png,gold/stt2_page_0080_c07_121.png,stt2,page_0080,7,0,0,GOLD,CHAR_A,0,"[536, 482, 643, 590]","[536, 449, 643, 550]","[536, 439, 643, 560]",f3g,,0,-0.3782,96.5,ecbad07f1b7c,f6f35437319d,0.1627,131,115,ok,0.0,0.0
gold/stt2_page_0080_c07_127.png,gold/stt2_page_0080_c07_127.png,stt2,page_0080,7,6,6,GOLD,CHAR_A,0,"[533, 1056, 640, 1172]","[533, 1034, 640, 1130]","[533, 1024, 640, 1140]",f3g,,1,-0.3316,96.5,1e78bebb2961,861bd546d015,0.1988,109,99,ok,0.0,0.0
gold/stt2_page_0080_c07_129.png,gold/stt2_page_0080_c07_129.png,stt2,page_0080,7,8,8,GOLD,SYL,1,"[533, 1249, 640, 1365]","[533, 1262, 640, 1360]","[533, 1252, 640, 1370]",f3g,,1,0.0415,96.5,3c3b6cf7c7ad,3e1db9ca68e0,0.1947,101,101,ok,0.0,0.0
gold/stt2_page_0080_c07_130.png,gold/stt2_page_0080_c07_130.png,stt2,page_0080,7,9,9,GOLD,CHAR_A,0,"[533, 1346, 640, 1461]","[533, 1371, 640, 1472]","[533, 1361, 640, 1482]",f3g,,1,0.1865,96.5,f1cdd656e43e,0e141acaf1ee,0.1707,131,109,ok,0.0,0.0
gold/stt2_page_0080_c07_132.png,gold/stt2_page_0080_c07_132.png,stt2,page_0080,7,11,11,GOLD,CHAR_A,0,"[533, 1539, 640, 1654]","[533, 1556, 640, 1648]","[533, 1546, 640, 1658]",f3g,,1,0.057,96.5,71520eb0f768,c41618e99572,0.1214,120,94,ok,0.0,0.0
gold/stt2_page_0080_c07_133.png,gold/stt2_page_0080_c07_133.png,stt2,page_0080,7,12,12,GOLD,CHAR_A,0,"[533, 1635, 640, 1751]","[533, 1635, 640, 1730]","[533, 1625, 640, 1740]",f3g,,1,-0.1088,96.5,97cf326eef03,917f2d44580b,0.1429,131,112,ok,0.0,0.0
gold/stt2_page_0080_c07_135.png,gold/stt2_page_0080_c07_135.png,stt2,page_0080,7,14,14,GOLD,CHAR_A,0,"[533, 1828, 640, 1944]","[533, 1837, 640, 1935]","[533, 1827, 640, 1945]",f3g,,1,0.0,96.5,a5c9cf190970,9ea94effd2a0,0.1799,125,109,ok,0.0,0.0
gold/stt2_page_0080_c07_136.png,gold/stt2_page_0080_c07_136.png,stt2,page_0080,7,15,15,GOLD,CHAR_A,0,"[533, 1925, 640, 2040]","[533, 1934, 640, 2030]","[533, 1924, 640, 2040]",f3g,,1,-0.0052,96.5,84bf8ddb0707,a5c9edecf702,0.1805,129,100,ok,0.0,0.0
gold/stt2_page_0080_c08_144.png,gold/stt2_page_0080_c08_144.png,stt2,page_0080,8,2,2,GOLD,CHAR_A,0,"[377, 671, 484, 790]","[377, 684, 484, 793]","[377, 673, 484, 804]",f3g,,1,0.0749,106.75,d0f003a38780,3cde2514241c,0.1981,126,118,ok,0.0,0.0
gold/stt2_page_0080_c08_146.png,gold/stt2_page_0080_c08_146.png,stt2,page_0080,8,4,4,GOLD,CHAR_A,0,"[378, 929, 482, 1044]","[378, 933, 482, 1036]","[378, 922, 482, 1047]",f3g,,1,-0.0187,106.75,765c12911018,eb16ad3cb5bd,0.1938,114,89,ok,0.0,0.0
gold/stt2_page_0080_c08_148.png,gold/stt2_page_0080_c08_148.png,stt2,page_0080,8,6,6,GOLD,CHAR_A,0,"[369, 1111, 474, 1224]","[369, 1122, 474, 1227]","[369, 1111, 474, 1238]",f3g,,1,0.0656,106.75,3e866316ed03,0826a148ead0,0.1837,89,102,ok,0.0,0.0
gold/stt2_page_0080_c08_151.png,gold/stt2_page_0080_c08_151.png,stt2,page_0080,8,9,9,GOLD,CHAR_A,0,"[374, 1437, 481, 1565]","[374, 1462, 481, 1565]","[374, 1451, 481, 1576]",f3g,,1,0.1171,106.75,799ffa0b442f,02a3602ec8b6,0.1857,89,108,ok,0.0,0.0
gold/stt2_page_0080_c08_152.png,gold/stt2_page_0080_c08_152.png,stt2,page_0080,8,10,10,GOLD,CHAR_A,1,"[374, 1544, 481, 1672]","[374, 1556, 481, 1665]","[374, 1545, 481, 1676]",f3g,,1,0.0234,106.75,6ccf96dbd447,3a719ab23511,0.173,117,117,ok,0.0,0.0
gold/stt2_page_0080_c08_157.png,gold/stt2_page_0080_c08_157.png,stt2,page_0080,8,15,17,GOLD,CHAR_A,0,"[367, 2110, 476, 2165]","[367, 2122, 476, 2228]","[367, 2111, 476, 2239]",f3g,,1,0.3513,106.75,6b9e3b48238c,c91687e60972,0.182,128,112,ok,0.0,0.0
gold/stt2_page_0080_c08_158.png,gold/stt2_page_0080_c08_158.png,stt2,page_0080,8,16,18,GOLD,CHAR_A,0,"[376, 2227, 485, 2343]","[376, 2224, 485, 2332]","[376, 2213, 485, 2343]",f3g,,0,-0.0656,106.75,84477ee64035,31612a203d2a,0.1674,132,126,ok,0.0,0.0
gold/stt2_page_0080_c08_160.png,gold/stt2_page_0080_c08_160.png,stt2,page_0080,8,18,21,GOLD,CHAR_A,0,"[377, 2411, 487, 2522]","[377, 2412, 487, 2521]","[377, 2401, 487, 2532]",f3g,,0,0.0,106.75,64e02c12f4d1,0cb652ca1f29,0.2022,104,121,ok,0.0,0.0
gold/stt2_page_0080_c09_161.png,gold/stt2_page_0080_c09_161.png,stt2,page_0080,9,0,0,GOLD,CHAR_A,0,"[214, 481, 329, 598]","[214, 494, 329, 605]","[214, 483, 329, 616]",f3g,,0,0.0939,106.5,d1ee7f95de05,4ee018e9ff85,0.1081,135,128,ok,0.0,0.0
gold/stt2_page_0080_c09_162.png,gold/stt2_page_0080_c09_162.png,stt2,page_0080,9,1,2,GOLD,CHAR_A,1,"[218, 574, 328, 696]","[218, 580, 328, 683]","[218, 569, 328, 694]",f3g,,1,-0.0329,106.5,de2ff4ec5ec6,1ce0e782b83b,0.1101,132,120,ok,0.0,0.0379
gold/stt2_page_0080_c09_164.png,gold/stt2_page_0080_c09_164.png,stt2,page_0080,9,3,4,GOLD,CHAR_A,0,"[218, 774, 326, 900]","[218, 789, 326, 898]","[218, 778, 326, 909]",f3g,,1,0.061,106.5,2589b350f315,5d419548109c,0.1704,124,122,ok,0.0,0.0
gold/stt2_page_0080_c09_166.png,gold/stt2_page_0080_c09_166.png,stt2,page_0080,9,5,6,GOLD,CHAR_A,0,"[226, 1014, 327, 1142]","[226, 996, 327, 1103]","[226, 985, 327, 1114]",f3g,,1,-0.2676,106.5,5b4a57d21901,80521134df5a,0.2243,86,92,ok,0.0,0.0
gold/stt2_page_0080_c09_168.png,gold/stt2_page_0080_c09_168.png,stt2,page_0080,9,7,8,GOLD,CHAR_A,0,"[226, 1227, 327, 1355]","[226, 1263, 327, 1374]","[226, 1252, 327, 1385]",f3g,,1,0.2582,106.5,64c4fe28c201,bca2e806af3b,0.1969,101,127,ok,0.0,0.0
gold/stt2_page_0080_c09_169.png,gold/stt2_page_0080_c09_169.png,stt2,page_0080,9,8,9,GOLD,CHAR_A,0,"[226, 1334, 327, 1461]","[226, 1374, 327, 1480]","[226, 1363, 327, 1491]",f3g,,1,0.277,106.5,69023a778b3f,2f685088fb0d,0.1796,115,119,ok,0.0,0.0
gold/stt2_page_0080_c09_170.png,gold/stt2_page_0080_c09_170.png,stt2,page_0080,9,9,10,GOLD,CHAR_A,0,"[226, 1440, 327, 1568]","[226, 1480, 327, 1586]","[226, 1469, 327, 1597]",f3g,,1,0.2723,106.5,0cc8dec2251b,3d9575fbf01c,0.182,102,107,ok,0.0,0.0049
gold/stt2_page_0080_c09_171.png,gold/stt2_page_0080_c09_171.png,stt2,page_0080,9,10,11,GOLD,CHAR_A,0,"[226, 1547, 327, 1674]","[226, 1581, 327, 1692]","[226, 1570, 327, 1703]",f3g,,1,0.2441,106.5,a43c985b5586,6d06bd7b1a95,0.2078,96,114,ok,0.0,0.0
gold/stt2_page_0080_c09_172.png,gold/stt2_page_0080_c09_172.png,stt2,page_0080,9,11,12,GOLD,CHAR_A,0,"[226, 1653, 327, 1781]","[226, 1699, 327, 1811]","[226, 1688, 327, 1822]",f3g,,1,0.3568,106.5,169335b73bcd,2a599385095b,0.182,124,119,ok,0.0,0.0
gold/stt2_page_0080_c09_173.png,gold/stt2_page_0080_c09_173.png,stt2,page_0080,9,12,13,GOLD,CHAR_A,0,"[226, 1760, 327, 1888]","[226, 1811, 327, 1916]","[226, 1800, 327, 1927]",f3g,,1,0.3709,106.5,58d64c0437c4,fdd347a8573b,0.1948,104,111,ok,0.0,0.0
gold/stt2_page_0080_c09_174.png,gold/stt2_page_0080_c09_174.png,stt2,page_0080,9,13,14,GOLD,CHAR_A,0,"[226, 1866, 327, 1994]","[226, 1910, 327, 2013]","[226, 1899, 327, 2024]",f3g,,1,0.2958,106.5,718c800046f8,fc22980bfe16,0.1713,110,112,ok,0.0,0.0
gold/stt2_page_0080_c09_176.png,gold/stt2_page_0080_c09_176.png,stt2,page_0080,9,15,16,GOLD,CHAR_A,0,"[230, 2106, 331, 2187]","[230, 2106, 331, 2214]","[230, 2095, 331, 2225]",f3g,,1,0.1268,106.5,3e9bbe044557,4e736213abc4,0.2057,94,106,ok,0.0,0.0
gold/stt2_page_0080_c09_177.png,gold/stt2_page_0080_c09_177.png,stt2,page_0080,9,16,17,GOLD,CHAR_A,0,"[220, 2212, 324, 2337]","[220, 2213, 324, 2322]","[220, 2202, 324, 2333]",f3g,,1,-0.0657,106.5,c91be1332cc6,86f44b45fe48,0.1706,127,120,ok,0.0,0.0
gold/stt2_page_0080_c09_178.png,gold/stt2_page_0080_c09_178.png,stt2,page_0080,9,17,18,GOLD,CHAR_A,0,"[229, 2308, 333, 2433]","[229, 2316, 333, 2422]","[229, 2305, 333, 2433]",f3g,,1,-0.0141,106.5,71af64366f4b,399dda0a97ca,0.1195,126,102,ok,0.0,0.0
gold/stt2_page_0080_c09_179.png,gold/stt2_page_0080_c09_179.png,stt2,page_0080,9,18,19,GOLD,CHAR_A,1,"[230, 2411, 334, 2522]","[230, 2412, 334, 2521]","[230, 2401, 334, 2532]",f3g,,0,0.0,106.5,acc9c824c656,d9626a3cd9a4,0.1543,98,104,ok,0.0,0.0
gold/stt2_page_0082_c01_000.png,gold/stt2_page_0082_c01_000.png,stt2,page_0082,1,0,0,GOLD,CHAR_A,0,"[1426, 484, 1528, 586]","[1426, 479, 1528, 567]","[1426, 470, 1528, 576]",f3g,,0,-0.1371,87.5,1e6f09aa6e1e,470733606049,0.1713,126,84,ok,0.0,0.0
gold/stt2_page_0082_c01_003.png,gold/stt2_page_0082_c01_003.png,stt2,page_0082,1,3,3,GOLD,CHAR_A,0,"[1428, 747, 1529, 861]","[1428, 735, 1529, 828]","[1428, 726, 1529, 837]",f3g,,1,-0.2571,87.5,c9befd960a85,5aaf80099875,0.1816,81,104,ok,0.0,0.0
gold/stt2_page_0082_c01_004.png,gold/stt2_page_0082_c01_004.png,stt2,page_0082,1,4,4,GOLD,CHAR_A,0,"[1427, 840, 1531, 958]","[1427, 840, 1531, 930]","[1427, 831, 1531, 939]",f3g,,1,-0.16,87.5,ad6da8bce591,ab85ce0e729b,0.2603,88,107,ok,0.0,0.0
gold/stt2_page_0082_c01_006.png,gold/stt2_page_0082_c01_006.png,stt2,page_0082,1,6,7,GOLD,CHAR_A,0,"[1425, 1027, 1530, 1138]","[1425, 1043, 1530, 1133]","[1425, 1034, 1530, 1142]",f3g,,1,0.0629,87.5,d326fba4e5a4,bf5bb3f6a056,0.1956,120,96,ok,0.0,0.0
gold/stt2_page_0082_c01_007.png,gold/stt2_page_0082_c01_007.png,stt2,page_0082,1,7,8,GOLD,CHAR_A,0,"[1423, 1119, 1533, 1236]","[1423, 1137, 1533, 1226]","[1423, 1128, 1533, 1235]",f3g,,1,0.0457,87.5,019b74ec9cf3,caf96c93c309,0.1812,110,103,ok,0.0,0.0
gold/stt2_page_0082_c01_008.png,gold/stt2_page_0082_c01_008.png,stt2,page_0082,1,8,9,GOLD,CHAR_A,0,"[1425, 1236, 1531, 1332]","[1425, 1234, 1531, 1323]","[1425, 1225, 1531, 1332]",f3g,,1,-0.0629,87.5,e9ef047486a6,c61a67340d8b,0.1757,101,88,ok,0.0,0.0
gold/stt2_page_0082_c01_009.png,gold/stt2_page_0082_c01_009.png,stt2,page_0082,1,9,10,GOLD,CHAR_A,1,"[1425, 1311, 1531, 1428]","[1425, 1328, 1531, 1424]","[1425, 1319, 1531, 1433]",f3g,,1,0.0743,87.5,c7e44f4a3761,36d346ebc4e7,0.152,107,114,ok,0.0,0.0
gold/stt2_page_0082_c01_010.png,gold/stt2_page_0082_c01_010.png,stt2,page_0082,1,10,11,GOLD,CHAR_A,0,"[1425, 1397, 1530, 1512]","[1425, 1428, 1530, 1519]","[1425, 1419, 1530, 1528]",f3g,,1,0.2171,87.5,5b02ed497f14,ef5db9bb34a0,0.1993,111,87,ok,0.0,0.0
gold/stt2_page_0082_c01_014.png,gold/stt2_page_0082_c01_014.png,stt2,page_0082,1,14,15,GOLD,CHAR_A,0,"[1423, 1749, 1531, 1866]","[1423, 1771, 1531, 1860]","[1423, 1762, 1531, 1869]",f3g,,1,0.0914,87.5,5dc8571efdd4,f50d607c7fed,0.1361,115,97,ok,0.0,0.0
gold/stt2_page_0082_c01_015.png,gold/stt2_page_0082_c01_015.png,stt2,page_0082,1,15,16,GOLD,CHAR_A,0,"[1424, 1835, 1530, 1951]","[1424, 1861, 1530, 1951]","[1424, 1852, 1530, 1960]",f3g,,1,0.1486,87.5,6d8ae51e77a8,7c9f7d8cf1c6,0.1575,114,88,ok,0.0,0.0
gold/stt2_page_0082_c01_017.png,gold/stt2_page_0082_c01_017.png,stt2,page_0082,1,17,18,GOLD,CHAR_A,0,"[1424, 2046, 1529, 2163]","[1424, 2085, 1529, 2177]","[1424, 2076, 1529, 2186]",f3g,,1,0.3029,87.5,abd267dc90d4,d6b18a989ee8,0.1573,106,97,ok,0.0,0.0
gold/stt2_page_0082_c01_018.png,gold/stt2_page_0082_c01_018.png,stt2,page_0082,1,18,19,GOLD,CHAR_A,0,"[1424, 2143, 1529, 2258]","[1424, 2143, 1529, 2258]","[1424, 2143, 1529, 2258]",fallback,guard,1,0.4286,87.5,624853c3a60c,624853c3a60c,0.1539,100,138,ok,0.0,0.02
gold/stt2_page_0082_c01_020.png,gold/stt2_page_0082_c01_020.png,stt2,page_0082,1,20,21,GOLD,CHAR_A,0,"[1425, 2326, 1529, 2440]","[1425, 2326, 1529, 2440]","[1425, 2326, 1529, 2440]",fallback,guard,1,-0.4286,87.5,69289699ca4c,69289699ca4c,0.2089,120,140,ok,0.0,0.0125
gold/stt2_page_0082_c01_021.png,gold/stt2_page_0082_c01_021.png,stt2,page_0082,1,21,22,GOLD,CHAR_A,0,"[1426, 2418, 1527, 2520]","[1426, 2454, 1527, 2541]","[1426, 2445, 1527, 2550]",f3g,,0,0.3257,87.5,94ccb02cb308,0c447b3ddfbb,0.1719,125,85,ok,0.0,0.012
gold/stt2_page_0082_c02_022.png,gold/stt2_page_0082_c02_022.png,stt2,page_0082,2,0,0,GOLD,CHAR_A,0,"[1274, 485, 1383, 591]","[1274, 501, 1383, 600]","[1274, 492, 1383, 609]",f3g,,0,0.1323,94.5,e49605f14afe,08b892428a34,0.2035,123,113,ok,0.0,0.0
gold/stt2_page_0082_c02_024.png,gold/stt2_page_0082_c02_024.png,stt2,page_0082,2,2,2,GOLD,CHAR_A,0,"[1273, 662, 1383, 779]","[1273, 662, 1383, 779]","[1273, 662, 1383, 779]",fallback,guard,1,0.418,94.5,26559645286e,26559645286e,0.1608,131,145,ok,0.0,0.0763
gold/stt2_page_0082_c02_025.png,gold/stt2_page_0082_c02_025.png,stt2,page_0082,2,3,3,GOLD,CHAR_A,0,"[1272, 758, 1381, 873]","[1272, 758, 1381, 873]","[1272, 758, 1381, 873]",fallback,guard,1,0.4656,94.5,6325dc3dd51d,6325dc3dd51d,0.2515,98,140,ok,0.0,0.0255
gold/stt2_page_0082_c02_027.png,gold/stt2_page_0082_c02_027.png,stt2,page_0082,2,5,5,GOLD,CHAR_B,0,"[1274, 949, 1380, 1063]","[1274, 964, 1380, 1061]","[1274, 955, 1380, 1070]",f3g,,1,0.0688,94.5,e7c77acffa5f,62ee0dbe82a4,0.1864,114,110,ok,0.0017,0.0
gold/stt2_page_0082_c02_029.png,gold/stt2_page_0082_c02_029.png,stt2,page_0082,2,7,7,GOLD,CHAR_A,0,"[1273, 1131, 1379, 1245]","[1273, 1148, 1379, 1244]","[1273, 1139, 1379, 1253]",f3g,,1,0.0847,94.5,03f144017905,417b4a26badf,0.1856,119,102,ok,0.0,0.0
gold/stt2_page_0082_c02_030.png,gold/stt2_page_0082_c02_030.png,stt2,page_0082,2,8,8,GOLD,CHAR_A,0,"[1270, 1226, 1381, 1341]","[1270, 1239, 1381, 1335]","[1270, 1230, 1381, 1344]",f3g,,1,0.037,94.5,e7842ec2ca26,8896ba2f25aa,0.1414,122,110,ok,0.0,0.0041
gold/stt2_page_0082_c02_035.png,gold/stt2_page_0082_c02_035.png,stt2,page_0082,2,13,13,GOLD,CHAR_A,0,"[1269, 1688, 1383, 1799]","[1269, 1704, 1383, 1801]","[1269, 1695, 1383, 1810]",f3g,,1,0.0952,94.5,70a5614c57ef,dfa3643fe61e,0.1834,131,110,ok,0.0,0.0
gold/stt2_page_0082_c02_036.png,gold/stt2_page_0082_c02_036.png,stt2,page_0082,2,14,14,GOLD,CHAR_A,0,"[1271, 1781, 1382, 1895]","[1271, 1801, 1382, 1899]","[1271, 1792, 1382, 1908]",f3g,,1,0.127,94.5,9d9ef36a174c,303c3522c527,0.1818,107,92,ok,0.0,0.0
gold/stt2_page_0082_c02_037.png,gold/stt2_page_0082_c02_037.png,stt2,page_0082,2,15,15,GOLD,CHAR_A,0,"[1271, 1869, 1381, 1982]","[1271, 1898, 1381, 1991]","[1271, 1889, 1381, 2000]",f3g,,1,0.2011,94.5,a05bd91eea88,b9297c688737,0.1519,123,93,ok,0.0,0.0
gold/stt2_page_0082_c02_039.png,gold/stt2_page_0082_c02_039.png,stt2,page_0082,2,17,17,GOLD,CHAR_A,0,"[1273, 2048, 1380, 2163]","[1273, 2034, 1380, 2128]","[1273, 2025, 1380, 2137]",f3g,,1,-0.2593,94.5,fc1b6ecdc1af,27e7039e811c,0.151,127,100,ok,0.0,0.0
gold/stt2_page_0082_c02_040.png,gold/stt2_page_0082_c02_040.png,stt2,page_0082,2,18,18,GOLD,CHAR_A,0,"[1274, 2144, 1378, 2257]","[1274, 2144, 1378, 2257]","[1274, 2144, 1378, 2257]",fallback,guard,1,-0.4127,94.5,643acfca6ee5,643acfca6ee5,0.2222,92,137,ok,0.0,0.0435
gold/stt2_page_0082_c02_042.png,gold/stt2_page_0082_c02_042.png,stt2,page_0082,2,20,20,GOLD,CHAR_A,0,"[1276, 2326, 1379, 2435]","[1276, 2339, 1379, 2435]","[1276, 2330, 1379, 2444]",f3g,,1,0.0688,94.5,19fdad92be5d,1d0a01796488,0.1697,100,110,ok,0.0,0.005
gold/stt2_page_0082_c02_043.png,gold/stt2_page_0082_c02_043.png,stt2,page_0082,2,21,21,GOLD,CHAR_B,0,"[1274, 2415, 1381, 2517]","[1274, 2435, 1381, 2530]","[1274, 2426, 1381, 2539]",f3g,,0,0.1746,94.5,1424409b2e9c,36ddff655f07,0.14,131,101,ok,0.0,0.0
gold/stt2_page_0082_c03_047.png,gold/stt2_page_0082_c03_047.png,stt2,page_0082,3,3,3,GOLD,CHAR_A,0,"[1110, 758, 1222, 874]","[1110, 794, 1222, 886]","[1110, 785, 1222, 895]",f3g,,1,0.2595,92.5,0205e540a674,86c676185a47,0.1785,128,102,ok,0.0004,0.0
gold/stt2_page_0082_c03_049.png,gold/stt2_page_0082_c03_049.png,stt2,page_0082,3,5,5,GOLD,CHAR_A,0,"[1112, 940, 1221, 1052]","[1112, 950, 1221, 1044]","[1112, 941, 1221, 1053]",f3g,,1,0.0108,92.5,1edb4c246832,1197ba37a693,0.2049,115,93,ok,0.0,0.0
gold/stt2_page_0082_c03_051.png,gold/stt2_page_0082_c03_051.png,stt2,page_0082,3,7,7,GOLD,CHAR_A,0,"[1112, 1132, 1222, 1244]","[1112, 1119, 1222, 1212]","[1112, 1110, 1222, 1221]",f3g,,1,-0.2432,92.5,8e5cb89cca3d,cfe443326bcd,0.1811,119,101,ok,0.0,0.0
gold/stt2_page_0082_c03_052.png,gold/stt2_page_0082_c03_052.png,stt2,page_0082,3,8,8,GOLD,CHAR_A,0,"[1112, 1219, 1222, 1330]","[1112, 1208, 1222, 1300]","[1112, 1199, 1222, 1309]",f3g,,1,-0.2216,92.5,79aef763d750,b0d83705b7fa,0.3101,103,87,ok,0.0,0.0
gold/stt2_page_0082_c03_055.png,gold/stt2_page_0082_c03_055.png,stt2,page_0082,3,11,11,GOLD,CHAR_A,0,"[1114, 1516, 1222, 1628]","[1114, 1517, 1222, 1619]","[1114, 1508, 1222, 1628]",f3g,,1,-0.0432,92.5,fae30aaec3db,11fbc35ffb17,0.2451,111,114,ok,0.0,0.0
gold/stt2_page_0082_c03_056.png,gold/stt2_page_0082_c03_056.png,stt2,page_0082,3,12,12,GOLD,CHAR_A,0,"[1112, 1602, 1223, 1714]","[1112, 1621, 1223, 1712]","[1112, 1612, 1223, 1721]",f3g,,1,0.0919,92.5,0d67dfc2b6e3,4bdacfc18005,0.2002,125,97,ok,0.0,0.0
gold/stt2_page_0082_c03_058.png,gold/stt2_page_0082_c03_058.png,stt2,page_0082,3,14,14,GOLD,CHAR_A,0,"[1114, 1783, 1222, 1896]","[1114, 1789, 1222, 1883]","[1114, 1780, 1222, 1892]",f3g,,1,-0.0378,92.5,f5f5d9129242,977b92cec517,0.1511,113,79,ok,0.0,0.0
gold/stt2_page_0082_c03_060.png,gold/stt2_page_0082_c03_060.png,stt2,page_0082,3,16,16,GOLD,CHAR_A,0,"[1114, 1963, 1220, 2076]","[1114, 1955, 1220, 2048]","[1114, 1946, 1220, 2057]",f3g,,1,-0.1946,92.5,09afad0853d5,824fdad26f0a,0.2212,105,100,ok,0.0,0.0
gold/stt2_page_0082_c03_061.png,gold/stt2_page_0082_c03_061.png,stt2,page_0082,3,17,17,GOLD,CHAR_A,0,"[1115, 2049, 1220, 2163]","[1115, 2048, 1220, 2143]","[1115, 2039, 1220, 2152]",f3g,,1,-0.1135,92.5,7f498d8493c1,18565009d9e7,0.2302,116,100,ok,0.0,0.0
